high scan speed (mm/s) and hatch spacing (mm),shap,lowess high scan speed (mm/s) and hatch spacing (mm),lowess shap,low scan speed (mm/s) and hatch spacing (mm),shap,lowess low scan speed (mm/s) and hatch spacing (mm),lowess shap
0.13,0.021046161651611328,0.1,0.0008020501109664823,0.09,0.013412895612418652,0.124,-0.019789491304103325
0.06,0.01441219449043274,0.1,0.0008020501109664823,0.06,-0.011824414134025574,0.124,-0.019789491304103325
0.2,0.008126812987029552,0.1,0.0008020501109664823,0.13,-0.02522663027048111,0.124,-0.019789491304103325
0.07,-0.007558844983577728,0.1,0.0008020501109664823,0.1,0.02539885602891445,0.126,-0.02079670186739613
0.04,0.005706671625375748,0.1,0.0008020501109664823,0.11,0.007384008727967739,0.126,-0.02079670186739613
0.19,0.018936477601528168,0.1,0.0008020501109664823,0.11,0.01714305952191353,0.126,-0.02079670186739613
0.04,-0.03281412646174431,0.1,0.0008020501109664823,0.126,0.037517063319683075,0.126,-0.02079670186739613
0.1,0.009772997349500656,0.1,0.0008020501109664823,0.02,-0.021642185747623444,0.13,-0.022662369514976154
0.07,-0.01221419870853424,0.1,0.0008020501109664823,0.08,0.01106657087802887,0.13,-0.022662369514976154
0.06,-0.020940465852618217,0.1,0.0008020501109664823,0.06,-0.0009833797812461853,0.13,-0.022662369514976154
0.11,0.001520402729511261,0.1,0.0008020501109664823,0.11,-0.0032893363386392593,0.13,-0.022662369514976154
0.13,-0.0007426366209983826,0.1,0.0008020501109664823,0.1,-0.021859124302864075,0.13,-0.022662369514976154
0.04,-0.00632033497095108,0.1,0.0008020501109664823,0.12,0.010805081576108932,0.13,-0.022662369514976154
0.1,-0.005623355507850647,0.1,0.0008020501109664823,0.05,-0.0174814835190773,0.13,-0.022662369514976154
0.13,-0.0029016872867941856,0.1,0.0008020501109664823,0.12,-0.06106145679950714,0.13,-0.022662369514976154
0.12,0.012099534273147583,0.1,0.0008020501109664823,0.12,-0.049626387655735016,0.13,-0.022662369514976154
0.1,-0.015360798686742783,0.1,0.0008020501109664823,0.04,0.04630476236343384,0.13,-0.022662369514976154
0.07,-0.006462067365646362,0.1,0.0008020501109664823,0.13,-0.02500128746032715,0.13,-0.022662369514976154
0.15,0.035682134330272675,0.1,0.0008020501109664823,0.09,0.002338305115699768,0.13,-0.022662369514976154
0.19,0.017448075115680695,0.1,0.0008020501109664823,0.1,0.02643018774688244,0.13,-0.022662369514976154
0.03,-0.0044734664261341095,0.1,0.0008020501109664823,0.065,0.07866138964891434,0.13,-0.022662369514976154
0.1,-0.01673366129398346,0.1,0.0008020501109664823,0.1,0.015043269842863083,0.13,-0.022662369514976154
0.12,0.0068385303020477295,0.1,0.0008020501109664823,0.09,-0.017861532047390938,0.13,-0.022662369514976154
0.1,-0.001534702256321907,0.1,0.0008020501109664823,0.12,-0.04803985357284546,0.13,-0.022662369514976154
0.1,-0.0078505277633667,0.1,0.0008020501109664823,0.09,-0.009559404104948044,0.13,-0.022662369514976154
0.347,0.0067727407440543175,0.1,0.0008020501109664823,0.13,-0.04213150590658188,0.13,-0.022662369514976154
0.15,0.025755904614925385,0.1,0.0008020501109664823,0.1,0.016763761639595032,0.13,-0.022662369514976154
0.075,-0.010376526974141598,0.1,0.0008020501109664823,0.065,0.07808750867843628,0.13,-0.022662369514976154
0.1,0.0035364702343940735,0.1,0.0008020501109664823,0.065,0.08434846997261047,0.13,-0.022662369514976154
0.06,0.02366998791694641,0.1,0.0008020501109664823,0.12,-0.046748578548431396,0.13,-0.022662369514976154
0.12,0.03779638558626175,0.1,0.0008020501109664823,0.065,0.07703550159931183,0.13,-0.022662369514976154
0.13,0.009205128997564316,0.1,0.0008020501109664823,0.12,-0.1291426718235016,0.13,-0.022662369514976154
0.13,0.017759177833795547,0.1,0.0008020501109664823,0.04,0.059037744998931885,0.13,-0.022662369514976154
0.07,0.0004792921245098114,0.1,0.0008020501109664823,0.11,0.011029589921236038,0.13,-0.022662369514976154
0.12,0.040851373225450516,0.1,0.0008020501109664823,0.1,0.010419616475701332,0.13,-0.022662369514976154
0.24,0.005946438759565353,0.1,0.0008020501109664823,0.065,0.07719366997480392,0.135,-0.02442643592391945
0.06,0.0014207586646080017,0.1,0.0008020501109664823,0.13,-0.04016741365194321,0.135,-0.02442643592391945
0.04,0.0063161700963974,0.1,0.0008020501109664823,0.07,0.019176125526428223,0.138,-0.025118440004938167
0.08,-0.012363534420728683,0.1,0.0008020501109664823,0.08,-0.0034649446606636047,0.14,-0.025461574693257567
0.115,0.006779372692108154,0.1,0.0008020501109664823,0.08,0.013786207884550095,0.14,-0.025461574693257567
0.13,0.012356802821159363,0.1,0.0008020501109664823,0.04,0.009956689551472664,0.14,-0.025461574693257567
0.1,-0.0030075162649154663,0.1,0.0008020501109664823,0.05,0.007041744887828827,0.14,-0.025461574693257567
0.06,0.0380401536822319,0.1,0.0008020501109664823,0.09,-0.01751646399497986,0.14,-0.025461574693257567
0.09,0.010291464626789093,0.1,0.0008020501109664823,0.12,-0.05341072380542755,0.14,-0.025461574693257567
0.1,0.006902611814439297,0.1,0.0008020501109664823,0.065,0.08268677443265915,0.14,-0.025461574693257567
0.08,-0.04307418689131737,0.1,0.0008020501109664823,0.15,-0.016725771129131317,0.14,-0.025461574693257567
0.04,-0.030426444485783577,0.1,0.0008020501109664823,0.065,0.0823754295706749,0.14,-0.025461574693257567
0.12,0.031585901975631714,0.1,0.0008020501109664823,0.04,0.020454823970794678,0.14,-0.025461574693257567
0.09,0.0003211572766304016,0.1,0.0008020501109664823,0.07,-0.011846587061882019,0.14,-0.025461574693257567
0.12,0.01800866425037384,0.1,0.0008020501109664823,0.14,-0.027375705540180206,0.14,-0.025461574693257567
0.1,-0.0034241005778312683,0.1,0.0008020501109664823,0.08,-0.010305850766599178,0.14,-0.025461574693257567
0.065,-0.07775122672319412,0.105,0.0032940376385376053,0.106,-0.008044321089982986,0.14,-0.025461574693257567
0.12,0.014522284269332886,0.105,0.0032940376385376053,0.12,-0.009948104619979858,0.14,-0.025461574693257567
0.11,-0.0009397268295288086,0.105,0.0032940376385376053,0.12,-0.04010394215583801,0.14,-0.025461574693257567
0.1,-0.001551646739244461,0.105,0.0032940376385376053,0.05,-0.010278144851326942,0.14,-0.025461574693257567
0.12,0.027725856751203537,0.105,0.0032940376385376053,0.05,-0.02670949138700962,0.14,-0.025461574693257567
0.1,-0.0012019090354442596,0.11,0.005401038443419496,0.1,-0.007404197007417679,0.14,-0.025461574693257567
0.09,0.002870813012123108,0.11,0.005401038443419496,0.105,0.023693405091762543,0.15,-0.026357071719052903
0.1,-0.00211899820715189,0.11,0.005401038443419496,0.065,0.09344205260276794,0.15,-0.026357071719052903
0.13,0.02053595334291458,0.11,0.005401038443419496,0.12,-0.06450280547142029,0.15,-0.026357071719052903
0.1,0.025805078446865082,0.11,0.005401038443419496,0.08,-0.0022641057148575783,0.155,-0.026514196471287506
0.12,0.014098100364208221,0.11,0.005401038443419496,0.11,-0.002488633617758751,0.165,-0.026455560726810712
0.07,-0.014718062244355679,0.11,0.005401038443419496,0.12,-0.05584520101547241,0.175,-0.025904631207046676
0.08,0.00591876357793808,0.11,0.005401038443419496,0.12,-0.013725901022553444,0.184,-0.01820884221909942
0.429,-0.008253712207078934,0.11,0.005401038443419496,0.04,0.04361477494239807,0.276,0.023801244064954527
0.14,0.010703839361667633,0.11,0.005401038443419496,0.13,-0.011500302702188492,0.551,0.03284040316221717
0.1,-0.0072568319737911224,0.11,0.005401038443419496,,,,
0.11,-0.0009427554905414581,0.11,0.005401038443419496,,,,
0.04,-0.0009392686188220978,0.11,0.005401038443419496,,,,
0.14,0.0035673491656780243,0.11,0.005401038443419496,,,,
0.13,0.023532383143901825,0.11,0.005401038443419496,,,,
0.09,0.009987711906433105,0.11,0.005401038443419496,,,,
0.13,0.00871535949409008,0.11,0.005401038443419496,,,,
0.15,0.02047545090317726,0.11,0.005401038443419496,,,,
0.15,0.04768839851021767,0.11,0.005401038443419496,,,,
0.11,0.0020203590393066406,0.11,0.005401038443419496,,,,
0.1,-0.0007575750350952148,0.11,0.005401038443419496,,,,
0.13,0.015440903604030609,0.11,0.005401038443419496,,,,
0.12,0.011541338637471199,0.11,0.005401038443419496,,,,
0.11,-0.0030768215656280518,0.11,0.005401038443419496,,,,
0.1,-0.0031470907852053642,0.11,0.005401038443419496,,,,
0.12,0.022399596869945526,0.11,0.005401038443419496,,,,
0.12,-0.01297140121459961,0.11,0.005401038443419496,,,,
0.12,-0.014926746487617493,0.11,0.005401038443419496,,,,
0.07,-0.0009373724460601807,0.11,0.005401038443419496,,,,
0.095,-0.010295819491147995,0.11,0.005401038443419496,,,,
0.1,-0.004792042076587677,0.11,0.005401038443419496,,,,
0.085,0.00046156346797943115,0.11,0.005401038443419496,,,,
0.2,-0.0025984644889831543,0.11,0.005401038443419496,,,,
0.12,0.023325085639953613,0.11,0.005401038443419496,,,,
0.09,-0.004509498830884695,0.11,0.005401038443419496,,,,
0.03,-0.005984790623188019,0.11,0.005401038443419496,,,,
0.36,-0.005103979259729385,0.11,0.005401038443419496,,,,
0.13,-0.0028300583362579346,0.11,0.005401038443419496,,,,
0.1,0.004172859713435173,0.11,0.005401038443419496,,,,
0.05,0.0014475435018539429,0.11,0.005401038443419496,,,,
0.12,0.01638190820813179,0.11,0.005401038443419496,,,,
0.12,0.007254108786582947,0.11,0.005401038443419496,,,,
0.1,0.008161533623933792,0.11,0.005401038443419496,,,,
0.07,-0.00446262676268816,0.11,0.005401038443419496,,,,
0.09,-0.028078071773052216,0.11,0.005401038443419496,,,,
0.09,0.002437084913253784,0.11,0.005401038443419496,,,,
0.07,-0.026440203189849854,0.115,0.007167607030866259,,,,
0.12,-0.006745940074324608,0.116,0.007571772259723112,,,,
0.13,0.0018889382481575012,0.117,0.007980455353349137,,,,
0.194,0.014081761240959167,0.12,0.009280219010954877,,,,
0.07,-0.0024008117616176605,0.12,0.009280219010954877,,,,
0.08,-0.009604167193174362,0.12,0.009280219010954877,,,,
0.1,-0.005628645420074463,0.12,0.009280219010954877,,,,
0.09,-0.002311285585165024,0.12,0.009280219010954877,,,,
0.1,-0.006893232464790344,0.12,0.009280219010954877,,,,
0.09,0.0007016733288764954,0.12,0.009280219010954877,,,,
0.075,-0.005517557263374329,0.12,0.009280219010954877,,,,
0.0975,0.0064378902316093445,0.12,0.009280219010954877,,,,
0.09,-0.0036736801266670227,0.12,0.009280219010954877,,,,
0.08,-0.011351440101861954,0.12,0.009280219010954877,,,,
0.1,0.01720929890871048,0.12,0.009280219010954877,,,,
0.1,0.002108858898282051,0.12,0.009280219010954877,,,,
0.12,0.05641886591911316,0.12,0.009280219010954877,,,,
0.1,0.010588236153125763,0.12,0.009280219010954877,,,,
0.13,0.00461927056312561,0.12,0.009280219010954877,,,,
0.1,-0.004370700567960739,0.12,0.009280219010954877,,,,
0.15,0.03303271159529686,0.12,0.009280219010954877,,,,
0.13,0.002100503072142601,0.12,0.009280219010954877,,,,
0.08,-0.0018696542829275131,0.12,0.009280219010954877,,,,
0.05,0.00996301881968975,0.12,0.009280219010954877,,,,
0.13,0.013737902045249939,0.12,0.009280219010954877,,,,
0.07,-0.002602947875857353,0.12,0.009280219010954877,,,,
0.09,-0.015341092832386494,0.12,0.009280219010954877,,,,
0.1,-0.0012711025774478912,0.12,0.009280219010954877,,,,
0.1,-0.004359845072031021,0.12,0.009280219010954877,,,,
0.11,-0.011060881428420544,0.12,0.009280219010954877,,,,
0.095,-0.0026971222832798958,0.12,0.009280219010954877,,,,
0.095,0.005728974938392639,0.12,0.009280219010954877,,,,
0.09,-0.010815730318427086,0.12,0.009280219010954877,,,,
0.11,-0.0008112788200378418,0.12,0.009280219010954877,,,,
0.14,-0.0012875914108008146,0.12,0.009280219010954877,,,,
0.14,0.002758510410785675,0.12,0.009280219010954877,,,,
0.1,-0.026271991431713104,0.12,0.009280219010954877,,,,
0.13,0.004909254610538483,0.12,0.009280219010954877,,,,
0.11,0.0008442103862762451,0.12,0.009280219010954877,,,,
0.1,-0.003363080322742462,0.12,0.009280219010954877,,,,
0.05,-5.1800161600112915e-05,0.12,0.009280219010954877,,,,
0.14,-0.01727844588458538,0.12,0.009280219010954877,,,,
0.092,-0.004042722284793854,0.12,0.009280219010954877,,,,
0.09,-0.010705064982175827,0.12,0.009280219010954877,,,,
0.04,-0.032935526221990585,0.12,0.009280219010954877,,,,
0.12,0.037021443247795105,0.12,0.009280219010954877,,,,
0.24,-0.012991316616535187,0.12,0.009280219010954877,,,,
0.13,0.029455404728651047,0.12,0.009280219010954877,,,,
0.12,-0.008012406527996063,0.12,0.009280219010954877,,,,
0.03,-0.004184171557426453,0.12,0.009280219010954877,,,,
0.13,0.015019850805401802,0.12,0.009280219010954877,,,,
0.14,0.02168136090040207,0.12,0.009280219010954877,,,,
0.15,0.04494243115186691,0.12,0.009280219010954877,,,,
0.07,-0.0034367330372333527,0.12,0.009280219010954877,,,,
0.11,-0.0014786794781684875,0.12,0.009280219010954877,,,,
0.13,0.01663815975189209,0.12,0.009280219010954877,,,,
0.065,0.00952092930674553,0.12,0.009280219010954877,,,,
0.11,0.000651724636554718,0.12,0.009280219010954877,,,,
0.037,0.013754934072494507,0.12,0.009280219010954877,,,,
0.14,-0.00418834388256073,0.12,0.009280219010954877,,,,
0.13,0.01932492107152939,0.12,0.009280219010954877,,,,
0.13,0.03856834024190903,0.12,0.009280219010954877,,,,
0.1,-0.025361306965351105,0.12,0.009280219010954877,,,,
0.14,0.006434556096792221,0.12,0.009280219010954877,,,,
0.07,-0.005633115768432617,0.12,0.009280219010954877,,,,
0.1,-0.009400982409715652,0.12,0.009280219010954877,,,,
0.12,0.03235360234975815,0.12,0.009280219010954877,,,,
0.078,-0.02794790267944336,0.12,0.009280219010954877,,,,
0.12,-0.0006987401284277439,0.12,0.009280219010954877,,,,
0.07,-0.004188349470496178,0.12,0.009280219010954877,,,,
0.12,0.01961091160774231,0.12,0.009280219010954877,,,,
0.1,-0.007395237684249878,0.12,0.009280219010954877,,,,
0.105,-0.002988222986459732,0.12,0.009280219010954877,,,,
0.13,0.016209721565246582,0.12,0.009280219010954877,,,,
0.15,0.011534370481967926,0.12,0.009280219010954877,,,,
0.1,-0.0018778666853904724,0.12,0.009280219010954877,,,,
0.13,-0.03823727369308472,0.12,0.009280219010954877,,,,
0.1,-0.0010946840047836304,0.12,0.009280219010954877,,,,
0.13,0.003530677407979965,0.12,0.009280219010954877,,,,
0.13,0.03478118032217026,0.12,0.009280219010954877,,,,
0.07,-0.00905320793390274,0.12,0.009280219010954877,,,,
0.06,-0.004952371120452881,0.12,0.009280219010954877,,,,
0.06,-0.017658349126577377,0.12,0.009280219010954877,,,,
0.1,-0.007133167702704668,0.12,0.009280219010954877,,,,
0.07,0.0002652592957019806,0.12,0.009280219010954877,,,,
0.06,0.005901072174310684,0.12,0.009280219010954877,,,,
0.07,-0.001805812120437622,0.12,0.009280219010954877,,,,
0.05,-0.0059683658182621,0.12,0.009280219010954877,,,,
0.046,-0.012061983346939087,0.12,0.009280219010954877,,,,
0.13,0.026515379548072815,0.12,0.009280219010954877,,,,
0.15,0.016505347564816475,0.12,0.009280219010954877,,,,
0.09,0.00743228942155838,0.12,0.009280219010954877,,,,
0.09,-0.015277355909347534,0.12,0.009280219010954877,,,,
0.12,0.03513112664222717,0.12,0.009280219010954877,,,,
0.05,-0.006447702646255493,0.12,0.009280219010954877,,,,
0.09,0.005866792052984238,0.12,0.009280219010954877,,,,
0.15,0.0142314238473773,0.12,0.009280219010954877,,,,
0.1,0.009562760591506958,0.12,0.009280219010954877,,,,
0.13,0.01788344979286194,0.12,0.009280219010954877,,,,
0.09,0.0015412047505378723,0.12,0.009280219010954877,,,,
0.1,-0.004497546702623367,0.12,0.009280219010954877,,,,
0.09,-0.012722145766019821,0.12,0.009280219010954877,,,,
0.13,0.024197090417146683,0.12,0.009280219010954877,,,,
0.13,0.009449020028114319,0.12,0.009280219010954877,,,,
0.1,0.0006581395864486694,0.12,0.009280219010954877,,,,
0.1,0.006050266325473785,0.12,0.009280219010954877,,,,
0.12,0.05169203132390976,0.12,0.009280219010954877,,,,
0.13,0.007747199386358261,0.12,0.009280219010954877,,,,
0.09,-0.004143435508012772,0.12,0.009280219010954877,,,,
0.07,-0.0037729889154434204,0.12,0.009280219010954877,,,,
0.13,0.016534119844436646,0.12,0.009280219010954877,,,,
0.08,-0.00223652645945549,0.12,0.009280219010954877,,,,
0.07,-0.005025394260883331,0.12,0.009280219010954877,,,,
0.065,-0.10437299311161041,0.12,0.009280219010954877,,,,
0.08,-0.005655914545059204,0.12,0.009280219010954877,,,,
0.06,-0.007956109941005707,0.12,0.009280219010954877,,,,
0.07,-0.006618015468120575,0.12,0.009280219010954877,,,,
0.12,0.04101572930812836,0.12,0.009280219010954877,,,,
0.065,-0.007807791233062744,0.12,0.009280219010954877,,,,
0.12,0.02664857730269432,0.12,0.009280219010954877,,,,
0.13,0.02735856920480728,0.12,0.009280219010954877,,,,
0.1,-0.0048496536910533905,0.12,0.009280219010954877,,,,
0.09,-0.013852527365088463,0.12,0.009280219010954877,,,,
0.07,-0.001499905250966549,0.12,0.009280219010954877,,,,
0.077,-0.0018735118210315704,0.12,0.009280219010954877,,,,
0.04,0.009290054440498352,0.12,0.009280219010954877,,,,
0.12,0.012379609048366547,0.12,0.009280219010954877,,,,
0.08,-0.0012420378625392914,0.12,0.009280219010954877,,,,
0.156,0.015285354107618332,0.12,0.009280219010954877,,,,
0.13,0.013934213668107986,0.12,0.009280219010954877,,,,
0.08,-0.004812644794583321,0.12,0.009280219010954877,,,,
0.12,0.04057757556438446,0.12,0.009280219010954877,,,,
0.08,-0.004937797784805298,0.121,0.009598591009885436,,,,
0.13,0.015358416363596916,0.125,0.010824518143442107,,,,
0.12,-0.011739835143089294,0.129,0.011997342116034019,,,,
0.085,-0.014563530683517456,0.13,0.01227709289462869,,,,
0.13,-0.003924950957298279,0.13,0.01227709289462869,,,,
0.07,-0.007131840102374554,0.13,0.01227709289462869,,,,
0.09,-0.00035664811730384827,0.13,0.01227709289462869,,,,
0.14,0.011715630069375038,0.13,0.01227709289462869,,,,
0.13,0.02004796266555786,0.13,0.01227709289462869,,,,
0.08,0.012032486498355865,0.13,0.01227709289462869,,,,
0.105,-0.006393298506736755,0.13,0.01227709289462869,,,,
0.1,0.003934837877750397,0.13,0.01227709289462869,,,,
0.12,0.019074156880378723,0.13,0.01227709289462869,,,,
0.1,-0.01250607892870903,0.13,0.01227709289462869,,,,
0.13,0.022910460829734802,0.13,0.01227709289462869,,,,
0.08,-0.003977417945861816,0.13,0.01227709289462869,,,,
0.1,-0.00023907050490379333,0.13,0.01227709289462869,,,,
0.15,0.013708246871829033,0.13,0.01227709289462869,,,,
0.13,0.007635742425918579,0.13,0.01227709289462869,,,,
0.042,-0.04474690556526184,0.13,0.01227709289462869,,,,
0.12,0.012203112244606018,0.13,0.01227709289462869,,,,
0.13,0.02058279886841774,0.13,0.01227709289462869,,,,
0.1,0.002438914030790329,0.13,0.01227709289462869,,,,
0.09,-0.001023031771183014,0.13,0.01227709289462869,,,,
0.06,0.007654260843992233,0.13,0.01227709289462869,,,,
0.03,0.030336640775203705,0.13,0.01227709289462869,,,,
0.095,-0.0056161098182201385,0.13,0.01227709289462869,,,,
0.12,-0.0030729612335562706,0.13,0.01227709289462869,,,,
0.08,-0.0022983625531196594,0.13,0.01227709289462869,,,,
0.05,0.00046100839972496033,0.13,0.01227709289462869,,,,
0.12,0.026303596794605255,0.13,0.01227709289462869,,,,
0.09,-0.0036897175014019012,0.13,0.01227709289462869,,,,
0.1,-0.0043454840779304504,0.13,0.01227709289462869,,,,
0.0975,0.028538823127746582,0.13,0.01227709289462869,,,,
0.03,-0.00710276560857892,0.13,0.01227709289462869,,,,
0.12,0.02827947586774826,0.13,0.01227709289462869,,,,
0.1,-0.0012775957584381104,0.13,0.01227709289462869,,,,
0.07,-0.000618969090282917,0.13,0.01227709289462869,,,,
0.1,0.0036418698728084564,0.13,0.01227709289462869,,,,
0.12,0.011696120724081993,0.13,0.01227709289462869,,,,
0.15,0.017734885215759277,0.13,0.01227709289462869,,,,
0.13,0.0103015610948205,0.13,0.01227709289462869,,,,
0.06,0.0028664059937000275,0.13,0.01227709289462869,,,,
0.05,-0.004198551177978516,0.13,0.01227709289462869,,,,
0.1,-0.004736525937914848,0.13,0.01227709289462869,,,,
0.09,-0.0036069080233573914,0.13,0.01227709289462869,,,,
0.1,0.0024355649948120117,0.13,0.01227709289462869,,,,
0.13,-0.013641966506838799,0.13,0.01227709289462869,,,,
0.13,0.004570554941892624,0.13,0.01227709289462869,,,,
0.13,0.012255273759365082,0.13,0.01227709289462869,,,,
0.14,0.04312741011381149,0.13,0.01227709289462869,,,,
0.1,-0.0022475821897387505,0.13,0.01227709289462869,,,,
0.05,-0.011790350079536438,0.13,0.01227709289462869,,,,
0.1,0.004423782229423523,0.13,0.01227709289462869,,,,
0.08,-0.019628282636404037,0.13,0.01227709289462869,,,,
0.1,-0.003047328442335129,0.13,0.01227709289462869,,,,
0.12,0.024732373654842377,0.13,0.01227709289462869,,,,
0.13,0.012161172926425934,0.13,0.01227709289462869,,,,
0.15,0.014572076499462128,0.13,0.01227709289462869,,,,
0.07,0.005464671179652214,0.13,0.01227709289462869,,,,
0.07,-0.005260754376649857,0.13,0.01227709289462869,,,,
0.07,-0.004638992249965668,0.13,0.01227709289462869,,,,
0.12,0.01273435354232788,0.13,0.01227709289462869,,,,
0.14,0.003851845860481262,0.13,0.01227709289462869,,,,
0.12,0.017993144690990448,0.13,0.01227709289462869,,,,
0.077,-0.004391241818666458,0.13,0.01227709289462869,,,,
0.05,-0.008097834885120392,0.13,0.01227709289462869,,,,
0.1,0.009869284927845001,0.13,0.01227709289462869,,,,
0.12,0.018417082726955414,0.13,0.01227709289462869,,,,
0.085,-0.0010559558868408203,0.13,0.01227709289462869,,,,
0.11,-0.007153160870075226,0.13,0.01227709289462869,,,,
0.12,0.02551998198032379,0.13,0.01227709289462869,,,,
0.1,0.00433766096830368,0.13,0.01227709289462869,,,,
0.15,0.016952579841017723,0.13,0.01227709289462869,,,,
0.11,0.000597907230257988,0.13,0.01227709289462869,,,,
0.12,0.053391046822071075,0.13,0.01227709289462869,,,,
0.12,-0.0031880359165370464,0.13,0.01227709289462869,,,,
0.13,-0.004169393330812454,0.13,0.01227709289462869,,,,
0.12,0.01944465935230255,0.13,0.01227709289462869,,,,
0.12,0.026442676782608032,0.13,0.01227709289462869,,,,
0.075,-0.007038742303848267,0.13,0.01227709289462869,,,,
0.15,0.013479487039148808,0.13,0.01227709289462869,,,,
0.12,0.017136771231889725,0.13,0.01227709289462869,,,,
0.1,0.00417235866189003,0.13,0.01227709289462869,,,,
0.13,0.0005418509244918823,0.13,0.01227709289462869,,,,
0.09,-0.01813962310552597,0.13,0.01227709289462869,,,,
0.07,-0.0019132457673549652,0.13,0.01227709289462869,,,,
0.13,0.01807059347629547,0.13,0.01227709289462869,,,,
0.12,0.01532725989818573,0.13,0.01227709289462869,,,,
0.15,0.005270514637231827,0.13,0.01227709289462869,,,,
0.12,0.02061382681131363,0.13,0.01227709289462869,,,,
0.1,-0.0028781145811080933,0.13,0.01227709289462869,,,,
0.13,0.01281004399061203,0.13,0.01227709289462869,,,,
0.13,0.0010045729577541351,0.13,0.01227709289462869,,,,
0.12,0.02570302039384842,0.13,0.01227709289462869,,,,
0.1,0.002539224922657013,0.13,0.01227709289462869,,,,
0.07,0.00015916675329208374,0.13,0.01227709289462869,,,,
0.07,-0.0005411729216575623,0.13,0.01227709289462869,,,,
0.094,-0.0034233592450618744,0.13,0.01227709289462869,,,,
0.0975,0.02182556688785553,0.13,0.01227709289462869,,,,
0.13,0.01653655245900154,0.13,0.01227709289462869,,,,
0.044,0.014091651886701584,0.13,0.01227709289462869,,,,
0.1,-0.0005488516762852669,0.13,0.01227709289462869,,,,
0.13,0.012939784675836563,0.13,0.01227709289462869,,,,
0.15,0.03225182741880417,0.13,0.01227709289462869,,,,
0.13,0.007010186556726694,0.13,0.01227709289462869,,,,
0.065,0.002848799340426922,0.13,0.01227709289462869,,,,
0.05,0.0015588700771331787,0.13,0.01227709289462869,,,,
0.06,-0.01852673478424549,0.13,0.01227709289462869,,,,
0.09,-0.006088241934776306,0.13,0.01227709289462869,,,,
0.03,0.004113920032978058,0.13,0.01227709289462869,,,,
0.1,-0.0033444948494434357,0.13,0.01227709289462869,,,,
0.1,0.002241857349872589,0.13,0.01227709289462869,,,,
0.15,0.021742377430200577,0.13,0.01227709289462869,,,,
0.13,0.025199294090270996,0.13,0.01227709289462869,,,,
0.13,0.021556325256824493,0.13,0.01227709289462869,,,,
0.045,-0.02289828658103943,0.13,0.01227709289462869,,,,
0.09,-0.005780171602964401,0.13,0.01227709289462869,,,,
0.15,0.014443917199969292,0.13,0.01227709289462869,,,,
0.1,0.0015601105988025665,0.13,0.01227709289462869,,,,
0.09,0.00045087188482284546,0.13,0.01227709289462869,,,,
0.1,0.002138834446668625,0.13,0.01227709289462869,,,,
0.12,0.007278274744749069,0.13,0.01227709289462869,,,,
0.06,-0.011143182404339314,0.13,0.01227709289462869,,,,
0.07,-0.001674402505159378,0.13,0.01227709289462869,,,,
0.07,-0.007629573345184326,0.13,0.01227709289462869,,,,
0.065,0.03331878036260605,0.13,0.01227709289462869,,,,
0.11,-0.008426524698734283,0.13,0.01227709289462869,,,,
0.14,0.005048064514994621,0.13,0.01227709289462869,,,,
0.13,0.01708289235830307,0.13,0.01227709289462869,,,,
0.12,0.017041075974702835,0.13,0.01227709289462869,,,,
0.1,0.01057995855808258,0.133,0.013080019032764666,,,,
0.09,-0.021083084866404533,0.14,0.014686828038613696,,,,
0.11,-0.012400958687067032,0.14,0.014686828038613696,,,,
0.1,0.008134175091981888,0.14,0.014686828038613696,,,,
0.105,-0.007221680134534836,0.14,0.014686828038613696,,,,
0.06,-0.020554155111312866,0.14,0.014686828038613696,,,,
0.065,-0.012235790491104126,0.14,0.014686828038613696,,,,
0.087,-0.00028048455715179443,0.14,0.014686828038613696,,,,
0.05,-0.007070481777191162,0.14,0.014686828038613696,,,,
0.1,-0.008469830267131329,0.14,0.014686828038613696,,,,
0.1,-0.008679008111357689,0.14,0.014686828038613696,,,,
0.09,0.0067523568868637085,0.14,0.014686828038613696,,,,
0.1,-0.0035837367177009583,0.14,0.014686828038613696,,,,
0.08,0.006024643778800964,0.14,0.014686828038613696,,,,
0.086,-0.002906806766986847,0.14,0.014686828038613696,,,,
0.14,0.014422059059143066,0.14,0.014686828038613696,,,,
0.11,-0.03493206202983856,0.14,0.014686828038613696,,,,
0.11,-0.004249997437000275,0.14,0.014686828038613696,,,,
0.15,0.014549321494996548,0.14,0.014686828038613696,,,,
0.09,-0.005773179233074188,0.14,0.014686828038613696,,,,
0.06,0.01155729591846466,0.14,0.014686828038613696,,,,
0.12,0.037421248853206635,0.14,0.014686828038613696,,,,
0.11,0.0020543858408927917,0.14,0.014686828038613696,,,,
0.1,0.0027992059476673603,0.14,0.014686828038613696,,,,
0.066,0.02226445823907852,0.14,0.014686828038613696,,,,
0.11,-0.005303714424371719,0.14,0.014686828038613696,,,,
0.05,0.001526765525341034,0.14,0.014686828038613696,,,,
0.157,0.01167876273393631,0.14,0.014686828038613696,,,,
0.14,0.013601422309875488,0.14,0.014686828038613696,,,,
0.1,-0.002107519656419754,0.14,0.014686828038613696,,,,
0.05,-0.011094896122813225,0.14,0.014686828038613696,,,,
0.12,0.03097733110189438,0.14,0.014686828038613696,,,,
0.1,-0.00482112867757678,0.14,0.014686828038613696,,,,
0.13,0.0019079893827438354,0.14,0.014686828038613696,,,,
0.095,-0.022337770089507103,0.14,0.014686828038613696,,,,
