high density(g/cm3) and scan speed (mm/s),shap,lowess high density(g/cm3) and scan speed (mm/s),lowess shap,low density(g/cm3) and scan speed (mm/s),shap,lowess low density(g/cm3) and scan speed (mm/s),lowess shap
1500.0,-0.020680084824562073,450.0,0.007710423061308484,500.0,-0.001496871467679739,600.0,-0.00485690402195397
1000.0,-0.0056482944637537,450.0,0.007710423061308484,277.78,0.025261150673031807,600.0,-0.00485690402195397
1500.0,-0.010847261175513268,454.55,0.007846252301969682,840.0,0.003898831084370613,600.0,-0.00485690402195397
299.15,-0.027882099151611328,454.55,0.007846252301969682,500.0,-0.02931564301252365,600.0,-0.00485690402195397
300.0,0.028046313673257828,454.55,0.007846252301969682,1050.0,0.012034188956022263,600.0,-0.00485690402195397
2800.0,0.003722931956872344,476.1904762,0.008482534158921569,299.4454677,0.008565450087189674,600.0,-0.00485690402195397
100.0,-0.011470140889286995,486.11,0.008767655893057974,1320.0,0.01013420894742012,600.0,-0.00485690402195397
1200.0,0.00783376395702362,500.0,0.009157222228319106,1800.0,0.0021271100267767906,600.0,-0.00485690402195397
300.0,-0.0010844618082046509,500.0,0.009157222228319106,500.0,-0.008748887106776237,600.0,-0.00485690402195397
750.0,0.011021312326192856,500.0,0.009157222228319106,200.0,0.05352360010147095,600.0,-0.00485690402195397
800.0,-0.012155070900917053,500.0,0.009157222228319106,1400.0,0.009827040135860443,600.0,-0.00485690402195397
1000.0,0.008175838738679886,500.0,0.009157222228319106,1200.0,8.210353553295135e-05,600.0,-0.00485690402195397
800.0,0.012657668441534042,500.0,0.009157222228319106,1100.0,0.02867758646607399,600.0,-0.00485690402195397
400.0,0.0147397480905056,500.0,0.009157222228319106,2000.0,0.017382415011525154,600.0,-0.00485690402195397
300.0,-0.0009334981441497803,500.0,0.009157222228319106,800.0,0.0019566526170819998,600.0,-0.00485690402195397
1700.0,0.005412425845861435,500.0,0.009157222228319106,600.0,-0.03799518570303917,600.0,-0.00485690402195397
700.0,0.013106435537338257,500.0,0.009157222228319106,1200.0,0.015776917338371277,600.0,-0.00485690402195397
1680.0,-0.002201184630393982,500.0,0.009157222228319106,1201.058215,0.00024801120162010193,600.0,-0.00485690402195397
1500.0,-0.003847477026283741,500.0,0.009157222228319106,500.0,-0.05656129866838455,600.0,-0.00485690402195397
1368.0,-0.012909593060612679,500.0,0.009157222228319106,277.0,-0.018440991640090942,600.0,-0.00485690402195397
900.0,-0.0010593906044960022,500.0,0.009157222228319106,266.3316981,0.018585635349154472,603.646331,-0.0048295118028252185
800.0,-0.009995945729315281,500.0,0.009157222228319106,500.0,-0.028457198292016983,610.0,-0.00499540873853765
700.0,0.024518705904483795,500.0,0.009157222228319106,400.0,-6.959759048186243e-05,625.0,-0.0056087736466287575
100.0,0.0006281323730945587,500.0,0.009157222228319106,1300.0,0.0073027657344937325,625.0,-0.0056087736466287575
246.48,-0.029183052480220795,500.0,0.009157222228319106,400.0,-0.032660987228155136,652.0,-0.006596154422300653
300.0,-0.005837440490722656,500.0,0.009157222228319106,1000.0,0.0013383040204644203,652.0,-0.006596154422300653
300.0,0.006981164216995239,500.0,0.009157222228319106,400.0,-0.020107582211494446,652.0,-0.006596154422300653
1700.0,-0.0015703774988651276,500.0,0.009157222228319106,160.0,0.05383679270744324,666.6666667,-0.007030872178769864
600.0,0.020523561164736748,500.0,0.009157222228319106,1250.0,0.018845368176698685,666.6666667,-0.007030872178769864
300.0,0.010490000247955322,500.0,0.009157222228319106,1400.0,0.008133258670568466,666.6666667,-0.007030872178769864
600.0,0.025811556726694107,500.0,0.009157222228319106,950.0,0.007002899423241615,666.6666667,-0.007030872178769864
50.0,0.09011703729629517,500.0,0.009157222228319106,2000.0,-0.0032517854124307632,700.0,-0.007453990896133253
900.0,-0.0060608722269535065,500.0,0.009157222228319106,450.0,-0.005477061495184898,700.0,-0.007453990896133253
600.0,0.012387586757540703,500.0,0.009157222228319106,200.0,0.01879674755036831,700.0,-0.007453990896133253
312.5,-0.022303832694888115,500.0,0.009157222228319106,120.0,0.017168249934911728,700.0,-0.007453990896133253
400.0,0.005130041390657425,500.0,0.009157222228319106,1200.0,0.0037213657051324844,700.0,-0.007453990896133253
1666.666667,0.0003755129873752594,500.0,0.009157222228319106,800.0,0.01271253451704979,700.0,-0.007453990896133253
400.0,0.010556429624557495,500.0,0.009157222228319106,800.0,-0.005609983578324318,700.0,-0.007453990896133253
380.0,-0.0008415728807449341,500.0,0.009157222228319106,250.0,0.052671510726213455,700.0,-0.007453990896133253
750.0,0.016034089028835297,500.0,0.009157222228319106,2000.0,0.020702039822936058,700.0,-0.007453990896133253
666.6666667,-0.006037677638232708,500.0,0.009157222228319106,1400.0,0.0020241262391209602,700.0,-0.007453990896133253
350.0,0.002185862511396408,500.0,0.009157222228319106,300.0,0.0059247128665447235,700.0,-0.007453990896133253
1100.0,0.0024175960570573807,500.0,0.009157222228319106,400.0,-0.023695318028330803,700.0,-0.007453990896133253
750.0,0.013244912028312683,500.0,0.009157222228319106,1313.407036,0.028781354427337646,700.0,-0.007453990896133253
1200.0,-0.005769051611423492,500.0,0.009157222228319106,500.0,-0.018543336540460587,700.0,-0.007453990896133253
1000.0,-0.014442314393818378,500.0,0.009157222228319106,625.0,-0.01710456982254982,700.0,-0.007453990896133253
700.0,0.017769470810890198,500.0,0.009157222228319106,1600.0,0.0015900088474154472,700.0,-0.007453990896133253
925.9259259,0.013423904776573181,500.0,0.009157222228319106,2000.0,0.01591956987977028,700.0,-0.007453990896133253
725.0,-0.008622474037110806,500.0,0.009157222228319106,800.0,0.010128399357199669,700.0,-0.007453990896133253
960.0,-0.005913827568292618,500.0,0.009157222228319106,720.0,-0.003772404044866562,700.0,-0.007453990896133253
1000.0,-0.013039827346801758,500.0,0.009157222228319106,240.0,0.02182992547750473,700.0,-0.007453990896133253
600.0,0.014908183366060257,500.0,0.009157222228319106,750.0,-0.030031949281692505,710.7151464,-0.0071662530860148455
1300.0,0.004336867481470108,500.0,0.009157222228319106,600.0,-0.02299969457089901,714.29,-0.007105177734361555
1100.0,-0.026695942506194115,500.0,0.009157222228319106,500.0,-0.022272098809480667,714.29,-0.007105177734361555
1000.0,0.008608747273683548,500.0,0.009157222228319106,1800.0,0.007265525870025158,714.29,-0.007105177734361555
1300.0,-0.004295496270060539,500.0,0.009157222228319106,800.0,-0.024563787505030632,720.0,-0.006889550600277662
300.0,0.008033979684114456,500.0,0.009157222228319106,1200.0,0.018441297113895416,747.4233864,-0.00596638174538595
700.0,-0.021906457841396332,500.0,0.009157222228319106,800.0,0.0031151804141700268,750.0,-0.005860417829471429
177.66,-0.03314466401934624,500.0,0.009157222228319106,960.0,0.015020910650491714,750.0,-0.005860417829471429
1100.0,0.004294529557228088,500.0,0.009157222228319106,200.0,-0.003935832995921373,750.0,-0.005860417829471429
600.0,0.033483877778053284,500.0,0.009157222228319106,166.6666667,0.01102435402572155,750.0,-0.005860417829471429
300.0,0.007736038416624069,500.0,0.009157222228319106,700.0,-0.01783374324440956,750.0,-0.005860417829471429
900.0,0.0038229115307331085,500.0,0.009157222228319106,700.0,-0.0023873429745435715,750.0,-0.005860417829471429
500.0,0.03553397208452225,500.0,0.009157222228319106,480.0,-0.03255602717399597,781.0,-0.0050981937951063115
595.0,0.01732698082923889,500.0,0.009157222228319106,1800.0,0.006063307169824839,799.3209839,-0.004457328037895534
545.4545455,0.03004005178809166,500.0,0.009157222228319106,1080.0,0.00488564046099782,800.0,-0.004428378137258153
400.0,0.0142134390771389,500.0,0.009157222228319106,1400.0,0.01593470573425293,800.0,-0.004428378137258153
255.47,-0.030170662328600883,500.0,0.009157222228319106,700.0,-0.0037325555458664894,800.0,-0.004428378137258153
545.4545455,0.03152260184288025,500.0,0.009157222228319106,1000.0,0.0027219559997320175,800.0,-0.004428378137258153
255.47,-0.029575301334261894,522.39,0.009196546937951739,1200.0,0.01666336879134178,800.0,-0.004428378137258153
1300.0,0.008581895381212234,522.39,0.009196546937951739,294.12,0.025636054575443268,800.0,-0.004428378137258153
870.0,-0.0015548504889011383,529.1005291,0.009272492873434818,1250.0,0.027289291843771935,800.0,-0.004428378137258153
1761.904762,-0.0005564689636230469,541.1255411,0.009535038348263802,1500.0,-0.0022777291014790535,800.0,-0.004428378137258153
900.0,-0.0008997321128845215,545.4545455,0.009625970945096209,1250.0,0.0018989155068993568,800.0,-0.004428378137258153
400.0,0.0077930837869644165,545.4545455,0.009625970945096209,1800.0,0.018910780549049377,800.0,-0.004428378137258153
100.0,0.005606628954410553,545.4545455,0.009625970945096209,610.0,-0.008740248158574104,800.0,-0.004428378137258153
300.0,0.009165901690721512,545.4545455,0.009625970945096209,600.0,-0.017670566216111183,800.0,-0.004428378137258153
173.4650127,-0.0161997489631176,550.0,0.009719440352682686,1080.0,0.01737021654844284,800.0,-0.004428378137258153
1200.0,0.012885235249996185,550.0,0.009719440352682686,800.0,-0.014982495456933975,800.0,-0.004428378137258153
1800.0,0.011687799356877804,560.0,0.009917580074759874,160.0,0.040966615080833435,800.0,-0.004428378137258153
500.0,0.04384760931134224,560.0,0.009917580074759874,1600.0,0.007653173990547657,800.0,-0.004428378137258153
1400.0,-0.003630470484495163,560.0,0.009917580074759874,600.0,-0.017591755837202072,800.0,-0.004428378137258153
500.0,0.043365027755498886,560.0,0.009917580074759874,1080.0,0.025739973410964012,800.0,-0.004428378137258153
2200.0,0.011521663516759872,560.0,0.009917580074759874,1060.0,0.0305032916367054,800.0,-0.004428378137258153
564.52,0.01477310061454773,560.0,0.009917580074759874,781.0,0.012720473110675812,800.0,-0.004428378137258153
200.0,-0.003344506025314331,564.52,0.010002878474464405,666.6666667,-0.006082640960812569,800.0,-0.004428378137258153
600.0,0.025707125663757324,564.52,0.010002878474464405,1060.0,0.022102398797869682,800.0,-0.004428378137258153
100.0,0.10440529137849808,590.0,0.010402453585134818,1075.0,0.012909440323710442,800.0,-0.004428378137258153
600.0,0.0027878135442733765,595.0,0.01046115484983654,1400.0,0.016428042203187943,800.0,-0.004428378137258153
277.3352218,-0.0001341886818408966,598.2905983,0.010496464507003197,714.29,-0.0271255262196064,800.0,-0.004428378137258153
800.0,-0.00020732730627059937,600.0,0.01051396410735922,800.0,-0.016869990155100822,800.0,-0.004428378137258153
740.0,0.007436126470565796,600.0,0.01051396410735922,500.0,-0.023355264216661453,800.0,-0.004428378137258153
600.0,0.02582286298274994,600.0,0.01051396410735922,1200.0,0.022681517526507378,800.0,-0.004428378137258153
744.68,0.006675586104393005,600.0,0.01051396410735922,142.73251,0.013627126812934875,800.0,-0.004428378137258153
800.0,-0.004599031060934067,600.0,0.01051396410735922,714.29,-0.01723797619342804,800.0,-0.004428378137258153
350.0,0.009283185005187988,600.0,0.01051396410735922,1950.0,0.0015514073893427849,800.0,-0.004428378137258153
1000.0,-0.004342908039689064,600.0,0.01051396410735922,1300.0,0.004401177633553743,800.0,-0.004428378137258153
500.0,0.007852278649806976,600.0,0.01051396410735922,1000.0,-0.007381590083241463,800.0,-0.004428378137258153
120.0,-0.022231077775359154,600.0,0.01051396410735922,1000.0,-0.02289845235645771,800.0,-0.004428378137258153
960.0,-0.0147426538169384,600.0,0.01051396410735922,652.0,-0.05165925621986389,800.0,-0.004428378137258153
1180.0,0.005139023065567017,600.0,0.01051396410735922,1200.0,0.01439607422798872,800.0,-0.004428378137258153
1046.511628,0.015265900641679764,600.0,0.01051396410735922,1080.0,0.010168097913265228,800.0,-0.004428378137258153
1100.0,-0.0012981705367565155,600.0,0.01051396410735922,400.0,-0.0056569259613752365,800.0,-0.004428378137258153
1000.0,0.006616462022066116,600.0,0.01051396410735922,1200.0,0.017062250524759293,800.0,-0.004428378137258153
300.0,0.031917378306388855,600.0,0.01051396410735922,800.0,-0.02166517823934555,800.0,-0.004428378137258153
500.0,0.028891712427139282,600.0,0.01051396410735922,400.0,-0.0335644856095314,800.0,-0.004428378137258153
100.0,-0.02497437596321106,600.0,0.01051396410735922,3000.0,0.0071735624223947525,800.0,-0.004428378137258153
300.0,-0.004809290170669556,600.0,0.01051396410735922,160.4,0.059057582169771194,800.0,-0.004428378137258153
800.0,-0.009996786713600159,600.0,0.01051396410735922,312.5,0.02225525863468647,800.0,-0.004428378137258153
360.82,-0.007680029142647982,600.0,0.01051396410735922,1000.0,-0.010812483727931976,800.0,-0.004428378137258153
500.0,0.043360017240047455,600.0,0.01051396410735922,750.0,-0.0027331465389579535,800.7980689,-0.004394385771184161
1200.0,0.007638022303581238,600.0,0.01051396410735922,1200.0,0.01714765466749668,814.0,-0.003836872401710451
600.0,0.025170814245939255,600.0,0.01051396410735922,1200.0,0.023607226088643074,814.0,-0.003836872401710451
111.0,-0.009054915979504585,600.0,0.01051396410735922,300.0,0.052679937332868576,824.3581251,-0.0034047142221211033
1200.0,-0.01971970684826374,600.0,0.01051396410735922,100.0,0.06434278190135956,833.33,-0.003206642757357918
950.0,-0.006275637075304985,600.0,0.01051396410735922,1200.0,0.005841479636728764,833.33,-0.003206642757357918
1000.0,-0.006613325327634811,600.0,0.01051396410735922,3250.0,0.007307416293770075,833.3333333,-0.003206568560327777
400.0,0.016680993139743805,600.0,0.01051396410735922,196.0,0.038011495023965836,833.3333333,-0.003206568560327777
850.0,-0.009481615386903286,600.0,0.01051396410735922,500.0,-0.0018508222419768572,833.3333333,-0.003206568560327777
400.0,0.02093983069062233,600.0,0.01051396410735922,2000.0,-0.02471301145851612,833.3333333,-0.003206568560327777
1060.0,-0.005496304482221603,600.0,0.01051396410735922,250.08052,0.01349792443215847,840.0,-0.0030491883062028526
1339.285714,0.0002195201814174652,600.0,0.01051396410735922,320.0,0.023235253989696503,840.0,-0.0030491883062028526
300.0,0.00030153989791870117,600.0,0.01051396410735922,800.0,-0.02492578513920307,840.0,-0.0030491883062028526
890.52,-0.005008025094866753,600.0,0.01051396410735922,1400.0,0.01052047684788704,840.0,-0.0030491883062028526
1250.0,-0.009261474944651127,600.0,0.01051396410735922,349.0,-0.01782851479947567,850.0,-0.0027800068344391053
1600.0,0.0015831030905246735,600.0,0.01051396410735922,1250.0,0.021032175049185753,900.0,-0.0007494707127258739
1216.216216,-0.03676116093993187,600.0,0.01051396410735922,3900.0,0.00974778551608324,900.0,-0.0007494707127258739
714.2857143,0.018357906490564346,600.0,0.01051396410735922,1250.0,-0.007543655578047037,900.0,-0.0007494707127258739
200.0,-0.03133884817361832,600.0,0.01051396410735922,600.0,-0.059837065637111664,918.5922967,-6.319570442558845e-05
500.0,0.0230991430580616,600.0,0.01051396410735922,1000.0,-0.0003425516188144684,926.0,0.0002224439332132037
216.05,-0.02993459440767765,600.0,0.01051396410735922,2000.0,-0.0067734792828559875,933.0,0.0004909688054127699
175.0,-0.032518934458494186,600.0,0.01051396410735922,416.67,-0.015522172674536705,950.0,0.0011122001313192613
400.0,0.020134737715125084,600.0,0.01051396410735922,1800.0,0.020108429715037346,950.0,0.0011122001313192613
100.0,-0.019551482051610947,600.0,0.01051396410735922,1250.0,0.02025613561272621,950.0,0.0011122001313192613
1680.0,0.0006083324551582336,600.0,0.01051396410735922,2000.0,-0.017018698155879974,950.0,0.0011122001313192613
600.0,0.016436642035841942,600.0,0.01051396410735922,500.0,-0.04558304697275162,950.0,0.0011122001313192613
1400.0,-0.003810480237007141,600.0,0.01051396410735922,1600.0,0.00832606665790081,950.0,0.0011122001313192613
1200.0,-0.0036175213754177094,614.04,0.010175141927987784,710.7151464,0.007550006732344627,950.0,0.0011122001313192613
1000.0,-0.0006229039281606674,620.0,0.010025447365603046,200.06618,0.012439409270882607,960.0,0.0014803672385990338
700.0,-0.008907012641429901,625.0,0.009897688321995564,111.070366,0.0061092739924788475,960.0,0.0014803672385990338
600.0,0.014751847833395004,663.0,0.009008843566475048,1250.0,0.016596872359514236,960.0,0.0014803672385990338
875.0,-0.009309845045208931,666.6666667,0.008908276731785639,600.0,-0.03654102981090546,974.939064,0.00197717582027676
875.0,-0.01577303372323513,666.6666667,0.008908276731785639,600.0,-0.012788515537977219,975.0,0.001979143863077274
312.5,-0.021654358133673668,666.6666667,0.008908276731785639,455.0,-0.00620492547750473,998.541618,0.0029228073898219355
600.0,0.062120482325553894,666.6666667,0.008908276731785639,833.33,-0.02742888778448105,1000.0,0.0029855782307817136
200.0,-0.02033894695341587,673.08,0.008732367923913135,581.0,-0.07230730354785919,1000.0,0.0029855782307817136
529.1005291,0.002994263544678688,673.08,0.008732367923913135,1400.0,0.015371144749224186,1000.0,0.0029855782307817136
500.0,0.02782296948134899,680.0,0.008542618211733053,200.0,0.024177711457014084,1000.0,0.0029855782307817136
1100.0,-0.025175906717777252,680.0,0.008542618211733053,2000.0,-0.008922738954424858,1000.0,0.0029855782307817136
1600.0,0.002170547842979431,680.0,0.008542618211733053,1199.602147,0.03528479114174843,1000.0,0.0029855782307817136
1700.0,-0.0023593418300151825,700.0,0.00808551953860008,1000.0,0.005506891291588545,1000.0,0.0029855782307817136
209.58,-0.030635811388492584,700.0,0.00808551953860008,600.0,-0.05033313110470772,1000.0,0.0029855782307817136
800.0,0.0012196935713291168,700.0,0.00808551953860008,1000.0,-0.02012861892580986,1000.0,0.0029855782307817136
739.5,0.00921812653541565,700.0,0.00808551953860008,950.0,0.023253455758094788,1000.0,0.0029855782307817136
1200.0,-0.006147555075585842,700.0,0.00808551953860008,11.66666667,0.01901155151426792,1000.0,0.0029855782307817136
614.04,0.01419796422123909,700.0,0.00808551953860008,800.0,-0.014750814065337181,1000.0,0.0029855782307817136
1000.0,0.007608190178871155,700.0,0.00808551953860008,1125.0,0.02832793816924095,1000.0,0.0029855782307817136
750.0,0.014322228729724884,700.0,0.00808551953860008,384.62,0.018153049051761627,1000.0,0.0029855782307817136
781.0,0.012722838670015335,700.0,0.00808551953860008,1800.0,0.0016115335747599602,1000.0,0.0029855782307817136
1000.0,-0.004181837663054466,700.0,0.00808551953860008,192.31,0.029895445331931114,1000.0,0.0029855782307817136
300.0,0.01231984794139862,700.0,0.00808551953860008,1200.0,0.01573537290096283,1000.0,0.0029855782307817136
200.0,0.003934606909751892,700.0,0.00808551953860008,166.6666667,0.00855446420609951,1000.0,0.0029855782307817136
700.0,0.008457567542791367,700.0,0.00808551953860008,1250.0,0.017108822241425514,1000.0,0.0029855782307817136
1300.0,-0.008793629705905914,700.0,0.00808551953860008,1600.0,0.0107963215559721,1000.0,0.0029855782307817136
700.0,-0.015771687030792236,700.0,0.00808551953860008,1250.0,0.003237656317651272,1000.0,0.0029855782307817136
1200.0,-0.0040296874940395355,700.0,0.00808551953860008,1800.0,0.02201976627111435,1000.0,0.0029855782307817136
2300.0,0.01804683730006218,700.0,0.00808551953860008,217.39,0.02595396526157856,1000.0,0.0029855782307817136
350.0,0.0013155043125152588,700.0,0.00808551953860008,400.0,0.03624614700675011,1000.0,0.0029855782307817136
750.0,0.009654996916651726,700.0,0.00808551953860008,1600.0,0.014099325984716415,1000.0,0.0029855782307817136
400.0,0.0160132497549057,700.0,0.00808551953860008,2000.0,0.012558326125144958,1000.0,0.0029855782307817136
740.0,0.015475563704967499,700.0,0.00808551953860008,100.0,0.022885367274284363,1000.0,0.0029855782307817136
200.0,-0.012334771454334259,700.0,0.00808551953860008,652.0,-0.011136733926832676,1000.0,0.0029855782307817136
200.0,0.01350182294845581,700.0,0.00808551953860008,1200.0,0.007001758087426424,1000.0,0.0029855782307817136
1500.0,-0.027251940220594406,700.0,0.00808551953860008,131.58,0.028173772618174553,1000.0,0.0029855782307817136
1851.851852,0.004109494388103485,700.0,0.00808551953860008,500.0,-0.00246658967807889,1000.0,0.0029855782307817136
500.0,0.03079153597354889,700.0,0.00808551953860008,333.3333333,0.01078527607023716,1010.451488,0.003300970785082752
2083.333333,0.001914381980895996,700.0,0.00808551953860008,500.0,-0.030106332153081894,1025.0,0.00371335932847469
500.0,0.013733334839344025,700.0,0.00808551953860008,357.14,0.015422584488987923,1049.275485,0.0043417723682890085
400.0,0.00020813941955566406,700.0,0.00808551953860008,500.0,-0.018641486763954163,1050.0,0.004359676528323772
1800.0,0.011597912758588791,700.0,0.00808551953860008,3000.0,-0.012532795779407024,1050.0,0.004359676528323772
402.3,0.01548975333571434,700.0,0.00808551953860008,1000.0,0.0026587266474962234,1050.0,0.004359676528323772
1200.0,-0.0056909313425421715,700.0,0.00808551953860008,1100.0,0.0008243424817919731,1060.0,0.004603354435025855
325.0,-0.001467376947402954,700.0,0.00808551953860008,121.95,0.02643919549882412,1060.0,0.004603354435025855
426.83,0.005608644336462021,700.0,0.00808551953860008,700.0,-0.0162874236702919,1060.0,0.004603354435025855
1100.0,0.0126740001142025,700.0,0.00808551953860008,217.39,0.025447959080338478,1063.457871,0.00468636520187872
300.0,0.03140554204583168,700.0,0.00808551953860008,143.37152,0.011395122855901718,1075.0,0.0049601700017516065
300.0,0.027363091707229614,700.0,0.00808551953860008,1025.0,0.004468430764973164,1080.0,0.005077641051202137
900.0,0.005404260009527206,714.0,0.007893491492923534,580.0,-0.011571120470762253,1080.0,0.005077641051202137
2050.0,0.005827896296977997,714.2857143,0.007884847855007761,1000.0,0.011489148251712322,1080.0,0.005077641051202137
200.0,-0.03116608038544655,725.0,0.00758470436009665,800.0,0.006214856170117855,1080.0,0.005077641051202137
800.0,0.0010872520506381989,725.0,0.00758470436009665,840.0,0.008156977593898773,1080.0,0.005077641051202137
145.0,0.04015800356864929,725.0,0.00758470436009665,747.4233864,0.00417877733707428,1090.0,0.005311330707636472
2000.0,0.008334638550877571,729.1666667,0.007510271260918508,263.16,0.027253301814198494,1095.650211,0.005442912922329946
1000.0,-0.00872286781668663,731.7073171,0.007461694830998006,192.31,0.026552371680736542,1100.0,0.005544091577890736
145.0,0.04015374183654785,739.5,0.007296844547659794,833.3333333,-0.017130423337221146,1100.0,0.005544091577890736
100.0,-0.040937405079603195,739.5,0.007296844547659794,800.0,-0.003093814244493842,1100.0,0.005544091577890736
440.0,0.01507832482457161,739.5,0.007296844547659794,700.0,-0.014312625862658024,1100.0,0.005544091577890736
800.0,-0.0022138841450214386,739.5,0.007296844547659794,500.0,-0.0038294338155537844,1100.0,0.005544091577890736
200.0,-0.023861568421125412,740.0,0.007285442041280825,2000.0,0.018082812428474426,1100.0,0.005544091577890736
400.0,0.024389326572418213,740.0,0.007285442041280825,600.0,-0.01633383147418499,1100.0,0.005544091577890736
800.0,0.005666360259056091,744.047619,0.00718954100105116,480.0,-0.031176280230283737,1100.0,0.005544091577890736
100.0,0.023511245846748352,744.68,0.0071739941236418575,1440.0,-0.0018687467090785503,1100.0,0.005544091577890736
1400.0,-0.0070410557091236115,750.0,0.00703764559745828,1800.0,0.02321023680269718,1100.0,0.005544091577890736
200.0,0.0027826502919197083,750.0,0.00703764559745828,1090.0,0.004739496391266584,1120.0,0.006260778069719956
1000.0,-0.03759157657623291,750.0,0.00703764559745828,814.0,0.006362704560160637,1125.0,0.006438336273773005
700.0,0.009896650910377502,750.0,0.00703764559745828,2400.0,-0.0028255078941583633,1125.0,0.006438336273773005
2200.0,0.01703232154250145,750.0,0.00703764559745828,500.0,-0.014055128209292889,1125.0,0.006438336273773005
1190.47619,0.017334748059511185,750.0,0.00703764559745828,500.0,-0.013024241663515568,1125.0,0.006438336273773005
500.0,0.022077243775129318,750.0,0.00703764559745828,1100.0,0.017443371936678886,1150.0,0.006991780246683442
600.0,0.017473388463258743,750.0,0.00703764559745828,926.0,0.005427606403827667,1170.0,0.007381260734993149
200.0,-0.003814997151494026,750.0,0.00703764559745828,1600.0,0.006309587508440018,1199.602147,0.007908811700475117
800.0,-0.017596811056137085,750.0,0.00703764559745828,800.0,0.008307181298732758,1200.0,0.007915576717150806
700.0,0.017983507364988327,750.0,0.00703764559745828,1063.457871,0.03304238244891167,1200.0,0.007915576717150806
2391.304348,-0.0468333400785923,750.0,0.00703764559745828,277.0,-0.0030084047466516495,1200.0,0.007915576717150806
200.0,0.00917951948940754,750.0,0.00703764559745828,1200.0,0.010769249871373177,1200.0,0.007915576717150806
1300.0,-0.01779617741703987,750.0,0.00703764559745828,333.33,0.02114645391702652,1200.0,0.007915576717150806
1000.0,-0.002714613452553749,750.0,0.00703764559745828,1400.0,0.02994557097554207,1200.0,0.007915576717150806
500.0,0.02830725535750389,750.0,0.00703764559745828,1200.0,-0.003090108744800091,1200.0,0.007915576717150806
1100.0,0.005225462839007378,750.0,0.00703764559745828,700.0,-0.014715809375047684,1200.0,0.007915576717150806
800.0,0.00012321025133132935,750.0,0.00703764559745828,2000.0,0.017346814274787903,1200.0,0.007915576717150806
150.0,-0.005406591109931469,757.5757576,0.0067856093879534425,1600.0,0.017202332615852356,1200.0,0.007915576717150806
50.0,0.026952654123306274,774.6478873,0.0062380306569265725,600.0,-0.05874095857143402,1200.0,0.007915576717150806
750.0,0.01006506010890007,777.7777778,0.006141069582804725,800.0,-0.011168476194143295,1200.0,0.007915576717150806
1190.47619,0.011402212083339691,780.0,0.00607279655907757,2400.0,-0.0009481292217969894,1200.0,0.007915576717150806
360.82,-0.01435813121497631,781.0,0.00604221584750069,1600.0,0.03054099902510643,1200.0,0.007915576717150806
500.0,0.025870975106954575,793.6507937,0.005661307547413134,833.3333333,-0.02234049141407013,1200.0,0.007915576717150806
600.0,0.028367727994918823,800.0,0.005473026060287092,400.0,-0.029517024755477905,1200.0,0.007915576717150806
350.0,0.002111585810780525,800.0,0.005473026060287092,600.0,-0.023330572992563248,1200.0,0.007915576717150806
450.0,-0.0025643431581556797,800.0,0.005473026060287092,400.0,-0.0015608370304107666,1200.0,0.007915576717150806
1680.0,-0.003357409033924341,800.0,0.005473026060287092,1000.0,0.026217740029096603,1200.0,0.007915576717150806
1400.0,-0.0009538047015666962,800.0,0.005473026060287092,800.0,0.0020743929781019688,1200.0,0.007915576717150806
700.0,-0.0026676328852772713,800.0,0.005473026060287092,975.0,0.013561826199293137,1200.0,0.007915576717150806
4000.0,-0.0364905409514904,800.0,0.005473026060287092,480.0,-0.01541045494377613,1200.0,0.007915576717150806
500.0,0.02239885926246643,800.0,0.005473026060287092,166.0,0.044929809868335724,1200.0,0.007915576717150806
300.0,0.009561244398355484,800.0,0.005473026060287092,700.0,-0.01143806055188179,1200.0,0.007915576717150806
402.3,-0.0012813657522201538,800.0,0.005473026060287092,277.0,-0.002857593819499016,1200.0,0.007915576717150806
300.0,-0.006276682019233704,800.0,0.005473026060287092,974.939064,0.023072820156812668,1200.0,0.007915576717150806
300.0,0.012782324105501175,800.0,0.005473026060287092,80.0,0.023813463747501373,1200.0,0.007915576717150806
1666.666667,-0.004731463268399239,800.0,0.005473026060287092,700.0,0.001529742032289505,1200.0,0.007915576717150806
1200.0,0.0053010303527116776,800.0,0.005473026060287092,1600.0,0.028805239126086235,1200.0,0.007915576717150806
900.0,-0.0016213888302445412,800.0,0.005473026060287092,1200.0,0.02183256484568119,1200.0,0.007915576717150806
800.0,-0.004205077886581421,800.0,0.005473026060287092,2400.0,0.0036090724170207977,1200.0,0.007915576717150806
500.0,0.028905857354402542,800.0,0.005473026060287092,600.0,-0.00639927014708519,1200.0,0.007915576717150806
700.0,-0.0013374537229537964,800.0,0.005473026060287092,1000.0,0.014313322491943836,1200.0,0.007915576717150806
700.0,0.02134568989276886,800.0,0.005473026060287092,1400.0,-0.0038014287129044533,1200.0,0.007915576717150806
750.0,0.010645167902112007,800.0,0.005473026060287092,1600.0,0.025902193039655685,1200.0,0.007915576717150806
1000.0,-0.00777374766767025,800.0,0.005473026060287092,555.56,0.0007904155645519495,1200.0,0.007915576717150806
2400.0,0.01807640865445137,800.0,0.005473026060287092,1250.0,-0.01778562180697918,1200.0,0.007915576717150806
345.0,-0.014096234925091267,800.0,0.005473026060287092,1400.0,0.017451953142881393,1200.0,0.007915576717150806
