high density(g/cm3) and scan speed (mm/s),shap,lowess high density(g/cm3) and scan speed (mm/s),lowess shap,low density(g/cm3) and scan speed (mm/s),shap,lowess low density(g/cm3) and scan speed (mm/s),lowess shap
800.0,0.012283224612474442,300.0,0.0028405867937548296,800.0,0.011055950075387955,333.3333333,0.007079932870550131
1500.0,-0.03285842388868332,300.0,0.0028405867937548296,1400.0,0.0027874689549207687,349.0,0.006231837341729326
1000.0,-0.002262793481349945,300.0,0.0028405867937548296,1200.0,0.012686943635344505,349.0,0.006231837341729326
200.0,-0.027496766299009323,300.0,0.0028405867937548296,2000.0,-0.003182242624461651,349.0,0.006231837341729326
600.0,0.03772594779729843,300.0,0.0028405867937548296,144.0,0.04877977818250656,357.14,0.005795235241844138
800.0,0.010542340576648712,300.0,0.0028405867937548296,1200.0,0.0022083166986703873,357.14,0.005795235241844138
700.0,0.003881368786096573,300.0,0.0028405867937548296,1200.0,0.0196625217795372,357.14,0.005795235241844138
1100.0,-0.010609107092022896,300.0,0.0028405867937548296,1600.0,0.02044643461704254,360.0,0.005642476204431373
700.0,0.00970139354467392,300.0,0.0028405867937548296,950.0,-0.029173633083701134,360.0,0.005642476204431373
900.0,0.001609843224287033,300.0,0.0028405867937548296,161.29,0.024763500317931175,384.62,0.004340750903663415
960.0,-0.005835589021444321,300.0,0.0028405867937548296,416.67,0.01349550113081932,384.62,0.004340750903663415
500.0,-0.0077508240938186646,300.0,0.0028405867937548296,333.33,0.022078774869441986,384.62,0.004340750903663415
400.0,-0.0017912723124027252,300.0,0.0028405867937548296,1200.0,0.004562146961688995,384.62,0.004340750903663415
2600.0,-0.009273901581764221,300.0,0.0028405867937548296,3000.0,-0.00815203320235014,400.0,0.003538961666710385
300.0,-0.0016409680247306824,300.0,0.0028405867937548296,1000.0,-0.0022457558661699295,400.0,0.003538961666710385
680.0,0.013256914913654327,300.0,0.0028405867937548296,1398.998612,0.02499491348862648,400.0,0.003538961666710385
560.0,0.01002557948231697,300.0,0.0028405867937548296,1200.0,0.002612389624118805,400.0,0.003538961666710385
1368.0,-0.0212260689586401,300.0,0.0028405867937548296,1500.0,-0.0051491218619048595,400.0,0.003538961666710385
800.0,-0.011161312460899353,300.0,0.0028405867937548296,700.0,-0.010007359087467194,400.0,0.003538961666710385
1200.0,-0.004029069095849991,300.0,0.0028405867937548296,1200.0,0.0015655914321541786,400.0,0.003538961666710385
1000.0,0.021064836531877518,300.0,0.0028405867937548296,1200.0,0.008513295091688633,400.0,0.003538961666710385
500.0,0.02477775514125824,300.0,0.0028405867937548296,666.6666667,-0.004874956328421831,400.0,0.003538961666710385
500.0,-0.019761107861995697,300.0,0.0028405867937548296,1000.0,-0.019551828503608704,400.0,0.003538961666710385
600.0,0.020178835839033127,300.0,0.0028405867937548296,1600.0,0.0036898143589496613,400.0,0.003538961666710385
673.08,0.003740208223462105,300.0,0.0028405867937548296,4200.0,0.009442975744605064,400.0,0.003538961666710385
700.0,0.010842584073543549,300.0,0.0028405867937548296,500.0,-0.007604030892252922,400.0,0.003538961666710385
600.0,0.014410536736249924,300.0,0.0028405867937548296,1200.0,0.021242771297693253,400.0,0.003538961666710385
1600.0,-0.006256812252104282,300.0,0.0028405867937548296,600.0,-0.019355902448296547,400.0,0.003538961666710385
1298.701299,-0.005642397329211235,300.0,0.0028405867937548296,300.6517978,0.0012238603085279465,400.0,0.003538961666710385
1500.0,-0.04348725825548172,300.0,0.0028405867937548296,555.56,0.005069814622402191,400.0,0.003538961666710385
1500.0,0.0006092451512813568,300.0,0.0028405867937548296,800.0,-0.003337722271680832,400.0,0.003538961666710385
200.0,0.016141116619110107,312.5,0.0032804508087021468,500.0,-0.026011262089014053,400.0,0.003538961666710385
300.0,-0.0023906826972961426,312.5,0.0032804508087021468,600.0,-0.053213391453027725,400.0,0.003538961666710385
800.0,0.0028490759432315826,325.0,0.0037134642922523726,2000.0,0.011068131774663925,400.0,0.003538961666710385
300.0,0.009547159075737,325.0,0.0037134642922523726,900.0,0.002270786091685295,400.0,0.003538961666710385
1100.0,-0.007310032844543457,327.1,0.003785544293453776,500.10583,-0.008193657733500004,400.0,0.003538961666710385
192.31,-0.03245268762111664,343.14,0.004329870117194546,800.0,0.0019879317842423916,400.0,0.003538961666710385
2620.0,0.012176483869552612,345.0,0.004392286356021483,2400.0,-0.019047072157263756,402.7796176,0.0033949200177761643
400.0,0.01630401611328125,347.802802,0.004486068113475017,1320.0,0.000673424219712615,416.67,0.002678839338841469
757.5757576,0.01934802532196045,350.0,0.004559358940862306,125.0,0.06400828063488007,416.67,0.002678839338841469
600.0,0.012706030160188675,350.0,0.004559358940862306,1100.0,0.0007129001896828413,416.67,0.002678839338841469
400.0,0.011381059885025024,350.0,0.004559358940862306,1400.0,-0.015139702707529068,416.67,0.002678839338841469
1940.0,0.018806476145982742,350.0,0.004559358940862306,700.0,-0.003828513203188777,416.67,0.002678839338841469
700.0,0.020305350422859192,350.0,0.004559358940862306,333.33,0.01962650939822197,450.0,0.0009831444133227083
200.0,0.012723490595817566,350.0,0.004559358940862306,1250.0,0.018699603155255318,450.0,0.0009831444133227083
800.0,-0.004608139395713806,350.0,0.004559358940862306,581.0,-0.0513535737991333,454.55,0.0007537284176979801
1040.0,-0.012972444295883179,350.0,0.004559358940862306,800.0,0.00020330073311924934,454.55,0.0007537284176979801
350.0,0.004935001954436302,350.0,0.004559358940862306,1050.0,0.017160817980766296,454.55,0.0007537284176979801
300.0,0.011809375137090683,350.0,0.004559358940862306,1800.0,0.014664113521575928,455.0,0.0007310612269256988
275.59,-0.030477039515972137,350.0,0.004559358940862306,1800.0,-0.010851814411580563,455.0,0.0007310612269256988
400.0,0.022521208971738815,350.0,0.004559358940862306,1200.0,0.0036206282675266266,475.0,-0.0002730195093583179
600.0,0.04418092966079712,360.82,0.004917403254810917,454.55,0.010366627015173435,480.0,-0.0005232615723192421
1200.0,-0.005587248131632805,360.82,0.004917403254810917,800.0,-0.012794002890586853,480.0,-0.0005232615723192421
800.0,0.0023383349180221558,375.0,0.005379610034552623,178.57,0.028199907392263412,480.0,-0.0005232615723192421
700.0,0.040404632687568665,375.0,0.005379610034552623,400.0,0.017676884308457375,480.0,-0.0005232615723192421
1521.73913,-0.037781815975904465,375.0,0.005379610034552623,950.0,0.021112686023116112,500.0,-0.0015231093803227548
250.0,0.004448932595551014,380.0,0.005540761954623634,384.62,0.014828067272901535,500.0,-0.0015231093803227548
750.0,0.01338023692369461,380.43,0.005554577859924495,1500.0,-0.0025522448122501373,500.0,-0.0015231093803227548
940.1709402,0.015806788578629494,380.43,0.005554577859924495,1200.0,0.004650944843888283,500.0,-0.0015231093803227548
750.0,0.008689165115356445,400.0,0.006176469623260999,3200.0,0.0054791648872196674,500.0,-0.0015231093803227548
203.49,-0.030676255002617836,400.0,0.006176469623260999,200.0,0.020573554560542107,500.0,-0.0015231093803227548
2000.0,0.014830553904175758,400.0,0.006176469623260999,1100.0,0.003042423166334629,500.0,-0.0015231093803227548
2800.0,0.00025840848684310913,400.0,0.006176469623260999,1560.0,0.0061907097697257996,500.0,-0.0015231093803227548
500.0,0.035016898065805435,400.0,0.006176469623260999,1800.0,0.008841482922434807,500.0,-0.0015231093803227548
1940.0,0.004309890791773796,400.0,0.006176469623260999,1010.451488,0.00025511719286441803,500.0,-0.0015231093803227548
400.0,0.017207615077495575,400.0,0.006176469623260999,1800.0,0.001709621399641037,500.0,-0.0015231093803227548
500.0,0.01520569995045662,400.0,0.006176469623260999,100.0,-0.010641955770552158,500.0,-0.0015231093803227548
2000.0,0.013994110748171806,400.0,0.006176469623260999,1200.0,0.018667278811335564,500.0,-0.0015231093803227548
325.0,0.003151610493659973,400.0,0.006176469623260999,1600.0,0.033108875155448914,500.0,-0.0015231093803227548
1060.0,-0.009114613756537437,400.0,0.006176469623260999,250.0,0.027020704001188278,500.0,-0.0015231093803227548
400.0,-0.0029799193143844604,400.0,0.006176469623260999,263.16,0.025431785732507706,500.0,-0.0015231093803227548
800.0,0.011229049414396286,400.0,0.006176469623260999,1060.0,0.017233723774552345,500.0,-0.0015231093803227548
600.0,0.017676129937171936,400.0,0.006176469623260999,2000.0,-0.003098958171904087,500.0,-0.0015231093803227548
400.0,0.014104768633842468,400.0,0.006176469623260999,1000.0,-0.0027884654700756073,500.0,-0.0015231093803227548
400.0,0.016575299203395844,400.0,0.006176469623260999,250.0,-0.012906508520245552,500.0,-0.0015231093803227548
700.0,0.011647656559944153,400.0,0.006176469623260999,400.0,0.0020186123438179493,500.0,-0.0015231093803227548
500.0,-0.005901386495679617,400.0,0.006176469623260999,3000.0,0.007766950875520706,500.0,-0.0015231093803227548
1200.0,0.00834328681230545,400.0,0.006176469623260999,1300.0,0.004405462648719549,500.0,-0.0015231093803227548
1100.0,-0.0011615809053182602,400.0,0.006176469623260999,2000.0,0.013997328467667103,500.0,-0.0015231093803227548
500.0,0.033989857882261276,400.0,0.006176469623260999,416.67,0.012056222185492516,500.0,-0.0015231093803227548
200.0,0.011977974325418472,400.0,0.006176469623260999,1400.0,0.021121177822351456,500.0,-0.0015231093803227548
175.0,-0.012861170805990696,400.0,0.006176469623260999,200.0,0.02805798314511776,500.0,-0.0015231093803227548
300.0,-0.0032332390546798706,400.0,0.006176469623260999,500.0,-0.033014558255672455,500.0,-0.0015231093803227548
1400.0,-0.0004258248955011368,400.0,0.006176469623260999,312.5,0.019346030429005623,500.0,-0.0015231093803227548
700.0,0.014577288180589676,400.0,0.006176469623260999,208.33,0.028343839570879936,500.0,-0.0015231093803227548
1304.347826,-0.003395291045308113,400.0,0.006176469623260999,1000.0,-0.008508768863976002,500.0,-0.0015231093803227548
2500.0,0.018263034522533417,400.0,0.006176469623260999,500.0,-0.023198112845420837,500.0,-0.0015231093803227548
750.0,0.00958399847149849,400.0,0.006176469623260999,950.0,0.00466542923822999,500.0,-0.0015231093803227548
1000.0,-0.012529007159173489,400.0,0.006176469623260999,1400.0,0.00359153188765049,500.0,-0.0015231093803227548
2200.0,0.020838351920247078,400.0,0.006176469623260999,357.14,0.021151883527636528,500.0,-0.0015231093803227548
600.0,0.006479203701019287,400.0,0.006176469623260999,1250.0,0.019430004060268402,500.10583,-0.0015284005774541694
1250.0,-0.016887720674276352,400.0,0.006176469623260999,800.0,-0.017062710598111153,533.5372669,-0.003205348398823412
400.0,-0.019314223900437355,400.0,0.006176469623260999,1600.0,0.012162281200289726,550.0,-0.004037613682401005
550.0,0.015038911253213882,400.0,0.006176469623260999,2000.0,0.0002569160424172878,555.55,-0.004319257780549991
1300.0,-0.014578580856323242,400.0,0.006176469623260999,1400.0,-0.0035822968930006027,555.56,-0.004319765647092099
1500.0,-0.03906860202550888,400.0,0.006176469623260999,600.0,-0.013090318068861961,555.56,-0.004319765647092099
500.0,0.024356499314308167,400.0,0.006176469623260999,1400.0,0.01683969423174858,555.56,-0.004319765647092099
200.0,0.015152240172028542,400.0,0.006176469623260999,1500.0,0.0174951683729887,555.56,-0.004319765647092099
1100.0,-0.00924915075302124,400.0,0.006176469623260999,1050.0,0.017641298472881317,580.0,-0.004917686882646505
1500.0,0.0019015055149793625,400.0,0.006176469623260999,400.0,-0.004943396896123886,581.0,-0.004914869536044011
700.0,0.0003232695162296295,400.0,0.006176469623260999,600.0,-0.042969126254320145,581.0,-0.004914869536044011
1785.714286,0.0043579526245594025,400.0,0.006176469623260999,1500.0,0.005054823122918606,598.6465722,-0.004866521222802238
500.0,0.02754126489162445,400.0,0.006176469623260999,1000.0,0.001080680638551712,600.0,-0.00485690402195397
500.0,-0.015222834423184395,400.0,0.006176469623260999,800.0,0.0010533402673900127,600.0,-0.00485690402195397
300.0,0.007831545546650887,400.0,0.006176469623260999,1600.0,0.005777299404144287,600.0,-0.00485690402195397
500.0,0.021228663623332977,400.0,0.006176469623260999,1200.0,-0.0046918680891394615,600.0,-0.00485690402195397
1400.0,0.005949616432189941,402.3,0.0062487155926633405,500.0,-0.04569227620959282,600.0,-0.00485690402195397
1180.0,-0.007383909076452255,402.3,0.0062487155926633405,277.0,-0.012955952435731888,600.0,-0.00485690402195397
750.0,0.01170060783624649,402.3,0.0062487155926633405,400.0,-0.034131839871406555,600.0,-0.00485690402195397
3209.48,-0.012965945526957512,426.83,0.007008973054766225,840.0,0.01043681800365448,600.0,-0.00485690402195397
1200.0,-0.02041233330965042,426.83,0.007008973054766225,555.56,-0.007009787019342184,600.0,-0.00485690402195397
200.0,0.006335262209177017,426.83,0.007008973054766225,400.0,0.013149423524737358,600.0,-0.00485690402195397
350.0,0.0031870827078819275,440.0,0.007409653592298556,330.0,0.00035199709236621857,600.0,-0.00485690402195397
850.0,0.003582555800676346,450.0,0.007710423061308484,800.7980689,-0.022808754816651344,600.0,-0.00485690402195397
200.0,0.024660587310791016,450.0,0.007710423061308484,143.03625,0.01443583145737648,600.0,-0.00485690402195397
1200.0,-0.013368280604481697,450.0,0.007710423061308484,1120.0,0.030015256255865097,600.0,-0.00485690402195397
