high scan speed (mm/s) and laser power (watt),shap,lowess high scan speed (mm/s) and laser power (watt),lowess shap,medium scan speed (mm/s) and laser power (watt),shap,lowess medium scan speed (mm/s) and laser power (watt),lowess shap,low scan speed (mm/s) and laser power (watt),shap,lowess low scan speed (mm/s) and laser power (watt),lowess shap
160.0,0.005895368289202452,200.0,0.005599840279923479,120.0,-0.006310418248176575,190.0,0.00919277810893352,200.0,0.06453494727611542,180.0,0.02325057938269689
250.0,0.018257256597280502,200.0,0.005599840279923479,200.0,0.009036168456077576,190.0,0.00919277810893352,200.0,-0.0199396014213562,180.0,0.02325057938269689
100.0,-0.043262653052806854,200.0,0.005599840279923479,200.0,0.013815108686685562,190.0,0.00919277810893352,70.0,0.025272078812122345,180.0,0.02325057938269689
500.0,0.030531125143170357,200.0,0.005599840279923479,120.0,0.014455599710345268,195.0,0.009122615293623867,175.0,0.03220655769109726,180.0,0.02325057938269689
250.0,0.017700880765914917,200.0,0.005599840279923479,125.0,0.06151255965232849,195.0,0.009122615293623867,110.0,0.14523492753505707,180.0,0.02325057938269689
370.0,0.050876591354608536,200.0,0.005599840279923479,150.0,0.02847784012556076,195.0,0.009122615293623867,325.0,-0.012002438306808472,180.0,0.02325057938269689
295.0,0.09196561574935913,200.0,0.005599840279923479,125.0,0.09293849766254425,195.0,0.009122615293623867,250.0,-0.05633670091629028,180.0,0.02325057938269689
250.0,0.04646863043308258,200.0,0.005599840279923479,150.0,0.039652250707149506,195.0,0.009122615293623867,95.0,0.07528006285429001,180.0,0.02325057938269689
100.0,-0.027463652193546295,200.0,0.005599840279923479,225.0,-0.011719247326254845,195.0,0.009122615293623867,150.0,0.02652287483215332,187.5,0.019761294968665112
350.0,0.061994679272174835,200.0,0.005599840279923479,125.0,0.017982956022024155,195.0,0.009122615293623867,200.0,0.04211612045764923,187.5,0.019761294968665112
450.0,0.016146361827850342,200.0,0.005599840279923479,350.0,-0.00532686710357666,195.0,0.009122615293623867,200.0,0.03880137950181961,187.5,0.019761294968665112
150.0,-0.10763124376535416,200.0,0.005599840279923479,220.0,0.011042769998311996,195.0,0.009122615293623867,100.0,0.07476763427257538,190.0,0.01854100181620823
200.0,0.02286909520626068,200.0,0.005599840279923479,100.0,0.08221002668142319,195.0,0.009122615293623867,330.0,-0.015505574643611908,190.0,0.01854100181620823
300.0,0.00491863489151001,200.0,0.005599840279923479,40.0,0.00036203209310770035,195.0,0.009122615293623867,200.0,-0.02887609601020813,190.0,0.01854100181620823
350.0,0.08084231615066528,200.0,0.005599840279923479,200.0,0.01393333449959755,195.0,0.009122615293623867,250.0,-0.025972694158554077,190.0,0.01854100181620823
350.0,-0.02639700472354889,200.0,0.005599840279923479,200.0,0.036630671471357346,195.0,0.009122615293623867,330.0,-0.005688611418008804,190.0,0.01854100181620823
325.0,0.03282001614570618,200.0,0.005599840279923479,187.5,0.022719576954841614,200.0,0.009011925516888685,50.0,-0.016477346420288086,195.0,0.015685729414389355
240.0,0.02310967445373535,200.0,0.005599840279923479,200.0,0.022121764719486237,200.0,0.009011925516888685,350.0,-0.011096164584159851,195.0,0.015685729414389355
250.0,0.044772613793611526,200.0,0.005599840279923479,200.0,-0.009113822132349014,200.0,0.009011925516888685,200.0,0.01880722865462303,195.0,0.015685729414389355
200.0,-0.009940681979060173,200.0,0.005599840279923479,90.0,-0.000561869703233242,200.0,0.009011925516888685,200.0,0.07722605764865875,200.0,0.012626744573360394
350.0,0.0930209532380104,200.0,0.005599840279923479,180.0,0.01134222000837326,200.0,0.009011925516888685,200.0,0.038097113370895386,200.0,0.012626744573360394
250.0,0.030008025467395782,200.0,0.005599840279923479,200.0,-0.002985958009958267,200.0,0.009011925516888685,150.0,0.045232489705085754,200.0,0.012626744573360394
135.0,-0.08143947273492813,200.0,0.005599840279923479,300.0,0.0031748153269290924,200.0,0.009011925516888685,200.0,0.052307311445474625,200.0,0.012626744573360394
120.0,-0.08954712748527527,200.0,0.005599840279923479,275.0,-0.056179728358983994,200.0,0.009011925516888685,200.0,0.03926647827029228,200.0,0.012626744573360394
190.0,0.01609371230006218,200.0,0.005599840279923479,250.0,0.008207939565181732,200.0,0.009011925516888685,200.0,-0.01905660331249237,200.0,0.012626744573360394
190.0,0.023287974298000336,200.0,0.005599840279923479,190.0,0.011339165270328522,200.0,0.009011925516888685,95.0,0.07919713854789734,200.0,0.012626744573360394
350.0,0.06751031428575516,200.0,0.005599840279923479,275.0,0.003753557801246643,200.0,0.009011925516888685,200.0,0.04105919227004051,200.0,0.012626744573360394
350.0,0.04726674407720566,200.0,0.005599840279923479,50.0,-0.019127406179904938,200.0,0.009011925516888685,270.0,-0.03486248850822449,200.0,0.012626744573360394
153.0,-0.077539823949337,200.0,0.005599840279923479,420.0,-0.0115299541503191,200.0,0.009011925516888685,100.0,0.0749664381146431,200.0,0.012626744573360394
145.0,-0.047129809856414795,200.0,0.005599840279923479,225.0,0.008459050208330154,200.0,0.009011925516888685,485.0,-0.044260792434215546,200.0,0.012626744573360394
225.0,0.05070110782980919,200.0,0.005599840279923479,110.0,-0.07788782566785812,200.0,0.009011925516888685,200.0,0.06688113510608673,200.0,0.012626744573360394
300.0,0.06094396486878395,200.0,0.005599840279923479,180.0,0.018860287964344025,200.0,0.009011925516888685,330.0,-0.0029264912009239197,200.0,0.012626744573360394
200.0,-0.02161393314599991,200.0,0.005599840279923479,350.0,0.002834208309650421,200.0,0.009011925516888685,200.0,-0.030467599630355835,200.0,0.012626744573360394
220.0,0.015162818133831024,200.0,0.005599840279923479,200.0,-0.006242438219487667,200.0,0.009011925516888685,480.0,0.004126373678445816,200.0,0.012626744573360394
150.0,-0.1045512780547142,200.0,0.005599840279923479,150.0,0.019480213522911072,200.0,0.009011925516888685,175.0,0.02250242792069912,200.0,0.012626744573360394
250.0,0.053883086889982224,200.0,0.005599840279923479,370.0,-0.09351371228694916,200.0,0.009011925516888685,250.0,0.0061356667429208755,200.0,0.012626744573360394
160.0,0.004960648715496063,200.0,0.005599840279923479,250.0,-0.015205644071102142,200.0,0.009011925516888685,200.0,0.02255486696958542,200.0,0.012626744573360394
225.0,0.020167123526334763,200.0,0.005599840279923479,95.0,-0.020422806963324547,200.0,0.009011925516888685,200.0,0.02533179521560669,200.0,0.012626744573360394
340.0,0.08590979874134064,200.0,0.005599840279923479,150.0,0.008633214980363846,200.0,0.009011925516888685,330.0,-0.024996092543005943,200.0,0.012626744573360394
300.0,0.009837087243795395,200.0,0.005599840279923479,170.0,0.007181253284215927,200.0,0.009011925516888685,200.0,-0.025188207626342773,200.0,0.012626744573360394
500.0,0.037377648055553436,200.0,0.005599840279923479,175.0,0.05099523440003395,200.0,0.009011925516888685,190.0,0.018679440021514893,200.0,0.012626744573360394
200.0,-0.02493973821401596,200.0,0.005599840279923479,300.0,-0.02677478827536106,200.0,0.009011925516888685,195.0,-0.026414014399051666,200.0,0.012626744573360394
250.0,0.06430277228355408,200.0,0.005599840279923479,200.0,0.004149153828620911,200.0,0.009011925516888685,200.0,-0.02818197011947632,200.0,0.012626744573360394
370.0,0.0746552050113678,200.0,0.005599840279923479,100.0,0.056085005402565,200.0,0.009011925516888685,116.34,0.047809094190597534,200.0,0.012626744573360394
187.5,0.009894736111164093,200.0,0.005599840279923479,250.0,-0.004014870617538691,200.0,0.009011925516888685,370.0,-0.1084873229265213,200.0,0.012626744573360394
155.0,0.012517103925347328,200.0,0.005599840279923479,150.0,0.07086852192878723,200.0,0.009011925516888685,200.0,0.04777427762746811,200.0,0.012626744573360394
200.0,-0.0018361955881118774,200.0,0.005599840279923479,275.0,0.0009693875908851624,200.0,0.009011925516888685,170.0,0.0306045301258564,200.0,0.012626744573360394
250.0,0.06356872618198395,200.0,0.005599840279923479,150.0,-0.012318495661020279,200.0,0.009011925516888685,200.0,0.04251335933804512,200.0,0.012626744573360394
160.0,0.0050794631242752075,204.0,0.008295911971751318,200.0,-0.042302824556827545,200.0,0.009011925516888685,500.0,-0.04517665505409241,200.0,0.012626744573360394
160.0,-0.018858028575778008,204.0,0.008295911971751318,200.0,0.015454605221748352,200.0,0.009011925516888685,120.0,0.03852860629558563,200.0,0.012626744573360394
350.0,0.04178409278392792,204.0,0.008295911971751318,150.0,0.016712456941604614,200.0,0.009011925516888685,420.0,0.007305372506380081,200.0,0.012626744573360394
400.0,0.02053315006196499,220.0,0.0175038215309569,370.0,-0.08611305058002472,200.0,0.009011925516888685,180.0,0.023882433772087097,200.0,0.012626744573360394
190.0,0.030710183084011078,220.0,0.0175038215309569,280.0,0.03651069104671478,200.0,0.009011925516888685,200.0,-0.00020957738161087036,200.0,0.012626744573360394
80.0,-0.07984095066785812,225.0,0.019863393634893887,200.0,0.013897806406021118,200.0,0.009011925516888685,200.0,0.07388989627361298,200.0,0.012626744573360394
250.0,0.050979457795619965,225.0,0.019863393634893887,370.0,-0.013553529046475887,200.0,0.009011925516888685,200.0,0.04361889883875847,200.0,0.012626744573360394
350.0,0.059045664966106415,225.0,0.019863393634893887,150.0,0.02382892370223999,200.0,0.009011925516888685,370.0,-0.03089543618261814,200.0,0.012626744573360394
250.0,0.025274302810430527,225.0,0.019863393634893887,150.0,0.021092265844345093,200.0,0.009011925516888685,150.0,-0.008168503642082214,200.0,0.012626744573360394
195.0,0.028044410049915314,225.0,0.019863393634893887,170.0,0.01554245874285698,200.0,0.009011925516888685,100.0,0.038433920592069626,200.0,0.012626744573360394
150.0,-0.09657986462116241,225.0,0.019863393634893887,125.0,0.040944479405879974,200.0,0.009011925516888685,150.0,0.04158088564872742,200.0,0.012626744573360394
250.0,0.028298383578658104,225.0,0.019863393634893887,100.0,0.04146727919578552,200.0,0.009011925516888685,200.0,0.027906958013772964,200.0,0.012626744573360394
220.0,0.03645438328385353,225.0,0.019863393634893887,350.0,-0.026716843247413635,200.0,0.009011925516888685,500.0,-0.031155385076999664,200.0,0.012626744573360394
350.0,0.01976139098405838,225.0,0.019863393634893887,200.0,0.01141626387834549,200.0,0.009011925516888685,200.0,0.02092921733856201,200.0,0.012626744573360394
325.0,0.01274823397397995,225.0,0.019863393634893887,200.0,0.01780698075890541,200.0,0.009011925516888685,200.0,0.020604051649570465,200.0,0.012626744573360394
225.0,0.021726325154304504,225.0,0.019863393634893887,175.0,0.004312906414270401,200.0,0.009011925516888685,200.0,0.019532760605216026,200.0,0.012626744573360394
185.0,0.008877217769622803,225.0,0.019863393634893887,220.0,0.014494694769382477,200.0,0.009011925516888685,180.0,0.06881710886955261,200.0,0.012626744573360394
340.0,0.07142654061317444,225.0,0.019863393634893887,300.0,-0.00541282445192337,200.0,0.009011925516888685,150.0,0.024547236040234566,200.0,0.012626744573360394
370.0,0.05406171455979347,225.0,0.019863393634893887,90.0,0.013186830095946789,200.0,0.009011925516888685,180.0,-0.015457827597856522,200.0,0.012626744573360394
500.0,0.020754676312208176,225.0,0.019863393634893887,200.0,0.010813303291797638,200.0,0.009011925516888685,100.0,0.14060620963573456,200.0,0.012626744573360394
195.0,0.024053150787949562,225.0,0.019863393634893887,100.0,0.00582321360707283,200.0,0.009011925516888685,250.0,-0.03069276362657547,200.0,0.012626744573360394
325.0,0.027874808758497238,225.0,0.019863393634893887,300.0,-0.020143985748291016,200.0,0.009011925516888685,141.27,0.017796590924263,200.0,0.012626744573360394
140.0,-0.11910984665155411,225.0,0.019863393634893887,200.0,0.020496707409620285,200.0,0.009011925516888685,200.0,0.012556985020637512,200.0,0.012626744573360394
300.0,-0.013124670833349228,225.0,0.019863393634893887,300.0,-0.0111615601927042,200.0,0.009011925516888685,300.0,-0.04348975419998169,200.0,0.012626744573360394
370.0,0.06591225415468216,225.0,0.019863393634893887,360.0,-0.021136190742254257,200.0,0.009011925516888685,200.0,0.039649832993745804,200.0,0.012626744573360394
102.0,-0.07242836058139801,225.0,0.019863393634893887,400.0,0.017491530627012253,200.0,0.009011925516888685,250.0,-0.03923647850751877,200.0,0.012626744573360394
345.0,0.022998705506324768,225.0,0.019863393634893887,170.0,0.01903880387544632,200.0,0.009011925516888685,300.0,0.014735378324985504,200.0,0.012626744573360394
225.0,0.04784192889928818,225.0,0.019863393634893887,175.0,-0.003403032198548317,200.0,0.009011925516888685,250.0,-0.023651406168937683,200.0,0.012626744573360394
200.0,0.05296491086483002,240.0,0.027083602810285008,370.0,0.020318791270256042,200.0,0.009011925516888685,40.0,0.2678968906402588,200.0,0.012626744573360394
120.0,-0.12748990952968597,240.0,0.027083602810285008,120.0,0.0034492015838623047,200.0,0.009011925516888685,200.0,0.026212241500616074,200.0,0.012626744573360394
300.0,0.07158366590738297,240.0,0.027083602810285008,150.0,0.054647527635097504,200.0,0.009011925516888685,170.0,-0.026321768760681152,200.0,0.012626744573360394
200.0,-0.03793831542134285,240.0,0.027083602810285008,300.0,0.007998708635568619,200.0,0.009011925516888685,270.0,-0.024764612317085266,200.0,0.012626744573360394
450.0,0.02191781997680664,240.0,0.027083602810285008,200.0,-0.012962158769369125,200.0,0.009011925516888685,200.0,-0.0067489296197891235,200.0,0.012626744573360394
250.0,0.03361543267965317,250.0,0.031198291701242952,60.0,-0.01088193990290165,200.0,0.009011925516888685,120.0,0.04498957842588425,200.0,0.012626744573360394
350.0,0.05607651546597481,250.0,0.031198291701242952,200.0,0.02015305869281292,200.0,0.009011925516888685,80.0,0.048439547419548035,200.0,0.012626744573360394
350.0,0.07219232618808746,250.0,0.031198291701242952,80.0,0.01783894933760166,200.0,0.009011925516888685,90.0,0.021465137600898743,200.0,0.012626744573360394
250.0,0.046307846903800964,250.0,0.031198291701242952,95.0,-0.05936023220419884,200.0,0.009011925516888685,40.0,0.16368171572685242,200.0,0.012626744573360394
200.0,0.02050022780895233,250.0,0.031198291701242952,182.0,-0.03733497112989426,200.0,0.009011925516888685,100.0,0.19395843148231506,200.0,0.012626744573360394
200.0,-0.018033409491181374,250.0,0.031198291701242952,100.0,-0.03593789041042328,200.0,0.009011925516888685,150.0,0.07103092968463898,200.0,0.012626744573360394
350.0,0.06641430407762527,250.0,0.031198291701242952,190.0,-0.006281701847910881,200.0,0.009011925516888685,150.0,0.05025782063603401,200.0,0.012626744573360394
250.0,0.017786704003810883,250.0,0.031198291701242952,170.0,-0.011668565683066845,200.0,0.009011925516888685,150.0,0.022361155599355698,200.0,0.012626744573360394
370.0,0.06185102090239525,250.0,0.031198291701242952,195.0,0.014171987771987915,200.0,0.009011925516888685,140.0,0.10977741330862045,200.0,0.012626744573360394
400.0,0.0821528434753418,250.0,0.031198291701242952,200.0,-0.00485178641974926,200.0,0.009011925516888685,280.0,-0.06041218340396881,200.0,0.012626744573360394
135.0,-0.09011217951774597,250.0,0.031198291701242952,350.0,-0.014038316905498505,200.0,0.009011925516888685,200.0,-0.0058286190032958984,200.0,0.012626744573360394
130.0,-0.00796671211719513,250.0,0.031198291701242952,100.0,5.152076482772827e-05,200.0,0.009011925516888685,100.0,0.05226960405707359,200.0,0.012626744573360394
195.0,0.017912905663251877,250.0,0.031198291701242952,300.0,-0.0036269724369049072,200.0,0.009011925516888685,125.0,0.016532287001609802,200.0,0.012626744573360394
300.0,0.0635918527841568,250.0,0.031198291701242952,280.0,0.018889278173446655,200.0,0.009011925516888685,350.0,-0.019977929070591927,200.0,0.012626744573360394
250.0,0.03137849271297455,250.0,0.031198291701242952,200.0,0.015041835606098175,200.0,0.009011925516888685,200.0,-0.029944851994514465,200.0,0.012626744573360394
170.0,0.0069127073511481285,250.0,0.031198291701242952,200.0,0.028435587882995605,200.0,0.009011925516888685,100.0,0.09820166230201721,200.0,0.012626744573360394
80.0,-0.038778409361839294,250.0,0.031198291701242952,200.0,0.004348967224359512,200.0,0.009011925516888685,125.0,0.08401267975568771,200.0,0.012626744573360394
330.0,0.07102732360363007,250.0,0.031198291701242952,150.0,0.023142024874687195,200.0,0.009011925516888685,225.0,-0.032989636063575745,200.0,0.012626744573360394
350.0,0.01706283912062645,250.0,0.031198291701242952,180.0,0.007693193852901459,200.0,0.009011925516888685,200.0,0.00788479670882225,200.0,0.012626744573360394
320.0,0.09265223145484924,250.0,0.031198291701242952,125.0,0.05611816793680191,200.0,0.009011925516888685,200.0,-0.019193381071090698,200.0,0.012626744573360394
250.0,0.03771976754069328,250.0,0.031198291701242952,200.0,-0.031153716146945953,200.0,0.009011925516888685,200.0,-0.003448083996772766,200.0,0.012626744573360394
200.0,0.021703504025936127,250.0,0.031198291701242952,70.0,0.00873955711722374,200.0,0.009011925516888685,100.0,-0.002696176990866661,200.0,0.012626744573360394
225.0,0.007339060306549072,250.0,0.031198291701242952,200.0,0.01887790486216545,200.0,0.009011925516888685,190.0,0.02002580836415291,200.0,0.012626744573360394
225.0,0.014515746384859085,250.0,0.031198291701242952,200.0,0.011822521686553955,200.0,0.009011925516888685,100.0,0.04020945727825165,200.0,0.012626744573360394
225.0,-0.004421208053827286,250.0,0.031198291701242952,250.0,-0.009525272995233536,220.0,0.008162731384099618,200.0,-0.028461232781410217,200.0,0.012626744573360394
250.0,0.041628651320934296,250.0,0.031198291701242952,250.0,-0.027715515345335007,220.0,0.008162731384099618,250.0,-0.04957471787929535,200.0,0.012626744573360394
350.0,0.0657949298620224,250.0,0.031198291701242952,250.0,0.022034814581274986,220.0,0.008162731384099618,200.0,-0.014712989330291748,200.0,0.012626744573360394
350.0,0.07364119589328766,250.0,0.031198291701242952,200.0,-0.005625173449516296,220.0,0.008162731384099618,300.0,-0.0071902796626091,200.0,0.012626744573360394
120.0,-0.02282964065670967,250.0,0.031198291701242952,75.0,0.015065282583236694,220.0,0.008162731384099618,330.0,-0.004252929240465164,200.0,0.012626744573360394
300.0,0.04696851596236229,250.0,0.031198291701242952,200.0,-0.003203731030225754,220.0,0.008162731384099618,160.0,0.044227756559848785,200.0,0.012626744573360394
200.0,0.01219002902507782,250.0,0.031198291701242952,300.0,-0.01499432884156704,225.0,0.007808359679219981,270.0,-0.026476234197616577,200.0,0.012626744573360394
187.5,0.00867307186126709,250.0,0.031198291701242952,130.0,0.045751456171274185,225.0,0.007808359679219981,200.0,0.046472080051898956,200.0,0.012626744573360394
275.0,0.0525018572807312,250.0,0.031198291701242952,150.0,-0.015619829297065735,225.0,0.007808359679219981,200.0,0.01406776811927557,200.0,0.012626744573360394
160.0,-0.02399889938533306,250.0,0.031198291701242952,160.0,-0.00018906593322753906,225.0,0.007808359679219981,170.0,-0.03149321675300598,200.0,0.012626744573360394
275.0,0.03261006623506546,250.0,0.031198291701242952,150.0,0.01806420087814331,225.0,0.007808359679219981,200.0,-0.016363419592380524,200.0,0.012626744573360394
195.0,0.012806307524442673,250.0,0.031198291701242952,175.0,0.04075855761766434,225.0,0.007808359679219981,200.0,0.02355131506919861,200.0,0.012626744573360394
200.0,0.010008186101913452,250.0,0.031198291701242952,150.0,0.029575683176517487,225.0,0.007808359679219981,170.0,0.027484258636832237,200.0,0.012626744573360394
250.0,0.043090082705020905,250.0,0.031198291701242952,150.0,6.505846977233887e-05,225.0,0.007808359679219981,200.0,0.013981873169541359,200.0,0.012626744573360394
250.0,0.04250631481409073,250.0,0.031198291701242952,150.0,0.05986173450946808,225.0,0.007808359679219981,200.0,0.007152177393436432,200.0,0.012626744573360394
400.0,0.09632237255573273,250.0,0.031198291701242952,160.0,-0.0192025788128376,225.0,0.007808359679219981,200.0,0.010127360001206398,200.0,0.012626744573360394
370.0,0.0463581308722496,250.0,0.031198291701242952,195.0,0.019276268780231476,225.0,0.007808359679219981,270.0,-0.027002446353435516,200.0,0.012626744573360394
300.0,0.03493409976363182,250.0,0.031198291701242952,80.0,0.06506727635860443,225.0,0.007808359679219981,200.0,0.01768721640110016,200.0,0.012626744573360394
250.0,0.01651686057448387,250.0,0.031198291701242952,200.0,0.017992712557315826,240.0,0.005741273381066129,175.0,0.050719454884529114,200.0,0.012626744573360394
200.0,-0.05054543912410736,250.0,0.031198291701242952,220.0,0.011357668787240982,240.0,0.005741273381066129,370.0,-0.006120812147855759,200.0,0.012626744573360394
240.0,0.03240553289651871,250.0,0.031198291701242952,130.0,0.03134679049253464,240.0,0.005741273381066129,50.0,-0.05020785704255104,200.0,0.012626744573360394
160.0,-0.0007791146636009216,250.0,0.031198291701242952,300.0,-0.030136074870824814,250.0,0.00416035667016697,200.0,-0.003084838390350342,200.0,0.012626744573360394
250.0,0.022249232977628708,250.0,0.031198291701242952,225.0,-0.037689100950956345,250.0,0.00416035667016697,300.0,-0.014002397656440735,200.0,0.012626744573360394
195.0,0.008788026869297028,250.0,0.031198291701242952,50.0,0.0005408134311437607,250.0,0.00416035667016697,200.0,-0.004568666219711304,200.0,0.012626744573360394
280.0,0.07277407497167587,250.0,0.031198291701242952,170.0,0.02587384358048439,250.0,0.00416035667016697,150.0,0.029779016971588135,200.0,0.012626744573360394
350.0,-0.029761046171188354,250.0,0.031198291701242952,350.0,-0.026113370433449745,250.0,0.00416035667016697,200.0,-0.0032778754830360413,200.0,0.012626744573360394
350.0,0.005457058548927307,250.0,0.031198291701242952,350.0,0.005277551710605621,250.0,0.00416035667016697,250.0,-0.032955244183540344,200.0,0.012626744573360394
350.0,0.07534174621105194,250.0,0.031198291701242952,200.0,0.004232810810208321,250.0,0.00416035667016697,340.0,-0.030839603394269943,200.0,0.012626744573360394
200.0,0.012109197676181793,250.0,0.031198291701242952,200.0,0.02389579452574253,250.0,0.00416035667016697,340.0,-0.11345542967319489,200.0,0.012626744573360394
325.0,0.05816799774765968,250.0,0.031198291701242952,50.0,-0.0032496582716703415,250.0,0.00416035667016697,200.0,-0.03037157654762268,200.0,0.012626744573360394
250.0,0.042467471212148666,250.0,0.031198291701242952,125.0,0.07777214795351028,250.0,0.00416035667016697,475.0,-0.035913050174713135,200.0,0.012626744573360394
305.0,0.09521026909351349,250.0,0.031198291701242952,250.0,0.023866891860961914,250.0,0.00416035667016697,75.0,0.08132860064506531,200.0,0.012626744573360394
125.0,-0.052343372255563736,250.0,0.031198291701242952,160.81,-0.020887920632958412,250.0,0.00416035667016697,200.0,0.05318719893693924,200.0,0.012626744573360394
200.0,0.02477160096168518,250.0,0.031198291701242952,200.0,0.03329620510339737,250.0,0.00416035667016697,350.0,-0.02559850364923477,200.0,0.012626744573360394
370.0,-0.021547019481658936,250.0,0.031198291701242952,250.0,0.012066930532455444,250.0,0.00416035667016697,420.0,0.010743610560894012,200.0,0.012626744573360394
275.0,0.0011452436447143555,250.0,0.031198291701242952,195.0,0.020817909389734268,250.0,0.00416035667016697,150.0,0.0682315081357956,200.0,0.012626744573360394
200.0,-0.01024068333208561,250.0,0.031198291701242952,145.0,-0.02304231747984886,250.0,0.00416035667016697,85.0,0.08356087654829025,200.0,0.012626744573360394
185.0,0.012103524059057236,250.0,0.031198291701242952,195.0,0.018394187092781067,250.0,0.00416035667016697,360.0,-0.028867918998003006,200.0,0.012626744573360394
250.0,0.00152694433927536,250.0,0.031198291701242952,220.0,0.022129006683826447,250.0,0.00416035667016697,100.0,0.1782987117767334,200.0,0.012626744573360394
250.0,0.030115913599729538,250.0,0.031198291701242952,370.0,-0.022169392555952072,250.0,0.00416035667016697,100.0,0.20447659492492676,200.0,0.012626744573360394
200.0,-0.0013973154127597809,250.0,0.031198291701242952,125.0,0.06070473790168762,250.0,0.00416035667016697,110.0,0.15046289563179016,200.0,0.012626744573360394
225.0,0.04893454536795616,250.0,0.031198291701242952,60.0,0.004811521619558334,250.0,0.00416035667016697,95.0,0.04588381201028824,200.0,0.012626744573360394
370.0,0.06135844439268112,250.0,0.031198291701242952,420.0,-0.010611696168780327,250.0,0.00416035667016697,200.0,0.03871732950210571,200.0,0.012626744573360394
370.0,-0.01796070486307144,250.0,0.031198291701242952,175.0,0.002317432314157486,250.0,0.00416035667016697,200.0,0.004693999886512756,200.0,0.012626744573360394
70.0,-0.0754261389374733,250.0,0.031198291701242952,200.0,0.016538185998797417,250.0,0.00416035667016697,200.0,0.026816582307219505,200.0,0.012626744573360394
128.0,-0.039475973695516586,250.0,0.031198291701242952,280.0,0.018595196306705475,250.0,0.00416035667016697,105.0,0.19930851459503174,200.0,0.012626744573360394
200.0,-0.04647718369960785,250.0,0.031198291701242952,102.0,0.0025027254596352577,250.0,0.00416035667016697,350.0,-0.023830614984035492,200.0,0.012626744573360394
350.0,0.025597669184207916,250.0,0.031198291701242952,250.0,-0.019999556243419647,255.0,0.0035143334559746358,100.0,0.06047426164150238,200.0,0.012626744573360394
200.0,0.04208744317293167,250.0,0.031198291701242952,300.0,-0.02726590819656849,260.0,0.0028719868476728477,200.0,-0.00556202232837677,200.0,0.012626744573360394
370.0,0.08096741139888763,250.0,0.031198291701242952,250.0,0.008802153170108795,275.0,0.0014951960485688348,300.0,-0.023486539721488953,200.0,0.012626744573360394
250.0,-0.010751545429229736,250.0,0.031198291701242952,160.0,-0.0278505627065897,275.0,0.0014951960485688348,475.0,-0.029989473521709442,200.0,0.012626744573360394
340.0,0.08145369589328766,250.0,0.031198291701242952,300.0,-0.006508838385343552,275.0,0.0014951960485688348,105.0,0.03167414665222168,200.0,0.012626744573360394
250.0,0.01607225462794304,250.0,0.031198291701242952,300.0,-0.0009157806634902954,275.0,0.0014951960485688348,100.0,0.013855095952749252,200.0,0.012626744573360394
250.0,0.048591163009405136,250.0,0.031198291701242952,200.0,0.018184233456850052,275.0,0.0014951960485688348,200.0,0.01543189212679863,200.0,0.012626744573360394
350.0,0.08039567619562149,250.0,0.031198291701242952,300.0,0.019688136875629425,275.0,0.0014951960485688348,150.0,-0.04199134558439255,200.0,0.012626744573360394
200.0,0.029881570488214493,250.0,0.031198291701242952,160.0,-0.008634690195322037,280.0,0.0011955923664356569,360.0,0.012519404292106628,200.0,0.012626744573360394
350.0,0.011765189468860626,250.0,0.031198291701242952,250.0,-0.010854373686015606,280.0,0.0011955923664356569,200.0,0.003218919038772583,200.0,0.012626744573360394
310.0,0.07864025980234146,250.0,0.031198291701242952,200.0,0.030293742194771767,280.0,0.0011955923664356569,270.0,-0.025520190596580505,200.0,0.012626744573360394
340.0,0.08709391951560974,250.0,0.031198291701242952,100.0,-0.0006225891411304474,280.0,0.0011955923664356569,50.0,0.059421904385089874,200.0,0.012626744573360394
300.0,-0.006678298115730286,250.0,0.031198291701242952,195.0,0.018360435962677002,280.0,0.0011955923664356569,220.0,0.017993666231632233,200.0,0.012626744573360394
190.0,0.0017447415739297867,250.0,0.031198291701242952,350.0,-0.0028677359223365784,280.0,0.0011955923664356569,200.0,-0.0011641010642051697,200.0,0.012626744573360394
275.0,0.04111071303486824,250.0,0.031198291701242952,250.0,0.008258983492851257,280.0,0.0011955923664356569,140.0,0.023643918335437775,200.0,0.012626744573360394
350.0,0.05504103749990463,250.0,0.031198291701242952,182.0,-0.004654236137866974,280.0,0.0011955923664356569,360.0,-0.028153058141469955,200.0,0.012626744573360394
370.0,0.05821359530091286,250.0,0.031198291701242952,150.0,0.04641653597354889,280.0,0.0011955923664356569,300.0,-0.019639724865555763,200.0,0.012626744573360394
350.0,0.06040459871292114,250.0,0.031198291701242952,350.0,0.003335278481245041,285.0,0.0008516046736543754,200.0,-0.006832420825958252,200.0,0.012626744573360394
275.0,0.02490866929292679,250.0,0.031198291701242952,40.0,-0.011803245171904564,285.0,0.0008516046736543754,250.0,-0.03956189751625061,200.0,0.012626744573360394
250.0,0.013975249603390694,250.0,0.031198291701242952,250.0,0.021463681012392044,285.0,0.0008516046736543754,100.0,0.07010999321937561,200.0,0.012626744573360394
250.0,0.058272141963243484,250.0,0.031198291701242952,135.0,-0.026367034763097763,300.0,-0.0003876931260298153,325.0,-0.01934541016817093,200.0,0.012626744573360394
195.0,0.020074181258678436,250.0,0.031198291701242952,200.0,0.006293291226029396,300.0,-0.0003876931260298153,300.0,-0.03856290131807327,200.0,0.012626744573360394
