high thermal conductivity (W/mK) and laser power (watt),shap,lowess high thermal conductivity (W/mK) and laser power (watt),lowess shap,low thermal conductivity (W/mK) and laser power (watt),shap,lowess low thermal conductivity (W/mK) and laser power (watt),lowess shap
200.0,0.005440030246973038,180.0,-0.013047431406374412,350.0,0.007414385676383972,100.0,0.021474189698933242
200.0,-0.015199728310108185,190.0,-0.007812175235559372,170.0,0.027354393154382706,100.0,0.021474189698933242
465.0,0.053678322583436966,200.0,-0.002858735898976043,200.0,0.0017890391172841191,100.0,0.021474189698933242
360.0,0.05739786848425865,200.0,-0.002858735898976043,170.0,-0.0008001327514648438,100.0,0.021474189698933242
300.0,0.03653969615697861,200.0,-0.002858735898976043,275.0,-0.002533968538045883,100.0,0.021474189698933242
400.0,0.010265138000249863,200.0,-0.002858735898976043,140.0,0.06168874725699425,100.0,0.021474189698933242
475.0,-0.0009354501962661743,200.0,-0.002858735898976043,135.0,-0.06476552039384842,100.0,0.021474189698933242
250.0,0.04305177927017212,200.0,-0.002858735898976043,200.0,0.013825096189975739,100.0,0.021474189698933242
370.0,0.043540000915527344,200.0,-0.002858735898976043,200.0,0.0013772761449217796,100.0,0.021474189698933242
250.0,0.03545387089252472,200.0,-0.002858735898976043,150.0,0.013366957195103168,100.0,0.021474189698933242
350.0,0.05992239713668823,200.0,-0.002858735898976043,170.0,0.005562379956245422,100.0,0.021474189698933242
270.0,0.004892610013484955,200.0,-0.002858735898976043,66.48,-0.030629917979240417,100.0,0.021474189698933242
200.0,-0.01567412167787552,200.0,-0.002858735898976043,105.0,0.01685597002506256,100.0,0.021474189698933242
350.0,-0.018464304506778717,200.0,-0.002858735898976043,95.0,0.04750853776931763,100.0,0.021474189698933242
370.0,0.06577190011739731,200.0,-0.002858735898976043,300.0,-0.003625646233558655,100.0,0.021474189698933242
350.0,0.01362750306725502,200.0,-0.002858735898976043,150.0,-0.012139752507209778,100.0,0.021474189698933242
480.0,0.06044091284275055,200.0,-0.002858735898976043,200.0,0.017198573797941208,100.0,0.021474189698933242
153.0,-0.15428510308265686,200.0,-0.002858735898976043,200.0,0.029555559158325195,100.0,0.021474189698933242
200.0,-0.01690385490655899,200.0,-0.002858735898976043,40.0,0.043353572487831116,100.0,0.021474189698933242
250.0,0.03181882202625275,200.0,-0.002858735898976043,150.0,0.004346428904682398,100.0,0.021474189698933242
250.0,0.017120208591222763,200.0,-0.002858735898976043,73.0,-0.03747524693608284,100.0,0.021474189698933242
350.0,0.012909524142742157,200.0,-0.002858735898976043,170.0,0.029742665588855743,100.0,0.021474189698933242
250.0,0.006083903834223747,200.0,-0.002858735898976043,155.0,0.006438668817281723,100.0,0.021474189698933242
300.0,0.03553733229637146,200.0,-0.002858735898976043,75.0,-0.02100849337875843,100.0,0.021474189698933242
170.0,-0.021619200706481934,200.0,-0.002858735898976043,200.0,-0.011411681771278381,100.0,0.021474189698933242
250.0,0.00968211144208908,200.0,-0.002858735898976043,100.0,-0.004678661935031414,100.0,0.021474189698933242
300.0,0.016296574845910072,200.0,-0.002858735898976043,250.0,-0.008476072922348976,100.0,0.021474189698933242
350.0,0.005555965006351471,200.0,-0.002858735898976043,150.0,0.009088216349482536,100.0,0.021474189698933242
200.0,0.020001698285341263,200.0,-0.002858735898976043,250.0,0.00012040417641401291,100.0,0.021474189698933242
250.0,0.05518023669719696,200.0,-0.002858735898976043,180.0,0.02643873170018196,100.0,0.021474189698933242
250.0,0.009542999789118767,200.0,-0.002858735898976043,350.0,0.0008525256998836994,105.0,0.021540291573159384
89.1,0.027287214994430542,200.0,-0.002858735898976043,175.0,-0.011370599269866943,105.0,0.021540291573159384
250.0,0.017609257251024246,200.0,-0.002858735898976043,170.0,0.029883895069360733,105.0,0.021540291573159384
204.0,0.005523212254047394,200.0,-0.002858735898976043,125.0,-0.012148814275860786,105.0,0.021540291573159384
475.0,-0.008657552301883698,200.0,-0.002858735898976043,200.0,-0.00030748359858989716,105.0,0.021540291573159384
300.0,0.05245646834373474,200.0,-0.002858735898976043,200.0,0.0005070064216852188,105.0,0.021540291573159384
420.0,0.07481923699378967,200.0,-0.002858735898976043,200.0,0.01339399442076683,105.0,0.021540291573159384
370.0,0.06140651926398277,200.0,-0.002858735898976043,190.0,0.010937564074993134,105.0,0.021540291573159384
200.0,-0.028155818581581116,200.0,-0.002858735898976043,180.0,0.011757221072912216,105.0,0.021540291573159384
300.0,0.04933435097336769,200.0,-0.002858735898976043,200.0,6.44102692604065e-05,105.0,0.021540291573159384
495.0,0.039071038365364075,200.0,-0.002858735898976043,200.0,0.014002077281475067,105.0,0.021540291573159384
200.0,-0.011097535490989685,200.0,-0.002858735898976043,140.0,0.047803472727537155,105.0,0.021540291573159384
300.0,0.06815215200185776,200.0,-0.002858735898976043,155.0,0.04547964036464691,110.0,0.021631295315068987
200.0,0.008384376764297485,200.0,-0.002858735898976043,200.0,-0.0004688873887062073,110.0,0.021631295315068987
250.0,0.005428412929177284,200.0,-0.002858735898976043,160.0,0.03130553662776947,110.0,0.021631295315068987
300.0,0.01728053390979767,200.0,-0.002858735898976043,340.0,0.0014910437166690826,110.0,0.021631295315068987
250.0,0.0051409900188446045,200.0,-0.002858735898976043,120.0,0.06841684132814407,110.0,0.021631295315068987
500.0,0.015524156391620636,200.0,-0.002858735898976043,340.0,0.002141915261745453,116.34,0.021798284375607963
170.0,-0.027858838438987732,200.0,-0.002858735898976043,200.0,0.019167516380548477,120.0,0.021885955981351596
250.0,-0.00606759637594223,200.0,-0.002858735898976043,150.0,0.04468446969985962,120.0,0.021885955981351596
370.0,0.002519756555557251,200.0,-0.002858735898976043,200.0,-0.0007336661219596863,120.0,0.021885955981351596
150.0,-0.06031862646341324,200.0,-0.002858735898976043,200.0,-0.00044987350702285767,120.0,0.021885955981351596
250.0,0.021147895604372025,200.0,-0.002858735898976043,87.0,-0.00841706432402134,120.0,0.021885955981351596
450.0,0.009727973490953445,200.0,-0.002858735898976043,150.0,0.04146977886557579,120.0,0.021885955981351596
300.0,0.05612455680966377,200.0,-0.002858735898976043,280.0,-0.024991953745484352,120.0,0.021885955981351596
100.0,-0.09650842100381851,200.0,-0.002858735898976043,340.0,0.0025963783264160156,120.0,0.021885955981351596
330.0,0.04231474548578262,200.0,-0.002858735898976043,350.0,0.008175857365131378,120.0,0.021885955981351596
250.0,0.0004127770662307739,200.0,-0.002858735898976043,285.0,-0.0025299713015556335,120.0,0.021885955981351596
330.0,0.051962949335575104,200.0,-0.002858735898976043,300.0,0.00020882347598671913,120.0,0.021885955981351596
350.0,0.023945657536387444,200.0,-0.002858735898976043,200.0,0.017518874257802963,120.0,0.021885955981351596
325.0,0.002499803900718689,200.0,-0.002858735898976043,175.0,0.011166875250637531,125.0,0.021862969684808862
240.0,0.015232563018798828,200.0,-0.002858735898976043,350.0,-0.015243727713823318,125.0,0.021862969684808862
350.0,-0.0007649138569831848,200.0,-0.002858735898976043,350.0,0.0010420270264148712,125.0,0.021862969684808862
200.0,0.004397271201014519,200.0,-0.002858735898976043,200.0,0.0013499162159860134,125.0,0.021862969684808862
250.0,0.018266160041093826,200.0,-0.002858735898976043,110.0,0.025053270161151886,125.0,0.021862969684808862
150.0,-0.08327408879995346,200.0,-0.002858735898976043,105.0,-0.030870748683810234,125.0,0.021862969684808862
270.0,0.009037606418132782,200.0,-0.002858735898976043,200.0,-0.0019199065864086151,125.0,0.021862969684808862
485.0,0.04334987699985504,200.0,-0.002858735898976043,200.0,-0.002845102921128273,125.0,0.021862969684808862
70.0,-0.030918635427951813,200.0,-0.002858735898976043,250.0,0.0046013277024030685,125.0,0.021862969684808862
350.0,0.033397383987903595,200.0,-0.002858735898976043,280.0,-0.011750385165214539,125.0,0.021862969684808862
350.0,0.023334497585892677,200.0,-0.002858735898976043,195.0,0.013745201751589775,125.0,0.021862969684808862
153.0,-0.09441396594047546,200.0,-0.002858735898976043,100.0,-0.058224596083164215,125.0,0.021862969684808862
300.0,0.013607274740934372,200.0,-0.002858735898976043,200.0,0.011576570570468903,125.0,0.021862969684808862
250.0,0.018244994804263115,200.0,-0.002858735898976043,350.0,-0.013921646401286125,125.0,0.021862969684808862
330.0,0.04943230003118515,200.0,-0.002858735898976043,250.0,-0.015067746862769127,125.0,0.021862969684808862
240.0,0.03942070156335831,200.0,-0.002858735898976043,200.0,0.009708881378173828,125.0,0.021862969684808862
480.0,0.06066196411848068,200.0,-0.002858735898976043,200.0,0.011032529175281525,125.0,0.021862969684808862
175.0,-0.01334574818611145,200.0,-0.002858735898976043,175.0,-0.012600969523191452,125.0,0.021862969684808862
250.0,0.027968507260084152,200.0,-0.002858735898976043,160.0,0.0034642815589904785,125.0,0.021862969684808862
300.0,0.0063069649040699005,200.0,-0.002858735898976043,50.0,0.006855737417936325,125.0,0.021862969684808862
330.0,0.05937270075082779,200.0,-0.002858735898976043,170.0,0.020275894552469254,125.0,0.021862969684808862
300.0,0.01903695985674858,200.0,-0.002858735898976043,175.0,0.008961230516433716,125.0,0.021862969684808862
500.0,0.02122911997139454,200.0,-0.002858735898976043,200.0,0.012327173724770546,125.0,0.021862969684808862
200.0,-0.011137343943119049,200.0,-0.002858735898976043,280.0,-0.01751270890235901,130.0,0.021516990062151523
170.0,-0.014931008219718933,200.0,-0.002858735898976043,220.0,0.004877179861068726,130.0,0.021516990062151523
200.0,0.029488492757081985,200.0,-0.002858735898976043,95.0,0.030283305794000626,130.0,0.021516990062151523
500.0,0.044382136315107346,200.0,-0.002858735898976043,150.0,0.009353099390864372,135.0,0.021150892234133033
420.0,0.06262899935245514,200.0,-0.002858735898976043,200.0,0.008641310036182404,135.0,0.021150892234133033
200.0,0.008960042148828506,200.0,-0.002858735898976043,300.0,-0.0025961101055145264,135.0,0.021150892234133033
370.0,0.040586214512586594,200.0,-0.002858735898976043,285.0,-0.006667081266641617,135.0,0.021150892234133033
400.0,0.00991961732506752,204.0,-0.0009932802376211786,200.0,0.008337460458278656,135.0,0.021150892234133033
500.0,0.046317100524902344,204.0,-0.0009932802376211786,200.0,0.015567158348858356,140.0,0.02058791996576569
200.0,-0.006152540445327759,204.0,-0.0009932802376211786,200.0,0.01190096139907837,140.0,0.02058791996576569
200.0,0.024314451962709427,210.0,0.0019155754688833298,125.0,-0.008933095261454582,140.0,0.02058791996576569
200.0,0.004208514466881752,220.0,0.0057430051533566085,350.0,-0.0004103872925043106,140.0,0.02058791996576569
180.0,-0.02305358648300171,225.0,0.0078118300126915055,280.0,-0.011101935058832169,140.0,0.02058791996576569
250.0,0.020166844129562378,225.0,0.0078118300126915055,300.0,-0.00801154226064682,140.0,0.02058791996576569
350.0,0.03132576867938042,225.0,0.0078118300126915055,170.0,0.037205785512924194,140.0,0.02058791996576569
200.0,0.013284638524055481,230.0,0.009785586093576399,340.0,-0.0006450549699366093,140.0,0.02058791996576569
150.0,-0.05484232306480408,240.0,0.013393180089075021,370.0,-0.01545928604900837,140.0,0.02058791996576569
250.0,0.010090216994285583,240.0,0.013393180089075021,350.0,0.0002647228538990021,141.27,0.020476857274494886
300.0,0.031134046614170074,240.0,0.013393180089075021,370.0,-0.006585657596588135,145.0,0.020188118434614932
200.0,0.027351878583431244,240.0,0.013393180089075021,200.0,0.023492639884352684,145.0,0.020188118434614932
250.0,0.008473705500364304,240.0,0.013393180089075021,300.0,-0.0025239959359169006,145.0,0.020188118434614932
250.0,0.0002348870038986206,250.0,0.016459151968454436,250.0,-0.0028968285769224167,150.0,0.01995445167493738
325.0,0.01915636658668518,250.0,0.016459151968454436,275.0,-0.0011099427938461304,150.0,0.01995445167493738
300.0,0.049870043992996216,250.0,0.016459151968454436,225.0,-0.032122667878866196,150.0,0.01995445167493738
250.0,0.009833376854658127,250.0,0.016459151968454436,200.0,-0.0016120853833854198,150.0,0.01995445167493738
370.0,0.05498579144477844,250.0,0.016459151968454436,225.0,-0.0282471664249897,150.0,0.01995445167493738
270.0,0.004785172641277313,250.0,0.016459151968454436,80.0,0.07220316678285599,150.0,0.01995445167493738
175.0,-0.04294520616531372,250.0,0.016459151968454436,95.0,0.08783233910799026,150.0,0.01995445167493738
500.0,0.016635211184620857,250.0,0.016459151968454436,100.0,-0.023023296147584915,150.0,0.01995445167493738
325.0,0.008946042507886887,250.0,0.016459151968454436,200.0,0.012637943029403687,150.0,0.01995445167493738
102.0,-0.09825922548770905,250.0,0.016459151968454436,150.0,0.011750665493309498,150.0,0.01995445167493738
370.0,0.031044941395521164,250.0,0.016459151968454436,300.0,-0.0017035696655511856,150.0,0.01995445167493738
102.0,-0.045809172093868256,250.0,0.016459151968454436,100.0,0.028891321271657944,150.0,0.01995445167493738
150.0,-0.07201886177062988,250.0,0.016459151968454436,225.0,-0.005153261125087738,150.0,0.01995445167493738
200.0,-0.01476559042930603,250.0,0.016459151968454436,200.0,0.011872626841068268,150.0,0.01995445167493738
120.0,-0.03654103726148605,250.0,0.016459151968454436,200.0,0.012586988508701324,150.0,0.01995445167493738
350.0,0.05956895276904106,250.0,0.016459151968454436,380.0,0.0020697659347206354,150.0,0.01995445167493738
450.0,0.0060659050941467285,250.0,0.016459151968454436,200.0,0.011449135839939117,150.0,0.01995445167493738
250.0,0.04403969645500183,250.0,0.016459151968454436,250.0,0.0054595209658145905,150.0,0.01995445167493738
200.0,0.010792579501867294,250.0,0.016459151968454436,200.0,0.005016627721488476,150.0,0.01995445167493738
70.0,-0.10236086696386337,250.0,0.016459151968454436,200.0,-0.0001881048083305359,150.0,0.01995445167493738
500.0,0.08016256242990494,250.0,0.016459151968454436,310.0,0.019387802109122276,150.0,0.01995445167493738
275.0,0.033625900745391846,250.0,0.016459151968454436,200.0,0.011956445872783661,150.0,0.01995445167493738
100.0,-0.09336541593074799,250.0,0.016459151968454436,175.0,0.028919560834765434,150.0,0.01995445167493738
250.0,0.00407719612121582,250.0,0.016459151968454436,180.0,3.56920063495636e-05,150.0,0.01995445167493738
250.0,0.03681568801403046,250.0,0.016459151968454436,225.0,9.098276495933533e-05,150.0,0.01995445167493738
250.0,-0.0030525177717208862,250.0,0.016459151968454436,190.0,0.0038993172347545624,150.0,0.01995445167493738
120.0,-0.043095409870147705,250.0,0.016459151968454436,40.0,0.02923004701733589,150.0,0.01995445167493738
300.0,-0.004725635051727295,250.0,0.016459151968454436,280.0,-0.011309430003166199,150.0,0.01995445167493738
330.0,0.04537634178996086,250.0,0.016459151968454436,225.0,0.02093685418367386,150.0,0.01995445167493738
250.0,0.030659882351756096,250.0,0.016459151968454436,200.0,0.015413407236337662,150.0,0.01995445167493738
350.0,-0.010990329086780548,250.0,0.016459151968454436,380.0,-0.00776960514485836,150.0,0.01995445167493738
270.0,0.004277043044567108,250.0,0.016459151968454436,340.0,-0.002113502472639084,150.0,0.01995445167493738
250.0,0.011710532009601593,250.0,0.016459151968454436,50.0,-0.04635810852050781,150.0,0.01995445167493738
200.0,0.01499982737004757,250.0,0.016459151968454436,75.0,0.011514775454998016,150.0,0.01995445167493738
200.0,-0.012365967035293579,250.0,0.016459151968454436,200.0,0.016199540346860886,150.0,0.01995445167493738
250.0,0.018887033686041832,250.0,0.016459151968454436,200.0,-0.00032317638397216797,150.0,0.01995445167493738
170.0,-0.010261595249176025,250.0,0.016459151968454436,100.0,0.005926656536757946,150.0,0.01995445167493738
40.0,-0.026729963719844818,250.0,0.016459151968454436,140.0,0.061160456389188766,150.0,0.01995445167493738
200.0,0.027637742459774017,250.0,0.016459151968454436,195.0,0.0004421252233441919,150.0,0.01995445167493738
200.0,0.02716953121125698,250.0,0.016459151968454436,200.0,0.013833452947437763,150.0,0.01995445167493738
200.0,-0.013043157756328583,250.0,0.016459151968454436,200.0,0.021595437079668045,150.0,0.01995445167493738
300.0,0.03952448070049286,250.0,0.016459151968454436,150.0,0.013063034042716026,150.0,0.01995445167493738
200.0,0.025533806532621384,250.0,0.016459151968454436,275.0,-0.018942857161164284,150.0,0.01995445167493738
270.0,0.005130358040332794,250.0,0.016459151968454436,105.0,0.016091186553239822,150.0,0.01995445167493738
200.0,0.01634843647480011,250.0,0.016459151968454436,200.0,0.017277684062719345,150.0,0.01995445167493738
250.0,0.015062499791383743,250.0,0.016459151968454436,200.0,0.011732794344425201,150.0,0.01995445167493738
90.0,-0.033160023391246796,250.0,0.016459151968454436,200.0,0.00563754141330719,150.0,0.01995445167493738
370.0,0.04019656777381897,250.0,0.016459151968454436,200.0,0.021773571148514748,150.0,0.01995445167493738
250.0,0.049266234040260315,250.0,0.016459151968454436,250.0,-0.02506251633167267,150.0,0.01995445167493738
200.0,0.0033897310495376587,250.0,0.016459151968454436,200.0,-0.0008606091141700745,150.0,0.01995445167493738
370.0,0.020977716892957687,250.0,0.016459151968454436,275.0,-0.002378024160861969,150.0,0.01995445167493738
300.0,0.005704998970031738,250.0,0.016459151968454436,160.0,0.014687594026327133,150.0,0.01995445167493738
250.0,0.043767571449279785,250.0,0.016459151968454436,400.0,-0.0008891597390174866,150.0,0.01995445167493738
200.0,-0.011031046509742737,250.0,0.016459151968454436,225.0,0.00405324250459671,150.0,0.01995445167493738
240.0,0.01366003230214119,250.0,0.016459151968454436,150.0,0.054467011243104935,150.0,0.01995445167493738
150.0,-0.07220618426799774,250.0,0.016459151968454436,275.0,-0.003209710121154785,150.0,0.01995445167493738
200.0,-0.01092664897441864,250.0,0.016459151968454436,345.0,0.00758892297744751,150.0,0.01995445167493738
250.0,0.035033609718084335,250.0,0.016459151968454436,240.0,0.008719701319932938,150.0,0.01995445167493738
350.0,0.02319307252764702,250.0,0.016459151968454436,200.0,0.013820283114910126,150.0,0.01995445167493738
475.0,0.007409133017063141,250.0,0.016459151968454436,250.0,0.0050086528062820435,150.0,0.01995445167493738
75.0,0.029252110049128532,250.0,0.016459151968454436,200.0,0.01283448189496994,150.0,0.01995445167493738
350.0,0.021685726940631866,250.0,0.016459151968454436,105.0,-0.018129682168364525,150.0,0.01995445167493738
350.0,-0.0017022937536239624,250.0,0.016459151968454436,195.0,0.012061592191457748,150.0,0.01995445167493738
420.0,0.05961467698216438,250.0,0.016459151968454436,250.0,0.004197956994175911,150.0,0.01995445167493738
200.0,-0.011151701211929321,250.0,0.016459151968454436,360.0,0.007710713893175125,150.0,0.01995445167493738
420.0,0.06580959260463715,250.0,0.016459151968454436,250.0,-0.007548762951046228,150.0,0.01995445167493738
250.0,0.03928736597299576,250.0,0.016459151968454436,135.0,0.02274574153125286,150.0,0.01995445167493738
