high thermal conductivity (W/mK) and laser power (watt),shap,lowess high thermal conductivity (W/mK) and laser power (watt),lowess shap,low thermal conductivity (W/mK) and laser power (watt),shap,lowess low thermal conductivity (W/mK) and laser power (watt),lowess shap
85.0,0.01851232908666134,250.0,0.016459151968454436,50.0,-0.019491638988256454,155.0,0.01995604959266845
360.0,0.05440890043973923,250.0,0.016459151968454436,100.0,0.021795019507408142,155.0,0.01995604959266845
370.0,0.008283624425530434,250.0,0.016459151968454436,225.0,-0.0027581448666751385,155.0,0.01995604959266845
250.0,0.0235423743724823,250.0,0.016459151968454436,280.0,-0.007399696856737137,155.0,0.01995604959266845
200.0,0.0059196837246418,250.0,0.016459151968454436,195.0,0.010834816843271255,155.0,0.01995604959266845
200.0,0.02304237335920334,250.0,0.016459151968454436,180.0,0.031633175909519196,155.0,0.01995604959266845
350.0,-0.0030684620141983032,250.0,0.016459151968454436,200.0,0.01315124612301588,160.0,0.019875182665064633
200.0,0.02479124814271927,250.0,0.016459151968454436,200.0,-0.024906247854232788,160.0,0.019875182665064633
200.0,-0.016627971082925797,250.0,0.016459151968454436,275.0,-0.008708875626325607,160.0,0.019875182665064633
370.0,0.008061142638325691,250.0,0.016459151968454436,380.0,-0.0004932824522256851,160.0,0.019875182665064633
70.0,-0.08416808396577835,250.0,0.016459151968454436,380.0,-0.010721856728196144,160.0,0.019875182665064633
370.0,0.013749606907367706,250.0,0.016459151968454436,150.0,0.0335293784737587,160.0,0.019875182665064633
128.0,-0.12237457931041718,250.0,0.016459151968454436,330.0,-0.015947453677654266,160.0,0.019875182665064633
475.0,0.05367260426282883,250.0,0.016459151968454436,145.0,-0.02343933843076229,160.0,0.019875182665064633
200.0,-0.019035594537854195,250.0,0.016459151968454436,275.0,0.008597064763307571,160.0,0.019875182665064633
370.0,0.008634218946099281,250.0,0.016459151968454436,100.0,0.025491785258054733,160.0,0.019875182665064633
250.0,0.024631503969430923,250.0,0.016459151968454436,200.0,0.010980658233165741,160.0,0.019875182665064633
360.0,0.05598575621843338,250.0,0.016459151968454436,195.0,-0.001589043065905571,160.0,0.019875182665064633
270.0,0.004071258008480072,250.0,0.016459151968454436,200.0,0.0065269991755485535,160.0,0.019875182665064633
250.0,0.04214513301849365,250.0,0.016459151968454436,195.0,0.009129930287599564,160.0,0.019875182665064633
170.0,-0.018845200538635254,250.0,0.016459151968454436,180.0,-0.006341453641653061,160.0,0.019875182665064633
200.0,0.003778815269470215,250.0,0.016459151968454436,105.0,0.021932730451226234,160.0,0.019875182665064633
360.0,0.060216981917619705,250.0,0.016459151968454436,175.0,-0.009197836741805077,160.0,0.019875182665064633
300.0,0.0529501736164093,250.0,0.016459151968454436,200.0,-0.0088333860039711,160.0,0.019875182665064633
200.0,0.0030505582690238953,250.0,0.016459151968454436,160.0,0.02945917472243309,160.0,0.019875182665064633
250.0,0.004735015332698822,250.0,0.016459151968454436,90.0,-0.027005821466445923,160.0,0.019875182665064633
250.0,0.021987929940223694,250.0,0.016459151968454436,175.0,-0.010739630088210106,160.0,0.019875182665064633
200.0,-0.003690343350172043,250.0,0.016459151968454436,80.0,0.04434990510344505,160.0,0.019875182665064633
370.0,-0.0015706345438957214,250.0,0.016459151968454436,250.0,-0.001169334165751934,160.0,0.019875182665064633
300.0,0.042021021246910095,250.0,0.016459151968454436,175.0,0.0024909833446145058,160.0,0.019875182665064633
465.0,0.05148022994399071,250.0,0.016459151968454436,300.0,0.0031111224088817835,160.0,0.019875182665064633
250.0,0.023334262892603874,250.0,0.016459151968454436,125.0,0.014052130281925201,160.0,0.019875182665064633
250.0,-0.0005344599485397339,250.0,0.016459151968454436,225.0,0.007317923940718174,160.0,0.019875182665064633
170.0,-0.009979695081710815,260.0,0.019133107987130676,200.0,0.014728367328643799,160.0,0.019875182665064633
50.0,-0.02081293985247612,270.0,0.02135365772118196,280.0,-0.006784159690141678,160.81,0.019668767151830063
370.0,0.06601846218109131,270.0,0.02135365772118196,187.5,-0.023546287789940834,160.81,0.019668767151830063
350.0,0.00660376250743866,270.0,0.02135365772118196,195.0,0.016944726929068565,160.81,0.019668767151830063
250.0,0.013738048262894154,270.0,0.02135365772118196,340.0,-0.00620478019118309,165.0,0.018575167476164552
250.0,0.0046412162482738495,270.0,0.02135365772118196,160.0,0.036961331963539124,166.2,0.01825469443710006
370.0,0.02606775611639023,270.0,0.02135365772118196,350.0,-0.001051589846611023,168.0,0.017768686538743826
420.0,0.0660628080368042,270.0,0.02135365772118196,175.0,0.01974443532526493,169.0,0.01749607731705578
350.0,0.02774227038025856,270.0,0.02135365772118196,150.0,0.008444713428616524,169.0,0.01749607731705578
250.0,0.025847839191555977,270.0,0.02135365772118196,339.19,0.010311204940080643,170.0,0.017221643965106993
175.0,-0.01309763640165329,270.0,0.02135365772118196,190.0,-0.0034704990684986115,170.0,0.017221643965106993
175.0,-0.010681577026844025,270.0,0.02135365772118196,200.0,0.012034513056278229,170.0,0.017221643965106993
500.0,0.056060753762722015,270.0,0.02135365772118196,380.0,-0.010958777740597725,170.0,0.017221643965106993
200.0,0.01439611241221428,270.0,0.02135365772118196,200.0,0.012581400573253632,170.0,0.017221643965106993
200.0,0.020567860454320908,275.0,0.021818906220631748,280.0,-0.016319919377565384,170.0,0.017221643965106993
350.0,0.02669558860361576,275.0,0.021818906220631748,200.0,0.014309369027614594,170.0,0.017221643965106993
90.0,-0.037592917680740356,275.0,0.021818906220631748,150.0,0.04232104495167732,170.0,0.017221643965106993
300.0,-0.0003983229398727417,275.0,0.021818906220631748,225.0,0.0025760289281606674,170.0,0.017221643965106993
170.0,-0.0007993578910827637,280.0,0.022726355356217566,275.0,0.001341838389635086,170.0,0.017221643965106993
300.0,-0.001554057002067566,300.0,0.024598691275537942,340.0,-0.006531768012791872,170.0,0.017221643965106993
360.0,0.04593898355960846,300.0,0.024598691275537942,100.0,0.11252196878194809,170.0,0.017221643965106993
400.0,0.08370999991893768,300.0,0.024598691275537942,250.0,0.009915860369801521,170.0,0.017221643965106993
200.0,0.004340965300798416,300.0,0.024598691275537942,200.0,-0.0015663113445043564,170.0,0.017221643965106993
200.0,0.012610621750354767,300.0,0.024598691275537942,70.0,-0.026608560234308243,170.0,0.017221643965106993
370.0,0.06741275638341904,300.0,0.024598691275537942,175.0,0.00812995433807373,170.0,0.017221643965106993
485.0,0.062182340770959854,300.0,0.024598691275537942,160.0,0.010484517551958561,170.0,0.017221643965106993
175.0,-0.03920440375804901,300.0,0.024598691275537942,110.0,0.010966822504997253,170.0,0.017221643965106993
300.0,0.006784707307815552,300.0,0.024598691275537942,185.0,0.027851466089487076,170.0,0.017221643965106993
350.0,0.05321962386369705,300.0,0.024598691275537942,325.0,-0.008558221161365509,170.0,0.017221643965106993
200.0,0.024423131719231606,300.0,0.024598691275537942,160.0,0.050531916320323944,170.0,0.017221643965106993
350.0,0.024930354207754135,300.0,0.024598691275537942,350.0,-0.019152740016579628,170.0,0.017221643965106993
475.0,0.0489843413233757,300.0,0.024598691275537942,100.0,0.020600363612174988,170.0,0.017221643965106993
80.0,-0.04412493854761124,300.0,0.024598691275537942,250.0,-0.013191208243370056,170.0,0.017221643965106993
350.0,0.002297826111316681,300.0,0.024598691275537942,200.0,0.011366063728928566,170.0,0.017221643965106993
250.0,0.024081004783511162,300.0,0.024598691275537942,95.0,0.040917493402957916,170.0,0.017221643965106993
250.0,0.01030784659087658,300.0,0.024598691275537942,295.0,0.008718430995941162,175.0,0.016017202819693117
300.0,0.0589456781744957,300.0,0.024598691275537942,200.0,0.011545263230800629,175.0,0.016017202819693117
485.0,0.04222869127988815,300.0,0.024598691275537942,200.0,0.011752292513847351,175.0,0.016017202819693117
200.0,0.025192148983478546,300.0,0.024598691275537942,100.0,0.07330644130706787,175.0,0.016017202819693117
250.0,0.025220289826393127,300.0,0.024598691275537942,200.0,0.01096421480178833,175.0,0.016017202819693117
270.0,0.0065425485372543335,300.0,0.024598691275537942,350.0,-0.007597960531711578,175.0,0.016017202819693117
495.0,0.03204697370529175,300.0,0.024598691275537942,150.0,0.010004875250160694,175.0,0.016017202819693117
200.0,-0.00662226602435112,300.0,0.024598691275537942,200.0,0.014314260333776474,175.0,0.016017202819693117
350.0,0.03637629374861717,300.0,0.024598691275537942,300.0,-0.002066969871520996,175.0,0.016017202819693117
250.0,0.020902223885059357,300.0,0.024598691275537942,155.0,0.0030600596219301224,175.0,0.016017202819693117
360.0,0.06164407357573509,300.0,0.024598691275537942,275.0,0.007465396076440811,175.0,0.016017202819693117
70.0,-0.03160405158996582,300.0,0.024598691275537942,200.0,-0.00256459042429924,175.0,0.016017202819693117
250.0,0.022488418966531754,300.0,0.024598691275537942,50.0,-0.03461213409900665,175.0,0.016017202819693117
350.0,0.04168838635087013,300.0,0.024598691275537942,350.0,0.006670553237199783,175.0,0.016017202819693117
300.0,0.016933031380176544,300.0,0.024598691275537942,200.0,0.016907721757888794,175.0,0.016017202819693117
250.0,0.003653191030025482,300.0,0.024598691275537942,350.0,-0.02389388531446457,175.0,0.016017202819693117
250.0,0.051760558038949966,300.0,0.024598691275537942,250.0,0.004664592444896698,175.0,0.016017202819693117
250.0,0.021198440343141556,300.0,0.024598691275537942,200.0,0.012638874351978302,175.0,0.016017202819693117
250.0,0.023119445890188217,300.0,0.024598691275537942,200.0,0.00891946256160736,175.0,0.016017202819693117
250.0,0.007293872535228729,300.0,0.024598691275537942,125.0,0.013351842761039734,175.0,0.016017202819693117
300.0,0.08138434588909149,300.0,0.024598691275537942,200.0,0.014606103301048279,175.0,0.016017202819693117
250.0,0.0004950985312461853,300.0,0.024598691275537942,200.0,0.01042357087135315,175.0,0.016017202819693117
225.0,0.003497868776321411,300.0,0.024598691275537942,200.0,-0.00022149551659822464,175.0,0.016017202819693117
250.0,0.018022866919636726,300.0,0.024598691275537942,200.0,-0.012388184666633606,175.0,0.016017202819693117
200.0,-0.015002451837062836,300.0,0.024598691275537942,95.0,0.03904114291071892,175.0,0.016017202819693117
200.0,0.0035892874002456665,300.0,0.024598691275537942,200.0,0.024627331644296646,175.0,0.016017202819693117
250.0,0.02354852482676506,300.0,0.024598691275537942,350.0,0.004356050863862038,180.0,0.014538840783198127
250.0,0.04865506291389465,300.0,0.024598691275537942,100.0,0.004636043682694435,180.0,0.014538840783198127
350.0,0.029241159558296204,325.0,0.027943891840429492,190.0,0.0163794606924057,180.0,0.014538840783198127
350.0,0.02433452196419239,325.0,0.027943891840429492,190.0,0.020138926804065704,180.0,0.014538840783198127
280.0,0.017060142010450363,325.0,0.027943891840429492,250.0,0.007015034556388855,180.0,0.014538840783198127
50.0,-0.021160781383514404,325.0,0.027943891840429492,200.0,0.007015809416770935,180.0,0.014538840783198127
200.0,0.007520459592342377,330.0,0.02882322660005613,200.0,0.014024568721652031,180.0,0.014538840783198127
370.0,0.04165717214345932,330.0,0.02882322660005613,135.0,-0.02310318686068058,180.0,0.014538840783198127
270.0,0.007239006459712982,330.0,0.02882322660005613,120.0,-0.00826908927410841,180.0,0.014538840783198127
420.0,0.07669971138238907,330.0,0.02882322660005613,190.0,0.023156948387622833,180.0,0.014538840783198127
250.0,0.006619863212108612,330.0,0.02882322660005613,400.0,-0.003634002059698105,180.0,0.014538840783198127
200.0,-0.0025285258889198303,330.0,0.02882322660005613,200.0,0.007377788424491882,180.0,0.014538840783198127
250.0,0.023192308843135834,333.0,0.029354401197058958,190.0,0.020128920674324036,180.0,0.014538840783198127
200.0,0.008892390877008438,350.0,0.032177935548659546,175.0,0.02787131443619728,180.0,0.014538840783198127
420.0,0.07558326423168182,350.0,0.032177935548659546,195.0,-0.012410134077072144,180.0,0.014538840783198127
350.0,0.019151795655488968,350.0,0.032177935548659546,370.0,-0.005865138024091721,180.0,0.014538840783198127
50.0,-0.029749378561973572,350.0,0.032177935548659546,145.0,-0.021630704402923584,182.0,0.013948581462628982
480.0,0.07375375181436539,350.0,0.032177935548659546,95.0,0.11094944179058075,182.0,0.013948581462628982
350.0,0.002718646079301834,350.0,0.032177935548659546,200.0,0.007810063660144806,182.0,0.013948581462628982
350.0,0.03023609332740307,350.0,0.032177935548659546,225.0,0.010189726017415524,182.0,0.013948581462628982
250.0,0.021909581497311592,350.0,0.032177935548659546,200.0,0.002497449517250061,185.0,0.013071702708724845
250.0,0.014052622020244598,350.0,0.032177935548659546,220.0,-0.0008545033633708954,185.0,0.013071702708724845
100.0,-0.049029361456632614,350.0,0.032177935548659546,150.0,0.011116769164800644,185.0,0.013071702708724845
475.0,0.06322894990444183,350.0,0.032177935548659546,225.0,-0.0030559729784727097,185.0,0.013071702708724845
200.0,-0.018041718751192093,350.0,0.032177935548659546,160.0,0.032986678183078766,185.0,0.013071702708724845
250.0,0.021343454718589783,350.0,0.032177935548659546,200.0,-0.0006256718188524246,187.5,0.012349818815280824
370.0,0.06077684089541435,350.0,0.032177935548659546,225.0,0.003504399210214615,187.5,0.012349818815280824
250.0,0.02008768729865551,350.0,0.032177935548659546,200.0,0.012794394046068192,187.5,0.012349818815280824
270.0,0.005397021770477295,350.0,0.032177935548659546,200.0,0.012597287073731422,187.5,0.012349818815280824
250.0,0.015047930181026459,350.0,0.032177935548659546,340.0,-0.012817438691854477,187.5,0.012349818815280824
100.0,-0.08367786556482315,350.0,0.032177935548659546,200.0,0.019602224230766296,187.5,0.012349818815280824
300.0,0.05868691951036453,350.0,0.032177935548659546,225.0,-0.0022146515548229218,187.5,0.012349818815280824
220.0,0.031278740614652634,350.0,0.032177935548659546,200.0,-0.0013406388461589813,187.5,0.012349818815280824
370.0,0.019002925604581833,350.0,0.032177935548659546,190.0,0.021362774074077606,190.0,0.011661175059040303
200.0,0.015139136463403702,350.0,0.032177935548659546,195.0,-0.036290399730205536,190.0,0.011661175059040303
70.0,-0.11255691200494766,350.0,0.032177935548659546,200.0,-0.002133214846253395,190.0,0.011661175059040303
60.0,-0.021087177097797394,350.0,0.032177935548659546,250.0,0.010694286786019802,190.0,0.011661175059040303
420.0,0.06505775451660156,350.0,0.032177935548659546,195.0,0.014780528843402863,190.0,0.011661175059040303
350.0,0.03671356663107872,350.0,0.032177935548659546,116.34,-0.009683050215244293,190.0,0.011661175059040303
175.0,-0.03634701669216156,350.0,0.032177935548659546,370.0,-0.008434375748038292,190.0,0.011661175059040303
200.0,0.013759441673755646,350.0,0.032177935548659546,370.0,-0.026044946163892746,190.0,0.011661175059040303
250.0,0.00560922734439373,350.0,0.032177935548659546,80.0,0.08272692561149597,190.0,0.011661175059040303
175.0,-0.012659594416618347,350.0,0.032177935548659546,200.0,0.0009547621011734009,190.0,0.011661175059040303
50.0,-0.016648609191179276,350.0,0.032177935548659546,175.0,-0.002372104674577713,190.0,0.011661175059040303
350.0,0.061922837048769,350.0,0.032177935548659546,120.0,-0.0047794547863304615,190.0,0.011661175059040303
204.0,0.03550185635685921,350.0,0.032177935548659546,200.0,-0.009500706568360329,190.0,0.011661175059040303
200.0,0.02567657083272934,350.0,0.032177935548659546,180.0,0.008676030673086643,190.0,0.011661175059040303
102.0,-0.14848586916923523,350.0,0.032177935548659546,187.5,0.016940467059612274,190.0,0.011661175059040303
250.0,0.028758034110069275,350.0,0.032177935548659546,200.0,0.011623702943325043,190.0,0.011661175059040303
75.0,0.030462093651294708,350.0,0.032177935548659546,155.0,0.047486837953329086,190.0,0.011661175059040303
200.0,0.00535959005355835,350.0,0.032177935548659546,200.0,0.010701581835746765,190.0,0.011661175059040303
480.0,0.07405973225831985,350.0,0.032177935548659546,200.0,0.020804492756724358,190.0,0.011661175059040303
465.0,0.05019676685333252,350.0,0.032177935548659546,160.0,0.032858967781066895,195.0,0.01020155455023988
150.0,-0.057521745562553406,350.0,0.032177935548659546,150.0,0.020918695256114006,195.0,0.01020155455023988
160.0,-0.08032021671533585,350.0,0.032177935548659546,250.0,-0.001171640120446682,195.0,0.01020155455023988
370.0,0.019843624904751778,350.0,0.032177935548659546,160.0,0.03675362095236778,195.0,0.01020155455023988
200.0,0.0018081516027450562,350.0,0.032177935548659546,100.0,0.03603484481573105,195.0,0.01020155455023988
250.0,0.007883287966251373,350.0,0.032177935548659546,150.0,0.03173492103815079,195.0,0.01020155455023988
170.0,-0.015916824340820312,350.0,0.032177935548659546,160.0,0.046407558023929596,195.0,0.01020155455023988
100.0,-0.05559073016047478,350.0,0.032177935548659546,350.0,-0.020913511514663696,195.0,0.01020155455023988
250.0,0.007169639691710472,350.0,0.032177935548659546,200.0,0.0087666604667902,195.0,0.01020155455023988
500.0,0.0785026103258133,350.0,0.032177935548659546,400.0,-0.0006783641874790192,195.0,0.01020155455023988
175.0,-0.02796459197998047,350.0,0.032177935548659546,190.0,0.02748231589794159,195.0,0.01020155455023988
350.0,0.023879237473011017,360.0,0.033591624713545425,80.0,0.04560371860861778,195.0,0.01020155455023988
370.0,0.026421459391713142,360.0,0.033591624713545425,180.0,0.015802623704075813,195.0,0.01020155455023988
250.0,0.006116196513175964,360.0,0.033591624713545425,400.0,-0.0036062300205230713,195.0,0.01020155455023988
350.0,0.04677438735961914,360.0,0.033591624713545425,170.0,0.037167035043239594,195.0,0.01020155455023988
250.0,0.013848572969436646,360.0,0.033591624713545425,150.0,-0.015431111678481102,195.0,0.01020155455023988
300.0,0.046512048691511154,360.0,0.033591624713545425,280.0,-0.023806560784578323,195.0,0.01020155455023988
300.0,0.03853296488523483,360.0,0.033591624713545425,200.0,0.003219866193830967,195.0,0.01020155455023988
190.0,-0.0006035715341567993,370.0,0.03478706648386598,90.0,-0.042667463421821594,195.0,0.01020155455023988
60.9,0.0319829136133194,370.0,0.03478706648386598,250.0,0.006201069802045822,195.0,0.01020155455023988
200.0,0.018398258835077286,370.0,0.03478706648386598,195.0,0.0005788430571556091,195.0,0.01020155455023988
350.0,0.014581844210624695,370.0,0.03478706648386598,180.0,0.00048619601875543594,195.0,0.01020155455023988
250.0,0.06050486862659454,370.0,0.03478706648386598,150.0,0.013566141948103905,195.0,0.01020155455023988
100.0,-0.13406948745250702,370.0,0.03478706648386598,100.0,-0.0002837713109329343,195.0,0.01020155455023988
200.0,-0.014004699885845184,370.0,0.03478706648386598,141.27,0.010382283478975296,195.0,0.01020155455023988
225.0,0.0014546960592269897,370.0,0.03478706648386598,200.0,0.003599843941628933,195.0,0.01020155455023988
400.0,0.08613770455121994,370.0,0.03478706648386598,285.0,-0.01814274862408638,195.0,0.01020155455023988
300.0,0.023865513503551483,370.0,0.03478706648386598,220.0,0.011177606880664825,195.0,0.01020155455023988
250.0,0.03467491641640663,370.0,0.03478706648386598,350.0,-0.0052628666162490845,195.0,0.01020155455023988
250.0,0.03444811329245567,370.0,0.03478706648386598,225.0,0.0056399572640657425,200.0,0.008684721691106425
330.0,0.05577249452471733,370.0,0.03478706648386598,185.0,0.014037538319826126,200.0,0.008684721691106425
240.0,0.019126489758491516,370.0,0.03478706648386598,40.0,0.009655186906456947,200.0,0.008684721691106425
179.0,0.02597244456410408,370.0,0.03478706648386598,200.0,0.012231994420289993,200.0,0.008684721691106425
475.0,-0.003341592848300934,370.0,0.03478706648386598,340.0,-0.002261621877551079,200.0,0.008684721691106425
300.0,0.041652970016002655,370.0,0.03478706648386598,170.0,-0.02694213204085827,200.0,0.008684721691106425
70.0,-0.025074467062950134,370.0,0.03478706648386598,125.0,0.015358135104179382,200.0,0.008684721691106425
350.0,0.05143515020608902,370.0,0.03478706648386598,200.0,0.00019388273358345032,200.0,0.008684721691106425
250.0,0.04061165452003479,370.0,0.03478706648386598,120.0,0.05335246026515961,200.0,0.008684721691106425
300.0,0.03772711381316185,370.0,0.03478706648386598,80.0,0.02937987819314003,200.0,0.008684721691106425
150.0,-0.06673157960176468,370.0,0.03478706648386598,90.0,-0.01685730367898941,200.0,0.008684721691106425
150.0,-0.03495624288916588,370.0,0.03478706648386598,40.0,0.050962112843990326,200.0,0.008684721691106425
200.0,0.000774383544921875,370.0,0.03478706648386598,195.0,0.019124120473861694,200.0,0.008684721691106425
153.0,-0.10667510330677032,370.0,0.03478706648386598,350.0,0.0018384605646133423,200.0,0.008684721691106425
250.0,0.021114163100719452,370.0,0.03478706648386598,100.0,0.014803744852542877,200.0,0.008684721691106425
200.0,0.02396603673696518,370.0,0.03478706648386598,225.0,0.0035857893526554108,200.0,0.008684721691106425
450.0,0.01160489022731781,370.0,0.03478706648386598,140.0,0.03290371596813202,200.0,0.008684721691106425
400.0,0.09467168152332306,370.0,0.03478706648386598,200.0,0.021649818867444992,200.0,0.008684721691106425
420.0,0.06357322633266449,370.0,0.03478706648386598,300.0,-0.027563340961933136,200.0,0.008684721691106425
400.0,0.00955813005566597,370.0,0.03478706648386598,150.0,0.042705342173576355,200.0,0.008684721691106425
100.0,-0.09925413876771927,370.0,0.03478706648386598,150.0,0.03536476194858551,200.0,0.008684721691106425
250.0,0.006334476172924042,370.0,0.03478706648386598,105.0,0.00929530430585146,200.0,0.008684721691106425
128.0,-0.07899416238069534,370.0,0.03478706648386598,140.0,0.056262534111738205,200.0,0.008684721691106425
100.0,-0.11179231852293015,400.0,0.03819247023273694,345.0,0.0003353096544742584,200.0,0.008684721691106425
270.0,0.005448505282402039,400.0,0.03819247023273694,225.0,0.006460542790591717,200.0,0.008684721691106425
153.0,-0.16408562660217285,400.0,0.03819247023273694,280.0,-0.007384803146123886,200.0,0.008684721691106425
250.0,0.0071229152381420135,400.0,0.03819247023273694,160.81,0.01628813147544861,200.0,0.008684721691106425
370.0,0.06729212403297424,400.0,0.03819247023273694,200.0,0.01443750225007534,200.0,0.008684721691106425
250.0,0.06947673857212067,400.0,0.03819247023273694,100.0,0.12673170864582062,200.0,0.008684721691106425
325.0,0.017139703035354614,400.0,0.03819247023273694,300.0,-0.0006683850660920143,200.0,0.008684721691106425
370.0,0.008533183485269547,420.0,0.040562370824337717,200.0,0.008802048861980438,200.0,0.008684721691106425
170.0,-0.0022620372474193573,420.0,0.040562370824337717,200.0,-0.0048864297568798065,200.0,0.008684721691106425
250.0,0.008539564907550812,420.0,0.040562370824337717,150.0,0.056180886924266815,200.0,0.008684721691106425
200.0,-0.008918754756450653,420.0,0.040562370824337717,125.0,-0.013485679402947426,200.0,0.008684721691106425
200.0,0.01712741330265999,420.0,0.040562370824337717,200.0,-0.0005147028714418411,200.0,0.008684721691106425
250.0,0.009096316993236542,420.0,0.040562370824337717,100.0,-0.007170822471380234,200.0,0.008684721691106425
250.0,0.007123015820980072,420.0,0.040562370824337717,125.0,0.007046248763799667,200.0,0.008684721691106425
200.0,0.0032641738653182983,420.0,0.040562370824337717,225.0,-0.0006991550326347351,200.0,0.008684721691106425
60.0,-0.028263486921787262,420.0,0.040562370824337717,150.0,0.04221605509519577,200.0,0.008684721691106425
350.0,0.01298031210899353,420.0,0.040562370824337717,350.0,-0.015782587230205536,200.0,0.008684721691106425
350.0,-0.02214834839105606,450.0,0.04424469185199647,190.0,0.019744325429201126,200.0,0.008684721691106425
250.0,0.006886426359415054,450.0,0.04424469185199647,350.0,0.004495546687394381,200.0,0.008684721691106425
250.0,0.025707606226205826,450.0,0.04424469185199647,250.0,-0.002258928958326578,200.0,0.008684721691106425
360.0,0.04218083620071411,465.0,0.04610121501324832,160.0,0.043195780366659164,200.0,0.008684721691106425
300.0,0.04746502637863159,465.0,0.04610121501324832,200.0,0.016081511974334717,200.0,0.008684721691106425
350.0,0.034172423183918,465.0,0.04610121501324832,200.0,0.010446339845657349,200.0,0.008684721691106425
50.0,-0.009828992187976837,465.0,0.04610121501324832,200.0,0.0017101801931858063,200.0,0.008684721691106425
350.0,-0.01736944168806076,475.0,0.04733653165234576,195.0,-0.0015613171271979809,200.0,0.008684721691106425
85.0,0.017537526786327362,475.0,0.04733653165234576,182.0,-0.03335578739643097,200.0,0.008684721691106425
350.0,0.06442845612764359,475.0,0.04733653165234576,200.0,-0.0018120817840099335,200.0,0.008684721691106425
300.0,0.028945522382855415,475.0,0.04733653165234576,200.0,0.016551518812775612,200.0,0.008684721691106425
200.0,0.010052233934402466,475.0,0.04733653165234576,100.0,-0.013011828996241093,200.0,0.008684721691106425
370.0,0.0038737952709198,475.0,0.04733653165234576,190.0,0.026778854429721832,200.0,0.008684721691106425
370.0,0.05406095087528229,475.0,0.04733653165234576,200.0,0.011321617290377617,200.0,0.008684721691106425
40.0,-0.035046715289354324,475.0,0.04733653165234576,350.0,-0.0054849907755851746,200.0,0.008684721691106425
200.0,-0.021532535552978516,480.0,0.04795256952865939,370.0,-0.015421006828546524,200.0,0.008684721691106425
240.0,0.018176255747675896,480.0,0.04795256952865939,400.0,-0.0060388436540961266,200.0,0.008684721691106425
100.0,-0.06826624274253845,480.0,0.04795256952865939,200.0,-0.0010285470634698868,200.0,0.008684721691106425
333.0,0.022196147590875626,480.0,0.04795256952865939,350.0,0.0033312104642391205,200.0,0.008684721691106425
370.0,0.025058140978217125,480.0,0.04795256952865939,150.0,0.0013219639658927917,200.0,0.008684721691106425
370.0,0.0274692103266716,480.0,0.04795256952865939,120.0,0.07805993407964706,200.0,0.008684721691106425
200.0,0.0018081516027450562,485.0,0.048567282956069005,200.0,0.008726648986339569,200.0,0.008684721691106425
200.0,0.020839519798755646,485.0,0.048567282956069005,135.0,-0.00866637285798788,200.0,0.008684721691106425
200.0,0.007430262863636017,485.0,0.048567282956069005,200.0,0.007224978879094124,200.0,0.008684721691106425
204.0,0.016208596527576447,495.0,0.04979098842775722,130.0,0.05890507251024246,200.0,0.008684721691106425
200.0,-0.03921321779489517,495.0,0.04979098842775722,200.0,-0.0078058503568172455,200.0,0.008684721691106425
175.0,-0.03545135259628296,495.0,0.04979098842775722,125.0,0.050662100315093994,200.0,0.008684721691106425
400.0,0.015119947493076324,500.0,0.050399086155479764,150.0,0.05224913731217384,200.0,0.008684721691106425
260.0,0.031504593789577484,500.0,0.050399086155479764,125.0,0.06417631357908249,200.0,0.008684721691106425
370.0,-0.013554729521274567,500.0,0.050399086155479764,195.0,0.015249490737915039,200.0,0.008684721691106425
350.0,0.031073838472366333,500.0,0.050399086155479764,160.0,0.03396576642990112,200.0,0.008684721691106425
300.0,0.0684100091457367,500.0,0.050399086155479764,150.0,0.0451541505753994,200.0,0.008684721691106425
480.0,0.07676270604133606,500.0,0.050399086155479764,300.0,-0.005270480643957853,200.0,0.008684721691106425
350.0,0.010951943695545197,500.0,0.050399086155479764,225.0,0.0010785935446619987,200.0,0.008684721691106425
275.0,0.011023949831724167,500.0,0.050399086155479764,170.0,0.02080564573407173,200.0,0.008684721691106425
250.0,0.020992284640669823,500.0,0.050399086155479764,80.0,0.053104329854249954,200.0,0.008684721691106425
,,,,330.0,-0.017902038991451263,200.0,0.008684721691106425
,,,,125.0,0.015476223081350327,200.0,0.008684721691106425
,,,,320.0,0.016771888360381126,200.0,0.008684721691106425
,,,,350.0,-0.020925870165228844,200.0,0.008684721691106425
,,,,200.0,0.010602399706840515,200.0,0.008684721691106425
,,,,225.0,-0.0014357725158333778,200.0,0.008684721691106425
,,,,200.0,0.013516563922166824,200.0,0.008684721691106425
,,,,220.0,0.006048504263162613,200.0,0.008684721691106425
,,,,225.0,-0.00430054496973753,200.0,0.008684721691106425
,,,,170.0,-0.030502840876579285,200.0,0.008684721691106425
,,,,225.0,-0.003347724676132202,200.0,0.008684721691106425
,,,,100.0,0.11542458087205887,200.0,0.008684721691106425
,,,,350.0,-0.005535054951906204,200.0,0.008684721691106425
,,,,200.0,0.013998165726661682,200.0,0.008684721691106425
,,,,350.0,-0.0039043326396495104,200.0,0.008684721691106425
,,,,120.0,0.07527509331703186,200.0,0.008684721691106425
,,,,200.0,0.025488924235105515,200.0,0.008684721691106425
,,,,187.5,0.012744858860969543,200.0,0.008684721691106425
,,,,275.0,-0.001167289912700653,200.0,0.008684721691106425
,,,,187.5,0.004398845136165619,200.0,0.008684721691106425
