train
99.77,1.0
96.55,0.0
98.92,1.0
99.3,1.0
98.86,1.0
98.79,1.0
97.33,0.0
99.51,1.0
99.94,1.0
94.04,0.0
89.77,0.0
100.0,1.0
99.81,1.0
96.13,0.0
97.3,0.0
98.59,1.0
98.6,1.0
96.68,0.0
98.65,1.0
99.92,1.0
99.7,1.0
99.74,1.0
89.45,0.0
95.49,0.0
97.6,1.0
96.05,0.0
99.18,1.0
97.21,0.0
99.77,1.0
93.39,0.0
94.82,0.0
94.27,0.0
97.73,0.0
98.02,0.0
97.54,0.0
99.95,1.0
98.7,1.0
97.31,0.0
89.03,0.0
88.7,0.0
97.12,0.0
99.79,1.0
83.29,0.0
99.77,1.0
99.34,1.0
95.72,0.0
100.0,1.0
99.9,1.0
96.27,0.0
98.27,1.0
98.72,1.0
99.75,1.0
99.49,1.0
94.01,0.0
98.11,1.0
98.77,1.0
99.28,1.0
98.79,1.0
97.03,0.0
99.28,1.0
86.31,0.0
99.43,1.0
100.0,1.0
99.78,1.0
96.42,0.0
71.1,0.0
99.24,1.0
99.72,1.0
98.14,1.0
100.0,1.0
98.45,1.0
97.5,0.0
99.62,1.0
99.22,1.0
96.99,0.0
82.52,0.0
99.21,1.0
99.5,1.0
99.03,1.0
92.23,0.0
98.92,1.0
95.6,0.0
42.2,0.0
90.65,0.0
89.8,0.0
99.43,1.0
97.34,0.0
97.52,0.0
91.69,0.0
97.7,0.0
99.52,1.0
100.0,1.0
97.73,0.0
96.46,0.0
98.05,1.0
97.98,1.0
100.0,1.0
99.44,1.0
78.52,0.0
34.87,0.0
99.61,1.0
97.83,0.0
97.98,0.0
98.43,1.0
93.31,0.0
97.55,0.0
99.98,1.0
97.33,0.0
99.92,1.0
96.17,0.0
97.84,0.0
95.26,0.0
77.12,0.0
99.65,1.0
93.58,0.0
99.32,1.0
98.52,1.0
99.84,1.0
97.89,1.0
99.26,1.0
99.54,1.0
99.42,1.0
85.9,0.0
94.18,0.0
96.7,0.0
89.96,0.0
99.42,1.0
99.6,1.0
99.02,1.0
99.63,1.0
86.1,0.0
96.53,0.0
72.86,0.0
94.0,0.0
99.68,1.0
99.11,1.0
96.3,0.0
95.11,0.0
81.65,0.0
99.69,1.0
96.87,0.0
94.8,0.0
87.67,0.0
94.49,0.0
97.83,0.0
98.56,1.0
99.47,1.0
99.53,1.0
99.82,1.0
97.94,0.0
96.84,0.0
99.8,1.0
95.27,0.0
95.37,0.0
99.83,1.0
93.34,0.0
99.48,1.0
97.7,0.0
91.43,0.0
98.75,1.0
98.38,1.0
80.23,0.0
99.49,1.0
46.82,0.0
93.96,0.0
99.88,1.0
95.03,0.0
94.99,0.0
99.84,1.0
99.8,1.0
88.28,0.0
99.95,1.0
90.42,0.0
95.68,0.0
99.66,1.0
99.98,1.0
80.31,0.0
93.24,0.0
99.88,1.0
92.9,0.0
91.23,0.0
94.34,0.0
90.78,0.0
98.83,1.0
99.66,1.0
95.23,0.0
88.34,0.0
99.66,1.0
97.29,0.0
98.33,1.0
98.51,1.0
98.18,1.0
94.04,0.0
95.07,0.0
99.18,1.0
99.85,1.0
97.78,0.0
100.0,1.0
99.8,1.0
98.73,1.0
99.9,1.0
94.01,0.0
99.88,1.0
99.26,1.0
96.38,0.0
98.3,1.0
99.88,1.0
98.63,1.0
97.18,0.0
95.57,0.0
99.56,1.0
99.19,1.0
95.29,0.0
99.9,1.0
98.9,1.0
99.88,1.0
80.71,0.0
99.6,1.0
96.49,0.0
97.2,0.0
98.08,1.0
99.44,1.0
99.75,1.0
99.96,1.0
96.49,0.0
90.2,0.0
96.0,0.0
96.55,0.0
98.62,1.0
99.92,1.0
99.44,1.0
94.4,0.0
98.68,1.0
83.05,0.0
98.03,1.0
98.85,1.0
95.52,0.0
99.6,1.0
94.47,0.0
98.74,1.0
98.22,1.0
99.11,1.0
99.8,1.0
99.98,1.0
98.18,1.0
99.56,1.0
99.71,1.0
94.27,0.0
76.55,0.0
98.52,1.0
98.48,1.0
87.79,0.0
98.73,1.0
98.24,1.0
99.02,1.0
99.36,1.0
91.79,0.0
99.52,1.0
81.74,0.0
98.88,1.0
92.95,0.0
99.4,1.0
99.91,1.0
96.55,0.0
98.94,1.0
93.27,0.0
99.11,1.0
99.45,1.0
93.5,0.0
99.48,1.0
99.05,1.0
99.43,1.0
99.09,1.0
92.32,0.0
99.5,1.0
89.23,0.0
98.86,1.0
98.51,1.0
93.08,0.0
99.58,1.0
86.47,0.0
100.0,1.0
99.79,1.0
98.41,1.0
80.56,0.0
98.47,1.0
89.26,0.0
99.6,1.0
95.75,0.0
99.93,1.0
99.98,1.0
97.37,0.0
99.22,1.0
96.5,0.0
89.07,0.0
99.1,1.0
98.6,1.0
96.05,0.0
99.18,1.0
89.97,0.0
99.39,1.0
90.0,0.0
95.47,0.0
87.43,0.0
99.8,1.0
99.2,1.0
98.14,0.0
97.22,0.0
99.36,1.0
99.9,1.0
82.43,0.0
97.76,0.0
95.43,0.0
99.85,1.0
99.81,1.0
97.45,0.0
95.17,0.0
98.81,1.0
99.91,1.0
99.89,1.0
97.85,0.0
99.2,1.0
99.46,1.0
87.45,0.0
97.06,0.0
99.9,1.0
99.73,1.0
94.06,0.0
98.87,1.0
98.21,1.0
99.68,1.0
99.98,1.0
99.26,1.0
99.59,1.0
99.09,1.0
96.86,0.0
99.78,1.0
98.7,1.0
99.62,1.0
89.46,0.0
94.39,0.0
97.51,0.0
94.4,0.0
89.74,0.0
98.93,1.0
97.93,1.0
98.45,1.0
99.97,1.0
99.76,1.0
97.16,0.0
97.25,0.0
98.93,1.0
94.51,0.0
98.03,0.0
98.91,1.0
99.63,1.0
94.5,0.0
99.84,1.0
100.0,1.0
96.26,0.0
96.87,0.0
99.53,1.0
98.95,1.0
65.74,0.0
99.9,1.0
93.1,0.0
96.54,0.0
99.46,1.0
85.0,0.0
99.71,1.0
98.14,1.0
99.86,1.0
98.32,1.0
99.18,1.0
99.89,1.0
99.04,1.0
97.69,0.0
96.05,0.0
95.4,0.0
99.78,1.0
99.66,1.0
81.0,0.0
91.71,0.0
98.6,1.0
95.06,0.0
99.76,1.0
95.94,0.0
94.53,0.0
97.35,0.0
89.98,0.0
98.44,1.0
99.24,1.0
88.02,0.0
96.0,0.0
98.29,1.0
99.86,1.0
97.17,0.0
97.13,0.0
96.15,0.0
99.08,1.0
99.62,1.0
99.52,1.0
98.17,0.0
99.94,1.0
80.32,0.0
96.28,0.0
99.5,1.0
95.82,0.0
99.84,1.0
99.97,1.0
98.58,1.0
95.16,0.0
83.2,0.0
96.78,0.0
99.91,1.0
99.41,1.0
98.59,1.0
99.36,1.0
97.58,0.0
90.02,0.0
93.89,0.0
99.0,1.0
97.66,0.0
98.6,1.0
93.43,0.0
99.1,1.0
99.47,1.0
97.06,0.0
99.9,1.0
97.36,0.0
98.61,1.0
97.13,0.0
99.44,1.0
98.21,0.0
99.48,1.0
98.36,1.0
99.31,1.0
93.42,0.0
95.47,0.0
99.44,1.0
91.42,0.0
100.0,1.0
99.34,1.0
97.21,0.0
93.29,0.0
99.7,1.0
80.4,0.0
98.4,1.0
98.41,1.0
99.97,1.0
98.74,1.0
48.52,0.0
95.17,0.0
92.4,0.0
98.9,1.0
81.54,0.0
99.23,1.0
95.51,0.0
94.23,0.0
99.28,1.0
98.8,1.0
99.9,1.0
99.11,1.0
97.97,0.0
99.79,1.0
99.55,1.0
98.83,1.0
99.18,1.0
100.0,1.0
97.81,0.0
99.97,1.0
98.88,1.0
94.68,0.0
99.02,1.0
99.5,1.0
96.51,0.0
99.87,1.0
99.54,1.0
93.78,0.0
99.41,1.0
90.88,0.0
99.3,1.0
88.47,0.0
89.29,0.0
92.63,0.0
98.59,1.0
99.36,1.0
97.1,0.0
99.53,1.0
99.92,1.0
97.92,0.0
99.26,1.0
97.56,0.0
91.58,0.0
99.98,1.0
98.73,1.0
99.88,1.0
99.06,1.0
96.92,0.0
95.7,0.0
62.2,0.0
94.09,0.0
97.93,0.0
97.18,0.0
99.9,1.0
92.94,0.0
99.69,1.0
98.31,1.0
99.36,1.0
99.09,1.0
98.37,1.0
99.41,1.0
97.39,0.0
99.8,1.0
93.33,0.0
76.7,0.0
98.3,1.0
99.53,1.0
99.9,1.0
95.6,0.0
96.35,0.0
98.88,1.0
89.72,0.0
95.34,0.0
97.14,0.0
39.02,0.0
98.86,1.0
97.66,0.0
95.41,0.0
92.42,0.0
67.9,0.0
86.15,0.0
90.93,0.0
97.89,0.0
96.81,0.0
98.11,1.0
98.0,0.0
96.02,0.0
98.86,1.0
98.7,1.0
97.09,0.0
94.7,0.0
95.38,0.0
97.4,0.0
99.7,1.0
98.92,1.0
99.88,1.0
81.37,0.0
94.4,0.0
94.5,0.0
96.01,0.0
97.18,0.0
97.63,0.0
97.35,0.0
99.89,1.0
97.11,0.0
98.08,1.0
87.6,0.0
84.44,0.0
98.41,1.0
96.23,0.0
98.24,1.0
81.44,0.0
94.5,0.0
99.44,1.0
95.79,0.0
99.29,1.0
99.16,1.0
92.95,0.0
99.4,1.0
98.14,1.0
98.78,1.0
97.69,0.0
99.85,1.0
98.17,1.0
98.67,1.0
99.9,1.0
99.27,1.0
97.96,1.0
95.6,0.0
99.62,1.0
99.25,1.0
96.42,0.0
98.72,1.0
99.22,1.0
98.91,1.0
99.97,1.0
99.22,1.0
99.75,1.0
98.55,1.0
99.92,1.0
99.37,1.0
98.05,1.0
98.86,1.0
99.13,1.0
98.64,1.0
95.53,0.0
99.98,1.0
99.33,1.0
84.19,0.0
94.85,0.0
99.61,1.0
99.05,1.0
96.5,0.0
95.78,0.0
99.32,1.0
94.07,0.0
96.57,0.0
96.55,0.0
99.38,1.0
99.14,1.0
99.98,1.0
95.72,0.0
97.11,0.0
91.7,0.0
98.64,1.0
99.34,1.0
86.18,0.0
97.25,0.0
97.5,0.0
99.85,1.0
99.35,1.0
99.39,1.0
99.53,1.0
97.15,0.0
98.43,1.0
98.83,1.0
99.7,1.0
91.4,0.0
99.87,1.0
91.61,0.0
90.59,0.0
99.31,1.0
98.56,1.0
97.84,0.0
99.95,1.0
97.16,0.0
99.55,1.0
96.17,0.0
95.52,0.0
99.48,1.0
99.86,1.0
94.02,0.0
94.9,0.0
99.8,1.0
99.7,1.0
99.66,1.0
83.21,0.0
99.5,1.0
94.57,0.0
97.99,1.0
98.41,1.0
99.5,1.0
96.2,0.0
99.59,1.0
96.55,0.0
94.7,0.0
99.43,1.0
98.5,1.0
98.55,1.0
97.53,0.0
99.47,1.0
99.53,1.0
89.0,0.0
98.51,1.0
96.03,0.0
94.24,0.0
99.7,1.0
98.01,1.0
95.1,0.0
99.8,1.0
98.23,1.0
99.89,1.0
90.88,0.0
93.16,0.0
98.88,1.0
99.61,1.0
93.09,0.0
96.8,0.0
92.25,0.0
99.38,1.0
89.68,0.0
96.6,0.0
98.25,1.0
99.45,1.0
99.11,1.0
99.6,1.0
99.77,1.0
99.46,1.0
99.4,1.0
93.07,0.0
98.26,1.0
97.87,0.0
99.97,1.0
95.16,0.0
99.43,1.0
98.33,1.0
99.34,1.0
92.1,0.0
54.98,0.0
95.77,0.0
98.91,1.0
99.84,1.0
98.48,1.0
99.27,1.0
91.0,0.0
92.63,0.0
98.84,1.0
82.86,0.0
79.28,0.0
99.9,1.0
99.97,1.0
97.41,0.0
93.89,0.0
95.7,0.0
94.44,0.0
97.68,0.0
99.65,1.0
99.44,1.0
96.55,0.0
95.41,0.0
99.3,1.0
98.65,1.0
99.87,1.0
99.09,1.0
100.0,1.0
96.66,0.0
98.76,1.0
99.36,1.0
99.06,1.0
99.2,1.0
99.81,1.0
99.04,1.0
99.08,1.0
99.64,1.0
98.28,1.0
99.62,1.0
94.21,0.0
99.27,1.0
98.26,1.0
98.2,1.0
99.78,1.0
94.58,0.0
96.48,0.0
91.15,0.0
99.77,1.0
99.6,1.0
99.63,1.0
92.52,0.0
99.48,1.0
96.55,0.0
85.06,0.0
99.97,1.0
98.76,1.0
99.68,1.0
99.98,1.0
91.35,0.0
97.38,0.0
93.3,0.0
99.23,1.0
93.92,0.0
99.0,1.0
97.3,0.0
99.68,1.0
99.36,1.0
85.87,0.0
98.57,1.0
91.41,0.0
97.3,0.0
98.77,1.0
99.99,1.0
98.99,1.0
96.53,0.0
97.4,0.0
99.06,1.0
99.04,1.0
99.14,1.0
95.47,0.0
99.5,1.0
97.41,0.0
89.6,0.0
97.44,0.0
99.44,1.0
99.72,1.0
96.98,0.0
97.45,0.0
99.69,1.0
96.28,0.0
95.23,0.0
99.33,1.0
74.37,0.0
98.16,1.0
99.95,1.0
93.62,0.0
98.42,1.0
99.99,1.0
95.03,0.0
97.78,0.0
95.38,0.0
97.18,0.0
99.4,1.0
82.0,0.0
97.2,0.0
99.23,1.0
99.7,1.0
84.07,0.0
99.01,1.0
98.37,1.0
94.28,0.0
99.08,1.0
45.02,0.0
95.7,0.0
99.89,1.0
