density(g/cm3),shap,lowess density(g/cm3),lowess shap
8.93,-0.12020821124315262,2.66,-0.003848990658928206
8.0,0.026801418513059616,2.66,-0.003848990658928206
1.84,-0.014065545052289963,2.66,-0.003848990658928206
8.0,0.02150457352399826,2.66,-0.003848990658928206
2.81,-0.012783071026206017,2.66,-0.003848990658928206
8.0,0.010136031545698643,2.66,-0.003848990658928206
7.83,0.015573440119624138,2.66,-0.003848990658928206
8.44,0.027753137052059174,2.66,-0.003848990658928206
2.67,0.009052164852619171,2.66,-0.003848990658928206
8.93,-0.13634110987186432,2.66,-0.003848990658928206
8.9,0.021842163056135178,2.66,-0.003848990658928206
7.8,-0.0020819855853915215,2.66,-0.003848990658928206
4.65,-0.013043457642197609,2.66,-0.003848990658928206
8.93,-0.11225789785385132,2.66,-0.003848990658928206
8.93,-0.13128361105918884,2.66,-0.003848990658928206
8.44,0.026753826066851616,2.66,-0.003848990658928206
8.0,0.03086273930966854,2.66,-0.003848990658928206
8.19,0.03374059498310089,2.66,-0.003848990658928206
2.685755,0.003758783917874098,2.67,-0.0038864128634120694
2.67,-0.0029064966365695,2.67,-0.0038864128634120694
8.23,0.016190987080335617,2.67,-0.0038864128634120694
8.909,0.004129091277718544,2.67,-0.0038864128634120694
8.19,0.03216804191470146,2.67,-0.0038864128634120694
1.81,-0.0013373661786317825,2.67,-0.0038864128634120694
4.43,-0.018825974315404892,2.67,-0.0038864128634120694
2.78,-0.00868191197514534,2.67,-0.0038864128634120694
8.0,0.026525065302848816,2.67,-0.0038864128634120694
8.19,0.009536944329738617,2.67,-0.0038864128634120694
8.0,0.03093508630990982,2.67,-0.0038864128634120694
4.43,-0.01717212423682213,2.67,-0.0038864128634120694
8.44,0.015443820506334305,2.67,-0.0038864128634120694
2.67,0.011155062355101109,2.67,-0.0038864128634120694
4.43,-0.016263913363218307,2.67,-0.0038864128634120694
1.803,-0.005988324526697397,2.67,-0.0038864128634120694
8.05,0.016792679205536842,2.67,-0.0038864128634120694
8.0,0.01196502335369587,2.67,-0.0038864128634120694
8.0,0.015969911590218544,2.67,-0.0038864128634120694
8.0,0.03053184226155281,2.67,-0.0038864128634120694
8.0,0.030387260019779205,2.67,-0.0038864128634120694
8.0,0.029526228085160255,2.67,-0.0038864128634120694
2.67,-0.023049984127283096,2.67,-0.0038864128634120694
1.84,0.008046399801969528,2.67,-0.0038864128634120694
4.43,0.008809801191091537,2.67,-0.0038864128634120694
8.05,0.016704179346561432,2.67,-0.0038864128634120694
8.44,0.020307181403040886,2.67,-0.0038864128634120694
2.67,-0.01705768331885338,2.67,-0.0038864128634120694
8.19,0.01808428205549717,2.67,-0.0038864128634120694
8.0,0.00881414208561182,2.67,-0.0038864128634120694
19.3,-0.1234479770064354,2.67,-0.0038864128634120694
7.8,-0.02932704985141754,2.67,-0.0038864128634120694
7.8,-0.02084020897746086,2.67,-0.0038864128634120694
8.44,0.018524564802646637,2.67,-0.0038864128634120694
8.44,0.02345881052315235,2.67,-0.0038864128634120694
8.93,-0.12885820865631104,2.67,-0.0038864128634120694
1.84,0.005581788718700409,2.67,-0.0038864128634120694
8.62,0.009490692056715488,2.67,-0.0038864128634120694
8.0,0.043106380850076675,2.67,-0.0038864128634120694
8.0,0.029690861701965332,2.67,-0.0038864128634120694
19.3,-0.16135670244693756,2.67,-0.0038864128634120694
8.0,0.05534520000219345,2.67,-0.0038864128634120694
7.8,-0.005496754311025143,2.67,-0.0038864128634120694
2.67,-0.006326972506940365,2.67,-0.0038864128634120694
2.67,-0.021006930619478226,2.67,-0.0038864128634120694
4.43,-0.015534752979874611,2.67,-0.0038864128634120694
2.7,-0.017178332433104515,2.67,-0.0038864128634120694
8.0,0.017104122787714005,2.67,-0.0038864128634120694
6.471,-0.000657680444419384,2.67,-0.0038864128634120694
8.9,0.013961821794509888,2.67,-0.0038864128634120694
4.43,-0.01732761226594448,2.67,-0.0038864128634120694
8.78,0.012397106736898422,2.67,-0.0038864128634120694
8.0,0.03855573385953903,2.67,-0.0038864128634120694
5.66,-0.01972513273358345,2.67,-0.0038864128634120694
8.93,-0.12437663227319717,2.67,-0.0038864128634120694
8.0,0.01800631731748581,2.67,-0.0038864128634120694
2.66,-0.002661853563040495,2.67,-0.0038864128634120694
2.678,-0.01241332944482565,2.67,-0.0038864128634120694
7.8,-0.0006003007292747498,2.67,-0.0038864128634120694
4.43,-0.0019232402555644512,2.67,-0.0038864128634120694
2.67,0.008248116821050644,2.67,-0.0038864128634120694
1.81,-0.01253332570195198,2.67,-0.0038864128634120694
8.23,0.01522868499159813,2.67,-0.0038864128634120694
2.66,0.008709113113582134,2.67,-0.0038864128634120694
8.0,0.030204905197024345,2.67,-0.0038864128634120694
1.81,-0.016999879851937294,2.67,-0.0038864128634120694
5.66,-0.018202360719442368,2.67,-0.0038864128634120694
8.93,-0.1632360965013504,2.67,-0.0038864128634120694
8.78,0.008386220782995224,2.67,-0.0038864128634120694
8.23,0.017069365829229355,2.67,-0.0038864128634120694
1.803,-0.004962129518389702,2.67,-0.0038864128634120694
8.4,0.0294796172529459,2.67,-0.0038864128634120694
8.23,0.015196871012449265,2.67,-0.0038864128634120694
7.83,0.029635906219482422,2.67,-0.0038864128634120694
8.19,0.019047513604164124,2.67,-0.0038864128634120694
4.43,-0.024239476770162582,2.67,-0.0038864128634120694
2.67,0.008360989391803741,2.67,-0.0038864128634120694
2.7,0.007048527244478464,2.67,-0.0038864128634120694
7.8,-0.01644377037882805,2.67,-0.0038864128634120694
4.43,-0.015530592761933804,2.67,-0.0038864128634120694
8.19,0.029309116303920746,2.67,-0.0038864128634120694
8.0,0.028064440935850143,2.67,-0.0038864128634120694
4.43,-0.013407250866293907,2.67,-0.0038864128634120694
8.05,0.018265344202518463,2.67,-0.0038864128634120694
8.78,0.012624308466911316,2.67,-0.0038864128634120694
8.44,0.03032626211643219,2.67,-0.0038864128634120694
2.7,-0.019198458641767502,2.67,-0.0038864128634120694
8.19,0.040688857436180115,2.67,-0.0038864128634120694
8.93,-0.11607691645622253,2.67,-0.0038864128634120694
8.44,0.022270582616329193,2.67,-0.0038864128634120694
4.43,-0.013669674284756184,2.67,-0.0038864128634120694
7.8,-0.0298402588814497,2.67,-0.0038864128634120694
8.05,0.015170244500041008,2.67,-0.0038864128634120694
7.8,-0.011124150827527046,2.67,-0.0038864128634120694
8.19,0.01975708268582821,2.67,-0.0038864128634120694
1.84,0.03969994932413101,2.67,-0.0038864128634120694
8.0,0.0324578732252121,2.67,-0.0038864128634120694
1.84,0.02024194784462452,2.67,-0.0038864128634120694
2.67,0.003722888883203268,2.67,-0.0038864128634120694
4.43,-0.002020695246756077,2.67,-0.0038864128634120694
4.54,-0.020442407578229904,2.67,-0.0038864128634120694
2.81,-0.011304953135550022,2.67,-0.0038864128634120694
8.9,0.019245684146881104,2.67,-0.0038864128634120694
6.471,-0.007660774048417807,2.67,-0.0038864128634120694
2.81,-0.008593919686973095,2.67,-0.0038864128634120694
8.0,0.0190400630235672,2.67,-0.0038864128634120694
8.0,0.021158145740628242,2.67,-0.0038864128634120694
7.85,0.026728138327598572,2.67,-0.0038864128634120694
4.43,0.005335399881005287,2.67,-0.0038864128634120694
7.8,0.008968373760581017,2.67,-0.0038864128634120694
4.43,-0.016733849421143532,2.67,-0.0038864128634120694
4.43,-0.01631784811615944,2.67,-0.0038864128634120694
8.0,0.021869217976927757,2.67,-0.0038864128634120694
19.3,-0.1254052221775055,2.678,-0.003916335574483352
8.93,-0.13441680371761322,2.678,-0.003916335574483352
4.43,-0.019165249541401863,2.678,-0.003916335574483352
8.44,0.017134889960289,2.678,-0.003916335574483352
8.9,0.015187792479991913,2.678,-0.003916335574483352
7.8,-0.0029099201783537865,2.678,-0.003916335574483352
2.76,0.012488231062889099,2.685755,-0.003945329165584607
8.0,0.03131791576743126,2.685755,-0.003945329165584607
7.872,0.007046177051961422,2.685755,-0.003945329165584607
19.3,-0.13694319128990173,2.685755,-0.003945329165584607
4.43,-0.017338037490844727,2.685755,-0.003945329165584607
2.67,-0.004454816225916147,2.685755,-0.003945329165584607
7.85,0.01799078658223152,2.685755,-0.003945329165584607
6.471,-0.005105111747980118,2.692896,-0.003972016152824964
4.43,-0.017566680908203125,2.692896,-0.003972016152824964
2.81,-0.013502760790288448,2.692896,-0.003972016152824964
8.62,0.015658162534236908,2.692896,-0.003972016152824964
4.43,-0.0034942450001835823,2.692896,-0.003972016152824964
2.67,-0.004807936958968639,2.692896,-0.003972016152824964
2.7,-0.023989707231521606,2.692896,-0.003972016152824964
4.43,-0.010837176814675331,2.692896,-0.003972016152824964
2.67,0.010052582249045372,2.696448,-0.0039852865785001855
19.3,-0.12285107374191284,2.696448,-0.0039852865785001855
2.67,0.0040151141583919525,2.696448,-0.0039852865785001855
8.44,0.009776167571544647,2.696448,-0.0039852865785001855
2.67,-0.020170016214251518,2.696448,-0.0039852865785001855
4.43,-0.022244637832045555,2.696448,-0.0039852865785001855
2.81,-0.009485866874456406,2.696448,-0.0039852865785001855
8.0,0.019475789740681648,2.696448,-0.0039852865785001855
4.43,-0.014633772894740105,2.696448,-0.0039852865785001855
19.3,-0.12379183620214462,2.698224,-0.003991920814455459
7.8,-0.00913753267377615,2.698224,-0.003991920814455459
8.44,0.03250710666179657,2.698224,-0.003991920814455459
8.9,0.025760143995285034,2.698224,-0.003991920814455459
8.9,0.012360082939267159,2.698224,-0.003991920814455459
2.7,-0.008845753036439419,2.698224,-0.003991920814455459
5.66,-0.013506683520972729,2.698224,-0.003991920814455459
8.0,0.03027568943798542,2.7,-0.003998554400187934
2.7,-0.014715051278471947,2.7,-0.003998554400187934
6.471,-0.031597383320331573,2.7,-0.003998554400187934
8.0,-0.000774109736084938,2.7,-0.003998554400187934
1.84,0.016903288662433624,2.7,-0.003998554400187934
19.3,-0.13420642912387848,2.7,-0.003998554400187934
2.696448,-0.011083992198109627,2.7,-0.003998554400187934
8.0,0.01193304918706417,2.7,-0.003998554400187934
8.23,0.01658347249031067,2.7,-0.003998554400187934
19.3,-0.17107680439949036,2.7,-0.003998554400187934
2.685755,-0.006032836623489857,2.7,-0.003998554400187934
1.8,0.01125417836010456,2.7,-0.003998554400187934
7.8,0.014902185648679733,2.7,-0.003998554400187934
8.0,0.01511465199291706,2.7,-0.003998554400187934
8.78,0.005244947969913483,2.7,-0.003998554400187934
4.43,-0.01631627231836319,2.7,-0.003998554400187934
4.43,-0.025827204808592796,2.7,-0.003998554400187934
7.8,-0.023840492591261864,2.7,-0.003998554400187934
8.78,0.020435675978660583,2.7,-0.003998554400187934
8.0,0.031336672604084015,2.7,-0.003998554400187934
8.19,0.006591480225324631,2.7,-0.003998554400187934
8.44,0.014595539309084415,2.7,-0.003998554400187934
8.44,0.008814562112092972,2.7,-0.003998554400187934
8.44,0.02443603053689003,2.7,-0.003998554400187934
8.9,0.020328085869550705,2.7,-0.003998554400187934
8.0,0.01961761713027954,2.7,-0.003998554400187934
8.44,0.007337111048400402,2.7,-0.003998554400187934
8.93,-0.1336604356765747,2.7,-0.003998554400187934
8.44,0.019622666761279106,2.7,-0.003998554400187934
19.3,-0.1118224635720253,2.7,-0.003998554400187934
7.83,0.029087243601679802,2.7,-0.003998554400187934
4.43,-0.019027017056941986,2.7,-0.003998554400187934
8.44,0.012163067236542702,2.7,-0.003998554400187934
8.0,0.007677141577005386,2.7,-0.003998554400187934
2.66,0.019619449973106384,2.7,-0.003998554400187934
8.9,0.020889481529593468,2.7,-0.003998554400187934
2.692896,0.008748546242713928,2.7,-0.003998554400187934
8.9,0.017280371859669685,2.7,-0.003998554400187934
8.0,0.041122596710920334,2.7,-0.003998554400187934
8.23,0.007286768406629562,2.7,-0.003998554400187934
7.8,-0.010421261191368103,2.7,-0.003998554400187934
2.76,-0.0019292111974209547,2.76,-0.004222282429386637
8.4,0.015627078711986542,2.76,-0.004222282429386637
1.84,-0.014194156974554062,2.76,-0.004222282429386637
1.84,0.014164305292069912,2.76,-0.004222282429386637
7.8,-0.009628325700759888,2.76,-0.004222282429386637
8.0,0.014198729768395424,2.76,-0.004222282429386637
4.43,0.001849696971476078,2.76,-0.004222282429386637
5.66,-0.017373597249388695,2.76,-0.004222282429386637
19.3,-0.11716460436582565,2.76,-0.004222282429386637
8.0,0.017978806048631668,2.76,-0.004222282429386637
2.7,-0.003669707104563713,2.76,-0.004222282429386637
2.66,0.0058864145539700985,2.76,-0.004222282429386637
7.83,0.009995512664318085,2.76,-0.004222282429386637
1.81,-0.022294852882623672,2.76,-0.004222282429386637
4.43,0.01932680420577526,2.78,-0.004296695899652078
7.8,-0.014428012073040009,2.78,-0.004296695899652078
8.0,0.013707419857382774,2.78,-0.004296695899652078
2.7,0.006267119664698839,2.78,-0.004296695899652078
8.0,0.02291989140212536,2.78,-0.004296695899652078
2.67,0.008263935334980488,2.78,-0.004296695899652078
1.8,-0.016558539122343063,2.78,-0.004296695899652078
4.65,-0.010689359158277512,2.78,-0.004296695899652078
8.23,0.02711440995335579,2.78,-0.004296695899652078
2.78,-0.008516335859894753,2.78,-0.004296695899652078
8.0,0.007151232101023197,2.78,-0.004296695899652078
1.84,3.0919909477233887e-07,2.78,-0.004296695899652078
19.3,-0.12164650112390518,2.78,-0.004296695899652078
8.23,0.029088759794831276,2.78,-0.004296695899652078
8.19,0.029641779139637947,2.78,-0.004296695899652078
4.43,-0.02476452849805355,2.78,-0.004296695899652078
1.84,-0.008689993992447853,2.78,-0.004296695899652078
6.471,-0.0008083749562501907,2.81,-0.00440816556175463
2.67,0.023372381925582886,2.81,-0.00440816556175463
8.0,0.013449430465698242,2.81,-0.00440816556175463
2.66,-0.00043041910976171494,2.81,-0.00440816556175463
7.8,-0.0029531666077673435,2.81,-0.00440816556175463
7.8,0.0025700251571834087,2.81,-0.00440816556175463
1.84,0.0002910597249865532,2.81,-0.00440816556175463
8.93,-0.12954413890838623,2.81,-0.00440816556175463
2.81,-0.02539718896150589,2.81,-0.00440816556175463
2.696448,-0.015315482392907143,2.81,-0.00440816556175463
7.8,-0.010265959426760674,2.81,-0.00440816556175463
7.8,-0.0007609892636537552,2.81,-0.00440816556175463
2.696448,0.0069513022899627686,2.81,-0.00440816556175463
4.43,0.002025262452661991,2.81,-0.00440816556175463
8.0,0.010106081143021584,2.81,-0.00440816556175463
7.8,-0.014656380750238895,2.81,-0.00440816556175463
2.81,-0.01676804944872856,2.81,-0.00440816556175463
2.76,0.005874535534530878,2.81,-0.00440816556175463
7.85,0.021462110802531242,2.81,-0.00440816556175463
19.3,-0.1253570169210434,2.81,-0.00440816556175463
5.66,-0.0013160128146409988,2.81,-0.00440816556175463
7.8,-0.017240222543478012,2.81,-0.00440816556175463
4.43,-0.01904883235692978,2.81,-0.00440816556175463
4.43,-0.012711291201412678,2.81,-0.00440816556175463
8.9,0.01683211885392666,2.81,-0.00440816556175463
8.9,0.020775234326720238,2.81,-0.00440816556175463
4.65,0.020133713260293007,2.81,-0.00440816556175463
8.0,0.013384638354182243,2.81,-0.00440816556175463
4.43,-0.006415924988687038,2.81,-0.00440816556175463
1.84,-0.006199160125106573,2.81,-0.00440816556175463
8.44,0.02040201798081398,4.43,-0.010123384660795567
8.0,0.015124469995498657,4.43,-0.010123384660795567
2.7,-0.022329432889819145,4.43,-0.010123384660795567
1.8,0.007667439058423042,4.43,-0.010123384660795567
2.7,0.0005403552204370499,4.43,-0.010123384660795567
8.74,0.0012137871235609055,4.43,-0.010123384660795567
8.0,0.04012906923890114,4.43,-0.010123384660795567
8.9,0.013359025120735168,4.43,-0.010123384660795567
4.43,-0.025931399315595627,4.43,-0.010123384660795567
8.9,0.019158121198415756,4.43,-0.010123384660795567
8.0,0.024118609726428986,4.43,-0.010123384660795567
19.3,-0.12949301302433014,4.43,-0.010123384660795567
2.7,-0.007675893604755402,4.43,-0.010123384660795567
4.43,-0.016145983710885048,4.43,-0.010123384660795567
2.7,-0.010218190029263496,4.43,-0.010123384660795567
5.66,-0.016051439568400383,4.43,-0.010123384660795567
4.43,-0.020671870559453964,4.43,-0.010123384660795567
8.62,0.01382538303732872,4.43,-0.010123384660795567
7.8,-0.018280666321516037,4.43,-0.010123384660795567
8.44,0.021724587306380272,4.43,-0.010123384660795567
4.43,0.0021784212440252304,4.43,-0.010123384660795567
4.43,-0.0219108946621418,4.43,-0.010123384660795567
2.67,0.009569118730723858,4.43,-0.010123384660795567
7.8,-0.02492758445441723,4.43,-0.010123384660795567
8.0,0.03148540481925011,4.43,-0.010123384660795567
1.8,0.010043184272944927,4.43,-0.010123384660795567
7.8,-0.01772402413189411,4.43,-0.010123384660795567
2.81,-0.011713158339262009,4.43,-0.010123384660795567
8.44,0.023800639435648918,4.43,-0.010123384660795567
8.62,0.012606053613126278,4.43,-0.010123384660795567
8.23,0.010767623782157898,4.43,-0.010123384660795567
8.05,0.016222571954131126,4.43,-0.010123384660795567
4.43,-0.02267366647720337,4.43,-0.010123384660795567
8.78,0.01550549641251564,4.43,-0.010123384660795567
2.67,0.00721792783588171,4.43,-0.010123384660795567
1.84,0.016403701156377792,4.43,-0.010123384660795567
2.7,-0.014953603968024254,4.43,-0.010123384660795567
19.3,-0.12632177770137787,4.43,-0.010123384660795567
8.909,0.006251700222492218,4.43,-0.010123384660795567
8.0,0.014155760407447815,4.43,-0.010123384660795567
2.67,0.02336968295276165,4.43,-0.010123384660795567
8.23,0.014269627630710602,4.43,-0.010123384660795567
2.66,0.0049473075196146965,4.43,-0.010123384660795567
8.93,-0.14283068478107452,4.43,-0.010123384660795567
7.872,0.014930566772818565,4.43,-0.010123384660795567
2.67,-0.006826617289334536,4.43,-0.010123384660795567
4.43,-0.01984345354139805,4.43,-0.010123384660795567
4.43,-0.017310183495283127,4.43,-0.010123384660795567
4.65,-0.013667145743966103,4.43,-0.010123384660795567
8.44,0.012189889326691628,4.43,-0.010123384660795567
8.44,0.021601583808660507,4.43,-0.010123384660795567
2.7,-0.014213121496140957,4.43,-0.010123384660795567
8.0,0.02178027108311653,4.43,-0.010123384660795567
8.19,0.026615433394908905,4.43,-0.010123384660795567
2.7,-0.007759246975183487,4.43,-0.010123384660795567
7.83,0.0207147765904665,4.43,-0.010123384660795567
8.23,0.028240270912647247,4.43,-0.010123384660795567
7.83,0.017427626997232437,4.43,-0.010123384660795567
2.67,0.016416437923908234,4.43,-0.010123384660795567
8.9,0.013947203755378723,4.43,-0.010123384660795567
8.0,0.0321202278137207,4.43,-0.010123384660795567
8.93,-0.12327791005373001,4.43,-0.010123384660795567
8.9,0.017035020515322685,4.43,-0.010123384660795567
1.81,0.0033674025908112526,4.43,-0.010123384660795567
8.0,0.010963213630020618,4.43,-0.010123384660795567
8.19,0.009740764275193214,4.43,-0.010123384660795567
2.655008,0.0029035955667495728,4.43,-0.010123384660795567
2.81,-0.011823364533483982,4.43,-0.010123384660795567
2.67,-0.0030673774890601635,4.43,-0.010123384660795567
8.93,-0.11194871366024017,4.43,-0.010123384660795567
8.78,0.023217670619487762,4.43,-0.010123384660795567
19.3,-0.1726965308189392,4.43,-0.010123384660795567
8.44,0.01642652042210102,4.43,-0.010123384660795567
4.43,-0.02661081776022911,4.43,-0.010123384660795567
2.67,0.002143379533663392,4.43,-0.010123384660795567
4.43,-0.01935303770005703,4.43,-0.010123384660795567
8.44,0.020696129649877548,4.43,-0.010123384660795567
2.67,0.005575409159064293,4.43,-0.010123384660795567
4.43,-0.017901185899972916,4.43,-0.010123384660795567
4.43,-0.019453322514891624,4.43,-0.010123384660795567
8.0,0.03060029447078705,4.43,-0.010123384660795567
1.81,0.015679899603128433,4.43,-0.010123384660795567
8.23,0.018687734380364418,4.43,-0.010123384660795567
