thermal conductivity (W/mK),shap,lowess thermal conductivity (W/mK),lowess shap
6.7,0.027814548462629318,6.7,0.041150251571107875
51.3,0.0011290257098153234,6.7,0.041150251571107875
70.0,0.022807307541370392,6.7,0.041150251571107875
385.0,-0.08687714487314224,6.7,0.041150251571107875
11.4,0.03593271225690842,6.7,0.041150251571107875
29.62,0.0020040771923959255,6.7,0.041150251571107875
15.2,0.029790889471769333,6.7,0.041150251571107875
385.0,-0.08061704784631729,6.7,0.041150251571107875
11.6,0.01707318425178528,6.7,0.041150251571107875
9.8,0.04682409390807152,6.7,0.041150251571107875
146.0,-0.039501894265413284,6.7,0.041150251571107875
6.7,0.06170240789651871,6.7,0.041150251571107875
21.4,-0.012052392587065697,6.7,0.041150251571107875
15.8,0.02502594329416752,6.7,0.041150251571107875
151.0,-0.06384800374507904,6.7,0.041150251571107875
6.7,0.05562467873096466,6.7,0.041150251571107875
70.0,0.013354617170989513,6.7,0.041150251571107875
35.73,0.006143622100353241,6.7,0.041150251571107875
11.6,0.03292427211999893,6.7,0.041150251571107875
11.6,0.05267772823572159,6.7,0.041150251571107875
151.0,-0.08729495108127594,6.7,0.041150251571107875
21.4,0.014802064746618271,6.7,0.041150251571107875
72.7,-0.017848890274763107,6.7,0.041150251571107875
385.0,-0.08005806803703308,6.7,0.041150251571107875
21.4,0.009061137214303017,6.7,0.041150251571107875
51.3,-0.01809271238744259,6.7,0.041150251571107875
21.4,0.008419161662459373,6.7,0.041150251571107875
130.0,-0.06413105130195618,6.7,0.041150251571107875
21.4,-0.011845588684082031,6.7,0.041150251571107875
13.8,0.042154327034950256,6.7,0.041150251571107875
9.8,0.049767687916755676,6.7,0.041150251571107875
146.0,-0.0582825243473053,6.7,0.041150251571107875
385.0,-0.08256720006465912,6.7,0.041150251571107875
320.0,-0.0702446848154068,6.7,0.041150251571107875
42.5,0.007837632670998573,6.7,0.041150251571107875
7.7,0.037470050156116486,6.7,0.041150251571107875
385.0,-0.0753655731678009,6.7,0.041150251571107875
385.0,-0.07557767629623413,6.7,0.041150251571107875
9.8,0.06803624331951141,6.7,0.041150251571107875
21.4,0.0068714129738509655,6.7,0.041150251571107875
11.4,0.07262396812438965,6.7,0.041150251571107875
216.434305,-0.05806299299001694,6.7,0.041150251571107875
146.0,-0.07925742864608765,6.7,0.041150251571107875
11.6,0.04476770758628845,6.7,0.041150251571107875
70.4,-0.01490189041942358,6.7,0.041150251571107875
11.4,0.05199594795703888,6.7,0.041150251571107875
72.7,-0.027057988569140434,6.7,0.041150251571107875
6.7,0.031218059360980988,6.7,0.041150251571107875
151.0,-0.07106795907020569,6.7,0.041150251571107875
21.4,0.0033944379538297653,6.7,0.041150251571107875
11.4,0.02262505330145359,6.7,0.041150251571107875
21.4,0.007747287396341562,6.7,0.041150251571107875
6.7,0.034206122159957886,6.7,0.041150251571107875
9.8,0.0401943102478981,6.7,0.041150251571107875
146.0,-0.055136483162641525,6.7,0.041150251571107875
6.7,0.021062375977635384,6.7,0.041150251571107875
120.0,-0.048662349581718445,6.7,0.041150251571107875
15.8,0.0450458824634552,6.7,0.041150251571107875
21.4,-0.00819278135895729,6.7,0.041150251571107875
21.4,-0.011882689781486988,6.7,0.041150251571107875
21.4,0.00987511221319437,6.7,0.041150251571107875
21.4,0.006600921042263508,6.7,0.041150251571107875
21.4,0.007943092845380306,6.7,0.041150251571107875
146.0,-0.09334847331047058,6.7,0.041150251571107875
51.3,0.005265578627586365,6.7,0.041150251571107875
6.7,0.08345149457454681,6.7,0.041150251571107875
15.8,0.044060152024030685,6.7,0.041150251571107875
9.8,0.04446311295032501,6.7,0.041150251571107875
146.0,-0.08366265892982483,6.7,0.041150251571107875
11.4,0.04285320267081261,6.7,0.041150251571107875
21.4,-0.006991548463702202,6.7,0.041150251571107875
170.0,-0.07000625133514404,6.7,0.041150251571107875
42.5,-0.025469470769166946,6.7,0.041150251571107875
42.5,-0.017355941236019135,6.7,0.041150251571107875
9.8,0.058844901621341705,6.7,0.041150251571107875
9.8,0.052170656621456146,6.7,0.041150251571107875
385.0,-0.0885452851653099,6.7,0.041150251571107875
51.3,-0.0021252245642244816,6.7,0.041150251571107875
9.4,0.027939382940530777,6.7,0.041150251571107875
15.2,0.08318187296390533,7.1,0.04051236842917271
21.4,0.006642742548137903,7.1,0.04051236842917271
170.0,-0.0889253169298172,7.1,0.04051236842917271
21.4,0.029107190668582916,7.1,0.04051236842917271
42.5,-0.006524743512272835,7.1,0.04051236842917271
146.0,-0.07170960307121277,7.2,0.04035323855768656
146.0,-0.09158444404602051,7.2,0.04035323855768656
6.7,0.046419866383075714,7.2,0.04035323855768656
167.0,-0.08693832159042358,7.2,0.04035323855768656
21.4,-0.007007570005953312,7.2,0.04035323855768656
29.62,0.01939985528588295,7.2,0.04035323855768656
320.0,-0.07868760824203491,7.2,0.04035323855768656
6.7,0.034055162221193314,7.2,0.04035323855768656
50.0,-0.013763412833213806,7.2,0.04035323855768656
21.4,0.020018868148326874,7.2,0.04035323855768656
7.2,0.02340622991323471,7.2,0.04035323855768656
385.0,-0.08041150867938995,7.2,0.04035323855768656
21.4,-0.004641206469386816,7.2,0.04035323855768656
121.0,-0.0574580617249012,7.2,0.04035323855768656
125.0,-0.08553145825862885,7.2,0.04035323855768656
42.5,0.0045110685750842094,7.2,0.04035323855768656
6.7,0.06681440025568008,7.2,0.04035323855768656
146.0,-0.054434120655059814,7.2,0.04035323855768656
72.7,-0.05498548597097397,7.2,0.04035323855768656
11.6,0.039470281451940536,7.7,0.0395596569297304
117.0,-0.04781400412321091,7.7,0.0395596569297304
21.4,0.013857624493539333,7.7,0.0395596569297304
72.7,-0.06688389182090759,7.7,0.0395596569297304
7.2,0.050840795040130615,7.7,0.0395596569297304
385.0,-0.10047217458486557,7.7,0.0395596569297304
50.0,-0.015987351536750793,7.7,0.0395596569297304
11.6,0.03670668974518776,7.7,0.0395596569297304
120.0,-0.04606685787439346,7.7,0.0395596569297304
13.0,0.057765375822782516,7.7,0.0395596569297304
11.6,0.045361731201410294,9.4,0.03688788748770046
13.8,0.04833636060357094,9.4,0.03688788748770046
11.4,0.05058176815509796,9.4,0.03688788748770046
6.7,0.03304465115070343,9.4,0.03688788748770046
146.0,-0.053795136511325836,9.4,0.03688788748770046
167.0,-0.06213173642754555,9.4,0.03688788748770046
42.5,-0.008782879449427128,9.4,0.03688788748770046
6.7,0.036406099796295166,9.4,0.03688788748770046
11.4,0.06773737818002701,9.4,0.03688788748770046
21.4,0.012079180218279362,9.4,0.03688788748770046
6.7,0.04795270040631294,9.4,0.03688788748770046
15.8,0.03461195528507233,9.4,0.03688788748770046
50.0,-0.017604056745767593,9.4,0.03688788748770046
9.8,0.04822045564651489,9.4,0.03688788748770046
236.0,-0.0742807388305664,9.4,0.03688788748770046
11.4,0.07987479865550995,9.4,0.03688788748770046
385.0,-0.07488273084163666,9.4,0.03688788748770046
9.8,0.05062096565961838,9.4,0.03688788748770046
6.7,0.04297446459531784,9.4,0.03688788748770046
35.73,-0.024935340508818626,9.4,0.03688788748770046
15.8,0.043870020657777786,9.4,0.03688788748770046
42.5,-0.00321222934871912,9.4,0.03688788748770046
11.4,0.048671312630176544,9.4,0.03688788748770046
51.3,0.025511126965284348,9.4,0.03688788748770046
21.4,0.011411893181502819,9.8,0.036265326744599126
51.3,0.009905161336064339,9.8,0.036265326744599126
146.0,-0.07185214012861252,9.8,0.036265326744599126
6.7,0.056764550507068634,9.8,0.036265326744599126
7.1,0.023854244500398636,9.8,0.036265326744599126
130.0,-0.06654500216245651,9.8,0.036265326744599126
320.0,-0.06762447953224182,9.8,0.036265326744599126
29.62,-0.0013445306103676558,9.8,0.036265326744599126
130.0,-0.0640234500169754,9.8,0.036265326744599126
21.4,-0.0065183076076209545,9.8,0.036265326744599126
21.4,0.00442391587421298,9.8,0.036265326744599126
52.0,-0.008051564916968346,9.8,0.036265326744599126
6.7,0.0675911232829094,9.8,0.036265326744599126
42.5,0.006904567591845989,9.8,0.036265326744599126
6.7,0.029061980545520782,9.8,0.036265326744599126
6.7,0.033472247421741486,9.8,0.036265326744599126
21.4,-0.00835602916777134,9.8,0.036265326744599126
170.0,-0.07134170085191727,9.8,0.036265326744599126
385.0,-0.08017151057720184,9.8,0.036265326744599126
6.7,0.030994873493909836,9.8,0.036265326744599126
9.8,0.046836335211992264,9.8,0.036265326744599126
320.0,-0.07151532173156738,9.8,0.036265326744599126
42.5,-0.004953330382704735,9.8,0.036265326744599126
150.0,-0.052856575697660446,9.8,0.036265326744599126
21.4,0.006987878121435642,9.8,0.036265326744599126
65.2,-0.025185056030750275,9.8,0.036265326744599126
170.0,-0.0750407949090004,9.8,0.036265326744599126
6.7,0.03340699523687363,9.8,0.036265326744599126
146.0,-0.0727345421910286,9.8,0.036265326744599126
52.0,-0.017665022984147072,9.8,0.036265326744599126
29.62,-0.0032281000167131424,9.8,0.036265326744599126
6.7,0.044111430644989014,9.8,0.036265326744599126
130.0,-0.06811707466840744,9.8,0.036265326744599126
9.4,0.04145203158259392,9.8,0.036265326744599126
6.7,0.06483513116836548,9.8,0.036265326744599126
146.0,-0.06984855979681015,9.8,0.036265326744599126
236.0,-0.08344794809818268,9.8,0.036265326744599126
6.7,0.04679030925035477,9.8,0.036265326744599126
146.0,-0.06315679103136063,9.8,0.036265326744599126
170.0,-0.0683191791176796,9.8,0.036265326744599126
146.0,-0.050589174032211304,9.8,0.036265326744599126
9.8,0.027678702026605606,9.8,0.036265326744599126
146.0,-0.0914776623249054,9.8,0.036265326744599126
6.7,0.026569761335849762,9.8,0.036265326744599126
130.0,-0.060240425169467926,9.8,0.036265326744599126
21.4,-0.0017073522321879864,9.8,0.036265326744599126
6.7,0.04231017455458641,9.8,0.036265326744599126
170.0,-0.0734015628695488,9.8,0.036265326744599126
24.9,0.018195517361164093,9.8,0.036265326744599126
9.8,0.06702644377946854,9.8,0.036265326744599126
320.0,-0.06359373778104782,9.8,0.036265326744599126
320.0,-0.08171608299016953,9.8,0.036265326744599126
236.0,-0.05511369928717613,9.8,0.036265326744599126
7.2,0.03440120816230774,9.8,0.036265326744599126
21.4,0.009194956161081791,9.8,0.036265326744599126
167.0,-0.07674811035394669,9.8,0.036265326744599126
29.62,-0.038222841918468475,9.8,0.036265326744599126
21.4,-0.026418961584568024,9.8,0.036265326744599126
51.3,0.004467190708965063,9.8,0.036265326744599126
170.0,-0.06312543153762817,9.8,0.036265326744599126
220.424528,-0.07735846936702728,9.8,0.036265326744599126
21.4,-0.009624696336686611,9.8,0.036265326744599126
11.6,0.04003533720970154,9.8,0.036265326744599126
170.0,-0.09272073209285736,9.8,0.036265326744599126
216.434305,-0.06342723965644836,9.8,0.036265326744599126
70.0,0.021170366555452347,9.8,0.036265326744599126
17.9,0.04614653438329697,9.8,0.036265326744599126
15.2,0.02875380590558052,9.8,0.036265326744599126
50.0,-0.0189937986433506,9.8,0.036265326744599126
6.7,0.03391090780496597,9.8,0.036265326744599126
6.7,0.03791055083274841,9.8,0.036265326744599126
17.9,0.016058299690485,9.8,0.036265326744599126
50.0,-0.003138151718303561,9.8,0.036265326744599126
21.4,0.006761600263416767,9.8,0.036265326744599126
11.4,0.03914143517613411,9.8,0.036265326744599126
9.8,0.04906083270907402,9.8,0.036265326744599126
9.8,0.03862462937831879,9.8,0.036265326744599126
9.8,0.04193642735481262,9.8,0.036265326744599126
320.0,-0.06742917001247406,9.8,0.036265326744599126
21.4,-0.009171823970973492,9.8,0.036265326744599126
9.8,0.0419594943523407,9.8,0.036265326744599126
385.0,-0.07958398759365082,9.8,0.036265326744599126
9.8,0.04560185596346855,9.8,0.036265326744599126
170.0,-0.06875574588775635,9.8,0.036265326744599126
13.8,0.045820578932762146,9.8,0.036265326744599126
6.7,0.027864322066307068,9.8,0.036265326744599126
9.8,0.04509226977825165,9.8,0.036265326744599126
21.4,-0.022529395297169685,9.8,0.036265326744599126
117.0,-0.028562277555465698,9.8,0.036265326744599126
320.0,-0.06598585844039917,9.8,0.036265326744599126
219.099056,-0.042199764400720596,9.8,0.036265326744599126
320.0,-0.0665237307548523,9.8,0.036265326744599126
15.2,0.07237230986356735,9.8,0.036265326744599126
11.6,0.04058621823787689,9.8,0.036265326744599126
42.5,-0.01261820923537016,9.8,0.036265326744599126
150.0,-0.03960185870528221,9.8,0.036265326744599126
13.0,0.03862334042787552,9.8,0.036265326744599126
51.3,-0.018602466210722923,9.8,0.036265326744599126
51.3,0.005487522576004267,9.8,0.036265326744599126
24.9,0.006075740326195955,9.8,0.036265326744599126
21.4,-0.02800239622592926,9.8,0.036265326744599126
6.7,0.0602857768535614,11.4,0.03379893764914342
7.2,0.03630250692367554,11.4,0.03379893764914342
170.0,-0.06764674186706543,11.4,0.03379893764914342
21.4,0.0008902107365429401,11.4,0.03379893764914342
236.0,-0.054737795144319534,11.4,0.03379893764914342
121.0,-0.04779667779803276,11.4,0.03379893764914342
13.8,0.026766546070575714,11.4,0.03379893764914342
72.7,-0.06910742819309235,11.4,0.03379893764914342
6.7,0.09670279920101166,11.4,0.03379893764914342
17.9,0.03491874784231186,11.4,0.03379893764914342
21.4,-0.012424223124980927,11.4,0.03379893764914342
167.0,-0.061459481716156006,11.4,0.03379893764914342
21.4,-0.001778930425643921,11.4,0.03379893764914342
146.0,-0.054448504000902176,11.4,0.03379893764914342
70.0,-0.008056793361902237,11.4,0.03379893764914342
5.3,0.035710401833057404,11.4,0.03379893764914342
11.6,0.043460581451654434,11.4,0.03379893764914342
151.0,-0.06301692873239517,11.4,0.03379893764914342
21.4,-0.004092594608664513,11.4,0.03379893764914342
51.3,-0.015004599466919899,11.4,0.03379893764914342
170.0,-0.07199578732252121,11.4,0.03379893764914342
11.6,0.050450973212718964,11.4,0.03379893764914342
11.4,0.054281461983919144,11.4,0.03379893764914342
6.7,0.03737813979387283,11.4,0.03379893764914342
51.3,-0.018678758293390274,11.4,0.03379893764914342
29.62,0.009635698050260544,11.4,0.03379893764914342
146.0,-0.05564787983894348,11.4,0.03379893764914342
21.4,-0.012433724477887154,11.4,0.03379893764914342
121.0,-0.05608925595879555,11.4,0.03379893764914342
42.5,0.00016877660527825356,11.4,0.03379893764914342
42.5,0.009548598900437355,11.4,0.03379893764914342
51.3,-0.007943044416606426,11.4,0.03379893764914342
385.0,-0.09061098098754883,11.4,0.03379893764914342
130.0,-0.08569440990686417,11.4,0.03379893764914342
220.424528,-0.08664385974407196,11.4,0.03379893764914342
24.9,0.007907209917902946,11.4,0.03379893764914342
42.5,0.007768071256577969,11.4,0.03379893764914342
220.424528,-0.03746318817138672,11.4,0.03379893764914342
6.7,0.06996069103479385,11.4,0.03379893764914342
21.4,-0.011280192993581295,11.4,0.03379893764914342
42.5,-0.006261643022298813,11.4,0.03379893764914342
96.0,-0.07857969403266907,11.4,0.03379893764914342
130.0,-0.06987971812486649,11.4,0.03379893764914342
150.0,-0.06249944865703583,11.4,0.03379893764914342
52.0,-0.005973257590085268,11.4,0.03379893764914342
170.0,-0.05645598843693733,11.4,0.03379893764914342
7.2,0.05378313362598419,11.4,0.03379893764914342
42.5,-0.013620419427752495,11.4,0.03379893764914342
6.7,0.028054077178239822,11.4,0.03379893764914342
6.7,0.04442411661148071,11.4,0.03379893764914342
320.0,-0.0705735981464386,11.4,0.03379893764914342
320.0,-0.073613241314888,11.4,0.03379893764914342
5.3,0.07199259102344513,11.6,0.0334933427545847
21.4,-0.006273992359638214,11.6,0.0334933427545847
6.7,0.05471659079194069,11.6,0.0334933427545847
51.3,-0.018386151641607285,11.6,0.0334933427545847
9.8,0.04843200743198395,11.6,0.0334933427545847
21.4,-0.005976811051368713,11.6,0.0334933427545847
236.0,-0.08094695210456848,11.6,0.0334933427545847
70.0,0.011725466698408127,11.6,0.0334933427545847
236.0,-0.05276869609951973,11.6,0.0334933427545847
19.6648,-0.025798890739679337,11.6,0.0334933427545847
21.4,0.004991235211491585,11.6,0.0334933427545847
320.0,-0.07946614921092987,11.6,0.0334933427545847
6.7,0.02841176651418209,11.6,0.0334933427545847
320.0,-0.06846815347671509,11.6,0.0334933427545847
21.4,0.0017926348373293877,11.6,0.0334933427545847
170.0,-0.06794123351573944,11.6,0.0334933427545847
236.0,-0.06619379669427872,11.6,0.0334933427545847
6.7,0.0312715545296669,11.6,0.0334933427545847
167.0,-0.091633141040802,11.6,0.0334933427545847
7.2,0.04831640422344208,11.6,0.0334933427545847
6.7,0.030948452651500702,11.6,0.0334933427545847
9.4,0.045093365013599396,11.6,0.0334933427545847
42.5,-0.010178383439779282,11.6,0.0334933427545847
9.8,0.049052704125642776,11.6,0.0334933427545847
6.7,0.06071925535798073,11.6,0.0334933427545847
6.7,0.01058088056743145,11.6,0.0334933427545847
146.0,-0.05108761414885521,11.6,0.0334933427545847
42.5,-0.01769188791513443,11.6,0.0334933427545847
21.4,0.007487505674362183,11.6,0.0334933427545847
70.0,0.01936916820704937,11.6,0.0334933427545847
42.5,-0.008132770657539368,11.6,0.0334933427545847
130.0,-0.06445691734552383,11.6,0.0334933427545847
9.8,0.04486701264977455,11.6,0.0334933427545847
9.4,0.03552763909101486,11.6,0.0334933427545847
11.6,0.03260674327611923,11.6,0.0334933427545847
15.8,0.034148696810007095,11.6,0.0334933427545847
6.7,0.014869533479213715,11.6,0.0334933427545847
50.0,-0.008869531564414501,11.6,0.0334933427545847
146.0,-0.05376800149679184,11.6,0.0334933427545847
51.3,0.002733346074819565,11.6,0.0334933427545847
167.0,-0.08271622657775879,11.6,0.0334933427545847
170.0,-0.06705568730831146,11.6,0.0334933427545847
70.4,-0.01032814010977745,11.6,0.0334933427545847
21.4,-0.003846145235002041,11.6,0.0334933427545847
146.0,-0.03602248802781105,11.6,0.0334933427545847
11.6,0.0309121236205101,11.6,0.0334933427545847
121.0,-0.04601540416479111,11.6,0.0334933427545847
385.0,-0.10923981666564941,11.6,0.0334933427545847
65.2,-0.014299916103482246,11.6,0.0334933427545847
146.0,-0.07016140222549438,11.6,0.0334933427545847
6.7,0.03149942308664322,11.6,0.0334933427545847
6.7,0.031586404889822006,11.6,0.0334933427545847
5.3,0.02597544714808464,11.6,0.0334933427545847
9.8,0.034055180847644806,11.6,0.0334933427545847
9.8,0.05156528577208519,11.6,0.0334933427545847
167.0,-0.077956423163414,11.6,0.0334933427545847
21.4,0.005961406975984573,11.6,0.0334933427545847
11.4,0.04970496892929077,11.6,0.0334933427545847
236.0,-0.05855117738246918,11.6,0.0334933427545847
13.8,0.04330744221806526,11.6,0.0334933427545847
11.6,0.05616774037480354,13.0,0.03137101207415923
13.8,0.040028784424066544,13.0,0.03137101207415923
146.0,-0.044320859014987946,13.0,0.03137101207415923
320.0,-0.07838870584964752,13.8,0.03017136683330254
21.4,0.009324959479272366,13.8,0.03017136683330254
385.0,-0.07981758564710617,13.8,0.03017136683330254
320.0,-0.07125946879386902,13.8,0.03017136683330254
72.7,-0.016260191798210144,13.8,0.03017136683330254
21.4,-0.0031836945563554764,13.8,0.03017136683330254
11.4,0.0336746871471405,13.8,0.03017136683330254
204.960688,-0.058301929384469986,13.8,0.03017136683330254
130.0,-0.061180416494607925,13.8,0.03017136683330254
146.0,-0.06966115534305573,13.8,0.03017136683330254
385.0,-0.07726642489433289,13.8,0.03017136683330254
50.0,0.006188300438225269,13.8,0.03017136683330254
170.0,-0.10950231552124023,13.8,0.03017136683330254
9.8,0.044902972877025604,13.8,0.03017136683330254
6.7,0.029772793874144554,13.8,0.03017136683330254
146.0,-0.06819935142993927,15.2,0.02809450529911589
6.7,0.03545982763171196,15.2,0.02809450529911589
9.8,0.03325216844677925,15.2,0.02809450529911589
146.0,-0.06438200175762177,15.2,0.02809450529911589
6.7,0.028180498629808426,15.2,0.02809450529911589
6.7,0.03350585699081421,15.2,0.02809450529911589
21.4,0.009665959514677525,15.2,0.02809450529911589
72.7,-0.010639352723956108,15.2,0.02809450529911589
11.6,0.028780290856957436,15.2,0.02809450529911589
29.62,-0.020437058061361313,15.2,0.02809450529911589
17.9,0.020381955429911613,15.2,0.02809450529911589
385.0,-0.08167342841625214,15.2,0.02809450529911589
21.4,-0.009607876650989056,15.2,0.02809450529911589
70.4,-0.012434002012014389,15.2,0.02809450529911589
11.4,0.047984443604946136,15.2,0.02809450529911589
320.0,-0.05742795765399933,15.2,0.02809450529911589
42.5,-0.019785195589065552,15.2,0.02809450529911589
7.2,0.05303483456373215,15.2,0.02809450529911589
21.4,-0.008434496819972992,15.8,0.027213004266667073
11.6,0.04633195698261261,15.8,0.027213004266667073
21.4,0.024297866970300674,15.8,0.027213004266667073
7.7,0.03441711887717247,15.8,0.027213004266667073
9.8,0.0455494225025177,15.8,0.027213004266667073
6.7,0.030236272141337395,15.8,0.027213004266667073
7.7,0.030090760439634323,15.8,0.027213004266667073
120.0,-0.044143933802843094,15.8,0.027213004266667073
221.087264,-0.07278833538293839,15.8,0.027213004266667073
52.0,-0.015087831765413284,15.8,0.027213004266667073
9.8,0.07357901334762573,15.8,0.027213004266667073
219.099056,-0.05699968338012695,15.8,0.027213004266667073
150.0,-0.069830521941185,15.8,0.027213004266667073
11.4,0.04909180849790573,15.8,0.027213004266667073
11.6,0.04545067995786667,15.8,0.027213004266667073
7.1,0.025847163051366806,15.8,0.027213004266667073
9.8,0.04415594041347504,17.9,0.024166327225240366
42.5,-0.015225273557007313,17.9,0.024166327225240366
