specific heat capacity (J/gK),shap,lowess specific heat capacity (J/gK),lowess shap
0.963005181,0.0042278952896595,0.461,-0.0005398006339514224
0.7148,-0.0014488326851278543,0.461,-0.0005398006339514224
0.88414745,-0.008765920996665955,0.461,-0.0005398006339514224
0.385,0.0045677474699914455,0.461,-0.0005398006339514224
0.377,0.0106480922549963,0.461,-0.0005398006339514224
0.134,-0.025057578459382057,0.461,-0.0005398006339514224
0.41,-0.0018489598296582699,0.461,-0.0005398006339514224
0.5263,-0.006053277291357517,0.461,-0.0005398006339514224
0.88414745,-0.0042817797511816025,0.461,-0.0005398006339514224
0.5263,-0.0038261418230831623,0.461,-0.0005398006339514224
0.41,-0.006686830893158913,0.461,-0.0005398006339514224
0.88414745,-0.006420947145670652,0.461,-0.0005398006339514224
0.5263,-0.004828684031963348,0.461,-0.0005398006339514224
0.5263,-0.004324194975197315,0.461,-0.0005398006339514224
0.5,0.003502585692331195,0.461,-0.0005398006339514224
1.047,-0.05348289757966995,0.461,-0.0005398006339514224
0.461,-0.003017243230715394,0.461,-0.0005398006339514224
0.5718,0.001271029468625784,0.461,-0.0005398006339514224
0.46,-0.010389496572315693,0.461,-0.0005398006339514224
0.385,0.003754296340048313,0.461,-0.0005398006339514224
0.5,-0.003720331471413374,0.461,-0.0005398006339514224
0.63619,-0.0009651440195739269,0.461,-0.0005398006339514224
0.435,0.005141866393387318,0.461,-0.0005398006339514224
0.38,0.00760210957378149,0.461,-0.0005398006339514224
0.47,-0.006872928701341152,0.461,-0.0005398006339514224
0.56,0.002206152305006981,0.47,-0.0009703235822608138
0.5,-0.0022418713197112083,0.47,-0.0009703235822608138
0.461,-0.0016388734802603722,0.47,-0.0009703235822608138
0.5,0.010582477785646915,0.47,-0.0009703235822608138
0.5,-0.004515268374234438,0.47,-0.0009703235822608138
0.41,0.005659886635839939,0.47,-0.0009703235822608138
0.5263,-0.007189092691987753,0.47,-0.0009703235822608138
0.5,-0.00621318444609642,0.47,-0.0009703235822608138
1.06,-0.07000403851270676,0.47,-0.0009703235822608138
0.902487047,-0.008509606122970581,0.47,-0.0009703235822608138
0.47,-0.004324899520725012,0.47,-0.0009703235822608138
0.41,0.022061221301555634,0.47,-0.0009703235822608138
0.909948187,0.0005955514498054981,0.47,-0.0009703235822608138
0.89708321,-0.005835093557834625,0.47,-0.0009703235822608138
0.435,-0.001887763850390911,0.47,-0.0009703235822608138
0.461,-0.001517963595688343,0.47,-0.0009703235822608138
0.46,-0.0037902207113802433,0.47,-0.0009703235822608138
0.41,0.007283581420779228,0.47,-0.0009703235822608138
0.47,-0.0022283662110567093,0.47,-0.0009703235822608138
0.963,0.007352580316364765,0.47,-0.0009703235822608138
0.461,0.00265531986951828,0.47,-0.0009703235822608138
0.63619,-0.0008309097029268742,0.47,-0.0009703235822608138
0.5,2.576177939772606e-05,0.47,-0.0009703235822608138
0.88414745,-0.006440198514610529,0.47,-0.0009703235822608138
0.38,0.0017458433285355568,0.47,-0.0009703235822608138
0.47,0.0050033945590257645,0.47,-0.0009703235822608138
1.0,0.005308798514306545,0.47,-0.0009703235822608138
0.5,0.00470341183245182,0.47,-0.0009703235822608138
0.47,-0.002962780650705099,0.47,-0.0009703235822608138
0.385,-0.0025185048580169678,0.47,-0.0009703235822608138
0.38,-0.0016346282791346312,0.47,-0.0009703235822608138
0.435,-0.0011792178265750408,0.47,-0.0009703235822608138
0.875,-0.005573339760303497,0.47,-0.0009703235822608138
0.134,-0.013162156566977501,0.47,-0.0009703235822608138
0.5,-0.0024950848892331123,0.47,-0.0009703235822608138
0.963,0.023096293210983276,0.47,-0.0009703235822608138
0.5263,-0.003572444198653102,0.47,-0.0009703235822608138
0.435,-0.019015155732631683,0.47,-0.0009703235822608138
0.38,0.0004929648712277412,0.47,-0.0009703235822608138
0.7148,-0.001239837147295475,0.47,-0.0009703235822608138
0.5263,6.97476789355278e-05,0.47,-0.0009703235822608138
0.5,0.003911529202014208,0.47,-0.0009703235822608138
0.896,-0.018442656844854355,0.47,-0.0009703235822608138
0.88414745,0.007794954814016819,0.47,-0.0009703235822608138
0.435,-0.01395293790847063,0.47,-0.0009703235822608138
0.5263,0.015963925048708916,0.47,-0.0009703235822608138
0.5,0.0043886019848287106,0.47,-0.0009703235822608138
0.47,-0.005545586813241243,0.47,-0.0009703235822608138
0.461,-0.007147058378905058,0.47,-0.0009703235822608138
0.5718,0.011019255965948105,0.47,-0.0009703235822608138
0.47,-0.005280060227960348,0.47,-0.0009703235822608138
0.5263,0.01599794253706932,0.47,-0.0009703235822608138
0.5263,0.0006543162744492292,0.47,-0.0009703235822608138
0.5263,-0.0010395832359790802,0.47,-0.0009703235822608138
0.47,-0.0004928319249302149,0.47,-0.0009703235822608138
0.134,-0.013408547267317772,0.47,-0.0009703235822608138
0.88414745,-0.025292474776506424,0.47,-0.0009703235822608138
0.385,-0.00018296809867024422,0.47,-0.0009703235822608138
0.5718,0.0011222667526453733,0.47,-0.0009703235822608138
0.38,-0.000918941106647253,0.47,-0.0009703235822608138
1.0,0.024770066142082214,0.47,-0.0009703235822608138
0.5,-0.005515684839338064,0.47,-0.0009703235822608138
0.7148,-0.006425904110074043,0.47,-0.0009703235822608138
0.5,-0.008273256942629814,0.47,-0.0009703235822608138
0.5263,-0.004827633500099182,0.47,-0.0009703235822608138
0.435,-0.009494821541011333,0.47,-0.0009703235822608138
0.5263,-0.0037416969425976276,0.47,-0.0009703235822608138
0.41,-0.0002905614674091339,0.47,-0.0009703235822608138
0.5263,1.7492566257715225e-05,0.47,-0.0009703235822608138
0.134,-0.020954500883817673,0.47,-0.0009703235822608138
0.5718,0.008814801461994648,0.47,-0.0009703235822608138
0.5,-0.0065622939728200436,0.47,-0.0009703235822608138
1.0,0.0039722067303955555,0.47,-0.0009703235822608138
0.63619,-0.006027453113347292,0.47,-0.0009703235822608138
1.0,0.009087802842259407,0.47,-0.0009703235822608138
0.5263,-0.003946731332689524,0.47,-0.0009703235822608138
0.435,0.008301617577672005,0.47,-0.0009703235822608138
0.896,-0.01612800545990467,0.47,-0.0009703235822608138
0.5,0.0002051210030913353,0.47,-0.0009703235822608138
0.385,0.00043483334593474865,0.47,-0.0009703235822608138
0.41,0.002242700196802616,0.47,-0.0009703235822608138
1.06,-0.06571771204471588,0.47,-0.0009703235822608138
0.9,-0.04382821172475815,0.47,-0.0009703235822608138
0.5,-0.0074060396291315556,0.47,-0.0009703235822608138
0.5263,0.002443907782435417,0.47,-0.0009703235822608138
0.134,-0.026404280215501785,0.48,-0.0010520260954970748
0.385,0.002504154574126005,0.48,-0.0010520260954970748
0.88414745,-0.018452826887369156,0.48,-0.0010520260954970748
0.963005181,-0.002662036567926407,0.48,-0.0010520260954970748
0.5,-0.013587214052677155,0.48,-0.0010520260954970748
0.41,0.004689695313572884,0.48,-0.0010520260954970748
0.377,-0.00697238789871335,0.48,-0.0010520260954970748
0.5263,0.010480700992047787,0.48,-0.0010520260954970748
0.385,-0.002025640569627285,0.48,-0.0010520260954970748
0.5263,0.005119726527482271,0.48,-0.0010520260954970748
0.5,0.002155579626560211,0.48,-0.0010520260954970748
0.46,0.000996419694274664,0.48,-0.0010520260954970748
0.385,0.00346134090796113,0.48,-0.0010520260954970748
0.41,-0.008315801620483398,0.48,-0.0010520260954970748
0.5263,0.0008307085372507572,0.48,-0.0010520260954970748
0.5,0.0053312769159674644,0.481,-0.0010562498605648592
1.0,0.02404067851603031,0.481,-0.0010562498605648592
0.5,0.0014217272400856018,0.481,-0.0010562498605648592
0.88414745,0.0082161333411932,0.481,-0.0010562498605648592
0.5718,0.010931656695902348,0.481,-0.0010562498605648592
1.0,0.002759633120149374,0.481,-0.0010562498605648592
0.88414745,-0.017312251031398773,0.481,-0.0010562498605648592
0.9,-0.014325357973575592,0.481,-0.0010562498605648592
0.435,0.012329560704529285,0.481,-0.0010562498605648592
0.7148,-0.0017896984936669469,0.481,-0.0010562498605648592
0.88414745,0.002909734845161438,0.5,-0.0009608760848258048
0.435,-0.0016492721624672413,0.5,-0.0009608760848258048
0.46,-0.011560371145606041,0.5,-0.0009608760848258048
0.7148,-0.0014202846214175224,0.5,-0.0009608760848258048
0.47,-0.0008013611659407616,0.5,-0.0009608760848258048
0.461,-0.005725351627916098,0.5,-0.0009608760848258048
0.134,-0.018274269998073578,0.5,-0.0009608760848258048
0.963,0.020026182755827904,0.5,-0.0009608760848258048
0.5718,-0.006546197459101677,0.5,-0.0009608760848258048
0.461,-0.007656018249690533,0.5,-0.0009608760848258048
0.5263,-0.0024397484958171844,0.5,-0.0009608760848258048
0.422,0.005646701902151108,0.5,-0.0009608760848258048
0.89,-0.01354554295539856,0.5,-0.0009608760848258048
0.385,0.004452393390238285,0.5,-0.0009608760848258048
0.385,0.007251068018376827,0.5,-0.0009608760848258048
0.56,0.007457645144313574,0.5,-0.0009608760848258048
0.5,0.002083809580653906,0.5,-0.0009608760848258048
0.63619,-0.0012311951722949743,0.5,-0.0009608760848258048
0.896,-0.015427816659212112,0.5,-0.0009608760848258048
1.0,-0.0007798429578542709,0.5,-0.0009608760848258048
1.05,-0.05080761760473251,0.5,-0.0009608760848258048
0.5263,-0.004320299252867699,0.5,-0.0009608760848258048
0.461,-0.008106211200356483,0.5,-0.0009608760848258048
0.435,0.004791369661688805,0.5,-0.0009608760848258048
0.7148,-0.0014113755896687508,0.5,-0.0009608760848258048
0.5,-0.006822566967457533,0.5,-0.0009608760848258048
0.5263,-0.003738233121111989,0.5,-0.0009608760848258048
0.5,0.0045415847562253475,0.5,-0.0009608760848258048
0.461,-0.007364001125097275,0.5,-0.0009608760848258048
0.5,0.010797184891998768,0.5,-0.0009608760848258048
0.89708321,-0.002125910948961973,0.5,-0.0009608760848258048
1.05,-0.08332359790802002,0.5,-0.0009608760848258048
0.422,-0.0031591961160302162,0.5,-0.0009608760848258048
0.88414745,-0.015240557491779327,0.5,-0.0009608760848258048
0.89708321,-0.0073354169726371765,0.5,-0.0009608760848258048
0.5,0.011684674769639969,0.5,-0.0009608760848258048
0.875,-0.009851428680121899,0.5,-0.0009608760848258048
0.5,-0.009945285506546497,0.5,-0.0009608760848258048
0.41,-0.0006730400491505861,0.5,-0.0009608760848258048
0.47,-0.006721872836351395,0.5,-0.0009608760848258048
0.5263,0.005632214713841677,0.5,-0.0009608760848258048
0.134,-0.0074261026456952095,0.5,-0.0009608760848258048
0.5,-0.0016882838681340218,0.5,-0.0009608760848258048
1.0,-0.006348270922899246,0.5,-0.0009608760848258048
0.5263,-0.0020526768639683723,0.5,-0.0009608760848258048
0.44,0.0013099228963255882,0.5,-0.0009608760848258048
0.5,-0.006658454891294241,0.5,-0.0009608760848258048
0.46,0.009810706600546837,0.5,-0.0009608760848258048
0.5263,0.0040482282638549805,0.5,-0.0009608760848258048
0.47,-0.009593215771019459,0.5,-0.0009608760848258048
0.435,0.013402797281742096,0.5,-0.0009608760848258048
0.38,0.0008691069670021534,0.5,-0.0009608760848258048
0.5,0.004327466711401939,0.5,-0.0009608760848258048
0.896,-0.011523423716425896,0.5,-0.0009608760848258048
0.919948187,-0.009254620410501957,0.5,-0.0009608760848258048
0.5,0.0040726372972130775,0.5,-0.0009608760848258048
0.41,-0.007293101865798235,0.5,-0.0009608760848258048
0.422,0.002634142991155386,0.5,-0.0009608760848258048
0.5718,-0.006613424513489008,0.5,-0.0009608760848258048
0.41,0.0026961383409798145,0.5,-0.0009608760848258048
0.435,-0.010675054043531418,0.5,-0.0009608760848258048
0.5,-0.002738704439252615,0.5,-0.0009608760848258048
0.5,-0.005128192249685526,0.5,-0.0009608760848258048
0.5263,-0.0029812315478920937,0.5,-0.0009608760848258048
0.41,0.002435066271573305,0.5,-0.0009608760848258048
0.47,-0.005599186755716801,0.5,-0.0009608760848258048
0.41,0.006363830529153347,0.5,-0.0009608760848258048
0.41,0.016575466841459274,0.5,-0.0009608760848258048
0.9,0.002058647572994232,0.5,-0.0009608760848258048
0.41,0.021420421078801155,0.5,-0.0009608760848258048
1.02,-0.05224791541695595,0.5,-0.0009608760848258048
0.5,0.0037221992388367653,0.5,-0.0009608760848258048
0.385,-0.0029809148982167244,0.5,-0.0009608760848258048
0.5,-0.00996229238808155,0.5,-0.0009608760848258048
0.47,-0.002499885391443968,0.5,-0.0009608760848258048
0.875,-0.0056227222084999084,0.5,-0.0009608760848258048
0.435,-0.018983490765094757,0.5,-0.0009608760848258048
0.461,0.0011934270150959492,0.5,-0.0009608760848258048
0.41,0.006384321954101324,0.5,-0.0009608760848258048
0.88414745,-0.011334693059325218,0.5,-0.0009608760848258048
0.88414745,-0.003806968219578266,0.5,-0.0009608760848258048
0.963005181,0.01754974015057087,0.5,-0.0009608760848258048
0.5263,-0.00037136697210371494,0.5,-0.0009608760848258048
0.5,-0.003109689336270094,0.5,-0.0009608760848258048
0.5,0.0043600769713521,0.5,-0.0009608760848258048
0.41,0.006277880631387234,0.5,-0.0009608760848258048
0.5263,0.00930004008114338,0.5,-0.0009608760848258048
0.5263,-0.004948825109750032,0.5,-0.0009608760848258048
0.435,-0.0019260537810623646,0.5,-0.0009608760848258048
0.461,-0.0045106541365385056,0.5,-0.0009608760848258048
0.5,0.0006621971260756254,0.5,-0.0009608760848258048
0.88414745,0.0020455121994018555,0.5,-0.0009608760848258048
0.63619,-0.004096906632184982,0.5,-0.0009608760848258048
1.047,-0.037911295890808105,0.5,-0.0009608760848258048
1.06,-0.06928130984306335,0.5,-0.0009608760848258048
0.705,-0.0052400799468159676,0.5,-0.0009608760848258048
0.5,-0.004703212063759565,0.5,-0.0009608760848258048
0.56,-0.007848182693123817,0.5,-0.0009608760848258048
0.461,-0.007134950719773769,0.5,-0.0009608760848258048
0.385,0.004862841684371233,0.5,-0.0009608760848258048
0.38,-0.0016944240778684616,0.5,-0.0009608760848258048
0.5263,-0.0017703012563288212,0.5,-0.0009608760848258048
0.5,-0.0006929002702236176,0.5,-0.0009608760848258048
0.5,-0.0023041516542434692,0.5,-0.0009608760848258048
0.89,-0.010195975191891193,0.5,-0.0009608760848258048
0.47,-0.004700516350567341,0.5,-0.0009608760848258048
0.5,-0.004527043551206589,0.5,-0.0009608760848258048
0.5263,0.004054931923747063,0.5,-0.0009608760848258048
0.5,-0.0007300963625311852,0.5,-0.0009608760848258048
0.56,0.001685798168182373,0.5,-0.0009608760848258048
0.9,0.004722170997411013,0.5,-0.0009608760848258048
0.481,-0.003475334495306015,0.5,-0.0009608760848258048
0.385,0.00482909195125103,0.5,-0.0009608760848258048
0.377,-0.005875005386769772,0.5,-0.0009608760848258048
0.88414745,-0.004223381169140339,0.5,-0.0009608760848258048
0.5263,-0.003892345353960991,0.5,-0.0009608760848258048
0.88414745,-0.015256598591804504,0.5,-0.0009608760848258048
0.5263,0.0036745332181453705,0.5,-0.0009608760848258048
0.5,-0.012120794504880905,0.5,-0.0009608760848258048
0.377,-0.008521869778633118,0.5,-0.0009608760848258048
0.5263,0.015129398554563522,0.5,-0.0009608760848258048
0.422,0.0032746088691055775,0.5,-0.0009608760848258048
0.385,0.0029675569385290146,0.5,-0.0009608760848258048
0.47,0.005489852279424667,0.5,-0.0009608760848258048
0.88414745,-0.008749675005674362,0.5,-0.0009608760848258048
0.5,-0.00258506927639246,0.5,-0.0009608760848258048
0.47,-0.0014799598138779402,0.5,-0.0009608760848258048
0.461,-0.00639990484341979,0.5,-0.0009608760848258048
0.47,-0.0015077516436576843,0.5,-0.0009608760848258048
0.134,-0.011458016000688076,0.5,-0.0009608760848258048
1.06,-0.06704770028591156,0.5,-0.0009608760848258048
0.5263,-0.007894350215792656,0.5,-0.0009608760848258048
0.88414745,-0.01155637763440609,0.5,-0.0009608760848258048
0.9,-0.03868677839636803,0.5,-0.0009608760848258048
0.134,-0.004340007901191711,0.5,-0.0009608760848258048
0.89,-0.01193789392709732,0.5,-0.0009608760848258048
0.88414745,-0.016335193067789078,0.5,-0.0009608760848258048
0.5718,-0.018213821575045586,0.5,-0.0009608760848258048
0.5,-0.007672094274312258,0.5,-0.0009608760848258048
0.435,-0.00832691602408886,0.5,-0.0009608760848258048
0.5,-0.005661557894200087,0.5,-0.0009608760848258048
1.047,-0.09540495276451111,0.5,-0.0009608760848258048
0.5,-0.0055171167477965355,0.5,-0.0009608760848258048
0.5,0.0025245342403650284,0.5,-0.0009608760848258048
0.385,0.0044520278461277485,0.5,-0.0009608760848258048
0.5,-0.0001247185282409191,0.5,-0.0009608760848258048
0.5,-0.001211192924529314,0.5,-0.0009608760848258048
0.5,-0.006713410839438438,0.5,-0.0009608760848258048
0.88414745,-0.013612821698188782,0.5,-0.0009608760848258048
0.88414745,-0.010750163346529007,0.5,-0.0009608760848258048
0.5263,0.013000589795410633,0.5,-0.0009608760848258048
1.06,-0.06692133098840714,0.5,-0.0009608760848258048
0.47,-0.008329369127750397,0.5,-0.0009608760848258048
0.134,-0.01720551960170269,0.5,-0.0009608760848258048
0.5263,0.008138466626405716,0.5,-0.0009608760848258048
0.909948187,-0.010384060442447662,0.5,-0.0009608760848258048
0.48,0.003276193980127573,0.5,-0.0009608760848258048
0.7148,-0.0005698360037058592,0.5,-0.0009608760848258048
0.5,-0.0034905532374978065,0.5,-0.0009608760848258048
0.377,0.023157581686973572,0.5,-0.0009608760848258048
0.5263,0.004873017780482769,0.5,-0.0009608760848258048
0.88414745,-0.008809724822640419,0.5,-0.0009608760848258048
0.41,0.004443861544132233,0.5,-0.0009608760848258048
0.7148,-0.0032300041057169437,0.5,-0.0009608760848258048
0.89,-0.003330374602228403,0.5,-0.0009608760848258048
0.134,-0.005004893988370895,0.5,-0.0009608760848258048
0.5263,0.021989578381180763,0.5,-0.0009608760848258048
0.5,0.009756209328770638,0.5,-0.0009608760848258048
0.88414745,-0.011451005935668945,0.5,-0.0009608760848258048
0.5263,-0.0003205602988600731,0.5,-0.0009608760848258048
0.5,-0.009933172725141048,0.5,-0.0009608760848258048
0.461,-0.0013865516521036625,0.5,-0.0009608760848258048
0.875,-0.00789656676352024,0.5,-0.0009608760848258048
0.134,-0.00832795538008213,0.5,-0.0009608760848258048
0.5263,-0.007960725575685501,0.5,-0.0009608760848258048
0.98015544,0.013687824830412865,0.5,-0.0009608760848258048
0.377,0.026463642716407776,0.5,-0.0009608760848258048
0.43,0.0036543356254696846,0.5,-0.0009608760848258048
0.422,0.009651362895965576,0.5,-0.0009608760848258048
0.5263,0.01616441085934639,0.5,-0.0009608760848258048
0.919948187,0.00436379574239254,0.5,-0.0009608760848258048
0.461,0.004089118912816048,0.5,-0.0009608760848258048
0.134,-0.0029625222086906433,0.5,-0.0009608760848258048
0.435,-0.0017766428645700216,0.5,-0.0009608760848258048
1.0,0.003981088753789663,0.5,-0.0009608760848258048
0.5263,-0.005263480357825756,0.5,-0.0009608760848258048
0.896,0.0048236483708024025,0.5,-0.0009608760848258048
0.385,0.0035929763689637184,0.5,-0.0009608760848258048
0.5263,0.004858494736254215,0.5,-0.0009608760848258048
0.5,-0.0006603249348700047,0.5,-0.0009608760848258048
0.38,-0.005154820624738932,0.5,-0.0009608760848258048
0.385,0.007208497263491154,0.5,-0.0009608760848258048
0.5263,-0.0020995973609387875,0.5,-0.0009608760848258048
0.38,0.002584402449429035,0.5,-0.0009608760848258048
0.98015544,-0.00819381047040224,0.5,-0.0009608760848258048
1.05,-0.08241461962461472,0.5,-0.0009608760848258048
0.481,-0.002981513738632202,0.5,-0.0009608760848258048
1.0,-0.0005591881927102804,0.5,-0.0009608760848258048
0.56,0.0063292356207966805,0.5,-0.0009608760848258048
0.47,-0.007667137775570154,0.5,-0.0009608760848258048
0.38,0.0055351341143250465,0.5,-0.0009608760848258048
0.422,0.004063223022967577,0.5,-0.0009608760848258048
0.5,-0.01193517167121172,0.5,-0.0009608760848258048
0.88414745,-0.0002629051450639963,0.5,-0.0009608760848258048
0.5718,-0.005547260399907827,0.5,-0.0009608760848258048
0.422,0.019822685047984123,0.5,-0.0009608760848258048
0.48,0.004581115674227476,0.5,-0.0009608760848258048
0.46,0.013668006286025047,0.5,-0.0009608760848258048
0.422,-0.006556715816259384,0.5,-0.0009608760848258048
0.47,-0.0032785236835479736,0.5,-0.0009608760848258048
0.461,-0.00873150210827589,0.5,-0.0009608760848258048
0.461,-0.00934529583901167,0.5,-0.0009608760848258048
1.047,-0.08029736578464508,0.5,-0.0009608760848258048
0.902487047,0.02334606647491455,0.5,-0.0009608760848258048
0.7148,-0.004034765064716339,0.5,-0.0009608760848258048
0.9,-0.021149735897779465,0.5,-0.0009608760848258048
0.47,-0.005308491177856922,0.5,-0.0009608760848258048
0.41,0.005658886395394802,0.5,-0.0009608760848258048
0.5,-0.006264059338718653,0.5,-0.0009608760848258048
0.385,0.0038829604163765907,0.5,-0.0009608760848258048
0.9,0.0036942611914128065,0.5,-0.0009608760848258048
0.5,-0.0006881545996293426,0.5,-0.0009608760848258048
0.88414745,-0.0024332182947546244,0.5,-0.0009608760848258048
0.47,-0.008680330589413643,0.5,-0.0009608760848258048
0.5,0.0024847446475178003,0.5,-0.0009608760848258048
0.5263,-0.004944467917084694,0.5,-0.0009608760848258048
0.88414745,-0.00414504436776042,0.5,-0.0009608760848258048
0.5,0.001640118658542633,0.5,-0.0009608760848258048
0.43,0.005821226164698601,0.5,-0.0009608760848258048
1.02,-0.05495194345712662,0.5,-0.0009608760848258048
0.88414745,-0.002433754038065672,0.5,-0.0009608760848258048
0.377,0.0027107056230306625,0.5,-0.0009608760848258048
0.89708321,0.002405331004410982,0.5,-0.0009608760848258048
0.38,0.009460635483264923,0.5,-0.0009608760848258048
0.5,0.0058891307562589645,0.5,-0.0009608760848258048
0.963,0.014670949429273605,0.5,-0.0009608760848258048
0.41,0.006964073982089758,0.5,-0.0009608760848258048
0.5,-0.00808466225862503,0.5,-0.0009608760848258048
0.461,0.0022642978001385927,0.5,-0.0009608760848258048
0.5718,0.01301669143140316,0.5,-0.0009608760848258048
0.963,0.006994942203164101,0.5,-0.0009608760848258048
0.5,0.0037993937730789185,0.5,-0.0009608760848258048
0.5263,-0.004719744436442852,0.5,-0.0009608760848258048
0.41,0.007528156042098999,0.5,-0.0009608760848258048
0.904974093,0.0064712874591350555,0.5,-0.0009608760848258048
0.5263,0.014443770051002502,0.5,-0.0009608760848258048
0.38,-0.0008917551022022963,0.5,-0.0009608760848258048
0.5,0.0019641355611383915,0.5,-0.0009608760848258048
0.385,0.004855428356677294,0.5,-0.0009608760848258048
0.902487047,-0.002376446034759283,0.5,-0.0009608760848258048
0.5,-0.005134039558470249,0.5,-0.0009608760848258048
0.47,-0.005189072340726852,0.5,-0.0009608760848258048
0.435,-0.004942292347550392,0.5,-0.0009608760848258048
0.43,0.00902570504695177,0.5,-0.0009608760848258048
0.134,-0.011362744495272636,0.5,-0.0009608760848258048
0.377,-0.006016060709953308,0.5,-0.0009608760848258048
0.47,-0.008559275418519974,0.5,-0.0009608760848258048
0.5,0.004283644258975983,0.5,-0.0009608760848258048
0.705,-0.000698647229000926,0.5,-0.0009608760848258048
1.0,0.0024863742291927338,0.5,-0.0009608760848258048
0.7148,-0.0006136712618172169,0.5,-0.0009608760848258048
0.41,0.00786733627319336,0.5,-0.0009608760848258048
0.481,-0.0008528248872607946,0.5,-0.0009608760848258048
0.41,0.014141670428216457,0.5,-0.0009608760848258048
0.38,0.005977971479296684,0.5,-0.0009608760848258048
0.38,0.005544846411794424,0.5,-0.0009608760848258048
0.7148,0.003015636932104826,0.5,-0.0009608760848258048
0.5263,-0.0036069629713892937,0.5,-0.0009608760848258048
0.134,-0.00957577396184206,0.5,-0.0009608760848258048
0.88414745,-0.009156233631074429,0.5,-0.0009608760848258048
0.5,0.021538101136684418,0.5,-0.0009608760848258048
0.422,0.010721050202846527,0.5,-0.0009608760848258048
0.435,-0.0028552983421832323,0.5,-0.0009608760848258048
1.0,-0.004964161664247513,0.5,-0.0009608760848258048
0.5,-0.005544507876038551,0.5,-0.0009608760848258048
0.5,-0.00268331216648221,0.5,-0.0009608760848258048
0.41,0.005065198056399822,0.5,-0.0009608760848258048
0.5263,0.016903720796108246,0.5,-0.0009608760848258048
0.43,-0.008970371447503567,0.5,-0.0009608760848258048
0.377,0.006022091489285231,0.5,-0.0009608760848258048
0.5,0.013666074723005295,0.5,-0.0009608760848258048
0.134,-0.019430063664913177,0.5,-0.0009608760848258048
0.435,-0.0013736621476709843,0.5,-0.0009608760848258048
0.46,-0.0152462562546134,0.5,-0.0009608760848258048
0.963,0.019280267879366875,0.5,-0.0009608760848258048
1.05,-0.044015493243932724,0.5,-0.0009608760848258048
0.5,-0.002096944022923708,0.5,-0.0009608760848258048
0.41,-0.003667299635708332,0.5,-0.0009608760848258048
0.134,-0.013926366344094276,0.5,-0.0009608760848258048
0.46,-0.012922094203531742,0.5,-0.0009608760848258048
0.38,0.009616194292902946,0.5,-0.0009608760848258048
0.89,-0.009877548553049564,0.5263,-0.0004977956321401934
1.0,-0.0010509989224374294,0.5263,-0.0004977956321401934
0.422,0.002629975788295269,0.5263,-0.0004977956321401934
0.5263,0.002090216614305973,0.5263,-0.0004977956321401934
0.385,0.0032500047236680984,0.5263,-0.0004977956321401934
0.5263,0.010188190266489983,0.5263,-0.0004977956321401934
0.134,-0.012703871354460716,0.5263,-0.0004977956321401934
1.047,-0.06577251106500626,0.5263,-0.0004977956321401934
0.56,-0.0012215294409543276,0.5263,-0.0004977956321401934
0.41,0.010562444105744362,0.5263,-0.0004977956321401934
0.5,-0.0017771651037037373,0.5263,-0.0004977956321401934
1.06,-0.05489373207092285,0.5263,-0.0004977956321401934
0.89,-0.010625428520143032,0.5263,-0.0004977956321401934
0.5,0.0021161918994039297,0.5263,-0.0004977956321401934
1.0,0.004100394435226917,0.5263,-0.0004977956321401934
0.5263,-0.007887622341513634,0.5263,-0.0004977956321401934
0.422,0.0009058192372322083,0.5263,-0.0004977956321401934
0.896,-0.01767653599381447,0.5263,-0.0004977956321401934
0.5263,-0.0036539402790367603,0.5263,-0.0004977956321401934
0.88414745,-0.01769830472767353,0.5263,-0.0004977956321401934
1.047,-0.03737635165452957,0.5263,-0.0004977956321401934
0.5263,-0.004465170670300722,0.5263,-0.0004977956321401934
0.88414745,-0.004958846606314182,0.5263,-0.0004977956321401934
0.5,0.0028073331341147423,0.5263,-0.0004977956321401934
0.377,0.02736644074320793,0.5263,-0.0004977956321401934
0.5263,0.009581555612385273,0.5263,-0.0004977956321401934
0.5,-0.00614051753655076,0.5263,-0.0004977956321401934
0.461,-0.01319150160998106,0.5263,-0.0004977956321401934
0.88414745,-0.011845048516988754,0.5263,-0.0004977956321401934
0.5263,-0.003569043707102537,0.5263,-0.0004977956321401934
0.38,-0.001894097775220871,0.5263,-0.0004977956321401934
1.05,-0.0835210382938385,0.5263,-0.0004977956321401934
0.909948187,-0.003359755501151085,0.5263,-0.0004977956321401934
0.5,-0.006836958695203066,0.5263,-0.0004977956321401934
0.461,-0.010032705962657928,0.5263,-0.0004977956321401934
0.963,0.0036332933232188225,0.5263,-0.0004977956321401934
0.385,-0.0001242188736796379,0.5263,-0.0004977956321401934
0.41,0.006779464893043041,0.5263,-0.0004977956321401934
0.5,0.007234686054289341,0.5263,-0.0004977956321401934
0.5,0.004295664839446545,0.5263,-0.0004977956321401934
0.5,-0.0025944458320736885,0.5263,-0.0004977956321401934
0.875,-0.009917223826050758,0.5263,-0.0004977956321401934
0.47,-0.0060382746160030365,0.5263,-0.0004977956321401934
0.5,0.0026515554636716843,0.5263,-0.0004977956321401934
0.41,0.0032381806522607803,0.5263,-0.0004977956321401934
0.5,0.0026045548729598522,0.5263,-0.0004977956321401934
0.56,0.0012497989227995276,0.5263,-0.0004977956321401934
0.5263,-0.005245510023087263,0.5263,-0.0004977956321401934
0.48,0.006235570181161165,0.5263,-0.0004977956321401934
