hatch spacing (mm),shap,lowess hatch spacing (mm),lowess shap
0.04,-0.0023429132997989655,0.06,-0.005799472237550459
0.05,0.02541905641555786,0.06,-0.005799472237550459
0.12,-0.0031469808891415596,0.06,-0.005799472237550459
0.09,-0.013049934059381485,0.06,-0.005799472237550459
0.12,0.02529967948794365,0.06,-0.005799472237550459
0.08,0.010842968709766865,0.06,-0.005799472237550459
0.15,-0.00999070517718792,0.06,-0.005799472237550459
0.05,-0.04209979623556137,0.06,-0.005799472237550459
0.16,-0.036791298538446426,0.06,-0.005799472237550459
0.14,-0.027400102466344833,0.06,-0.005799472237550459
0.09,0.0020690206438302994,0.06,-0.005799472237550459
0.1,0.019407305866479874,0.06,-0.005799472237550459
0.11,0.010851116850972176,0.06,-0.005799472237550459
0.065,-0.031140606850385666,0.06,-0.005799472237550459
0.12,-0.023375995457172394,0.06,-0.005799472237550459
0.14,0.011457711458206177,0.06,-0.005799472237550459
0.09,0.006873368285596371,0.06,-0.005799472237550459
0.11,0.00518307089805603,0.06,-0.005799472237550459
0.1,0.004292392171919346,0.06,-0.005799472237550459
0.1,-0.005549786612391472,0.06,-0.005799472237550459
0.06,-0.014916034415364265,0.06,-0.005799472237550459
0.1,0.02909415028989315,0.06,-0.005799472237550459
0.13,-0.030734434723854065,0.06,-0.005799472237550459
0.03,-0.027259638532996178,0.06,-0.005799472237550459
0.11,0.0034800004214048386,0.06,-0.005799472237550459
0.13,-0.021732063964009285,0.06,-0.005799472237550459
0.06,0.015951193869113922,0.061,-0.005594218344522823
0.07,-0.003814397379755974,0.065,-0.004794579462019373
0.08,-0.008809711784124374,0.065,-0.004794579462019373
0.07,-0.003352715168148279,0.065,-0.004794579462019373
0.08,0.0012397454120218754,0.065,-0.004794579462019373
0.06,-0.037280138581991196,0.065,-0.004794579462019373
0.07,0.0019650347530841827,0.065,-0.004794579462019373
0.06,-0.0024801651015877724,0.065,-0.004794579462019373
0.08,0.0022904747165739536,0.065,-0.004794579462019373
0.14,-0.02328146994113922,0.065,-0.004794579462019373
0.085,0.002852281555533409,0.065,-0.004794579462019373
0.065,-0.03336898237466812,0.065,-0.004794579462019373
0.13,-0.030752748250961304,0.065,-0.004794579462019373
0.13,-0.011304609477519989,0.065,-0.004794579462019373
0.06,0.00039510801434516907,0.065,-0.004794579462019373
0.065,-0.030789664015173912,0.065,-0.004794579462019373
0.12,0.0017085112631320953,0.065,-0.004794579462019373
0.12,0.004773205146193504,0.065,-0.004794579462019373
0.12,-0.017933767288923264,0.065,-0.004794579462019373
0.105,-0.005569923669099808,0.065,-0.004794579462019373
0.11,0.008891047909855843,0.065,-0.004794579462019373
0.1,-0.003657059744000435,0.065,-0.004794579462019373
0.157,0.024767640978097916,0.065,-0.004794579462019373
0.12,-0.0069557130336761475,0.065,-0.004794579462019373
0.12,-0.015658486634492874,0.065,-0.004794579462019373
0.15,-0.01076655276119709,0.065,-0.004794579462019373
0.08,-0.009345225989818573,0.065,-0.004794579462019373
0.11,0.0032781194895505905,0.065,-0.004794579462019373
0.06,0.005298770032823086,0.065,-0.004794579462019373
0.12,-0.01476655900478363,0.065,-0.004794579462019373
0.09,0.015784364193677902,0.065,-0.004794579462019373
0.12,-0.013134930282831192,0.065,-0.004794579462019373
0.09,0.00696682371199131,0.065,-0.004794579462019373
0.1,-0.004708556458353996,0.065,-0.004794579462019373
0.1,0.00496761966496706,0.065,-0.004794579462019373
0.077,-0.0011017946526408195,0.065,-0.004794579462019373
0.14,-0.02591438964009285,0.065,-0.004794579462019373
0.1,0.005108083598315716,0.065,-0.004794579462019373
0.1,0.014190852642059326,0.065,-0.004794579462019373
0.14,-0.027298584580421448,0.065,-0.004794579462019373
0.12,-0.016137264668941498,0.065,-0.004794579462019373
0.15,0.004911709576845169,0.065,-0.004794579462019373
0.07,-0.008327191695570946,0.065,-0.004794579462019373
0.1,0.01779695227742195,0.065,-0.004794579462019373
0.08,0.01861310563981533,0.065,-0.004794579462019373
0.065,-0.03387879207730293,0.065,-0.004794579462019373
0.065,-0.03352000564336777,0.065,-0.004794579462019373
0.05,-0.010632426477968693,0.065,-0.004794579462019373
0.08,0.016036495566368103,0.065,-0.004794579462019373
0.07,-0.0021075718104839325,0.065,-0.004794579462019373
0.065,-0.050668999552726746,0.065,-0.004794579462019373
0.1,0.006559538654983044,0.065,-0.004794579462019373
0.08,0.0015298109501600266,0.065,-0.004794579462019373
0.06,-0.001677418127655983,0.065,-0.004794579462019373
0.1,0.014842678792774677,0.065,-0.004794579462019373
0.12,-0.003946701996028423,0.065,-0.004794579462019373
0.06,-0.031789109110832214,0.065,-0.004794579462019373
0.1,0.022895952686667442,0.065,-0.004794579462019373
0.065,-0.03168075531721115,0.065,-0.004794579462019373
0.1,0.0007585566490888596,0.065,-0.004794579462019373
0.07,-0.011544352397322655,0.065,-0.004794579462019373
0.06,-0.0023486418649554253,0.065,-0.004794579462019373
0.12,-0.036914292722940445,0.065,-0.004794579462019373
0.12,-0.008676212280988693,0.065,-0.004794579462019373
0.04,-0.005393758416175842,0.065,-0.004794579462019373
0.1,0.010289859026670456,0.065,-0.004794579462019373
0.105,-0.0047878120094537735,0.065,-0.004794579462019373
0.1,-0.004279155284166336,0.065,-0.004794579462019373
0.14,-0.023560265079140663,0.065,-0.004794579462019373
0.1,0.008714982308447361,0.065,-0.004794579462019373
0.1,0.01868930459022522,0.065,-0.004794579462019373
0.1,0.01827867329120636,0.065,-0.004794579462019373
0.075,-0.0010655466467142105,0.065,-0.004794579462019373
0.05,-0.03239794820547104,0.065,-0.004794579462019373
0.065,-0.047438472509384155,0.065,-0.004794579462019373
0.12,-0.02311740443110466,0.065,-0.004794579462019373
0.11,0.007610376924276352,0.065,-0.004794579462019373
0.15,-0.013948215171694756,0.065,-0.004794579462019373
0.1,0.009597542695701122,0.065,-0.004794579462019373
0.03,-0.00593014620244503,0.065,-0.004794579462019373
0.06,0.00581013597548008,0.065,-0.004794579462019373
0.09,0.02013462595641613,0.065,-0.004794579462019373
0.1,7.117167115211487e-05,0.066,-0.004601930659237469
0.1,0.008045287802815437,0.069,-0.00404499868540417
0.14,-0.03203420341014862,0.07,-0.00386656396657557
0.12,0.005479808896780014,0.07,-0.00386656396657557
0.14,-0.022695040330290794,0.07,-0.00386656396657557
0.1,-0.008012073114514351,0.07,-0.00386656396657557
0.11,-0.006178741343319416,0.07,-0.00386656396657557
0.09,0.005143993534147739,0.07,-0.00386656396657557
0.13,-0.03324407711625099,0.07,-0.00386656396657557
0.15,-0.06616263091564178,0.07,-0.00386656396657557
0.1,-0.0004077740013599396,0.07,-0.00386656396657557
0.09,-0.01968618854880333,0.07,-0.00386656396657557
0.13,-0.0339619517326355,0.07,-0.00386656396657557
0.06,-0.0008117114193737507,0.07,-0.00386656396657557
0.11,0.028400663286447525,0.07,-0.00386656396657557
0.05,-0.007785983383655548,0.07,-0.00386656396657557
0.12,-0.019752074033021927,0.07,-0.00386656396657557
0.065,-0.03001718781888485,0.07,-0.00386656396657557
0.065,-0.04217897355556488,0.07,-0.00386656396657557
0.07,-0.002432052046060562,0.07,-0.00386656396657557
0.12,-0.006174697540700436,0.07,-0.00386656396657557
0.12,-0.0042234426364302635,0.07,-0.00386656396657557
0.12,-0.026142658665776253,0.07,-0.00386656396657557
0.031,-0.017962709069252014,0.07,-0.00386656396657557
0.1,0.001995472237467766,0.07,-0.00386656396657557
0.11,0.010327493771910667,0.07,-0.00386656396657557
0.15,-0.0020157452672719955,0.07,-0.00386656396657557
0.12,-0.016473548486828804,0.07,-0.00386656396657557
0.07,-0.000362529419362545,0.07,-0.00386656396657557
0.071,-0.006012707948684692,0.07,-0.00386656396657557
0.08,0.010300598107278347,0.07,-0.00386656396657557
0.12,-0.012021915055811405,0.07,-0.00386656396657557
0.065,-0.04538901150226593,0.07,-0.00386656396657557
0.14,-0.023523006588220596,0.07,-0.00386656396657557
0.13,-0.03996075689792633,0.07,-0.00386656396657557
0.13,-0.015607183799147606,0.07,-0.00386656396657557
0.11,0.010699067264795303,0.07,-0.00386656396657557
0.13,-0.02184307388961315,0.07,-0.00386656396657557
0.11,0.0038612624630331993,0.07,-0.00386656396657557
0.05,0.020508356392383575,0.07,-0.00386656396657557
0.08,0.005289073102176189,0.07,-0.00386656396657557
0.08,0.006378426216542721,0.07,-0.00386656396657557
0.1,0.008307570591568947,0.07,-0.00386656396657557
0.13,-0.0349230132997036,0.07,-0.00386656396657557
0.03,0.008979341015219688,0.07,-0.00386656396657557
0.126,-0.06626470386981964,0.07,-0.00386656396657557
0.12,-0.012351969256997108,0.07,-0.00386656396657557
0.08,0.011982571333646774,0.07,-0.00386656396657557
0.12,-0.01419972162693739,0.07,-0.00386656396657557
0.1,0.011018326506018639,0.07,-0.00386656396657557
0.1,0.007300247438251972,0.07,-0.00386656396657557
0.14,-0.029227985069155693,0.07,-0.00386656396657557
0.09,-0.01709667220711708,0.07,-0.00386656396657557
0.065,0.06967927515506744,0.07,-0.00386656396657557
0.07,0.0092396792024374,0.07,-0.00386656396657557
0.03,-0.027997300028800964,0.07,-0.00386656396657557
0.13,-0.01627088338136673,0.07,-0.00386656396657557
0.1,0.004148779436945915,0.07,-0.00386656396657557
0.13,-0.03071681410074234,0.07,-0.00386656396657557
0.06,-0.004174180328845978,0.07,-0.00386656396657557
0.1,0.00819305144250393,0.07,-0.00386656396657557
0.12,-0.013013416901230812,0.07,-0.00386656396657557
0.09,0.005198657978326082,0.07,-0.00386656396657557
0.12,-0.02343461662530899,0.07,-0.00386656396657557
0.13,-0.033776771277189255,0.07,-0.00386656396657557
0.05,0.011364629492163658,0.07,-0.00386656396657557
0.08,0.009184619411826134,0.07,-0.00386656396657557
0.05,-0.004593195393681526,0.07,-0.00386656396657557
0.065,-0.052876219153404236,0.07,-0.00386656396657557
0.04,0.02658284269273281,0.07,-0.00386656396657557
0.13,-0.009225545451045036,0.07,-0.00386656396657557
0.12,-0.02487395890057087,0.07,-0.00386656396657557
0.1,0.0014119353145360947,0.07,-0.00386656396657557
0.04,0.014301113784313202,0.07,-0.00386656396657557
0.04,0.025298800319433212,0.07,-0.00386656396657557
0.08,0.005402339156717062,0.07,-0.00386656396657557
0.12,-0.008338961750268936,0.07,-0.00386656396657557
0.14,-0.03481072932481766,0.07,-0.00386656396657557
0.13,-0.029519416391849518,0.07,-0.00386656396657557
0.03,0.009049730375409126,0.07,-0.00386656396657557
0.08,0.009692268446087837,0.07,-0.00386656396657557
0.13,-0.02020886354148388,0.07,-0.00386656396657557
0.1,0.008995641022920609,0.07,-0.00386656396657557
0.15,-0.0398714542388916,0.07,-0.00386656396657557
0.08,0.002538377419114113,0.07,-0.00386656396657557
0.07,-0.006719445809721947,0.07,-0.00386656396657557
0.12,-0.0127652483060956,0.07,-0.00386656396657557
0.1,0.008743951097130775,0.071,-0.0036916771123417856
0.07,-0.0045774588361382484,0.075,-0.0029860899624005624
0.09,0.008673228323459625,0.075,-0.0029860899624005624
0.08,-0.000399123877286911,0.075,-0.0029860899624005624
0.065,-0.034380052238702774,0.075,-0.0029860899624005624
0.09,-0.006479404866695404,0.075,-0.0029860899624005624
0.08,0.0014942530542612076,0.075,-0.0029860899624005624
0.1,0.004763723351061344,0.075,-0.0029860899624005624
0.095,0.024211544543504715,0.075,-0.0029860899624005624
0.09,-0.003279348835349083,0.075,-0.0029860899624005624
0.09,0.006380145438015461,0.075,-0.0029860899624005624
0.1,0.0007055634632706642,0.075,-0.0029860899624005624
0.129,-0.021183710545301437,0.077,-0.002572753939329552
0.12,-0.012268991209566593,0.077,-0.002572753939329552
0.1,-0.0031901858747005463,0.077,-0.002572753939329552
0.06,0.001256575807929039,0.077,-0.002572753939329552
0.1,0.007666080258786678,0.077,-0.002572753939329552
0.042,-0.03455616161227226,0.078,-0.002326785090692097
0.09,0.018362801522016525,0.078,-0.002326785090692097
0.08,0.00020542368292808533,0.078,-0.002326785090692097
0.065,-0.04246934875845909,0.08,-0.001730504440647541
0.06,-0.004389243200421333,0.08,-0.001730504440647541
0.09,0.003631080500781536,0.08,-0.001730504440647541
0.06,0.00822521559894085,0.08,-0.001730504440647541
0.1,0.008226918056607246,0.08,-0.001730504440647541
0.065,-0.03289400041103363,0.08,-0.001730504440647541
0.13,-0.03064361773431301,0.08,-0.001730504440647541
0.14,-0.028701994568109512,0.08,-0.001730504440647541
0.065,-0.04875541850924492,0.08,-0.001730504440647541
0.04,-0.0130113260820508,0.08,-0.001730504440647541
0.06,-0.03464590013027191,0.08,-0.001730504440647541
0.12,-0.01467931643128395,0.08,-0.001730504440647541
0.15,0.0007285752799361944,0.08,-0.001730504440647541
0.05,-0.03935746103525162,0.08,-0.001730504440647541
0.13,-0.029307633638381958,0.08,-0.001730504440647541
0.06,-0.03258783370256424,0.08,-0.001730504440647541
0.12,-0.003594249952584505,0.08,-0.001730504440647541
0.05,0.028517697006464005,0.08,-0.001730504440647541
0.06,0.01629660278558731,0.08,-0.001730504440647541
0.12,-0.00860158447176218,0.08,-0.001730504440647541
0.061,-0.007973603904247284,0.08,-0.001730504440647541
0.04,-0.0034394320100545883,0.08,-0.001730504440647541
0.11,0.002622663974761963,0.08,-0.001730504440647541
0.11,-0.008400555700063705,0.08,-0.001730504440647541
0.1,-0.01589941792190075,0.08,-0.001730504440647541
0.12,-0.02168305218219757,0.08,-0.001730504440647541
0.13,-0.028941120952367783,0.08,-0.001730504440647541
0.13,-0.025060201063752174,0.08,-0.001730504440647541
0.14,-0.026396358385682106,0.08,-0.001730504440647541
0.07,0.007620992138981819,0.08,-0.001730504440647541
0.105,0.0005285441875457764,0.08,-0.001730504440647541
0.16,-0.03350646793842316,0.08,-0.001730504440647541
0.13,-0.011922324076294899,0.08,-0.001730504440647541
0.075,-0.004548082128167152,0.08,-0.001730504440647541
0.1,0.007312851957976818,0.08,-0.001730504440647541
0.09,0.005753904581069946,0.08,-0.001730504440647541
0.07,-0.013916019350290298,0.08,-0.001730504440647541
0.1,0.007188006769865751,0.08,-0.001730504440647541
0.065,-0.03497900813817978,0.08,-0.001730504440647541
0.065,-0.032817572355270386,0.08,-0.001730504440647541
0.095,-0.0063599515706300735,0.08,-0.001730504440647541
0.1,0.0026876255869865417,0.08,-0.001730504440647541
0.069,-0.005724700167775154,0.08,-0.001730504440647541
0.14,-0.02242717519402504,0.08,-0.001730504440647541
0.15,0.00665925070643425,0.08,-0.001730504440647541
0.085,0.01162155531346798,0.08,-0.001730504440647541
0.1,0.009099073708057404,0.08,-0.001730504440647541
0.14,-0.026134543120861053,0.08,-0.001730504440647541
0.13,-0.014906808733940125,0.08,-0.001730504440647541
0.12,-0.020657874643802643,0.08,-0.001730504440647541
0.05,0.01894484832882881,0.08,-0.001730504440647541
0.11,0.010894613340497017,0.08,-0.001730504440647541
0.12,-0.0031195771880447865,0.08,-0.001730504440647541
0.09,0.0069131264463067055,0.08,-0.001730504440647541
0.08,0.002583671361207962,0.08,-0.001730504440647541
0.03,0.013106785714626312,0.08,-0.001730504440647541
0.15,-0.00017328467220067978,0.08,-0.001730504440647541
0.14,-0.047555021941661835,0.08,-0.001730504440647541
0.13,-0.028265545144677162,0.08,-0.001730504440647541
0.12,-0.008190065622329712,0.08,-0.001730504440647541
0.036,-0.011914280243217945,0.08,-0.001730504440647541
0.12,-0.0069175600074231625,0.08,-0.001730504440647541
0.12,-0.006999604403972626,0.08,-0.001730504440647541
0.1,-0.00752188079059124,0.08,-0.001730504440647541
0.1,0.003108660690486431,0.08,-0.001730504440647541
0.065,-0.0465812161564827,0.08,-0.001730504440647541
0.1,0.011895591393113136,0.08,-0.001730504440647541
0.065,-0.03464498370885849,0.08,-0.001730504440647541
0.12,-0.02090158872306347,0.08,-0.001730504440647541
0.15,-0.0015257783234119415,0.08,-0.001730504440647541
0.065,-0.03336786478757858,0.08,-0.001730504440647541
0.065,-0.03596537560224533,0.08,-0.001730504440647541
0.12,0.0024856803938746452,0.08,-0.001730504440647541
0.13,-0.018088195472955704,0.08,-0.001730504440647541
0.06,-0.010574409738183022,0.08,-0.001730504440647541
0.12,-0.017336677759885788,0.08,-0.001730504440647541
0.07,-0.013034029863774776,0.08,-0.001730504440647541
0.07,-0.0011682398617267609,0.08,-0.001730504440647541
0.126,-0.03000010922551155,0.08,-0.001730504440647541
0.11,0.005543669685721397,0.08,-0.001730504440647541
0.14,-0.02486344426870346,0.08,-0.001730504440647541
0.08,0.027622174471616745,0.08,-0.001730504440647541
0.06,-0.023646710440516472,0.08,-0.001730504440647541
0.1,0.00266974326223135,0.08,-0.001730504440647541
0.11,0.0043859779834747314,0.08,-0.001730504440647541
0.09,0.01791057363152504,0.08,-0.001730504440647541
0.13,-0.026671934872865677,0.08,-0.001730504440647541
0.1,0.007049320265650749,0.08,-0.001730504440647541
0.065,-0.03440921753644943,0.08,-0.001730504440647541
0.13,-0.03582022339105606,0.08,-0.001730504440647541
0.07,0.003340881783515215,0.08,-0.001730504440647541
0.13,-0.028321050107479095,0.08,-0.001730504440647541
