hatch spacing (mm),shap,lowess hatch spacing (mm),lowess shap
0.07,-0.011115867644548416,0.08,-0.001730504440647541
0.1,0.01616838201880455,0.08,-0.001730504440647541
0.13,-0.02405061013996601,0.08,-0.001730504440647541
0.1,0.003915827255696058,0.08,-0.001730504440647541
0.11,0.0074097635224461555,0.085,0.00016350670897189947
0.14,-0.018794240429997444,0.085,0.00016350670897189947
0.077,0.0028633326292037964,0.085,0.00016350670897189947
0.1,0.004915281198918819,0.085,0.00016350670897189947
0.08,0.0026766699738800526,0.085,0.00016350670897189947
0.1,0.0027498118579387665,0.085,0.00016350670897189947
0.08,0.024823643267154694,0.086,0.0006064780791111519
0.095,0.002887408249080181,0.087,0.0010645090748276752
0.15,0.0010926350951194763,0.088,0.001532497223366945
0.045,0.0016048206016421318,0.09,0.002417116877251147
0.11,0.01237310841679573,0.09,0.002417116877251147
0.06,0.014145967550575733,0.09,0.002417116877251147
0.11,0.005617012269794941,0.09,0.002417116877251147
0.12,-0.003979304805397987,0.09,0.002417116877251147
0.04,-0.002076558768749237,0.09,0.002417116877251147
0.05,-0.000283287838101387,0.09,0.002417116877251147
0.1,-0.003914088010787964,0.09,0.002417116877251147
0.12,-0.01646392047405243,0.09,0.002417116877251147
0.09,0.011233550496399403,0.09,0.002417116877251147
0.09,-0.0074516525492072105,0.09,0.002417116877251147
0.14,-0.026595262810587883,0.09,0.002417116877251147
0.1,0.012206521816551685,0.09,0.002417116877251147
0.09,-0.011696896515786648,0.09,0.002417116877251147
0.14,-0.046708330512046814,0.09,0.002417116877251147
0.08,-0.0012228302657604218,0.09,0.002417116877251147
0.12,-0.008944179862737656,0.09,0.002417116877251147
0.09,-0.0117754265666008,0.09,0.002417116877251147
0.12,-0.005018879193812609,0.09,0.002417116877251147
0.14,-0.02992798015475273,0.09,0.002417116877251147
0.1,0.03335166722536087,0.09,0.002417116877251147
0.14,-0.04642065614461899,0.09,0.002417116877251147
0.1,0.04360354691743851,0.09,0.002417116877251147
0.12,-0.0031616140622645617,0.09,0.002417116877251147
0.04,-0.0031174253672361374,0.09,0.002417116877251147
0.11,0.00553126260638237,0.09,0.002417116877251147
0.1,0.01715908758342266,0.09,0.002417116877251147
0.07,-0.004009010270237923,0.09,0.002417116877251147
0.12,0.019966455176472664,0.09,0.002417116877251147
0.1,-0.0012392215430736542,0.09,0.002417116877251147
0.065,-0.03027113527059555,0.09,0.002417116877251147
0.06,-0.006756532937288284,0.09,0.002417116877251147
0.06,0.0016589919105172157,0.09,0.002417116877251147
0.05,-0.028365246951580048,0.09,0.002417116877251147
0.09,0.002139852847903967,0.09,0.002417116877251147
0.13,-0.03924261033535004,0.09,0.002417116877251147
0.1,-1.4388933777809143e-05,0.09,0.002417116877251147
0.13,0.0005869679152965546,0.09,0.002417116877251147
0.124,-0.03594189137220383,0.09,0.002417116877251147
0.12,-0.0344180092215538,0.09,0.002417116877251147
0.095,-0.015601840801537037,0.09,0.002417116877251147
0.065,-0.04663827270269394,0.09,0.002417116877251147
0.05,-0.015919163823127747,0.09,0.002417116877251147
0.065,-0.03562663868069649,0.09,0.002417116877251147
0.12,-0.011374128982424736,0.09,0.002417116877251147
0.1,-0.005300214514136314,0.09,0.002417116877251147
0.11,-0.022971544414758682,0.09,0.002417116877251147
0.04,0.014013216830790043,0.09,0.002417116877251147
0.15,-0.010644607245922089,0.09,0.002417116877251147
0.08,-0.0009885551407933235,0.09,0.002417116877251147
0.07,-0.019210966303944588,0.09,0.002417116877251147
0.13,-0.020802687853574753,0.09,0.002417116877251147
0.1,-0.007120520807802677,0.09,0.002417116877251147
0.12,-0.009466065093874931,0.09,0.002417116877251147
0.14,-0.022668801248073578,0.09,0.002417116877251147
0.12,-0.012153223156929016,0.09,0.002417116877251147
0.09,0.002601749962195754,0.09,0.002417116877251147
0.1,0.004784326534718275,0.09,0.002417116877251147
0.08,0.015256683342158794,0.09,0.002417116877251147
0.13,-0.04193972796201706,0.09,0.002417116877251147
0.1,-0.01068534143269062,0.09,0.002417116877251147
0.1,0.009725300595164299,0.09,0.002417116877251147
0.1,-0.011538997292518616,0.09,0.002417116877251147
0.05,0.019230658188462257,0.09,0.002417116877251147
0.13,-0.044924382120370865,0.09,0.002417116877251147
0.13,-0.03317822888493538,0.09,0.002417116877251147
0.124,-0.06314907222986221,0.09,0.002417116877251147
0.1,0.009350385516881943,0.09,0.002417116877251147
0.08,0.004937855061143637,0.09,0.002417116877251147
0.09,0.01800011470913887,0.09,0.002417116877251147
0.05,0.0014606751501560211,0.09,0.002417116877251147
0.12,-0.015003712847828865,0.09,0.002417116877251147
0.12,-0.007136762607842684,0.09,0.002417116877251147
0.03,0.002088005654513836,0.09,0.002417116877251147
0.09,0.0046462612226605415,0.09,0.002417116877251147
0.1,0.00014336127787828445,0.09,0.002417116877251147
0.1,-0.006262432783842087,0.09,0.002417116877251147
0.09,0.009860293939709663,0.09,0.002417116877251147
0.13,-0.021965615451335907,0.09,0.002417116877251147
0.111,0.01697305589914322,0.09,0.002417116877251147
0.075,0.014813493005931377,0.09,0.002417116877251147
0.1,0.014850041829049587,0.09,0.002417116877251147
0.13,-0.044756487011909485,0.09,0.002417116877251147
0.05,-0.04069288820028305,0.09,0.002417116877251147
0.13,-0.03622094541788101,0.09,0.002417116877251147
0.157,0.00974171794950962,0.09,0.002417116877251147
0.12,-0.012492366135120392,0.09,0.002417116877251147
0.13,0.010001719929277897,0.09,0.002417116877251147
0.1,0.0017186347395181656,0.09,0.002417116877251147
0.11,0.007694781757891178,0.09,0.002417116877251147
0.12,-0.010781021788716316,0.09,0.002417116877251147
0.08,0.005857347510755062,0.09,0.002417116877251147
0.05,-0.015803538262844086,0.09,0.002417116877251147
0.08,-0.010349215939640999,0.09,0.002417116877251147
0.1,0.0007904302328824997,0.09,0.002417116877251147
0.12,-0.04694496840238571,0.09,0.002417116877251147
0.08,-0.0006406176835298538,0.09,0.002417116877251147
0.15,-0.012865658849477768,0.09,0.002417116877251147
0.04,0.011414884589612484,0.09,0.002417116877251147
0.1,0.0027897381223738194,0.09,0.002417116877251147
0.08,0.006548519711941481,0.09,0.002417116877251147
0.1,0.006828813813626766,0.09,0.002417116877251147
0.12,-0.0033923787996172905,0.09,0.002417116877251147
0.095,-0.0041099656373262405,0.09,0.002417116877251147
0.14,-0.02544425241649151,0.09,0.002417116877251147
0.045,-0.014897827059030533,0.09,0.002417116877251147
0.05,0.025977756828069687,0.09,0.002417116877251147
0.1,-0.0064764805138111115,0.09,0.002417116877251147
0.11,0.0020973291248083115,0.09,0.002417116877251147
0.12,-0.015388096682727337,0.09,0.002417116877251147
0.12,-0.008385654538869858,0.09,0.002417116877251147
0.12,-0.045915208756923676,0.09,0.002417116877251147
0.15,-0.02561112493276596,0.09,0.002417116877251147
0.09,0.002249371027573943,0.09,0.002417116877251147
0.1,-0.0026212651282548904,0.09,0.002417116877251147
0.08,0.022593270987272263,0.09,0.002417116877251147
0.1,0.002869094256311655,0.09,0.002417116877251147
0.06,-0.015242837369441986,0.09,0.002417116877251147
0.04,-0.0048081763088703156,0.09,0.002417116877251147
0.1,0.0014858366921544075,0.09,0.002417116877251147
0.1,0.001555626280605793,0.09,0.002417116877251147
0.12,-0.0010127462446689606,0.09,0.002417116877251147
0.09,0.010008906945586205,0.092,0.0025899087132698452
0.13,-0.04000556841492653,0.094,0.0028707154488495485
0.07,-0.00810269732028246,0.095,0.002988591417484682
0.14,-0.019577186554670334,0.095,0.002988591417484682
0.06,0.0004602242261171341,0.095,0.002988591417484682
0.078,-0.0004955818876624107,0.095,0.002988591417484682
0.13,-0.040727827697992325,0.095,0.002988591417484682
0.1,-0.0019818153232336044,0.095,0.002988591417484682
0.05,-0.003032134845852852,0.095,0.002988591417484682
0.15,-0.005402114242315292,0.095,0.002988591417484682
0.07,0.03109288588166237,0.095,0.002988591417484682
0.065,-0.00795871950685978,0.095,0.002988591417484682
0.07,-0.012660158798098564,0.095,0.002988591417484682
0.12,0.02346794679760933,0.095,0.002988591417484682
0.11,0.006853832397609949,0.095,0.002988591417484682
0.12,-0.0034020491875708103,0.095,0.002988591417484682
0.14,-0.019773490726947784,0.095,0.002988591417484682
0.13,-0.03969718888401985,0.095,0.002988591417484682
0.114,0.036444202065467834,0.095,0.002988591417484682
0.12,-0.01690707542002201,0.095,0.002988591417484682
0.04,0.011149286292493343,0.095,0.002988591417484682
0.12,-0.024923188611865044,0.095,0.002988591417484682
0.116,-0.011007076129317284,0.095,0.002988591417484682
0.14,-0.04278305917978287,0.095,0.002988591417484682
0.12,-0.016738226637244225,0.095,0.002988591417484682
0.15,-0.014573115855455399,0.0975,0.0020075801704893172
0.1,-0.008992806077003479,0.0975,0.0020075801704893172
0.12,-0.01672750897705555,0.0975,0.0020075801704893172
0.04,-0.006761396303772926,0.0975,0.0020075801704893172
0.12,-0.018596632406115532,0.0975,0.0020075801704893172
0.1,0.013903181999921799,0.0975,0.0020075801704893172
0.1,0.005839027464389801,0.0975,0.0020075801704893172
0.09,0.009014451876282692,0.099,0.0018484517678576176
0.03,-0.01011710800230503,0.1,0.0016582980017930617
0.12,-0.0030740280635654926,0.1,0.0016582980017930617
0.09,-0.0129010621458292,0.1,0.0016582980017930617
0.12,-0.028013985604047775,0.1,0.0016582980017930617
0.07,-0.004019254818558693,0.1,0.0016582980017930617
0.09,0.004012470133602619,0.1,0.0016582980017930617
0.14,-0.0397946760058403,0.1,0.0016582980017930617
0.1,0.017608294263482094,0.1,0.0016582980017930617
0.12,-0.012956209480762482,0.1,0.0016582980017930617
0.05,-0.006527971476316452,0.1,0.0016582980017930617
0.13,-0.028948312625288963,0.1,0.0016582980017930617
0.13,-0.013227138668298721,0.1,0.0016582980017930617
0.14,-0.02377198077738285,0.1,0.0016582980017930617
0.15,0.0009200833737850189,0.1,0.0016582980017930617
0.12,-0.0043320562690496445,0.1,0.0016582980017930617
0.133,-0.025677889585494995,0.1,0.0016582980017930617
0.12,-0.003742071334272623,0.1,0.0016582980017930617
0.1,0.0013656262308359146,0.1,0.0016582980017930617
0.085,-0.004370419308543205,0.1,0.0016582980017930617
0.13,-0.025563327595591545,0.1,0.0016582980017930617
0.12,-0.00833852868527174,0.1,0.0016582980017930617
0.13,0.00012804940342903137,0.1,0.0016582980017930617
0.055,-0.012877585366368294,0.1,0.0016582980017930617
0.13,-0.03806212544441223,0.1,0.0016582980017930617
0.07,0.004066938534379005,0.1,0.0016582980017930617
0.075,-0.006241118535399437,0.1,0.0016582980017930617
0.08,-0.0051201824098825455,0.1,0.0016582980017930617
0.08,-0.011042371392250061,0.1,0.0016582980017930617
0.11,0.0029608067125082016,0.1,0.0016582980017930617
0.12,-0.007730522658675909,0.1,0.0016582980017930617
0.11,0.00971224159002304,0.1,0.0016582980017930617
0.1,-0.0025317370891571045,0.1,0.0016582980017930617
0.15,-0.02125326171517372,0.1,0.0016582980017930617
0.15,-0.004831058904528618,0.1,0.0016582980017930617
0.1,0.00356222502887249,0.1,0.0016582980017930617
0.08,-0.003953852690756321,0.1,0.0016582980017930617
0.09,-0.005019097588956356,0.1,0.0016582980017930617
0.1,0.01131671853363514,0.1,0.0016582980017930617
0.1,0.007504649460315704,0.1,0.0016582980017930617
0.14,-0.013481969945132732,0.1,0.0016582980017930617
0.13,-0.01781575009226799,0.1,0.0016582980017930617
0.06,-0.02286728285253048,0.1,0.0016582980017930617
0.07,-0.0008214241825044155,0.1,0.0016582980017930617
0.065,-0.03678465262055397,0.1,0.0016582980017930617
0.0975,-0.028023552149534225,0.1,0.0016582980017930617
0.15,-8.041784167289734e-05,0.1,0.0016582980017930617
0.12,-0.031884439289569855,0.1,0.0016582980017930617
0.05,-0.01700352504849434,0.1,0.0016582980017930617
0.12,-0.009208504110574722,0.1,0.0016582980017930617
0.04,-0.0011564409360289574,0.1,0.0016582980017930617
0.09,0.006643911823630333,0.1,0.0016582980017930617
0.04,0.020124781876802444,0.1,0.0016582980017930617
0.13,-0.0366390086710453,0.1,0.0016582980017930617
0.095,-0.008150756359100342,0.1,0.0016582980017930617
0.07,-0.0011161044239997864,0.1,0.0016582980017930617
0.1,0.0006298883818089962,0.1,0.0016582980017930617
0.07,-0.0016860510222613811,0.1,0.0016582980017930617
0.05,0.013387862592935562,0.1,0.0016582980017930617
0.07,0.003919110167771578,0.1,0.0016582980017930617
0.1,-0.0016365395858883858,0.1,0.0016582980017930617
0.05,-0.026744671165943146,0.1,0.0016582980017930617
0.1,-0.008329877629876137,0.1,0.0016582980017930617
0.1,0.014223475940525532,0.1,0.0016582980017930617
0.1,0.0030282395891845226,0.1,0.0016582980017930617
0.05,-0.037606313824653625,0.1,0.0016582980017930617
0.08,-0.01197616197168827,0.1,0.0016582980017930617
0.095,-0.015799056738615036,0.1,0.0016582980017930617
0.12,-0.0259639210999012,0.1,0.0016582980017930617
0.095,-0.01011926680803299,0.1,0.0016582980017930617
0.07,-0.016568979248404503,0.1,0.0016582980017930617
0.12,-0.02150210365653038,0.1,0.0016582980017930617
0.09,0.008892443031072617,0.1,0.0016582980017930617
0.06,0.002942250110208988,0.1,0.0016582980017930617
0.095,0.0012501874007284641,0.1,0.0016582980017930617
0.12,-0.013086182065308094,0.1,0.0016582980017930617
0.06,-0.02396560274064541,0.1,0.0016582980017930617
0.0975,-0.0072387997061014175,0.1,0.0016582980017930617
0.13,-0.0430259145796299,0.1,0.0016582980017930617
0.065,-0.0037052128463983536,0.1,0.0016582980017930617
0.07,0.0033967094495892525,0.1,0.0016582980017930617
0.04,-0.014501897618174553,0.1,0.0016582980017930617
0.09,-0.0135076604783535,0.1,0.0016582980017930617
0.1,0.005921167321503162,0.1,0.0016582980017930617
0.13,-0.035405561327934265,0.1,0.0016582980017930617
0.1,-0.001257704570889473,0.1,0.0016582980017930617
0.1,0.005105623975396156,0.1,0.0016582980017930617
0.06,-0.026256849989295006,0.1,0.0016582980017930617
0.12,-0.006087667308747768,0.1,0.0016582980017930617
0.065,-0.0036240830086171627,0.1,0.0016582980017930617
0.1,0.008542866446077824,0.1,0.0016582980017930617
0.12,-0.008868849836289883,0.1,0.0016582980017930617
0.1,0.011881289072334766,0.1,0.0016582980017930617
0.135,-0.027938006445765495,0.1,0.0016582980017930617
0.065,0.056996166706085205,0.1,0.0016582980017930617
0.095,0.027781149372458458,0.1,0.0016582980017930617
0.06,-0.028114762157201767,0.1,0.0016582980017930617
0.1,-0.0021918751299381256,0.1,0.0016582980017930617
0.15,-0.023995351046323776,0.1,0.0016582980017930617
0.08,0.016122080385684967,0.1,0.0016582980017930617
0.09,0.009471939876675606,0.1,0.0016582980017930617
0.155,-0.026880305260419846,0.1,0.0016582980017930617
0.04,-0.015186753123998642,0.1,0.0016582980017930617
0.13,-0.017841637134552002,0.1,0.0016582980017930617
0.12,-0.0056419288739562035,0.1,0.0016582980017930617
0.106,0.005244802683591843,0.1,0.0016582980017930617
0.04,0.001917526125907898,0.1,0.0016582980017930617
0.12,0.023105040192604065,0.1,0.0016582980017930617
0.13,-0.02798410691320896,0.1,0.0016582980017930617
0.08,0.02071119099855423,0.1,0.0016582980017930617
0.09,0.013411425054073334,0.1,0.0016582980017930617
0.12,-0.015432959422469139,0.1,0.0016582980017930617
0.07,-0.010739827528595924,0.1,0.0016582980017930617
0.065,-0.04436655342578888,0.1,0.0016582980017930617
0.13,-0.015312669798731804,0.1,0.0016582980017930617
0.12,-0.008510356768965721,0.1,0.0016582980017930617
0.1,0.009080718271434307,0.1,0.0016582980017930617
0.15,-0.004286538809537888,0.1,0.0016582980017930617
0.12,-0.03811908885836601,0.1,0.0016582980017930617
0.09,0.005244494881480932,0.1,0.0016582980017930617
0.14,-0.02478152886033058,0.1,0.0016582980017930617
0.11,0.0057381391525268555,0.1,0.0016582980017930617
0.13,-0.03526730835437775,0.1,0.0016582980017930617
0.06,-0.01672321930527687,0.1,0.0016582980017930617
0.06,-0.02255595102906227,0.1,0.0016582980017930617
0.07,-0.008003879338502884,0.1,0.0016582980017930617
0.07,-0.013193734921514988,0.1,0.0016582980017930617
0.12,-0.013374246656894684,0.1,0.0016582980017930617
0.04,-0.0038444679230451584,0.1,0.0016582980017930617
0.126,-0.06299513578414917,0.1,0.0016582980017930617
0.1,-0.007784203626215458,0.1,0.0016582980017930617
0.04,0.015568692237138748,0.1,0.0016582980017930617
0.1,0.0021453769877552986,0.1,0.0016582980017930617
0.07,-0.005582297220826149,0.1,0.0016582980017930617
0.04,-0.0146445631980896,0.1,0.0016582980017930617
0.06,0.0013543032109737396,0.1,0.0016582980017930617
0.11,0.004152561537921429,0.1,0.0016582980017930617
0.075,-0.011962676420807838,0.1,0.0016582980017930617
0.13,-0.02256050705909729,0.1,0.0016582980017930617
0.13,-0.014356499537825584,0.1,0.0016582980017930617
0.12,-0.03888322785496712,0.1,0.0016582980017930617
0.1,-0.002400496043264866,0.1,0.0016582980017930617
0.04,-0.011128673329949379,0.1,0.0016582980017930617
0.1,0.009699070826172829,0.1,0.0016582980017930617
0.05,-0.007658723741769791,0.1,0.0016582980017930617
0.12,-0.007444471120834351,0.1,0.0016582980017930617
0.13,-0.010046904906630516,0.1,0.0016582980017930617
0.12,-0.009934134781360626,0.1,0.0016582980017930617
0.1,0.026161491870880127,0.1,0.0016582980017930617
0.07,-0.010837141424417496,0.1,0.0016582980017930617
0.095,0.00927648227661848,0.1,0.0016582980017930617
0.15,-0.011133229359984398,0.1,0.0016582980017930617
0.12,-0.0036423029378056526,0.1,0.0016582980017930617
0.106,0.004840187728404999,0.1,0.0016582980017930617
0.03,-0.011743380688130856,0.1,0.0016582980017930617
0.1,0.012982213869690895,0.1,0.0016582980017930617
0.12,-0.006644652225077152,0.1,0.0016582980017930617
0.1,0.007246072869747877,0.1,0.0016582980017930617
0.07,0.029578976333141327,0.1,0.0016582980017930617
0.05,0.015416841953992844,0.1,0.0016582980017930617
0.1,0.009966686367988586,0.1,0.0016582980017930617
0.15,-0.04649224132299423,0.1,0.0016582980017930617
0.075,0.0028370115906000137,0.1,0.0016582980017930617
0.1,0.018327347934246063,0.1,0.0016582980017930617
0.1,0.0030326135456562042,0.1,0.0016582980017930617
0.06,-0.008619062602519989,0.1,0.0016582980017930617
0.12,-0.019428474828600883,0.1,0.0016582980017930617
0.1,0.006006017327308655,0.1,0.0016582980017930617
0.13,-0.026929248124361038,0.1,0.0016582980017930617
0.1,0.023561274632811546,0.1,0.0016582980017930617
0.11,0.0001639723777770996,0.1,0.0016582980017930617
0.12,-0.011303244158625603,0.1,0.0016582980017930617
0.09,0.004256346728652716,0.1,0.0016582980017930617
0.13,-0.030045056715607643,0.1,0.0016582980017930617
0.08,-0.0035090474411845207,0.1,0.0016582980017930617
0.07,-0.004149984568357468,0.1,0.0016582980017930617
0.12,-0.02855493128299713,0.1,0.0016582980017930617
0.06,-0.019577106460928917,0.1,0.0016582980017930617
0.11,-0.00038744229823350906,0.1,0.0016582980017930617
0.04,-0.012099016457796097,0.1,0.0016582980017930617
0.08,0.015214872546494007,0.1,0.0016582980017930617
0.115,0.00027020182460546494,0.1,0.0016582980017930617
0.13,-0.032885268330574036,0.1,0.0016582980017930617
0.14,-0.016026899218559265,0.1,0.0016582980017930617
0.1,0.010225306265056133,0.1,0.0016582980017930617
0.06,-0.02455556020140648,0.1,0.0016582980017930617
0.06,0.00046220235526561737,0.1,0.0016582980017930617
0.11,0.003268740139901638,0.1,0.0016582980017930617
0.11,0.013210964389145374,0.1,0.0016582980017930617
0.14,-0.02788252755999565,0.1,0.0016582980017930617
0.09,-0.004139019176363945,0.1,0.0016582980017930617
0.08,0.017793972045183182,0.1,0.0016582980017930617
0.1,-0.012110993266105652,0.1,0.0016582980017930617
0.08,0.041856762021780014,0.1,0.0016582980017930617
0.04,0.006750504486262798,0.1,0.0016582980017930617
0.12,-0.01635223627090454,0.1,0.0016582980017930617
0.09,-0.014568811282515526,0.1,0.0016582980017930617
0.095,-0.009369990788400173,0.1,0.0016582980017930617
0.12,-0.017503775656223297,0.1,0.0016582980017930617
0.1,0.0038363956846296787,0.1,0.0016582980017930617
0.065,0.03222958371043205,0.1,0.0016582980017930617
0.095,-0.003415308892726898,0.1,0.0016582980017930617
0.12,-0.01620212383568287,0.1,0.0016582980017930617
0.095,0.033738911151885986,0.1,0.0016582980017930617
0.115,-0.018568983301520348,0.1,0.0016582980017930617
0.12,-0.017714880406856537,0.1,0.0016582980017930617
0.11,-0.0018231011927127838,0.1,0.0016582980017930617
0.1,0.009311700239777565,0.1,0.0016582980017930617
0.05,0.02522280625998974,0.1,0.0016582980017930617
0.12,-0.025256723165512085,0.1,0.0016582980017930617
0.1,-0.005501201376318932,0.1,0.0016582980017930617
0.1,0.0026651136577129364,0.1,0.0016582980017930617
0.09,-0.00540778785943985,0.1,0.0016582980017930617
0.06,0.023407576605677605,0.1,0.0016582980017930617
0.1,0.004028520546853542,0.1,0.0016582980017930617
0.13,-0.03407659754157066,0.1,0.0016582980017930617
0.04,-0.0031058844178915024,0.1,0.0016582980017930617
0.1,-0.012564260512590408,0.1,0.0016582980017930617
0.09,0.00602591410279274,0.1,0.0016582980017930617
0.12,0.0018399432301521301,0.1,0.0016582980017930617
0.05,0.014363599941134453,0.1,0.0016582980017930617
0.07,-0.004371006041765213,0.1,0.0016582980017930617
0.08,-0.0033349008299410343,0.1,0.0016582980017930617
0.14,-0.02216305397450924,0.1,0.0016582980017930617
0.1,0.011499829590320587,0.1,0.0016582980017930617
0.1,0.006456845439970493,0.1,0.0016582980017930617
0.12,-0.011687247082591057,0.1,0.0016582980017930617
0.11,0.008749566972255707,0.1,0.0016582980017930617
0.065,-0.03635585308074951,0.1,0.0016582980017930617
0.04,-0.004679394885897636,0.1,0.0016582980017930617
0.14,-0.023896947503089905,0.1,0.0016582980017930617
0.065,-0.034488558769226074,0.1,0.0016582980017930617
0.13,-0.0473165437579155,0.1,0.0016582980017930617
0.09,0.017764827236533165,0.1,0.0016582980017930617
0.09,-0.004913953132927418,0.1,0.0016582980017930617
0.13,-0.027532920241355896,0.1,0.0016582980017930617
0.12,-0.008661003783345222,0.1,0.0016582980017930617
0.12,-0.00818836223334074,0.105,-0.0016272404178907744
0.15,0.0027197999879717827,0.105,-0.0016272404178907744
0.15,-0.0483953058719635,0.105,-0.0016272404178907744
0.11,0.0021194973960518837,0.105,-0.0016272404178907744
0.1,-0.0018390268087387085,0.105,-0.0016272404178907744
0.065,-0.032639987766742706,0.105,-0.0016272404178907744
0.12,-0.03506193310022354,0.105,-0.0016272404178907744
0.06,-0.018419338390231133,0.106,-0.00204167942423191
0.13,-0.02768668718636036,0.106,-0.00204167942423191
0.12,-0.024854162707924843,0.106,-0.00204167942423191
0.11,0.006150226108729839,0.106,-0.00204167942423191
0.1,-0.0003996351733803749,0.11,-0.004102083589520593
0.1,0.009503811597824097,0.11,-0.004102083589520593
0.12,-0.014469217509031296,0.11,-0.004102083589520593
0.12,0.0005775615572929382,0.11,-0.004102083589520593
0.12,-0.0023573245853185654,0.11,-0.004102083589520593
0.09,0.004768126644194126,0.11,-0.004102083589520593
0.09,0.007337724789977074,0.11,-0.004102083589520593
0.07,-0.0052094412967562675,0.11,-0.004102083589520593
0.095,0.0013673445209860802,0.11,-0.004102083589520593
0.1,0.005966295953840017,0.11,-0.004102083589520593
0.085,0.0013900466728955507,0.11,-0.004102083589520593
0.065,-0.031295277178287506,0.11,-0.004102083589520593
0.12,-0.01469805371016264,0.11,-0.004102083589520593
0.09,0.001664473908022046,0.11,-0.004102083589520593
0.03,-0.006890486925840378,0.11,-0.004102083589520593
0.12,-0.0031953132711350918,0.11,-0.004102083589520593
0.09,-0.013190524652600288,0.11,-0.004102083589520593
0.14,-0.037580378353595734,0.11,-0.004102083589520593
0.07,0.02787717990577221,0.11,-0.004102083589520593
0.09,-0.010838523507118225,0.11,-0.004102083589520593
0.065,-0.041423242539167404,0.11,-0.004102083589520593
0.06,-0.03045492433011532,0.11,-0.004102083589520593
0.13,-0.02688371203839779,0.11,-0.004102083589520593
0.1,0.011202816851437092,0.11,-0.004102083589520593
0.05,-0.012506719678640366,0.11,-0.004102083589520593
0.12,-0.022314559668302536,0.11,-0.004102083589520593
0.12,-0.0007121947128325701,0.11,-0.004102083589520593
0.1,0.0008819214999675751,0.11,-0.004102083589520593
0.065,-0.032399892807006836,0.11,-0.004102083589520593
0.07,0.003726570401340723,0.11,-0.004102083589520593
0.09,0.025177907198667526,0.11,-0.004102083589520593
0.09,0.00046851858496665955,0.11,-0.004102083589520593
0.07,-0.000831285840831697,0.11,-0.004102083589520593
0.12,0.015981271862983704,0.11,-0.004102083589520593
0.12,-0.0027626464143395424,0.11,-0.004102083589520593
0.04,-0.0117279551923275,0.11,-0.004102083589520593
0.13,-0.01848176307976246,0.11,-0.004102083589520593
0.065,-0.03413949906826019,0.11,-0.004102083589520593
0.07,-0.006367962807416916,0.11,-0.004102083589520593
0.08,0.018062688410282135,0.11,-0.004102083589520593
0.1,0.0027139130979776382,0.11,-0.004102083589520593
0.09,0.004215157590806484,0.11,-0.004102083589520593
0.1,0.010246586054563522,0.11,-0.004102083589520593
0.09,-0.003952540922909975,0.11,-0.004102083589520593
0.075,0.00021504517644643784,0.11,-0.004102083589520593
0.14,-0.026781298220157623,0.11,-0.004102083589520593
0.0975,-0.0006261169910430908,0.11,-0.004102083589520593
0.09,0.003527744673192501,0.11,-0.004102083589520593
0.08,0.0052294060587882996,0.11,-0.004102083589520593
0.08,-0.004984821192920208,0.11,-0.004102083589520593
0.11,-0.0029796622693538666,0.11,-0.004102083589520593
0.06,-0.008471108973026276,0.11,-0.004102083589520593
0.1,0.0001739542931318283,0.11,-0.004102083589520593
0.1,0.007931189611554146,0.11,-0.004102083589520593
0.12,-0.024179009720683098,0.11,-0.004102083589520593
0.1,0.0009036781266331673,0.11,-0.004102083589520593
0.12,-0.007678475230932236,0.11,-0.004102083589520593
0.13,-0.02541443146765232,0.11,-0.004102083589520593
0.065,-0.03467801958322525,0.11,-0.004102083589520593
0.1,0.010362918488681316,0.11,-0.004102083589520593
0.065,-0.031122561544179916,0.11,-0.004102083589520593
0.15,-0.029949679970741272,0.11,-0.004102083589520593
0.13,-0.016665665432810783,0.11,-0.004102083589520593
0.08,0.0025397371500730515,0.11,-0.004102083589520593
0.08,0.007175840437412262,0.11,-0.004102083589520593
0.05,-0.02397925779223442,0.11,-0.004102083589520593
0.065,-0.03983983397483826,0.11,-0.004102083589520593
0.13,-0.02984686568379402,0.11,-0.004102083589520593
0.06,0.010808167979121208,0.11,-0.004102083589520593
0.07,0.004105399362742901,0.11,-0.004102083589520593
0.1,0.006004705093801022,0.11,-0.004102083589520593
0.09,0.011801055632531643,0.11,-0.004102083589520593
0.12,-0.003564489772543311,0.11,-0.004102083589520593
0.12,0.00018464215099811554,0.11,-0.004102083589520593
0.1,0.00904505979269743,0.11,-0.004102083589520593
0.1,0.006865066010504961,0.11,-0.004102083589520593
0.11,0.0320294052362442,0.11,-0.004102083589520593
0.095,0.008790558204054832,0.11,-0.004102083589520593
0.12,-0.018025023862719536,0.111,-0.004984485254536109
0.095,0.002792111597955227,0.114,-0.007550115733782051
0.09,0.0177580788731575,0.114,-0.007550115733782051
0.11,0.00011784769594669342,0.115,-0.00838051466606558
0.14,-0.019744280725717545,0.115,-0.00838051466606558
0.14,-0.021304000169038773,0.115,-0.00838051466606558
0.1,0.020497631281614304,0.116,-0.009198537459198691
0.13,-0.029160503298044205,0.117,-0.009988225764645893
0.08,-0.0028169360011816025,0.12,-0.012239615566651126
0.11,0.0046127187088131905,0.12,-0.012239615566651126
0.1,0.009414222091436386,0.12,-0.012239615566651126
0.05,-0.013164930045604706,0.12,-0.012239615566651126
0.03,0.01233510673046112,0.12,-0.012239615566651126
