laser power (watt),shap,lowess laser power (watt),lowess shap
350.0,0.034978050738573074,135.0,-0.09204318735417567
200.0,-0.01787596568465233,135.0,-0.09204318735417567
350.0,0.04187142103910446,140.0,-0.08566577587079327
250.0,0.04786724969744682,140.0,-0.08566577587079327
200.0,-0.019161298871040344,140.0,-0.08566577587079327
250.0,0.03400356322526932,140.0,-0.08566577587079327
200.0,-0.0008022617548704147,140.0,-0.08566577587079327
370.0,0.05658992379903793,140.0,-0.08566577587079327
200.0,-0.012720193713903427,140.0,-0.08566577587079327
175.0,0.0002795904874801636,140.0,-0.08566577587079327
160.0,-0.03848039358854294,140.0,-0.08566577587079327
250.0,0.02162090316414833,141.27,-0.08403764580700228
50.0,-0.1974010020494461,145.0,-0.07921970378321427
170.0,-0.039431944489479065,145.0,-0.07921970378321427
200.0,-0.006982149090617895,145.0,-0.07921970378321427
175.0,-0.009737716056406498,150.0,-0.07264442736309333
200.0,-0.013265876099467278,150.0,-0.07264442736309333
280.0,0.053407274186611176,150.0,-0.07264442736309333
200.0,-0.017421312630176544,150.0,-0.07264442736309333
220.0,0.0011646864004433155,150.0,-0.07264442736309333
95.0,-0.15764884650707245,150.0,-0.07264442736309333
60.0,-0.1776323914527893,150.0,-0.07264442736309333
150.0,-0.06566520035266876,150.0,-0.07264442736309333
200.0,0.002302212407812476,150.0,-0.07264442736309333
300.0,0.06338443607091904,150.0,-0.07264442736309333
285.0,0.05859343335032463,150.0,-0.07264442736309333
200.0,-0.025315996259450912,150.0,-0.07264442736309333
250.0,0.02195936068892479,150.0,-0.07264442736309333
350.0,0.07154741138219833,150.0,-0.07264442736309333
200.0,-0.0014608786441385746,150.0,-0.07264442736309333
200.0,-0.016306009143590927,150.0,-0.07264442736309333
125.0,-0.07867998629808426,150.0,-0.07264442736309333
350.0,0.07377936691045761,150.0,-0.07264442736309333
280.0,0.05777030810713768,150.0,-0.07264442736309333
300.0,0.04224991425871849,150.0,-0.07264442736309333
170.0,-0.032415054738521576,150.0,-0.07264442736309333
340.0,0.06312669068574905,150.0,-0.07264442736309333
300.0,0.048136185854673386,150.0,-0.07264442736309333
370.0,0.10408521443605423,150.0,-0.07264442736309333
350.0,0.07354254275560379,150.0,-0.07264442736309333
350.0,0.056774213910102844,150.0,-0.07264442736309333
370.0,0.06075096130371094,150.0,-0.07264442736309333
200.0,-0.007193037308752537,150.0,-0.07264442736309333
300.0,0.04985087364912033,150.0,-0.07264442736309333
250.0,0.024883270263671875,150.0,-0.07264442736309333
275.0,0.0431811697781086,150.0,-0.07264442736309333
225.0,0.05297461152076721,150.0,-0.07264442736309333
200.0,0.01118222065269947,150.0,-0.07264442736309333
225.0,0.039871834218502045,150.0,-0.07264442736309333
250.0,0.015060082077980042,150.0,-0.07264442736309333
80.0,-0.14338693022727966,150.0,-0.07264442736309333
95.0,-0.17947863042354584,150.0,-0.07264442736309333
200.0,0.0038067251443862915,150.0,-0.07264442736309333
100.0,-0.14670240879058838,150.0,-0.07264442736309333
200.0,0.007404492702335119,150.0,-0.07264442736309333
200.0,0.002017236314713955,150.0,-0.07264442736309333
150.0,-0.09459742903709412,150.0,-0.07264442736309333
300.0,0.06063365563750267,150.0,-0.07264442736309333
100.0,-0.07759568095207214,150.0,-0.07264442736309333
225.0,0.03363495692610741,150.0,-0.07264442736309333
200.0,-0.017896175384521484,150.0,-0.07264442736309333
200.0,-0.01773614063858986,150.0,-0.07264442736309333
380.0,0.07090888917446136,150.0,-0.07264442736309333
200.0,0.025745458900928497,150.0,-0.07264442736309333
270.0,0.048998937010765076,150.0,-0.07264442736309333
200.0,-0.028106508776545525,150.0,-0.07264442736309333
250.0,0.015795480459928513,150.0,-0.07264442736309333
370.0,0.0485609769821167,150.0,-0.07264442736309333
200.0,0.025904877111315727,150.0,-0.07264442736309333
179.0,-0.008940082043409348,150.0,-0.07264442736309333
200.0,0.021585572510957718,150.0,-0.07264442736309333
310.0,0.028931204229593277,150.0,-0.07264442736309333
300.0,0.04628219082951546,150.0,-0.07264442736309333
200.0,-0.0176300797611475,150.0,-0.07264442736309333
300.0,0.05009143427014351,150.0,-0.07264442736309333
175.0,-0.03580651432275772,150.0,-0.07264442736309333
180.0,-0.0074304938316345215,150.0,-0.07264442736309333
225.0,-0.00576162151992321,150.0,-0.07264442736309333
275.0,0.050454407930374146,150.0,-0.07264442736309333
190.0,-0.013406923040747643,150.0,-0.07264442736309333
250.0,0.0046236030757427216,150.0,-0.07264442736309333
370.0,0.03895936161279678,150.0,-0.07264442736309333
280.0,0.06304927170276642,150.0,-0.07264442736309333
250.0,0.024984395131468773,150.0,-0.07264442736309333
250.0,0.0298271756619215,150.0,-0.07264442736309333
200.0,0.03258931264281273,150.0,-0.07264442736309333
225.0,-0.007535201031714678,150.0,-0.07264442736309333
180.0,-0.048129890114068985,150.0,-0.07264442736309333
200.0,-0.029472995549440384,150.0,-0.07264442736309333
200.0,0.005746206268668175,150.0,-0.07264442736309333
380.0,0.07369324564933777,150.0,-0.07264442736309333
340.0,0.049205366522073746,150.0,-0.07264442736309333
200.0,0.019336897879838943,150.0,-0.07264442736309333
50.0,-0.13443052768707275,153.0,-0.06864299496634428
75.0,-0.11583864688873291,153.0,-0.06864299496634428
360.0,0.031219836324453354,153.0,-0.06864299496634428
300.0,0.05952274799346924,153.0,-0.06864299496634428
200.0,-0.01510806754231453,155.0,-0.0659512427385159
200.0,0.023853912949562073,155.0,-0.0659512427385159
400.0,0.08277076482772827,155.0,-0.0659512427385159
100.0,-0.19273564219474792,155.0,-0.0659512427385159
140.0,-0.1341901421546936,155.0,-0.0659512427385159
195.0,0.01487451046705246,155.0,-0.0659512427385159
250.0,0.004101088270545006,160.0,-0.05911850894501126
200.0,-0.015537016093730927,160.0,-0.05911850894501126
200.0,-0.008472973480820656,160.0,-0.05911850894501126
370.0,0.04423990845680237,160.0,-0.05911850894501126
250.0,0.008638789877295494,160.0,-0.05911850894501126
150.0,-0.042711563408374786,160.0,-0.05911850894501126
275.0,0.08829762041568756,160.0,-0.05911850894501126
105.0,-0.17742224037647247,160.0,-0.05911850894501126
200.0,-0.01134805753827095,160.0,-0.05911850894501126
200.0,-0.0160444974899292,160.0,-0.05911850894501126
200.0,-0.025208167731761932,160.0,-0.05911850894501126
200.0,-0.003258440177887678,160.0,-0.05911850894501126
250.0,0.038967065513134,160.0,-0.05911850894501126
200.0,0.02216896042227745,160.0,-0.05911850894501126
275.0,0.0318000391125679,160.0,-0.05911850894501126
160.0,-0.050534438341856,160.0,-0.05911850894501126
400.0,0.06358727067708969,160.0,-0.05911850894501126
225.0,0.01449190266430378,160.0,-0.05911850894501126
350.0,0.030378440394997597,160.0,-0.05911850894501126
150.0,-0.09286198765039444,160.0,-0.05911850894501126
275.0,0.037035416811704636,160.0,-0.05911850894501126
270.0,0.04932798072695732,160.0,-0.05911850894501126
345.0,0.05188421905040741,160.0,-0.05911850894501126
200.0,0.028681622818112373,160.0,-0.05911850894501126
240.0,0.022946445271372795,160.0,-0.05911850894501126
200.0,-0.025948381051421165,160.0,-0.05911850894501126
250.0,0.01827193796634674,160.0,-0.05911850894501126
200.0,0.0012221839278936386,160.0,-0.05911850894501126
350.0,0.07170423120260239,160.0,-0.05911850894501126
370.0,0.043907828629016876,160.81,-0.05799716919824566
350.0,0.06284843385219574,160.81,-0.05799716919824566
105.0,-0.11055415868759155,160.81,-0.05799716919824566
195.0,-0.011831633746623993,165.0,-0.05214388820600352
250.0,0.012001564726233482,166.2,-0.0504551597859415
153.0,-0.058360882103443146,168.0,-0.04791466545538464
360.0,0.04179298132658005,169.0,-0.0464994183403749
250.0,0.012524041347205639,169.0,-0.0464994183403749
135.0,-0.10374397039413452,170.0,-0.045081606999019884
50.0,-0.1580648422241211,170.0,-0.045081606999019884
100.0,-0.18790164589881897,170.0,-0.045081606999019884
225.0,0.01661166176199913,170.0,-0.045081606999019884
280.0,0.05116768553853035,170.0,-0.045081606999019884
200.0,0.027823466807603836,170.0,-0.045081606999019884
195.0,-0.007834451273083687,170.0,-0.045081606999019884
250.0,0.023098155856132507,170.0,-0.045081606999019884
250.0,0.01846933737397194,170.0,-0.045081606999019884
180.0,-0.050538938492536545,170.0,-0.045081606999019884
200.0,-0.01635514572262764,170.0,-0.045081606999019884
200.0,0.06389772891998291,170.0,-0.045081606999019884
275.0,0.04583129659295082,170.0,-0.045081606999019884
380.0,0.05878535658121109,170.0,-0.045081606999019884
350.0,0.07591016590595245,170.0,-0.045081606999019884
380.0,0.07795555144548416,170.0,-0.045081606999019884
250.0,0.021616024896502495,170.0,-0.045081606999019884
150.0,-0.09016180783510208,170.0,-0.045081606999019884
330.0,0.05991288274526596,170.0,-0.045081606999019884
145.0,-0.09907227754592896,170.0,-0.045081606999019884
300.0,0.058647722005844116,170.0,-0.045081606999019884
275.0,0.01771508902311325,170.0,-0.045081606999019884
100.0,-0.1522206813097,170.0,-0.045081606999019884
170.0,-0.016795966774225235,170.0,-0.045081606999019884
200.0,0.00843268446624279,170.0,-0.045081606999019884
195.0,0.0032293563708662987,170.0,-0.045081606999019884
200.0,-0.019580001011490822,170.0,-0.045081606999019884
195.0,-0.020121999084949493,170.0,-0.045081606999019884
180.0,-0.003062521107494831,170.0,-0.045081606999019884
250.0,0.0333016961812973,170.0,-0.045081606999019884
105.0,-0.16554328799247742,170.0,-0.045081606999019884
300.0,0.05357605963945389,170.0,-0.045081606999019884
175.0,0.010046029463410378,170.0,-0.045081606999019884
200.0,0.048935726284980774,170.0,-0.045081606999019884
160.0,-0.059313226491212845,170.0,-0.045081606999019884
350.0,0.0660206601023674,170.0,-0.045081606999019884
200.0,-0.007451117970049381,175.0,-0.03792275482512276
250.0,0.001888613449409604,175.0,-0.03792275482512276
90.0,-0.1360628455877304,175.0,-0.03792275482512276
175.0,0.004267091862857342,175.0,-0.03792275482512276
250.0,0.0370371975004673,175.0,-0.03792275482512276
80.0,-0.1321098506450653,175.0,-0.03792275482512276
250.0,0.003436759114265442,175.0,-0.03792275482512276
175.0,-0.019739806652069092,175.0,-0.03792275482512276
89.1,-0.1671479344367981,175.0,-0.03792275482512276
250.0,0.019546084105968475,175.0,-0.03792275482512276
204.0,0.013393312692642212,175.0,-0.03792275482512276
300.0,0.05714760720729828,175.0,-0.03792275482512276
125.0,-0.05008816346526146,175.0,-0.03792275482512276
225.0,0.003243410959839821,175.0,-0.03792275482512276
200.0,-0.022709831595420837,175.0,-0.03792275482512276
280.0,0.04680459573864937,175.0,-0.03792275482512276
300.0,0.04009552672505379,175.0,-0.03792275482512276
187.5,0.01471406128257513,175.0,-0.03792275482512276
195.0,-0.02162652648985386,175.0,-0.03792275482512276
340.0,0.05271339416503906,175.0,-0.03792275482512276
160.0,-0.07090898603200912,175.0,-0.03792275482512276
350.0,0.062263958156108856,175.0,-0.03792275482512276
175.0,-0.030952289700508118,175.0,-0.03792275482512276
370.0,0.040019042789936066,175.0,-0.03792275482512276
150.0,-0.07319054007530212,175.0,-0.03792275482512276
200.0,0.018819047138094902,175.0,-0.03792275482512276
339.19,0.028375599533319473,175.0,-0.03792275482512276
190.0,0.005571487359702587,175.0,-0.03792275482512276
300.0,0.04181680083274841,175.0,-0.03792275482512276
200.0,-0.028545934706926346,175.0,-0.03792275482512276
380.0,0.08008410036563873,175.0,-0.03792275482512276
200.0,0.014575853943824768,175.0,-0.03792275482512276
300.0,0.04476054757833481,175.0,-0.03792275482512276
200.0,-0.018142830580472946,175.0,-0.03792275482512276
200.0,-0.009253253228962421,175.0,-0.03792275482512276
280.0,0.06803198158740997,175.0,-0.03792275482512276
200.0,-0.028248116374015808,175.0,-0.03792275482512276
150.0,-0.11083657294511795,179.0,-0.03226631183449204
225.0,-0.002648850902915001,179.0,-0.03226631183449204
275.0,0.04774172604084015,180.0,-0.030898516773437704
340.0,0.07536439597606659,180.0,-0.030898516773437704
100.0,-0.2150018811225891,180.0,-0.030898516773437704
250.0,0.0242728553712368,180.0,-0.030898516773437704
250.0,-0.0041358498856425285,180.0,-0.030898516773437704
200.0,0.020312607288360596,180.0,-0.030898516773437704
70.0,-0.11736595630645752,180.0,-0.030898516773437704
175.0,-0.018869781866669655,180.0,-0.030898516773437704
300.0,0.0639181137084961,180.0,-0.030898516773437704
160.0,-0.06620985269546509,180.0,-0.030898516773437704
110.0,-0.15292105078697205,180.0,-0.030898516773437704
185.0,-0.034221261739730835,180.0,-0.030898516773437704
325.0,0.04276227951049805,180.0,-0.030898516773437704
160.0,-0.1074804812669754,180.0,-0.030898516773437704
350.0,0.04830871894955635,180.0,-0.030898516773437704
250.0,0.026662299409508705,180.0,-0.030898516773437704
100.0,-0.12351685762405396,180.0,-0.030898516773437704
170.0,-0.005863542668521404,180.0,-0.030898516773437704
250.0,0.016534848138689995,182.0,-0.02830533010359801
200.0,-0.0033508013002574444,182.0,-0.02830533010359801
250.0,0.04299509525299072,182.0,-0.02830533010359801
95.0,-0.16828185319900513,182.0,-0.02830533010359801
370.0,0.07376711070537567,185.0,-0.024785120838248954
150.0,-0.0883389413356781,185.0,-0.024785120838248954
295.0,0.047648802399635315,185.0,-0.024785120838248954
250.0,0.011789167299866676,185.0,-0.024785120838248954
200.0,-0.019204899668693542,185.0,-0.024785120838248954
200.0,-0.01832536980509758,187.5,-0.022138342451745025
100.0,-0.16430321335792542,187.5,-0.022138342451745025
200.0,0.0012348424643278122,187.5,-0.022138342451745025
350.0,0.06455489993095398,187.5,-0.022138342451745025
150.0,-0.0890754908323288,187.5,-0.022138342451745025
200.0,0.0066747767850756645,187.5,-0.022138342451745025
300.0,0.05290279537439346,187.5,-0.022138342451745025
300.0,0.06387972086668015,187.5,-0.022138342451745025
155.0,-0.04574151337146759,190.0,-0.019134206944585418
275.0,0.039682380855083466,190.0,-0.019134206944585418
100.0,-0.1192590668797493,190.0,-0.019134206944585418
330.0,0.04091436043381691,190.0,-0.019134206944585418
200.0,0.023868391290307045,190.0,-0.019134206944585418
250.0,0.02987867034971714,190.0,-0.019134206944585418
330.0,0.042986758053302765,190.0,-0.019134206944585418
50.0,-0.13343219459056854,190.0,-0.019134206944585418
350.0,0.05270390212535858,190.0,-0.019134206944585418
200.0,-0.011780910193920135,190.0,-0.019134206944585418
350.0,0.04887733608484268,190.0,-0.019134206944585418
325.0,0.07384108752012253,190.0,-0.019134206944585418
240.0,0.023438027128577232,190.0,-0.019134206944585418
350.0,0.06501105427742004,190.0,-0.019134206944585418
350.0,0.0641397014260292,190.0,-0.019134206944585418
200.0,-0.017302148044109344,190.0,-0.019134206944585418
250.0,0.016046663746237755,190.0,-0.019134206944585418
200.0,-0.029308494180440903,190.0,-0.019134206944585418
250.0,0.020205507054924965,190.0,-0.019134206944585418
200.0,-0.017938371747732162,190.0,-0.019134206944585418
125.0,-0.10082896053791046,195.0,-0.014011372231114151
150.0,-0.09483666718006134,195.0,-0.014011372231114151
200.0,-0.02215632051229477,195.0,-0.014011372231114151
200.0,-0.01920531876385212,195.0,-0.014011372231114151
200.0,0.02497982606291771,195.0,-0.014011372231114151
200.0,0.013553692027926445,195.0,-0.014011372231114151
95.0,-0.16612064838409424,195.0,-0.014011372231114151
200.0,-0.00860241986811161,195.0,-0.014011372231114151
350.0,0.03744449093937874,195.0,-0.014011372231114151
270.0,0.051954831928014755,195.0,-0.014011372231114151
100.0,-0.14716508984565735,195.0,-0.014011372231114151
190.0,-0.017136208713054657,195.0,-0.014011372231114151
190.0,-0.005121935158967972,195.0,-0.014011372231114151
250.0,0.0032443981617689133,195.0,-0.014011372231114151
200.0,0.001249547116458416,195.0,-0.014011372231114151
200.0,-0.0023702410981059074,195.0,-0.014011372231114151
135.0,-0.126968115568161,195.0,-0.014011372231114151
120.0,-0.06468813866376877,195.0,-0.014011372231114151
190.0,-0.02386586181819439,195.0,-0.014011372231114151
400.0,0.06564092636108398,195.0,-0.014011372231114151
200.0,-0.025452464818954468,195.0,-0.014011372231114151
190.0,-0.02989540994167328,195.0,-0.014011372231114151
70.0,-0.17042356729507446,195.0,-0.014011372231114151
350.0,0.047426141798496246,195.0,-0.014011372231114151
175.0,-0.037006210535764694,195.0,-0.014011372231114151
195.0,0.013026571832597256,195.0,-0.014011372231114151
350.0,0.06067447364330292,195.0,-0.014011372231114151
153.0,-0.09493821859359741,195.0,-0.014011372231114151
370.0,0.0649678111076355,195.0,-0.014011372231114151
145.0,-0.10060380399227142,200.0,-0.008667518833697143
95.0,-0.19350968301296234,200.0,-0.008667518833697143
200.0,0.006234214641153812,200.0,-0.008667518833697143
