layer thickness (mm),shap,lowess layer thickness (mm),lowess shap
0.05,-0.007726458832621574,0.03,0.0032102332421618403
0.03,0.00028550298884510994,0.03,0.0032102332421618403
0.04,-0.018937356770038605,0.03,0.0032102332421618403
0.03,0.0007541882805526257,0.03,0.0032102332421618403
0.03,0.005272031761705875,0.03,0.0032102332421618403
0.04,-0.00370236998423934,0.03,0.0032102332421618403
0.03,0.0017623195890337229,0.03,0.0032102332421618403
0.04,-0.016243496909737587,0.03,0.0032102332421618403
0.02,0.06420274078845978,0.03,0.0032102332421618403
0.04,-0.007709114346653223,0.03,0.0032102332421618403
0.02,0.05465659499168396,0.03,0.0032102332421618403
0.04,-0.021140476688742638,0.03,0.0032102332421618403
0.03,-0.0041951886378228664,0.03,0.0032102332421618403
0.09,-0.027794044464826584,0.03,0.0032102332421618403
0.06,-0.032119687646627426,0.03,0.0032102332421618403
0.03,0.002907183952629566,0.03,0.0032102332421618403
0.03,0.0030315867625176907,0.03,0.0032102332421618403
0.03,0.007698702625930309,0.03,0.0032102332421618403
0.03,0.008394111879169941,0.03,0.0032102332421618403
0.03,0.004958567209541798,0.03,0.0032102332421618403
0.03,0.00603833794593811,0.03,0.0032102332421618403
0.05,-0.0106416130438447,0.03,0.0032102332421618403
0.03,0.0014704763889312744,0.03,0.0032102332421618403
0.03,0.0089594516903162,0.03,0.0032102332421618403
0.03,0.009174652397632599,0.03,0.0032102332421618403
0.03,0.013098042458295822,0.03,0.0032102332421618403
0.03,-0.001471986062824726,0.03,0.0032102332421618403
0.03,-0.0009701172821223736,0.03,0.0032102332421618403
0.03,0.004605086520314217,0.03,0.0032102332421618403
0.05,-0.01772482506930828,0.03,0.0032102332421618403
0.03,0.0029172301292419434,0.03,0.0032102332421618403
0.03,0.006918217055499554,0.03,0.0032102332421618403
0.03,0.004089232534170151,0.03,0.0032102332421618403
0.03,0.014898626133799553,0.03,0.0032102332421618403
0.06,-0.021793462336063385,0.03,0.0032102332421618403
0.03,0.0011112773790955544,0.03,0.0032102332421618403
0.08,-0.05914382264018059,0.03,0.0032102332421618403
0.06,-0.028623901307582855,0.03,0.0032102332421618403
0.02,0.0412614569067955,0.03,0.0032102332421618403
0.03,0.00034115323796868324,0.03,0.0032102332421618403
0.045,0.007126849144697189,0.03,0.0032102332421618403
0.02,0.046912096440792084,0.03,0.0032102332421618403
0.06,-0.025525249540805817,0.03,0.0032102332421618403
0.03,-0.0016285819001495838,0.03,0.0032102332421618403
0.04,-0.01287061721086502,0.03,0.0032102332421618403
0.03,0.003599114716053009,0.03,0.0032102332421618403
0.03,1.9111204892396927e-05,0.03,0.0032102332421618403
0.04,-0.009912388399243355,0.03,0.0032102332421618403
0.03,0.0049681770615279675,0.03,0.0032102332421618403
0.025,0.002953209914267063,0.03,0.0032102332421618403
0.06,-0.028015095740556717,0.03,0.0032102332421618403
0.02,0.04281911253929138,0.03,0.0032102332421618403
0.08,-0.0744248554110527,0.03,0.0032102332421618403
0.03,0.007864300161600113,0.03,0.0032102332421618403
0.05,-0.01104865875095129,0.03,0.0032102332421618403
0.03,0.008250333368778229,0.03,0.0032102332421618403
0.03,0.002968394197523594,0.03,0.0032102332421618403
0.1,-0.07125674188137054,0.03,0.0032102332421618403
0.03,-4.4374726712703705e-05,0.03,0.0032102332421618403
0.06,-0.025560256093740463,0.03,0.0032102332421618403
0.08,-0.0616668276488781,0.03,0.0032102332421618403
0.025,0.004230870865285397,0.03,0.0032102332421618403
0.03,0.004220678471028805,0.03,0.0032102332421618403
0.03,0.0006712237372994423,0.03,0.0032102332421618403
0.06,-0.0042436267249286175,0.03,0.0032102332421618403
0.03,-0.007052112836390734,0.03,0.0032102332421618403
0.03,0.002421475015580654,0.03,0.0032102332421618403
0.03,0.004203455522656441,0.03,0.0032102332421618403
0.1,-0.051243286579847336,0.03,0.0032102332421618403
0.05,0.010928523726761341,0.03,0.0032102332421618403
0.03,0.00784769095480442,0.03,0.0032102332421618403
0.03,0.002505299635231495,0.03,0.0032102332421618403
0.04,-0.008596215397119522,0.03,0.0032102332421618403
0.025,0.004053538665175438,0.03,0.0032102332421618403
0.02,0.03979264944791794,0.03,0.0032102332421618403
0.1,-0.08780112117528915,0.03,0.0032102332421618403
0.03,-0.010485262610018253,0.03,0.0032102332421618403
0.03,0.000950017012655735,0.03,0.0032102332421618403
0.06,-0.024675481021404266,0.03,0.0032102332421618403
0.04,-0.010218024253845215,0.03,0.0032102332421618403
0.1,-0.06450097262859344,0.03,0.0032102332421618403
0.02,0.05904139205813408,0.03,0.0032102332421618403
0.03,0.0010145637206733227,0.03,0.0032102332421618403
0.03,-0.0002919812686741352,0.03,0.0032102332421618403
0.03,0.015660155564546585,0.03,0.0032102332421618403
0.03,4.998501390218735e-05,0.03,0.0032102332421618403
0.03,0.004192632623016834,0.03,0.0032102332421618403
0.03,0.0016079242341220379,0.03,0.0032102332421618403
0.04,-0.018014153465628624,0.03,0.0032102332421618403
0.03,0.0026461658999323845,0.03,0.0032102332421618403
0.06,-0.031751930713653564,0.03,0.0032102332421618403
0.1,-0.06934291869401932,0.03,0.0032102332421618403
0.045,-0.03318657726049423,0.03,0.0032102332421618403
0.05,-0.015180273912847042,0.03,0.0032102332421618403
0.04,-0.015895865857601166,0.03,0.0032102332421618403
0.1,-0.061359599232673645,0.03,0.0032102332421618403
0.03,0.0033204741775989532,0.03,0.0032102332421618403
0.04,-0.006051769480109215,0.03,0.0032102332421618403
0.03,0.004201274365186691,0.03,0.0032102332421618403
0.06,-0.02874794229865074,0.03,0.0032102332421618403
0.03,0.01387069746851921,0.03,0.0032102332421618403
0.06,-0.027133777737617493,0.03,0.0032102332421618403
0.04,-0.006428167223930359,0.03,0.0032102332421618403
0.02,0.05407770350575447,0.03,0.0032102332421618403
0.1,-0.04988585785031319,0.03,0.0032102332421618403
0.03,0.005251933820545673,0.03,0.0032102332421618403
0.02,0.04329146444797516,0.03,0.0032102332421618403
0.03,0.009737295098602772,0.03,0.0032102332421618403
0.03,0.0023809708654880524,0.03,0.0032102332421618403
0.06,-0.043711185455322266,0.03,0.0032102332421618403
0.03,-1.7044134438037872e-05,0.03,0.0032102332421618403
0.03,0.002864222973585129,0.03,0.0032102332421618403
0.03,0.0030756168998777866,0.03,0.0032102332421618403
0.03,0.007879110984504223,0.03,0.0032102332421618403
0.03,0.007566059473901987,0.03,0.0032102332421618403
0.03,-0.012058419175446033,0.03,0.0032102332421618403
0.05,-0.012918688356876373,0.03,0.0032102332421618403
0.06,-0.046876709908246994,0.03,0.0032102332421618403
0.03,0.0042311218567192554,0.03,0.0032102332421618403
0.06,-0.03162822127342224,0.03,0.0032102332421618403
0.03,-0.001953601371496916,0.03,0.0032102332421618403
0.05,-0.012403585016727448,0.03,0.0032102332421618403
0.08,-0.05655444413423538,0.03,0.0032102332421618403
0.06,-0.0326373353600502,0.03,0.0032102332421618403
0.06,-0.006557859480381012,0.03,0.0032102332421618403
0.04,-0.014703222550451756,0.03,0.0032102332421618403
0.03,0.0007534995675086975,0.03,0.0032102332421618403
0.03,0.0008614659309387207,0.03,0.0032102332421618403
0.03,0.00010639335960149765,0.03,0.0032102332421618403
0.03,0.005607006140053272,0.03,0.0032102332421618403
0.03,0.008946112357079983,0.03,0.0032102332421618403
0.03,0.0013114460743963718,0.03,0.0032102332421618403
0.06,-0.02196459472179413,0.03,0.0032102332421618403
0.03,0.013327660970389843,0.03,0.0032102332421618403
0.03,0.0014836052432656288,0.03,0.0032102332421618403
0.06,-0.020794261246919632,0.03,0.0032102332421618403
0.03,0.0010135616175830364,0.03,0.0032102332421618403
