layer thickness (mm),shap,lowess layer thickness (mm),lowess shap
0.03,0.0049074795097112656,0.03,0.0032102332421618403
0.03,0.014673498459160328,0.03,0.0032102332421618403
0.03,0.004197226371616125,0.03,0.0032102332421618403
0.05,-0.011577589437365532,0.03,0.0032102332421618403
0.04,-0.026681754738092422,0.03,0.0032102332421618403
0.03,0.0029907673597335815,0.03,0.0032102332421618403
0.01,0.055963482707738876,0.03,0.0032102332421618403
0.03,0.0009043137542903423,0.03,0.0032102332421618403
0.03,0.0006984085775911808,0.03,0.0032102332421618403
0.02,0.07592324167490005,0.03,0.0032102332421618403
0.03,0.002813681960105896,0.03,0.0032102332421618403
0.03,0.00559427123516798,0.03,0.0032102332421618403
0.04,-0.015721632167696953,0.03,0.0032102332421618403
0.03,0.006079415790736675,0.03,0.0032102332421618403
0.03,-0.00023542484268546104,0.03,0.0032102332421618403
0.05,-0.016665827482938766,0.03,0.0032102332421618403
0.03,0.0025842301547527313,0.03,0.0032102332421618403
0.03,0.0038817469030618668,0.03,0.0032102332421618403
0.04,-0.004275974351912737,0.03,0.0032102332421618403
0.03,0.0016786158084869385,0.03,0.0032102332421618403
0.03,0.0009047854691743851,0.03,0.0032102332421618403
0.06,-0.020906735211610794,0.03,0.0032102332421618403
0.02,0.06445683538913727,0.03,0.0032102332421618403
0.03,0.005856050178408623,0.03,0.0032102332421618403
0.03,0.0017100959084928036,0.03,0.0032102332421618403
0.1,-0.05808074027299881,0.03,0.0032102332421618403
0.03,0.002732599154114723,0.03,0.0032102332421618403
0.01,0.03716428205370903,0.03,0.0032102332421618403
0.03,-0.0005203848704695702,0.03,0.0032102332421618403
0.03,6.381608545780182e-05,0.03,0.0032102332421618403
0.04,-0.0029610153287649155,0.03,0.0032102332421618403
0.02,0.026552826166152954,0.03,0.0032102332421618403
0.03,0.00014993827790021896,0.03,0.0032102332421618403
0.03,0.004285974428057671,0.03,0.0032102332421618403
0.06,-0.026259826496243477,0.03,0.0032102332421618403
0.06,-0.05073689669370651,0.03,0.0032102332421618403
0.02,0.032836370170116425,0.03,0.0032102332421618403
0.03,0.002897493541240692,0.03,0.0032102332421618403
0.06,-0.027483031153678894,0.03,0.0032102332421618403
0.08,-0.040988385677337646,0.03,0.0032102332421618403
0.1,-0.07113493233919144,0.03,0.0032102332421618403
0.03,0.007125446572899818,0.03,0.0032102332421618403
0.06,-0.04514281451702118,0.03,0.0032102332421618403
0.03,0.022016307339072227,0.03,0.0032102332421618403
0.1,-0.051489509642124176,0.03,0.0032102332421618403
0.03,0.0018887831829488277,0.03,0.0032102332421618403
0.02,0.050965193659067154,0.03,0.0032102332421618403
0.03,0.010165901854634285,0.03,0.0032102332421618403
0.03,0.004472305998206139,0.03,0.0032102332421618403
0.06,-0.0053026145324110985,0.03,0.0032102332421618403
0.03,-0.002322174608707428,0.03,0.0032102332421618403
0.1,-0.060670047998428345,0.03,0.0032102332421618403
0.03,0.006896606646478176,0.03,0.0032102332421618403
0.02,0.05341503769159317,0.03,0.0032102332421618403
0.03,-0.010944798588752747,0.03,0.0032102332421618403
0.03,0.002270177472382784,0.03,0.0032102332421618403
0.04,-0.0111455786973238,0.03,0.0032102332421618403
0.03,-0.0011398650240153074,0.03,0.0032102332421618403
0.04,0.008623462170362473,0.03,0.0032102332421618403
0.05,-0.024512749165296555,0.03,0.0032102332421618403
0.05,-0.006463890429586172,0.03,0.0032102332421618403
0.045,-0.02047281712293625,0.03,0.0032102332421618403
0.08,-0.07477393746376038,0.03,0.0032102332421618403
0.02,0.04043104499578476,0.03,0.0032102332421618403
0.06,-0.033744823187589645,0.03,0.0032102332421618403
0.03,0.002294423058629036,0.03,0.0032102332421618403
0.03,-0.005863882601261139,0.03,0.0032102332421618403
0.02,0.023544296622276306,0.03,0.0032102332421618403
0.09,-0.04305507615208626,0.03,0.0032102332421618403
0.03,0.0011968184262514114,0.03,0.0032102332421618403
0.03,0.001975645311176777,0.03,0.0032102332421618403
0.03,-0.001794327050447464,0.03,0.0032102332421618403
0.04,-0.010203380137681961,0.03,0.0032102332421618403
0.03,-0.0014136056415736675,0.03,0.0032102332421618403
0.03,0.004305626265704632,0.03,0.0032102332421618403
0.1,-0.060918137431144714,0.03,0.0032102332421618403
0.04,-0.005178428255021572,0.03,0.0032102332421618403
0.03,0.0021639587357640266,0.03,0.0032102332421618403
0.05,-0.014320405200123787,0.03,0.0032102332421618403
0.02,0.0642642006278038,0.03,0.0032102332421618403
0.03,-0.0168208759278059,0.03,0.0032102332421618403
0.03,-0.00019463244825601578,0.03,0.0032102332421618403
0.03,-0.002596849575638771,0.03,0.0032102332421618403
0.03,-0.013695796951651573,0.03,0.0032102332421618403
0.01,0.08149422705173492,0.03,0.0032102332421618403
0.06,-0.05312865227460861,0.03,0.0032102332421618403
0.03,0.0007478208281099796,0.03,0.0032102332421618403
0.05,-0.03920707851648331,0.03,0.0032102332421618403
0.05,-0.010789474472403526,0.03,0.0032102332421618403
0.03,0.0004860013723373413,0.03,0.0032102332421618403
0.06,-0.005084947682917118,0.03,0.0032102332421618403
0.01,0.041771985590457916,0.03,0.0032102332421618403
0.06,-0.01556801050901413,0.03,0.0032102332421618403
0.04,0.0005337458569556475,0.03,0.0032102332421618403
0.03,0.007966259494423866,0.03,0.0032102332421618403
0.03,0.0006201597861945629,0.03,0.0032102332421618403
0.05,-0.013582211919128895,0.03,0.0032102332421618403
0.03,-0.009659422561526299,0.03,0.0032102332421618403
0.03,0.007741885259747505,0.03,0.0032102332421618403
0.04,-0.012400131672620773,0.03,0.0032102332421618403
0.05,-0.01100785844027996,0.03,0.0032102332421618403
0.06,0.006554027087986469,0.03,0.0032102332421618403
0.03,0.01036396436393261,0.03,0.0032102332421618403
0.04,-0.01628013700246811,0.03,0.0032102332421618403
0.03,-0.003559560514986515,0.03,0.0032102332421618403
0.03,-0.008309099823236465,0.03,0.0032102332421618403
0.04,-0.0030919061973690987,0.03,0.0032102332421618403
0.03,0.002334553748369217,0.03,0.0032102332421618403
0.03,0.01004869770258665,0.03,0.0032102332421618403
0.03,-0.0028899498283863068,0.03,0.0032102332421618403
0.03,0.0018553277477622032,0.03,0.0032102332421618403
0.03,0.002547713927924633,0.03,0.0032102332421618403
0.03,0.004118971526622772,0.03,0.0032102332421618403
0.02,0.04867827892303467,0.03,0.0032102332421618403
0.03,-0.0005904072895646095,0.03,0.0032102332421618403
0.03,0.0011248537339270115,0.03,0.0032102332421618403
0.03,-0.01648758165538311,0.03,0.0032102332421618403
0.04,-0.02000778540968895,0.03,0.0032102332421618403
0.06,-0.01828952692449093,0.03,0.0032102332421618403
0.025,0.016627967357635498,0.03,0.0032102332421618403
0.03,0.002338767983019352,0.03,0.0032102332421618403
0.03,0.003742718603461981,0.03,0.0032102332421618403
0.04,-0.014064021408557892,0.03,0.0032102332421618403
0.06,-0.023299165070056915,0.03,0.0032102332421618403
0.1,-0.04219557344913483,0.03,0.0032102332421618403
0.03,-0.0016800304874777794,0.03,0.0032102332421618403
0.1,-0.06437309831380844,0.03,0.0032102332421618403
0.02,0.04401911795139313,0.03,0.0032102332421618403
0.05,0.009517094120383263,0.03,0.0032102332421618403
0.03,0.00045229867100715637,0.03,0.0032102332421618403
0.02,0.04026207700371742,0.03,0.0032102332421618403
0.03,0.004766937345266342,0.03,0.0032102332421618403
0.03,0.002511509694159031,0.03,0.0032102332421618403
0.05,-0.031464800238609314,0.03,0.0032102332421618403
0.06,-0.02716280333697796,0.03,0.0032102332421618403
0.03,0.005083934403955936,0.03,0.0032102332421618403
0.04,-0.013239948078989983,0.03,0.0032102332421618403
0.03,0.008183044381439686,0.03,0.0032102332421618403
0.03,0.0064409635961055756,0.03,0.0032102332421618403
0.04,-0.01604333147406578,0.03,0.0032102332421618403
0.025,0.0031005963683128357,0.03,0.0032102332421618403
0.03,0.0014814911410212517,0.03,0.0032102332421618403
0.03,0.005726257339119911,0.03,0.0032102332421618403
0.03,0.008511491119861603,0.03,0.0032102332421618403
0.04,-0.006605413742363453,0.03,0.0032102332421618403
0.03,-0.005621902644634247,0.03,0.0032102332421618403
0.04,-0.012395419180393219,0.03,0.0032102332421618403
0.03,0.0018318230286240578,0.03,0.0032102332421618403
0.03,-0.011032707057893276,0.03,0.0032102332421618403
0.03,0.008917476050555706,0.03,0.0032102332421618403
0.025,0.011127566918730736,0.03,0.0032102332421618403
0.04,-0.02960936166346073,0.03,0.0032102332421618403
0.03,-0.00537198456004262,0.03,0.0032102332421618403
0.05,-0.008302431553602219,0.03,0.0032102332421618403
0.03,0.0010652504861354828,0.03,0.0032102332421618403
0.03,0.010949293151497841,0.03,0.0032102332421618403
0.1,-0.06318439543247223,0.03,0.0032102332421618403
0.03,0.0009115445427596569,0.03,0.0032102332421618403
0.03,0.015061895363032818,0.03,0.0032102332421618403
0.02,0.04381558299064636,0.03,0.0032102332421618403
0.1,-0.05217507854104042,0.03,0.0032102332421618403
0.1,-0.05772898346185684,0.03,0.0032102332421618403
0.03,-0.0021915812976658344,0.03,0.0032102332421618403
0.05,0.005201805382966995,0.03,0.0032102332421618403
0.03,0.00422951765358448,0.03,0.0032102332421618403
0.025,0.014398525469005108,0.03,0.0032102332421618403
0.03,0.0023609455674886703,0.03,0.0032102332421618403
0.04,-0.015018977224826813,0.03,0.0032102332421618403
0.06,-0.03764895349740982,0.03,0.0032102332421618403
0.03,0.0035304632037878036,0.03,0.0032102332421618403
0.03,0.0010762130841612816,0.03,0.0032102332421618403
0.03,-0.007069353014230728,0.03,0.0032102332421618403
0.03,-0.00032322295010089874,0.03,0.0032102332421618403
0.03,0.0018929513171315193,0.03,0.0032102332421618403
0.03,0.0016529373824596405,0.03,0.0032102332421618403
0.02,0.07202516496181488,0.03,0.0032102332421618403
0.04,0.018708135932683945,0.03,0.0032102332421618403
0.02,0.08025304228067398,0.03,0.0032102332421618403
0.03,0.005572465248405933,0.03,0.0032102332421618403
0.1,-0.04543330520391464,0.03,0.0032102332421618403
0.03,-0.008985701948404312,0.03,0.0032102332421618403
0.03,-0.007480326108634472,0.03,0.0032102332421618403
0.03,0.005588355474174023,0.03,0.0032102332421618403
0.04,-0.0027279313653707504,0.03,0.0032102332421618403
0.06,-0.03949126601219177,0.03,0.0032102332421618403
0.04,0.005977077875286341,0.03,0.0032102332421618403
0.03,0.003020896576344967,0.03,0.0032102332421618403
0.04,-0.01480349712073803,0.03,0.0032102332421618403
0.09,-0.05597706139087677,0.03,0.0032102332421618403
0.03,0.004239398054778576,0.03,0.0032102332421618403
0.03,0.003240428399294615,0.03,0.0032102332421618403
0.03,0.00426418986171484,0.03,0.0032102332421618403
0.1,-0.05344881862401962,0.03,0.0032102332421618403
0.04,-0.013563787564635277,0.03,0.0032102332421618403
0.06,-0.010196160525083542,0.03,0.0032102332421618403
0.03,-0.0010159227531403303,0.03,0.0032102332421618403
0.04,-0.016722697764635086,0.03,0.0032102332421618403
0.03,-0.0016740579158067703,0.03,0.0032102332421618403
0.04,-0.002517489017918706,0.03,0.0032102332421618403
0.03,0.012167135253548622,0.03,0.0032102332421618403
0.03,-0.0009236196056008339,0.03,0.0032102332421618403
0.04,-0.0008878330700099468,0.03,0.0032102332421618403
0.01,0.057701364159584045,0.03,0.0032102332421618403
0.037,-0.016153061762452126,0.03,0.0032102332421618403
0.03,0.0020883684046566486,0.03,0.0032102332421618403
0.06,-0.024270074442029,0.03,0.0032102332421618403
0.02,0.04987841472029686,0.03,0.0032102332421618403
0.03,0.007059706840664148,0.03,0.0032102332421618403
0.02,0.0594477578997612,0.03,0.0032102332421618403
0.03,0.0028929286636412144,0.03,0.0032102332421618403
0.03,0.001137465238571167,0.03,0.0032102332421618403
0.03,0.005367380566895008,0.03,0.0032102332421618403
0.03,0.002566981129348278,0.03,0.0032102332421618403
0.03,0.0032080942764878273,0.03,0.0032102332421618403
0.03,0.0008302568458020687,0.03,0.0032102332421618403
0.03,-0.005222020670771599,0.03,0.0032102332421618403
0.03,0.0009981365874409676,0.03,0.0032102332421618403
0.06,-0.026378832757472992,0.03,0.0032102332421618403
0.03,0.007370520383119583,0.03,0.0032102332421618403
0.04,-0.020886598154902458,0.03,0.0032102332421618403
0.03,0.0028370991349220276,0.03,0.0032102332421618403
0.03,0.0036142701283097267,0.03,0.0032102332421618403
0.03,0.004730412736535072,0.03,0.0032102332421618403
0.06,-0.03518684208393097,0.03,0.0032102332421618403
0.03,-0.0003981124609708786,0.03,0.0032102332421618403
0.06,-0.019245076924562454,0.03,0.0032102332421618403
0.03,-0.0172005333006382,0.03,0.0032102332421618403
0.03,-0.0011254651471972466,0.03,0.0032102332421618403
0.06,-0.004352761432528496,0.03,0.0032102332421618403
0.025,0.012028452008962631,0.03,0.0032102332421618403
0.03,0.004772380460053682,0.03,0.0032102332421618403
0.03,0.0058124433271586895,0.03,0.0032102332421618403
0.03,0.004766806028783321,0.03,0.0032102332421618403
0.045,-0.013597342185676098,0.03,0.0032102332421618403
0.03,0.005008084699511528,0.03,0.0032102332421618403
0.04,-0.018961424008011818,0.03,0.0032102332421618403
0.03,0.004795579239726067,0.03,0.0032102332421618403
0.02,0.05807668715715408,0.03,0.0032102332421618403
0.01,0.06238289177417755,0.03,0.0032102332421618403
0.03,-0.005140592344105244,0.03,0.0032102332421618403
0.03,-0.002622947096824646,0.03,0.0032102332421618403
0.03,-0.017609013244509697,0.03,0.0032102332421618403
0.03,0.010946150869131088,0.03,0.0032102332421618403
0.03,0.002412973903119564,0.03,0.0032102332421618403
0.03,-0.005022724159061909,0.03,0.0032102332421618403
0.04,-0.027519509196281433,0.03,0.0032102332421618403
0.045,-0.023262953385710716,0.03,0.0032102332421618403
0.03,-0.004312255419790745,0.03,0.0032102332421618403
0.045,-0.02063591778278351,0.03,0.0032102332421618403
0.04,-0.027935829013586044,0.03,0.0032102332421618403
0.04,-0.01830676943063736,0.03,0.0032102332421618403
0.06,-0.02560851350426674,0.03,0.0032102332421618403
0.03,0.0038762898184359074,0.03,0.0032102332421618403
0.045,-0.015797197818756104,0.03,0.0032102332421618403
0.04,-0.012319582514464855,0.03,0.0032102332421618403
0.02,0.042203664779663086,0.03,0.0032102332421618403
0.03,0.00026603415608406067,0.03,0.0032102332421618403
0.06,-0.039851121604442596,0.03,0.0032102332421618403
0.04,0.0016202954575419426,0.03,0.0032102332421618403
0.01,0.058395303785800934,0.03,0.0032102332421618403
0.03,0.0009619174525141716,0.03,0.0032102332421618403
0.02,0.04649948328733444,0.03,0.0032102332421618403
0.03,0.006083101499825716,0.03,0.0032102332421618403
0.03,0.0014147614128887653,0.03,0.0032102332421618403
0.03,-0.0002973731607198715,0.03,0.0032102332421618403
0.05,-0.006216062698513269,0.03,0.0032102332421618403
0.025,0.005282919853925705,0.03,0.0032102332421618403
0.03,0.01816532202064991,0.03,0.0032102332421618403
0.06,-0.01956781931221485,0.03,0.0032102332421618403
0.03,-0.0006741555407643318,0.03,0.0032102332421618403
0.05,-0.008845866657793522,0.03,0.0032102332421618403
0.03,0.0024248086847364902,0.03,0.0032102332421618403
0.03,0.005745003931224346,0.03,0.0032102332421618403
0.05,-2.5246525183320045e-05,0.03,0.0032102332421618403
0.04,0.01868976466357708,0.03,0.0032102332421618403
0.045,0.0022352440282702446,0.03,0.0032102332421618403
0.03,0.002601371146738529,0.03,0.0032102332421618403
0.03,-0.006139530800282955,0.03,0.0032102332421618403
0.03,-0.004915904253721237,0.03,0.0032102332421618403
0.02,0.06082732602953911,0.03,0.0032102332421618403
0.04,-0.008096071891486645,0.03,0.0032102332421618403
0.05,-0.0021101408638060093,0.03,0.0032102332421618403
0.03,-0.006685188971459866,0.03,0.0032102332421618403
0.03,0.003855923656374216,0.03,0.0032102332421618403
0.03,0.01878698170185089,0.03,0.0032102332421618403
0.1,-0.08117992430925369,0.03,0.0032102332421618403
0.025,0.009052316658198833,0.03,0.0032102332421618403
0.06,-0.003836650401353836,0.03,0.0032102332421618403
0.03,0.0011007823050022125,0.03,0.0032102332421618403
0.04,-0.00412701116874814,0.03,0.0032102332421618403
0.03,0.014624043367803097,0.03,0.0032102332421618403
0.03,0.0018150117248296738,0.03,0.0032102332421618403
0.05,-0.01664685644209385,0.03,0.0032102332421618403
0.1,-0.0767887756228447,0.03,0.0032102332421618403
0.03,0.007563658989965916,0.03,0.0032102332421618403
0.03,0.006827585399150848,0.03,0.0032102332421618403
0.03,0.0009283293038606644,0.03,0.0032102332421618403
0.03,0.0058226203545928,0.03,0.0032102332421618403
0.03,-0.0018537379801273346,0.03,0.0032102332421618403
0.03,0.00817037932574749,0.03,0.0032102332421618403
0.03,0.005313313566148281,0.03,0.0032102332421618403
0.03,0.0015132669359445572,0.03,0.0032102332421618403
0.03,0.0018745828419923782,0.03,0.0032102332421618403
0.04,-0.01833120733499527,0.03,0.0032102332421618403
0.04,-0.02023053914308548,0.03,0.0032102332421618403
0.05,-0.016691328957676888,0.03,0.0032102332421618403
0.06,-0.022863661870360374,0.03,0.0032102332421618403
0.03,-0.0009968490339815617,0.03,0.0032102332421618403
0.03,0.004675411619246006,0.03,0.0032102332421618403
0.025,0.009942786768078804,0.03,0.0032102332421618403
0.06,-0.05655243247747421,0.03,0.0032102332421618403
0.03,-4.214886575937271e-05,0.03,0.0032102332421618403
0.03,-0.006720172241330147,0.03,0.0032102332421618403
0.025,0.01072497759014368,0.03,0.0032102332421618403
0.03,0.00019574305042624474,0.03,0.0032102332421618403
0.03,0.00728817842900753,0.03,0.0032102332421618403
0.025,-0.004024658352136612,0.03,0.0032102332421618403
0.03,0.007877468131482601,0.03,0.0032102332421618403
0.02,0.04833422601222992,0.03,0.0032102332421618403
0.03,0.000478159636259079,0.03,0.0032102332421618403
0.04,-0.02301466278731823,0.03,0.0032102332421618403
0.03,0.011063137091696262,0.03,0.0032102332421618403
0.05,-0.008425982668995857,0.03,0.0032102332421618403
0.03,-0.0356345996260643,0.03,0.0032102332421618403
0.03,0.0019275080412626266,0.03,0.0032102332421618403
0.05,-0.009784596040844917,0.03,0.0032102332421618403
0.03,-0.0006352760829031467,0.03,0.0032102332421618403
0.03,0.006781689822673798,0.03,0.0032102332421618403
0.03,0.007113245781511068,0.03,0.0032102332421618403
0.03,0.005359994247555733,0.03,0.0032102332421618403
0.03,0.00567835196852684,0.03,0.0032102332421618403
0.03,0.0001624803990125656,0.03,0.0032102332421618403
0.045,-0.007189569994807243,0.03,0.0032102332421618403
0.06,-0.023288562893867493,0.03,0.0032102332421618403
0.03,-0.0003511253744363785,0.03,0.0032102332421618403
0.06,-0.01333556231111288,0.03,0.0032102332421618403
0.1,-0.08075089007616043,0.03,0.0032102332421618403
0.03,0.0026584696024656296,0.03,0.0032102332421618403
0.03,0.006772570312023163,0.03,0.0032102332421618403
0.03,0.00502922385931015,0.03,0.0032102332421618403
0.03,0.006812592037022114,0.03,0.0032102332421618403
0.03,0.01180894672870636,0.03,0.0032102332421618403
0.03,0.003874431364238262,0.03,0.0032102332421618403
0.03,0.00839308649301529,0.03,0.0032102332421618403
0.04,-0.00808488018810749,0.03,0.0032102332421618403
0.03,-0.0035957489162683487,0.03,0.0032102332421618403
0.03,0.008334215730428696,0.03,0.0032102332421618403
0.03,0.01390880811959505,0.03,0.0032102332421618403
0.03,0.002953312359750271,0.03,0.0032102332421618403
0.025,0.016211995854973793,0.03,0.0032102332421618403
0.06,-0.02546059712767601,0.03,0.0032102332421618403
0.05,-0.015688510611653328,0.03,0.0032102332421618403
0.03,0.004140650853514671,0.03,0.0032102332421618403
0.03,0.010951479896903038,0.03,0.0032102332421618403
0.03,-0.0015387751627713442,0.03,0.0032102332421618403
0.06,-0.01344352588057518,0.03,0.0032102332421618403
0.03,0.004584264010190964,0.03,0.0032102332421618403
0.03,0.0031555325258523226,0.03,0.0032102332421618403
0.05,-0.01311816181987524,0.03,0.0032102332421618403
0.03,0.004135428927838802,0.03,0.0032102332421618403
0.03,-0.007198508828878403,0.03,0.0032102332421618403
0.04,-0.012687813490629196,0.03,0.0032102332421618403
0.02,0.05605389550328255,0.03,0.0032102332421618403
0.03,0.00105985626578331,0.03,0.0032102332421618403
0.03,0.0016636867076158524,0.03,0.0032102332421618403
0.03,0.006766173057258129,0.03,0.0032102332421618403
0.037,-0.015637388452887535,0.03,0.0032102332421618403
0.04,-0.01987353526055813,0.03,0.0032102332421618403
0.05,-0.002110178116708994,0.03,0.0032102332421618403
0.05,-0.009017124772071838,0.03,0.0032102332421618403
0.04,-0.021371761336922646,0.03,0.0032102332421618403
0.025,0.014209555462002754,0.03,0.0032102332421618403
0.03,0.0025334469974040985,0.03,0.0032102332421618403
0.02,0.06084572523832321,0.03,0.0032102332421618403
0.05,-0.0018543307669460773,0.03,0.0032102332421618403
0.06,-0.02986552007496357,0.03,0.0032102332421618403
0.03,0.009639699943363667,0.03,0.0032102332421618403
0.03,-0.0075292158871889114,0.03,0.0032102332421618403
0.03,0.016134556382894516,0.03,0.0032102332421618403
0.025,0.013858417049050331,0.03,0.0032102332421618403
0.03,0.0014083711430430412,0.03,0.0032102332421618403
0.05,-0.020881153643131256,0.03,0.0032102332421618403
0.045,-0.013218903914093971,0.03,0.0032102332421618403
0.03,0.003228435292840004,0.03,0.0032102332421618403
0.05,-0.002224341267719865,0.03,0.0032102332421618403
0.04,0.014422274194657803,0.03,0.0032102332421618403
0.1,-0.08692698180675507,0.03,0.0032102332421618403
0.03,0.0027710357680916786,0.03,0.0032102332421618403
0.045,0.007020032964646816,0.03,0.0032102332421618403
0.05,-0.009863050654530525,0.03,0.0032102332421618403
0.03,0.0030909338966012,0.03,0.0032102332421618403
0.03,0.002276347018778324,0.03,0.0032102332421618403
0.03,0.005569113418459892,0.03,0.0032102332421618403
0.05,0.010437519289553165,0.03,0.0032102332421618403
0.03,0.002683183178305626,0.03,0.0032102332421618403
0.05,-0.015035275369882584,0.03,0.0032102332421618403
0.03,0.002491389401257038,0.03,0.0032102332421618403
0.03,0.00095377117395401,0.03,0.0032102332421618403
0.03,0.0101395845413208,0.03,0.0032102332421618403
0.03,0.002244823146611452,0.03,0.0032102332421618403
0.04,-0.017230086028575897,0.03,0.0032102332421618403
0.025,0.006888763979077339,0.03,0.0032102332421618403
0.03,-0.00836651399731636,0.03,0.0032102332421618403
0.03,0.004192869178950787,0.03,0.0032102332421618403
0.06,-0.013497848995029926,0.03,0.0032102332421618403
0.02,0.05093555897474289,0.03,0.0032102332421618403
0.04,-0.012286090292036533,0.03,0.0032102332421618403
0.06,-0.027013834565877914,0.03,0.0032102332421618403
0.04,-0.008260874077677727,0.03,0.0032102332421618403
0.03,0.0027342732064425945,0.03,0.0032102332421618403
0.1,-0.05427440628409386,0.03,0.0032102332421618403
0.03,0.0032936381176114082,0.03,0.0032102332421618403
0.08,-0.054763518273830414,0.03,0.0032102332421618403
0.03,0.0032632139045745134,0.03,0.0032102332421618403
0.04,-0.024682799354195595,0.03,0.0032102332421618403
0.025,0.006269501522183418,0.03,0.0032102332421618403
0.1,-0.06113281100988388,0.03,0.0032102332421618403
0.06,-0.03112090937793255,0.03,0.0032102332421618403
0.06,-0.05481681227684021,0.03,0.0032102332421618403
0.04,0.0003704293631017208,0.03,0.0032102332421618403
0.06,-0.033024877309799194,0.03,0.0032102332421618403
0.09,-0.054403163492679596,0.03,0.0032102332421618403
0.06,-0.01378626562654972,0.03,0.0032102332421618403
0.03,0.015315070748329163,0.03,0.0032102332421618403
0.06,-0.010734815150499344,0.03,0.0032102332421618403
0.03,-0.0024182042106986046,0.03,0.0032102332421618403
0.02,0.025237886235117912,0.03,0.0032102332421618403
0.03,0.001608310267329216,0.03,0.0032102332421618403
0.1,-0.06868641823530197,0.03,0.0032102332421618403
0.03,-0.002372235991060734,0.03,0.0032102332421618403
0.04,-0.022330550476908684,0.03,0.0032102332421618403
0.03,0.0018809400498867035,0.03,0.0032102332421618403
0.03,0.0024380716495215893,0.03,0.0032102332421618403
0.02,0.043441519141197205,0.03,0.0032102332421618403
0.03,0.0020999207627028227,0.03,0.0032102332421618403
0.04,-0.013423929922282696,0.03,0.0032102332421618403
0.03,0.002619306556880474,0.03,0.0032102332421618403
0.03,0.008476480841636658,0.03,0.0032102332421618403
0.03,0.0029065655544400215,0.03,0.0032102332421618403
0.03,0.0011782930232584476,0.03,0.0032102332421618403
0.04,-0.009573450312018394,0.03,0.0032102332421618403
0.03,0.0030694385059177876,0.03,0.0032102332421618403
0.045,-0.010336349718272686,0.03,0.0032102332421618403
0.05,-0.01327817514538765,0.03,0.0032102332421618403
0.05,-0.010304775089025497,0.03,0.0032102332421618403
0.06,-0.019616205245256424,0.03,0.0032102332421618403
0.1,-0.07210762053728104,0.03,0.0032102332421618403
0.03,0.0013693305663764477,0.03,0.0032102332421618403
0.03,0.0017478642985224724,0.03,0.0032102332421618403
0.01,0.051204320043325424,0.03,0.0032102332421618403
0.1,-0.05366535484790802,0.03,0.0032102332421618403
0.04,-0.027699530124664307,0.03,0.0032102332421618403
0.06,-0.040137648582458496,0.03,0.0032102332421618403
0.04,0.003172563388943672,0.03,0.0032102332421618403
0.05,-0.017539355903863907,0.03,0.0032102332421618403
0.06,-0.04231578856706619,0.03,0.0032102332421618403
0.03,-0.00442056730389595,0.03,0.0032102332421618403
0.04,-0.012711313553154469,0.03,0.0032102332421618403
0.03,0.0025703664869070053,0.03,0.0032102332421618403
0.03,0.004104550927877426,0.03,0.0032102332421618403
0.03,-0.0011826520785689354,0.03,0.0032102332421618403
0.03,0.0019398359581828117,0.03,0.0032102332421618403
0.03,0.009716150350868702,0.03,0.0032102332421618403
0.06,-0.027406351640820503,0.03,0.0032102332421618403
0.1,-0.07231611013412476,0.03,0.0032102332421618403
0.01,0.05644050985574722,0.03,0.0032102332421618403
0.025,0.027886739000678062,0.03,0.0032102332421618403
0.03,0.0010775183327496052,0.03,0.0032102332421618403
0.03,0.006687019020318985,0.03,0.0032102332421618403
0.03,0.010926403105258942,0.03,0.0032102332421618403
0.03,0.006567315198481083,0.037,-0.008334538946963439
0.02,0.03570648655295372,0.037,-0.008334538946963439
0.03,0.0033985720947384834,0.037,-0.008334538946963439
0.08,-0.05700356885790825,0.037,-0.008334538946963439
0.04,-0.012645984068512917,0.037,-0.008334538946963439
0.02,0.04502715542912483,0.037,-0.008334538946963439
0.03,0.007872575893998146,0.037,-0.008334538946963439
0.04,-0.016545120626688004,0.037,-0.008334538946963439
0.03,0.008011741563677788,0.04,-0.01347846978758491
0.03,0.003594151698052883,0.04,-0.01347846978758491
0.03,-0.0029983967542648315,0.04,-0.01347846978758491
0.05,-0.010926336981356144,0.04,-0.01347846978758491
0.05,-0.0021580250468105078,0.04,-0.01347846978758491
0.03,0.001837258692830801,0.04,-0.01347846978758491
0.03,0.0022259876132011414,0.04,-0.01347846978758491
0.02,0.04893315210938454,0.04,-0.01347846978758491
0.02,0.02245589904487133,0.04,-0.01347846978758491
0.04,-0.017959071323275566,0.04,-0.01347846978758491
0.03,0.0029043154790997505,0.04,-0.01347846978758491
0.03,-0.005274225026369095,0.04,-0.01347846978758491
0.04,-0.014974374324083328,0.04,-0.01347846978758491
0.06,-0.028577379882335663,0.04,-0.01347846978758491
0.03,-0.0022245608270168304,0.04,-0.01347846978758491
0.03,0.006585936993360519,0.04,-0.01347846978758491
0.04,-0.013045456260442734,0.04,-0.01347846978758491
0.06,-0.03241898864507675,0.04,-0.01347846978758491
0.05,-0.008738309144973755,0.04,-0.01347846978758491
0.1,-0.068565234541893,0.04,-0.01347846978758491
0.03,-0.006135918200016022,0.04,-0.01347846978758491
0.04,-0.017107514664530754,0.04,-0.01347846978758491
0.02,0.04372289031744003,0.04,-0.01347846978758491
0.075,-0.033311329782009125,0.04,-0.01347846978758491
0.03,-0.0023094462230801582,0.04,-0.01347846978758491
0.1,-0.07993696630001068,0.04,-0.01347846978758491
