melting point (C),shap,lowess melting point (C),lowess shap
502.0,-0.17227768898010254,570.0,-0.004400854008666722
1375.0,0.02129690907895565,570.0,-0.004400854008666722
455.0,-0.12683002650737762,570.0,-0.004400854008666722
1083.2,0.016667161136865616,570.0,-0.004400854008666722
1375.0,0.018670694902539253,570.0,-0.004400854008666722
640.0,0.001430403906852007,570.0,-0.004400854008666722
1375.0,0.016152681782841682,570.0,-0.004400854008666722
477.0,-0.15873564779758453,570.0,-0.004400854008666722
1375.0,0.008804362267255783,570.0,-0.004400854008666722
1417.44,0.012948758900165558,570.0,-0.004400854008666722
1339.0,0.019353697076439857,570.0,-0.004400854008666722
570.0,0.0051500024273991585,570.0,-0.004400854008666722
1083.2,0.014169993810355663,570.0,-0.004400854008666722
1071.0,0.011477386578917503,570.0,-0.004400854008666722
1435.97,0.03078645095229149,570.0,-0.004400854008666722
1595.0,0.009690304286777973,570.0,-0.004400854008666722
1083.2,0.01860848441720009,570.0,-0.004400854008666722
1083.2,0.01773626171052456,570.0,-0.004400854008666722
1339.0,0.021258868277072906,570.0,-0.004400854008666722
1375.0,0.02150772139430046,570.0,-0.004400854008666722
1260.0,0.022704511880874634,570.0,-0.004400854008666722
577.0,0.0015675835311412811,570.0,-0.004400854008666722
570.0,-0.01049722172319889,570.0,-0.004400854008666722
1260.0,0.012190809473395348,570.0,-0.004400854008666722
1435.0,0.011657033115625381,570.0,-0.004400854008666722
1260.0,0.016880441457033157,570.0,-0.004400854008666722
455.0,-0.167880117893219,570.0,-0.004400854008666722
1684.0,-0.002045626752078533,570.0,-0.004400854008666722
502.0,-0.14744269847869873,570.0,-0.004400854008666722
1375.0,0.01987660676240921,570.0,-0.004400854008666722
1260.0,0.0021787085570394993,570.0,-0.004400854008666722
1375.0,0.020787999033927917,570.0,-0.004400854008666722
1684.0,-0.0031813830137252808,570.0,-0.004400854008666722
1339.0,0.013174192979931831,570.0,-0.004400854008666722
570.0,0.00715599674731493,570.0,-0.004400854008666722
1684.0,0.0018896805122494698,570.0,-0.004400854008666722
441.0,-0.18617375195026398,570.0,-0.004400854008666722
1364.0,0.013429546728730202,570.0,-0.004400854008666722
1375.0,0.01581561006605625,570.0,-0.004400854008666722
1375.0,0.010767143219709396,570.0,-0.004400854008666722
1375.0,0.01979910023510456,570.0,-0.004400854008666722
1375.0,0.02103460393846035,570.0,-0.004400854008666722
1375.0,0.018011456355452538,570.0,-0.004400854008666722
570.0,-0.01238196063786745,570.0,-0.004400854008666722
640.0,0.012140469625592232,570.0,-0.004400854008666722
1684.0,0.018723033368587494,570.0,-0.004400854008666722
1364.0,0.01373497024178505,570.0,-0.004400854008666722
1339.0,0.015249768272042274,570.0,-0.004400854008666722
570.0,-0.016959048807621002,570.0,-0.004400854008666722
1260.0,0.01125896256417036,570.0,-0.004400854008666722
1375.0,0.01239327434450388,570.0,-0.004400854008666722
3410.0,0.009552162140607834,570.0,-0.004400854008666722
1435.97,0.006473410874605179,570.0,-0.004400854008666722
1435.97,0.009140774607658386,570.0,-0.004400854008666722
1339.0,0.018663164228200912,570.0,-0.004400854008666722
1339.0,0.018417775630950928,570.0,-0.004400854008666722
1083.2,0.01491796225309372,570.0,-0.004400854008666722
640.0,0.010059057734906673,570.0,-0.004400854008666722
1354.0,0.010706261731684208,570.0,-0.004400854008666722
1400.0,0.03219347447156906,570.0,-0.004400854008666722
1375.0,0.020346127450466156,570.0,-0.004400854008666722
3410.0,0.0035994620993733406,570.0,-0.004400854008666722
1375.0,0.032937247306108475,570.0,-0.004400854008666722
1435.97,0.021346991881728172,570.0,-0.004400854008666722
570.0,-0.013168705627322197,570.0,-0.004400854008666722
570.0,-0.007324043661355972,570.0,-0.004400854008666722
1684.0,0.0041313450783491135,570.0,-0.004400854008666722
582.0,-0.011036104522645473,570.0,-0.004400854008666722
1375.0,0.014266528189182281,570.0,-0.004400854008666722
1410.0,0.029856864362955093,570.0,-0.004400854008666722
1071.0,0.011209165677428246,570.0,-0.004400854008666722
1684.0,0.0009816791862249374,570.0,-0.004400854008666722
999.0,0.0011085639707744122,570.0,-0.004400854008666722
1375.0,0.02327912673354149,570.0,-0.004400854008666722
1650.0,-0.001879137009382248,570.0,-0.004400854008666722
1083.2,0.016290346160531044,570.0,-0.004400854008666722
1375.0,0.014643289148807526,570.0,-0.004400854008666722
649.0,0.0067094676196575165,570.0,-0.004400854008666722
503.0,-0.07641205191612244,570.0,-0.004400854008666722
1435.97,0.024213051423430443,570.0,-0.004400854008666722
1684.0,0.01593783125281334,570.0,-0.004400854008666722
570.0,0.0020582471042871475,570.0,-0.004400854008666722
455.0,-0.1903972029685974,570.0,-0.004400854008666722
1260.0,0.0047060176730155945,570.0,-0.004400854008666722
591.0,-0.0003371620550751686,570.0,-0.004400854008666722
1375.0,0.01853950507938862,570.0,-0.004400854008666722
455.0,-0.2125927060842514,570.0,-0.004400854008666722
1650.0,0.00333529245108366,570.0,-0.004400854008666722
1083.2,0.011714024469256401,570.0,-0.004400854008666722
999.0,0.005035003647208214,570.0,-0.004400854008666722
1260.0,0.01115784328430891,570.0,-0.004400854008666722
441.0,-0.184120774269104,570.0,-0.004400854008666722
1290.0,0.02203335426747799,570.0,-0.004400854008666722
1260.0,0.010388325899839401,570.0,-0.004400854008666722
1417.44,0.022529540583491325,570.0,-0.004400854008666722
1260.0,0.01373567245900631,577.0,-0.004133223364118893
1684.0,-0.0056396424770355225,577.0,-0.004133223364118893
570.0,0.002511292928829789,577.0,-0.004133223364118893
582.0,0.022747807204723358,577.0,-0.004133223364118893
1435.97,0.015190737321972847,577.0,-0.004133223364118893
1684.0,0.0011958321556448936,577.0,-0.004133223364118893
1260.0,0.022510791197419167,577.0,-0.004133223364118893
1375.0,0.02350570634007454,577.0,-0.004133223364118893
1684.0,0.009520752355456352,577.0,-0.004133223364118893
1364.0,0.011716749519109726,577.0,-0.004133223364118893
999.0,0.0052468013018369675,577.0,-0.004133223364118893
1339.0,0.01953240856528282,577.0,-0.004133223364118893
660.0,0.007316730450838804,577.0,-0.004133223364118893
1260.0,0.035274457186460495,577.0,-0.004133223364118893
1083.2,0.018096933141350746,577.0,-0.004133223364118893
1339.0,0.017386192455887794,577.0,-0.004133223364118893
1684.0,0.006824159063398838,577.0,-0.004133223364118893
1500.0,0.010727986693382263,577.0,-0.004133223364118893
1364.0,0.012880705296993256,577.0,-0.004133223364118893
1435.97,0.018713949248194695,577.0,-0.004133223364118893
1260.0,0.014851009473204613,577.0,-0.004133223364118893
640.0,0.027913030236959457,577.0,-0.004133223364118893
1375.0,0.01954938843846321,577.0,-0.004133223364118893
640.0,0.017497504130005836,577.0,-0.004133223364118893
570.0,-0.00398743711411953,577.0,-0.004133223364118893
1684.0,0.010262768715620041,577.0,-0.004133223364118893
1700.0,-0.002038780599832535,577.0,-0.004133223364118893
477.0,-0.15370294451713562,577.0,-0.004133223364118893
1071.0,0.014930922538042068,577.0,-0.004133223364118893
1410.0,0.01908433437347412,582.0,-0.003942443845457865
477.0,-0.1601269245147705,582.0,-0.003942443845457865
1375.0,0.014444254338741302,582.0,-0.003942443845457865
1375.0,0.015247343108057976,582.0,-0.003942443845457865
1480.57,0.016300350427627563,582.0,-0.003942443845457865
1684.0,0.011242702603340149,582.0,-0.003942443845457865
1435.97,0.03191616013646126,582.0,-0.003942443845457865
1684.0,-0.0002376902848482132,582.0,-0.003942443845457865
1684.0,0.0005635321140289307,582.0,-0.003942443845457865
1375.0,0.01602151244878769,582.0,-0.003942443845457865
3410.0,0.009098315611481667,582.0,-0.003942443845457865
1083.2,0.0167843010276556,582.0,-0.003942443845457865
1684.0,-0.0020342417992651463,582.0,-0.003942443845457865
1339.0,0.017246438190340996,582.0,-0.003942443845457865
1071.0,0.01345802377909422,582.0,-0.003942443845457865
1435.97,0.018469393253326416,582.0,-0.003942443845457865
653.0,0.01827850751578808,582.0,-0.003942443845457865
1375.0,0.021603889763355255,582.0,-0.003942443845457865
1426.0,0.007737360894680023,582.0,-0.003942443845457865
3410.0,0.006897820625454187,582.0,-0.003942443845457865
1684.0,0.0010143714025616646,582.0,-0.003942443845457865
570.0,-0.007495599333196878,591.0,-0.0035997956857768054
1480.57,0.016197064891457558,591.0,-0.0035997956857768054
1410.0,0.026697412133216858,591.0,-0.0035997956857768054
1684.0,0.005294643342494965,591.0,-0.0035997956857768054
477.0,-0.18527138233184814,591.0,-0.0035997956857768054
1354.0,0.015582684427499771,591.0,-0.0035997956857768054
1684.0,0.0157745573669672,591.0,-0.0035997956857768054
570.0,-0.006727712228894234,591.0,-0.0035997956857768054
660.0,-0.0034096078015863895,591.0,-0.0035997956857768054
1684.0,0.00865735299885273,591.0,-0.0035997956857768054
570.0,0.0022915531881153584,605.0,-0.0030685052551346487
3410.0,0.00970710813999176,605.0,-0.0030685052551346487
570.0,0.004832337610423565,605.0,-0.0030685052551346487
1339.0,0.011862083338201046,605.0,-0.0030685052551346487
570.0,-0.01132167037576437,605.0,-0.0030685052551346487
1684.0,-0.002484587486833334,605.0,-0.0030685052551346487
477.0,-0.15882816910743713,605.0,-0.0030685052551346487
1375.0,0.015700438991189003,605.0,-0.0030685052551346487
1684.0,0.005957087501883507,605.0,-0.0030685052551346487
3410.0,0.009824075736105442,632.0,-0.0020483144792869216
1455.0,0.028844758868217468,632.0,-0.0020483144792869216
1339.0,0.020991778001189232,632.0,-0.0020483144792869216
1071.0,0.019320813938975334,632.0,-0.0020483144792869216
1071.0,0.010071209631860256,632.0,-0.0020483144792869216
660.0,0.0092818234115839,632.0,-0.0020483144792869216
1650.0,0.0050636958330869675,632.0,-0.0020483144792869216
1375.0,0.01941416785120964,640.0,-0.0017467764578285698
582.0,-0.003765648230910301,640.0,-0.0017467764578285698
1410.0,0.0022160550579428673,640.0,-0.0017467764578285698
1375.0,0.00610695593059063,640.0,-0.0017467764578285698
640.0,0.016117120161652565,640.0,-0.0017467764578285698
3410.0,0.008225725963711739,640.0,-0.0017467764578285698
605.0,-0.0005397640634328127,640.0,-0.0017467764578285698
1375.0,0.011208923533558846,640.0,-0.0017467764578285698
1260.0,0.010881083086133003,640.0,-0.0017467764578285698
3410.0,6.546732038259506e-05,640.0,-0.0017467764578285698
577.0,-0.0038687046617269516,640.0,-0.0017467764578285698
504.0,-0.0360710546374321,640.0,-0.0017467764578285698
1404.0,0.030151091516017914,640.0,-0.0017467764578285698
1400.0,0.007323116064071655,640.0,-0.0017467764578285698
999.0,0.003260304220020771,640.0,-0.0017467764578285698
1684.0,0.0016169259324669838,640.0,-0.0017467764578285698
1684.0,-0.00022628996521234512,640.0,-0.0017467764578285698
1404.0,0.012892654165625572,640.0,-0.0017467764578285698
999.0,0.012234650552272797,640.0,-0.0017467764578285698
1375.0,0.020934443920850754,640.0,-0.0017467764578285698
1260.0,0.007642481941729784,640.0,-0.0017467764578285698
1339.0,0.01419101096689701,640.0,-0.0017467764578285698
1339.0,0.013869775459170341,640.0,-0.0017467764578285698
1339.0,0.01613837294280529,640.0,-0.0017467764578285698
1071.0,0.013558218255639076,640.0,-0.0017467764578285698
1375.0,0.014659931883215904,640.0,-0.0017467764578285698
1339.0,0.012809008359909058,640.0,-0.0017467764578285698
1083.2,0.0171999242156744,640.0,-0.0017467764578285698
1339.0,0.01617458462715149,640.0,-0.0017467764578285698
3410.0,0.009640701115131378,640.0,-0.0017467764578285698
1417.44,0.01758428104221821,640.0,-0.0017467764578285698
1684.0,-0.0014745746739208698,640.0,-0.0017467764578285698
1339.0,0.01630634441971779,640.0,-0.0017467764578285698
1375.0,0.009920256212353706,640.0,-0.0017467764578285698
591.0,0.01930309273302555,640.0,-0.0017467764578285698
1071.0,0.013901323080062866,640.0,-0.0017467764578285698
577.0,0.0064571695402264595,640.0,-0.0017467764578285698
1071.0,0.012878799811005592,640.0,-0.0017467764578285698
1400.0,0.026597479358315468,640.0,-0.0017467764578285698
1260.0,0.009235063567757607,640.0,-0.0017467764578285698
1435.97,0.016286829486489296,640.0,-0.0017467764578285698
653.0,0.01632170006632805,640.0,-0.0017467764578285698
1290.0,0.008738270960748196,640.0,-0.0017467764578285698
640.0,-0.0007944032549858093,640.0,-0.0017467764578285698
640.0,0.010101123712956905,640.0,-0.0017467764578285698
1455.0,0.020954415202140808,640.0,-0.0017467764578285698
1375.0,0.006957912817597389,640.0,-0.0017467764578285698
1684.0,0.022823506966233253,640.0,-0.0017467764578285698
1650.0,0.0044975923374295235,640.0,-0.0017467764578285698
3410.0,0.009491648524999619,640.0,-0.0017467764578285698
1375.0,0.01685798540711403,640.0,-0.0017467764578285698
660.0,0.01349826529622078,640.0,-0.0017467764578285698
649.0,0.008109183982014656,640.0,-0.0017467764578285698
1417.44,0.008979160338640213,640.0,-0.0017467764578285698
455.0,-0.2243843376636505,649.0,-0.0014077604153552613
1684.0,0.027422089129686356,649.0,-0.0014077604153552613
1404.0,0.016896212473511696,649.0,-0.0014077604153552613
1375.0,0.012698536738753319,649.0,-0.0014077604153552613
582.0,0.029821407049894333,649.0,-0.0014077604153552613
1375.0,0.01684729941189289,649.0,-0.0014077604153552613
570.0,0.0020514782518148422,649.0,-0.0014077604153552613
504.0,-0.057913292199373245,649.0,-0.0014077604153552613
1660.0,0.010073067620396614,649.0,-0.0014077604153552613
1260.0,0.019139062613248825,649.0,-0.0014077604153552613
502.0,-0.15583989024162292,649.0,-0.0014077604153552613
1375.0,0.012572547420859337,649.0,-0.0014077604153552613
640.0,0.005833202041685581,649.0,-0.0014077604153552613
3410.0,0.004759784787893295,649.0,-0.0014077604153552613
1260.0,0.014961525797843933,649.0,-0.0014077604153552613
1260.0,0.012140053324401379,649.0,-0.0014077604153552613
1684.0,-0.0001552209723740816,649.0,-0.0014077604153552613
640.0,0.0012098811566829681,649.0,-0.0014077604153552613
1410.0,0.031559158116579056,649.0,-0.0014077604153552613
570.0,0.011961409822106361,649.0,-0.0014077604153552613
1375.0,0.010356920771300793,650.0,-0.0013701021247406063
649.0,0.00633267592638731,650.0,-0.0013701021247406063
1435.97,0.022630849853157997,650.0,-0.0013701021247406063
1435.97,0.024555645883083344,653.0,-0.0012571367486376476
640.0,0.009820516221225262,653.0,-0.0012571367486376476
1083.2,0.018717624247074127,653.0,-0.0012571367486376476
477.0,-0.19215574860572815,653.0,-0.0012571367486376476
605.0,0.004551663063466549,653.0,-0.0012571367486376476
1455.0,0.023016665130853653,653.0,-0.0012571367486376476
1435.97,0.02395319752395153,653.0,-0.0012571367486376476
605.0,0.013603655621409416,653.0,-0.0012571367486376476
1684.0,0.010920624248683453,653.0,-0.0012571367486376476
1375.0,0.008536692708730698,653.0,-0.0012571367486376476
1435.97,0.01746009662747383,653.0,-0.0012571367486376476
558.0,-0.012675842270255089,653.0,-0.0012571367486376476
477.0,-0.19270317256450653,653.0,-0.0012571367486376476
653.0,0.015768595039844513,653.0,-0.0012571367486376476
1480.57,0.022574514150619507,660.0,-0.000993596742318561
3410.0,0.009718425571918488,660.0,-0.000993596742318561
1650.0,0.011484854854643345,660.0,-0.000993596742318561
1435.97,0.01577092707157135,660.0,-0.000993596742318561
1684.0,-0.00185479037463665,660.0,-0.000993596742318561
1684.0,0.0035343868657946587,660.0,-0.000993596742318561
1071.0,0.010449395515024662,660.0,-0.000993596742318561
1071.0,0.01228061318397522,660.0,-0.000993596742318561
1660.0,0.027484681457281113,660.0,-0.000993596742318561
1375.0,0.013374174945056438,660.0,-0.000993596742318561
1684.0,0.010728897526860237,660.0,-0.000993596742318561
640.0,0.004465806297957897,660.0,-0.000993596742318561
1339.0,0.017379280179739,660.0,-0.000993596742318561
1375.0,0.015038080513477325,660.0,-0.000993596742318561
660.0,-0.002304249443113804,660.0,-0.000993596742318561
504.0,-0.03786459192633629,660.0,-0.000993596742318561
660.0,0.014929222874343395,660.0,-0.000993596742318561
1423.0,0.008841929957270622,660.0,-0.000993596742318561
1375.0,0.018391843885183334,660.0,-0.000993596742318561
1071.0,0.008888059295713902,660.0,-0.000993596742318561
1684.0,-0.0017503584967926145,999.0,0.012731170670542047
1071.0,0.017301147803664207,999.0,0.012731170670542047
1375.0,0.017637915909290314,999.0,0.012731170670542047
3410.0,0.010260241106152534,999.0,0.012731170670542047
660.0,0.01534593291580677,999.0,0.012731170670542047
1684.0,0.0012599928304553032,999.0,0.012731170670542047
582.0,-0.007320602424442768,999.0,0.012731170670542047
1650.0,0.008167924359440804,999.0,0.012731170670542047
1684.0,-0.0022767293266952038,999.0,0.012731170670542047
1354.0,0.01468922570347786,999.0,0.012731170670542047
1435.97,0.011882136575877666,999.0,0.012731170670542047
1339.0,0.016980497166514397,999.0,0.012731170670542047
1684.0,0.020373394712805748,999.0,0.012731170670542047
1684.0,-0.005847953259944916,999.0,0.012731170670542047
570.0,0.0030472453217953444,999.0,0.012731170670542047
1435.97,0.010956224985420704,999.0,0.012731170670542047
1375.0,0.020514704287052155,999.0,0.012731170670542047
504.0,-0.024823296815156937,999.0,0.012731170670542047
1435.97,0.016623983159661293,999.0,0.012731170670542047
477.0,-0.18157048523426056,999.0,0.012731170670542047
1339.0,0.014334551990032196,999.0,0.012731170670542047
1354.0,0.014379188418388367,999.0,0.012731170670542047
1260.0,0.0057655153796076775,999.0,0.012731170670542047
1364.0,0.01120213232934475,999.0,0.012731170670542047
1684.0,-0.005455323029309511,999.0,0.012731170670542047
999.0,0.0023012347519397736,999.0,0.012731170670542047
570.0,0.0034048473462462425,999.0,0.012731170670542047
640.0,0.011520637199282646,999.0,0.012731170670542047
582.0,-0.004854364786297083,999.0,0.012731170670542047
3410.0,0.012469150125980377,999.0,0.012731170670542047
1435.0,0.011433730833232403,999.0,0.012731170670542047
1375.0,0.01529921405017376,999.0,0.012731170670542047
570.0,0.01796552538871765,999.0,0.012731170670542047
1260.0,0.009642521850764751,999.0,0.012731170670542047
649.0,0.015674296766519547,999.0,0.012731170670542047
1083.2,0.0135936439037323,999.0,0.012731170670542047
1426.0,0.01445967610925436,999.0,0.012731170670542047
570.0,0.0011977300746366382,1071.0,0.013226212301501054
1684.0,-0.001953129656612873,1071.0,0.013226212301501054
1684.0,-8.732732385396957e-05,1071.0,0.013226212301501054
1660.0,0.006260251626372337,1071.0,0.013226212301501054
1339.0,0.013620316982269287,1071.0,0.013226212301501054
1339.0,0.018584325909614563,1071.0,0.013226212301501054
582.0,-0.004397321958094835,1071.0,0.013226212301501054
1375.0,0.0160804633051157,1071.0,0.013226212301501054
1260.0,0.018074505031108856,1071.0,0.013226212301501054
660.0,0.01259259320795536,1071.0,0.013226212301501054
1417.44,0.018687929958105087,1071.0,0.013226212301501054
1260.0,0.02046322077512741,1071.0,0.013226212301501054
1417.44,0.0191743653267622,1071.0,0.013226212301501054
570.0,0.0066183777526021,1071.0,0.013226212301501054
1071.0,0.011243755929172039,1071.0,0.013226212301501054
1375.0,0.020596818998456,1071.0,0.013226212301501054
1083.2,0.017412638291716576,1071.0,0.013226212301501054
1071.0,0.013338361866772175,1071.0,0.013226212301501054
455.0,-0.15429256856441498,1071.0,0.013226212301501054
1375.0,0.013236729428172112,1071.0,0.013226212301501054
1260.0,0.006532329600304365,1071.0,0.013226212301501054
577.0,5.088932812213898e-05,1071.0,0.013226212301501054
477.0,-0.17943722009658813,1071.0,0.013226212301501054
570.0,-0.0045049553737044334,1071.0,0.013226212301501054
1083.2,0.0170946903526783,1071.0,0.013226212301501054
999.0,0.01682271994650364,1071.0,0.013226212301501054
3410.0,-0.004905343987047672,1071.0,0.013226212301501054
1339.0,0.014873279258608818,1071.0,0.013226212301501054
1684.0,-0.002694237045943737,1071.0,0.013226212301501054
570.0,0.0005180442240089178,1071.0,0.013226212301501054
1684.0,-0.0023811664432287216,1071.0,0.013226212301501054
1339.0,0.008996246382594109,1071.0,0.013226212301501054
570.0,-0.00401839055120945,1071.0,0.013226212301501054
1684.0,-0.0013644583523273468,1071.0,0.013226212301501054
1684.0,-0.0023590456694364548,1071.0,0.013226212301501054
