reflectivity (%),thermal conductivity (W/mK),specific heat capacity (J/gK),density(g/cm3),melting point (C),laser power (watt),scan speed (mm/s),layer thickness (mm),hatch spacing (mm),energy density (J/mm3),relative density (%)
71,236,0.89,2.7,660,250,2000,0.03,0.1,41.67,97.61
71,236,0.89,2.7,660,250,1800,0.03,0.1,46.30,98.51
71,236,0.89,2.7,660,250,1600,0.03,0.1,52.08,97.63
71,236,0.89,2.7,660,250,1400,0.03,0.1,59.52,98.14
71,236,0.89,2.7,660,250,1200,0.03,0.1,69.44,98.07
71,236,0.89,2.7,660,250,1000,0.03,0.1,83.33,97.94
71,236,0.89,2.7,660,250,800,0.03,0.1,104.17,98.14
71,236,0.89,2.7,660,250,600,0.03,0.1,138.89,98.49
71,236,0.89,2.7,660,250,400,0.03,0.1,208.33,98.30
71,236,0.89,2.7,660,200,2000,0.03,0.1,33.33,94.04
71,236,0.89,2.7,660,200,1800,0.03,0.1,37.04,95.52
71,236,0.89,2.7,660,200,1600,0.03,0.1,41.67,96.05
71,236,0.89,2.7,660,200,1400,0.03,0.1,47.62,96.48
71,236,0.89,2.7,660,200,1200,0.03,0.1,55.56,97.50
71,236,0.89,2.7,660,200,1000,0.03,0.1,66.67,95.68
71,236,0.89,2.7,660,200,800,0.03,0.1,83.33,95.52
71,236,0.89,2.7,660,200,600,0.03,0.1,111.11,93.86
71,236,0.89,2.7,660,200,400,0.03,0.1,166.67,94.37
90,385,0.385,8.93,1083.2,240,600,0.01,0.05,800.00,99.66
90,385,0.385,8.93,1083.2,220,600,0.01,0.05,733.33,99.76
90,385,0.385,8.93,1083.2,200,800,0.01,0.05,500.00,97.60
90,385,0.385,8.93,1083.2,200,600,0.01,0.05,666.67,99.61
90,385,0.385,8.93,1083.2,200,600,0.01,0.01,3333.33,97.60
90,385,0.385,8.93,1083.2,200,600,0.01,0.03,1111.11,98.70
90,385,0.385,8.93,1083.2,200,600,0.01,0.07,476.19,98.60
90,385,0.385,8.93,1083.2,200,400,0.01,0.05,1000.00,99.28
90,385,0.385,8.93,1083.2,200,200,0.01,0.05,2000.00,98.90
90,385,0.385,8.93,1083.2,180,600,0.01,0.05,600.00,97.18
90,385,0.385,8.93,1083.2,160,600,0.01,0.05,533.33,95.34
90,385,0.385,8.93,1083.2,140,600,0.01,0.05,466.67,92.23
68.28317168,9.4,0.422,8.62,1354,225,1200,0.025,0.04,187.50,97.96
68.28317168,9.4,0.422,8.62,1354,225,800,0.025,0.04,281.25,99.42
68.28317168,9.4,0.422,8.62,1354,225,600,0.025,0.04,375.00,99.54
68.28317168,9.4,0.422,8.62,1354,225,400,0.025,0.04,562.50,99.12
68.28317168,9.4,0.422,8.62,1354,225,200,0.025,0.04,1125.00,99.15
68.28317168,9.4,0.422,8.62,1354,225,100,0.025,0.04,2250.00,96.68
68.28317168,9.4,0.422,8.62,1354,190,1200,0.025,0.04,158.33,98.41
68.28317168,9.4,0.422,8.62,1354,190,800,0.025,0.04,237.50,99.03
68.28317168,9.4,0.422,8.62,1354,190,600,0.025,0.04,316.67,99.38
68.28317168,9.4,0.422,8.62,1354,190,400,0.025,0.04,475.00,99.43
68.28317168,9.4,0.422,8.62,1354,190,200,0.025,0.04,950.00,98.28
68.28317168,9.4,0.422,8.62,1354,190,100,0.025,0.04,1900.00,98.03
68.28317168,9.4,0.422,8.62,1354,170,1200,0.025,0.04,141.67,97.77
68.28317168,9.4,0.422,8.62,1354,170,800,0.025,0.04,212.50,98.67
68.28317168,9.4,0.422,8.62,1354,170,600,0.025,0.04,283.33,99.32
68.28317168,9.4,0.422,8.62,1354,170,400,0.025,0.04,425.00,99.43
68.28317168,9.4,0.422,8.62,1354,170,200,0.025,0.04,850.00,97.78
68.28317168,9.4,0.422,8.62,1354,170,100,0.025,0.04,1700.00,96.56
68.28317168,9.4,0.422,8.62,1354,150,1200,0.025,0.04,125.00,98.71
68.28317168,9.4,0.422,8.62,1354,150,800,0.025,0.04,187.50,98.83
68.28317168,9.4,0.422,8.62,1354,150,600,0.025,0.04,250.00,99.35
68.28317168,9.4,0.422,8.62,1354,150,400,0.025,0.04,375.00,99.45
68.28317168,9.4,0.422,8.62,1354,150,200,0.025,0.04,750.00,99.60
68.28317168,9.4,0.422,8.62,1354,150,100,0.025,0.04,1500.00,98.70
68.28317168,9.4,0.422,8.62,1354,110,1200,0.025,0.04,91.67,94.39
68.28317168,9.4,0.422,8.62,1354,110,800,0.025,0.04,137.50,96.76
68.28317168,9.4,0.422,8.62,1354,110,600,0.025,0.04,183.33,97.58
68.28317168,9.4,0.422,8.62,1354,110,400,0.025,0.04,275.00,99.44
68.28317168,9.4,0.422,8.62,1354,110,200,0.025,0.04,550.00,99.55
68.28317168,9.4,0.422,8.62,1354,110,100,0.025,0.04,1100.00,97.83
56.848,6.7,0.5263,4.43,1684,370,1500,0.06,0.09,45.68,99.44
56.848,6.7,0.5263,4.43,1684,370,1500,0.06,0.12,34.26,98.25
56.848,6.7,0.5263,4.43,1684,370,1500,0.06,0.15,27.41,95.44
56.848,6.7,0.5263,4.43,1684,370,1250,0.06,0.09,54.81,99.90
56.848,6.7,0.5263,4.43,1684,370,1250,0.06,0.12,41.11,99.80
56.848,6.7,0.5263,4.43,1684,370,1250,0.06,0.15,32.89,99.59
56.848,6.7,0.5263,4.43,1684,370,1000,0.06,0.12,51.39,99.90
56.848,6.7,0.5263,4.43,1684,370,800,0.06,0.09,85.65,98.59
56.848,6.7,0.5263,4.43,1684,370,800,0.06,0.12,64.24,99.62
56.848,6.7,0.5263,4.43,1684,370,800,0.06,0.15,51.39,99.79
56.848,6.7,0.5263,4.43,1684,370,600,0.06,0.12,85.65,96.61
56.848,6.7,0.5263,4.43,1684,370,400,0.06,0.12,128.47,95.03
56.848,6.7,0.5263,4.43,1684,340,1500,0.06,0.09,41.98,99.44
56.848,6.7,0.5263,4.43,1684,340,1500,0.06,0.12,31.48,97.19
56.848,6.7,0.5263,4.43,1684,340,1500,0.06,0.15,25.19,93.31
56.848,6.7,0.5263,4.43,1684,340,1250,0.06,0.09,50.37,99.89
56.848,6.7,0.5263,4.43,1684,340,1250,0.06,0.12,37.78,99.63
56.848,6.7,0.5263,4.43,1684,340,1250,0.06,0.15,30.22,99.14
56.848,6.7,0.5263,4.43,1684,340,1000,0.06,0.12,47.22,99.84
56.848,6.7,0.5263,4.43,1684,340,800,0.06,0.09,78.70,98.85
56.848,6.7,0.5263,4.43,1684,340,800,0.06,0.12,59.03,99.62
56.848,6.7,0.5263,4.43,1684,340,800,0.06,0.15,47.22,99.80
56.848,6.7,0.5263,4.43,1684,340,600,0.06,0.12,78.70,97.84
56.848,6.7,0.5263,4.43,1684,340,400,0.06,0.12,118.06,93.27
56.848,6.7,0.5263,4.43,1684,280,1500,0.06,0.09,34.57,98.25
56.848,6.7,0.5263,4.43,1684,280,1500,0.06,0.12,25.93,94.65
56.848,6.7,0.5263,4.43,1684,280,1500,0.06,0.15,20.74,88.20
56.848,6.7,0.5263,4.43,1684,280,1250,0.06,0.09,41.48,99.85
56.848,6.7,0.5263,4.43,1684,280,1250,0.06,0.12,31.11,98.55
56.848,6.7,0.5263,4.43,1684,280,1250,0.06,0.15,24.89,94.85
56.848,6.7,0.5263,4.43,1684,280,1000,0.06,0.12,38.89,99.84
56.848,6.7,0.5263,4.43,1684,280,800,0.06,0.09,64.81,98.92
56.848,6.7,0.5263,4.43,1684,280,800,0.06,0.12,48.61,99.56
56.848,6.7,0.5263,4.43,1684,280,800,0.06,0.15,38.89,99.77
56.848,6.7,0.5263,4.43,1684,280,600,0.06,0.12,64.81,98.14
56.848,6.7,0.5263,4.43,1684,280,400,0.06,0.12,97.22,92.60
56.848,6.7,0.5263,4.43,1684,225,1500,0.06,0.09,27.78,91.90
56.848,6.7,0.5263,4.43,1684,225,1500,0.06,0.12,20.83,84.50
56.848,6.7,0.5263,4.43,1684,225,1500,0.06,0.15,16.67,76.70
56.848,6.7,0.5263,4.43,1684,225,1250,0.06,0.09,33.33,98.50
56.848,6.7,0.5263,4.43,1684,225,1250,0.06,0.12,25.00,92.63
56.848,6.7,0.5263,4.43,1684,225,1250,0.06,0.15,20.00,88.02
56.848,6.7,0.5263,4.43,1684,225,1000,0.06,0.12,31.25,99.25
56.848,6.7,0.5263,4.43,1684,225,800,0.06,0.09,52.08,99.59
56.848,6.7,0.5263,4.43,1684,225,800,0.06,0.12,39.06,99.66
56.848,6.7,0.5263,4.43,1684,225,800,0.06,0.15,31.25,99.50
56.848,6.7,0.5263,4.43,1684,225,600,0.06,0.12,52.08,98.42
56.848,6.7,0.5263,4.43,1684,225,400,0.06,0.12,78.13,93.98
56.848,6.7,0.5263,4.43,1684,150,800,0.06,0.09,34.72,96.54
56.848,6.7,0.5263,4.43,1684,150,800,0.06,0.12,26.04,90.42
56.848,6.7,0.5263,4.43,1684,150,800,0.06,0.15,20.83,85.55
56.848,6.7,0.5263,4.43,1684,150,600,0.06,0.12,34.72,95.47
56.848,6.7,0.5263,4.43,1684,150,400,0.06,0.12,52.08,95.35
65.3334,21.4,0.5,8,1375,190,800,0.03,0.09,87.96,97.55
65.3334,21.4,0.5,8,1375,160,800,0.03,0.09,74.07,97.52
65.3334,21.4,0.5,8,1375,190,1200,0.03,0.09,58.64,96.55
65.3334,21.4,0.5,8,1375,160,1200,0.03,0.09,49.38,96.38
65.3334,21.4,0.5,8,1375,190,800,0.06,0.09,43.98,96.50
65.3334,21.4,0.5,8,1375,160,800,0.06,0.09,37.04,96.81
65.3334,21.4,0.5,8,1375,190,1200,0.06,0.09,29.32,96.13
65.3334,21.4,0.5,8,1375,160,1200,0.06,0.09,24.69,95.64
63.5,29.62,0.5718,6.471,1410,180,500,0.09,0.04,100.00,94.43
63.5,29.62,0.5718,6.471,1410,180,500,0.09,0.06,66.67,96.69
63.5,29.62,0.5718,6.471,1410,180,500,0.09,0.08,50.00,96.65
63.5,29.62,0.5718,6.471,1410,150,500,0.09,0.04,83.33,95.48
63.5,29.62,0.5718,6.471,1410,120,1500,0.09,0.08,11.11,93.29
63.5,29.62,0.5718,6.471,1410,120,500,0.09,0.04,66.67,98.02
65,76.2,0.44,7.87,1535,180,2000,0.05,0.05,36.00,67.90
65,76.2,0.44,7.87,1535,180,1000,0.05,0.08,45.00,83.20
65,76.2,0.44,7.87,1535,150,1750,0.05,0.05,34.29,65.80
65,76.2,0.44,7.87,1535,150,1500,0.05,0.05,40.00,69.20
65,76.2,0.44,7.87,1535,120,1250,0.05,0.05,38.40,67.70
65.3334,21.4,0.5,8,1375,180,500,0.03,0.09,133.33,97.85
65.3334,21.4,0.5,8,1375,120,500,0.03,0.09,88.89,97.89
65.3334,21.4,0.5,8,1375,180,1000,0.03,0.09,66.67,96.23
65.3334,21.4,0.5,8,1375,120,1000,0.03,0.09,44.44,90.78
65.3334,21.4,0.5,8,1375,200,500,0.03,0.12,111.11,99.60
65.3334,21.4,0.5,8,1375,200,1500,0.03,0.12,37.04,96.60
65.3334,21.4,0.5,8,1375,200,1700,0.03,0.12,32.68,90.00
65.3334,21.4,0.5,8,1375,175,80,0.1,0.04,546.88,98.51
65.3334,21.4,0.5,8,1375,175,80,0.1,0.06,364.58,97.81
65.3334,21.4,0.5,8,1375,75,80,0.1,0.04,234.38,89.29
65.3334,21.4,0.5,8,1375,175,200,0.1,0.04,218.75,97.57
65.3334,21.4,0.5,8,1375,75,80,0.1,0.06,156.25,88.47
65.3334,21.4,0.5,8,1375,175,200,0.1,0.06,145.83,88.70
65.3334,21.4,0.5,8,1375,75,200,0.1,0.04,93.75,80.40
65.3334,21.4,0.5,8,1375,75,200,0.1,0.06,62.50,81.65
67.0729,146,0.88414745,2.67,570,350,500,0.05,0.15,93.33,99.47
67.0729,146,0.88414745,2.67,570,200,500,0.05,0.15,53.33,97.15
67.0729,146,0.88414745,2.67,570,150,500,0.05,0.15,40.00,96.84
67.0729,146,0.88414745,2.67,570,100,500,0.05,0.15,26.67,91.70
62,170,0.134,19.3,3410,475,800,0.03,0.09,219.91,96.35
62,170,0.134,19.3,3410,475,600,0.03,0.09,293.21,96.93
62,170,0.134,19.3,3410,475,500,0.03,0.09,351.85,95.78
62,170,0.134,19.3,3410,475,400,0.03,0.09,439.81,94.68
71.4289,130,0.7148,2.81,477,325,1300,0.03,0.12,69.44,97.19
71.4289,130,0.7148,2.81,477,325,1200,0.03,0.12,75.23,97.16
71.4289,130,0.7148,2.81,477,325,1100,0.03,0.12,82.07,97.45
71.4289,130,0.7148,2.81,477,325,1000,0.03,0.12,90.28,97.63
71.4289,130,0.7148,2.81,477,300,1300,0.03,0.12,64.10,97.31
71.4289,130,0.7148,2.81,477,300,1200,0.03,0.12,69.44,97.14
71.4289,130,0.7148,2.81,477,300,1100,0.03,0.12,75.76,97.41
71.4289,130,0.7148,2.81,477,300,1000,0.03,0.12,83.33,97.31
71.4289,130,0.7148,2.81,477,275,1300,0.03,0.12,58.76,97.30
71.4289,130,0.7148,2.81,477,275,1200,0.03,0.12,63.66,97.36
71.4289,130,0.7148,2.81,477,275,1100,0.03,0.12,69.44,97.23
71.4289,130,0.7148,2.81,477,275,1000,0.03,0.12,76.39,97.54
71.4289,130,0.7148,2.81,477,250,1300,0.03,0.12,53.42,97.31
71.4289,130,0.7148,2.81,477,250,1200,0.03,0.12,57.87,97.16
71.4289,130,0.7148,2.81,477,250,1100,0.03,0.12,63.13,97.39
71.4289,130,0.7148,2.81,477,250,1000,0.03,0.12,69.44,97.21
